© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Fatty Acid Activation	8.79E-01	7.69E-02	NaN	ACSL1	
Leukotriene Biosynthesis	8.79E-01	7.69E-02	NaN	LTA4H	
Granulocyte Adhesion and Diapedesis	8.79E-01	2.22E-02	NaN	CSF3R,FPR2,SELL,TNFRSF1B	
Molecular Mechanisms of Cancer	8.73E-01	1.79E-02	NaN	CCND3,FOS,GNAS,JUN,LRP1,NAIP,NFKBIA	
Role of Tissue Factor in Cancer	8.73E-01	2.56E-02	NaN	ARRB2,EGR1,FGR	
Retinoic acid Mediated Apoptosis Signaling	8.6E-01	3.33E-02	NaN	PARP14,PARP9	
PCP pathway	8.6E-01	3.33E-02	NaN	JUN,JUNB	
Glycogen Degradation III	8.51E-01	7.14E-02	NaN	TYMP	
IL-2 Signaling	8.51E-01	3.28E-02	NaN	FOS,JUN	
Autophagy	8.51E-01	3.28E-02	NaN	CTSB,CTSS	
Endothelin-1 Signaling	8.3E-01	2.13E-02	-1.000	FOS,GNAS,JUN,PDIA3	
Phospholipase C Signaling	8.3E-01	1.95E-02	0.000	AHNAK,CALM1 (includes others),GNAS,MARCKS,MYL6	
Thrombopoietin Signaling	8.27E-01	3.17E-02	NaN	FOS,JUN	
RhoA Signaling	8.27E-01	2.44E-02	NaN	ACTB,MYL6,SEPTIN9	
Adenosine Nucleotides Degradation II	8.21E-01	6.67E-02	NaN	ADA2	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	8.15E-01	3.12E-02	NaN	NFKBIA,PLAC8	
Phagosome Formation	8.12E-01	2.4E-02	NaN	ITGAX,MARCKS,PDIA3	
ERK/MAPK Signaling	8.01E-01	2.07E-02	NaN	DUSP1,DUSP6,FOS,YWHAG	
P2Y Purigenic Receptor Signaling Pathway	7.99E-01	2.36E-02	NaN	FOS,JUN,PDIA3	
Granzyme B Signaling	7.96E-01	6.25E-02	NaN	LMNB1	
Eicosanoid Signaling	7.96E-01	3.03E-02	NaN	FPR2,LTA4H	
Cell Cycle: G1/S Checkpoint Regulation	7.85E-01	2.99E-02	NaN	CCND3,CUL1	
p70S6K Signaling	7.83E-01	2.33E-02	NaN	EEF2,PDIA3,YWHAG	
Adrenomedullin signaling pathway	7.8E-01	2.03E-02	0.000	CALM1 (includes others),FOS,GNAS,PDIA3	
Gα12/13 Signaling	7.77E-01	2.31E-02	NaN	JUN,MYL6,NFKBIA	
γ-linolenate Biosynthesis II (Animals)	7.72E-01	5.88E-02	NaN	ACSL1	
Mitochondrial L-carnitine Shuttle Pathway	7.72E-01	5.88E-02	NaN	ACSL1	
GM-CSF Signaling	7.54E-01	2.86E-02	NaN	PIM1,RACK1	
Purine Nucleotides Degradation II (Aerobic)	7.5E-01	5.56E-02	NaN	ADA2	
Melatonin Signaling	7.38E-01	2.78E-02	NaN	CALM1 (includes others),PDIA3	
Ephrin B Signaling	7.38E-01	2.78E-02	NaN	CAP1,GNAS	
GADD45 Signaling	7.28E-01	5.26E-02	NaN	CCND3	
Oxidative Ethanol Degradation III	7.28E-01	5.26E-02	NaN	ACSL1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	7.28E-01	2.74E-02	NaN	GNAS,PDIA3	
Apelin Muscle Signaling Pathway	7.28E-01	5.26E-02	NaN	GNAS	
Estrogen-Dependent Breast Cancer Signaling	7.19E-01	2.7E-02	NaN	FOS,JUN	
TREM1 Signaling	7.1E-01	2.67E-02	NaN	ITGAX,TYROBP	
Angiopoietin Signaling	7.1E-01	2.67E-02	NaN	DOK2,NFKBIA	
Neurotrophin/TRK Signaling	7.01E-01	2.63E-02	NaN	FOS,JUN	
Maturity Onset Diabetes of Young (MODY) Signaling	6.88E-01	4.76E-02	NaN	GAPDH	
Putrescine Degradation III	6.88E-01	4.76E-02	NaN	SAT1	
IL-7 Signaling Pathway	6.84E-01	2.56E-02	NaN	CCND3,JUN	
IL-3 Signaling	6.76E-01	2.53E-02	NaN	FOS,JUN	
Agrin Interactions at Neuromuscular Junction	6.76E-01	2.53E-02	NaN	ACTB,JUN	
Thyroid Cancer Signaling	6.76E-01	2.53E-02	NaN	FOS,JUN	
Polyamine Regulation in Colon Cancer	6.72E-01	4.55E-02	NaN	SAT1	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	6.72E-01	4.55E-02	NaN	CMPK2	
JAK/Stat Signaling	6.68E-01	2.5E-02	NaN	FOS,JUN	
Prolactin Signaling	6.6E-01	2.47E-02	NaN	FOS,JUN	
Cyclins and Cell Cycle Regulation	6.6E-01	2.47E-02	NaN	CCND3,CUL1	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	6.54E-01	4.35E-02	NaN	RSAD2	
Ethanol Degradation IV	6.54E-01	4.35E-02	NaN	ACSL1	
PEDF Signaling	6.52E-01	2.44E-02	NaN	NFKBIA,SOD2	
Sperm Motility	6.52E-01	1.79E-02	NaN	CALM1 (includes others),FGR,GNAS,PDIA3	
Epithelial Adherens Junction Signaling	6.42E-01	1.97E-02	NaN	ACTB,MYL6,NOTCH2	
Necroptosis Signaling Pathway	6.16E-01	1.91E-02	NaN	EIF2AK2,SLC25A6,TNFRSF1B	
Dopamine-DARPP32 Feedback in cAMP Signaling	5.85E-01	1.84E-02	NaN	CALM1 (includes others),GNAS,PDIA3	
HMGB1 Signaling	5.77E-01	1.82E-02	NaN	FOS,JUN,TNFRSF1B	
Regulation of Actin-based Motility by Rho	5.67E-01	2.13E-02	NaN	ACTB,MYL6	
ErbB Signaling	5.67E-01	2.13E-02	NaN	FOS,JUN	
Sonic Hedgehog Signaling	5.67E-01	3.45E-02	NaN	ARRB2	
GABA Receptor Signaling	5.61E-01	2.11E-02	NaN	GNAS,UBA52	
α-Adrenergic Signaling	5.54E-01	2.08E-02	NaN	CALM1 (includes others),GNAS	
Mitochondrial Dysfunction	5.48E-01	1.75E-02	NaN	APP,LRRK2,SOD2	
ATM Signaling	5.48E-01	2.06E-02	NaN	JUN,NFKBIA	
G Protein Signaling Mediated by Tubby	5.42E-01	3.23E-02	NaN	GNAS	
VEGF Signaling	5.36E-01	2.02E-02	NaN	ACTB,EIF1	
Apelin Cardiomyocyte Signaling Pathway	5.36E-01	2.02E-02	NaN	MYL6,PDIA3	
Colorectal Cancer Metastasis Signaling	5.32E-01	1.58E-02	NaN	FOS,GNAS,JUN,LRP1	
Ethanol Degradation II	5.32E-01	3.12E-02	NaN	ACSL1	
Fatty Acid β-oxidation I	5.32E-01	3.12E-02	NaN	ACSL1	
Neuropathic Pain Signaling In Dorsal Horn Neurons	5.24E-01	1.98E-02	NaN	FOS,PDIA3	
SAPK/JNK Signaling	5.19E-01	1.96E-02	NaN	JUN,MAP3K3	
Inhibition of Angiogenesis by TSP1	5.09E-01	2.94E-02	NaN	JUN	
Gαs Signaling	4.91E-01	1.87E-02	NaN	GNAS,RGS2	
Hepatic Cholestasis	4.89E-01	1.62E-02	NaN	JUN,NFKBIA,TNFRSF1B	
Sertoli Cell-Sertoli Cell Junction Signaling	4.89E-01	1.62E-02	NaN	ACTB,JUN,MAP3K3	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	4.85E-01	1.61E-02	NaN	KLF6,MYL6,TNFRSF1B	
Paxillin Signaling	4.85E-01	1.85E-02	NaN	ACTB,ITGAX	
Antioxidant Action of Vitamin C	4.8E-01	1.83E-02	NaN	NFKBIA,PDIA3	
Notch Signaling	4.79E-01	2.7E-02	NaN	NOTCH2	
Glioma Signaling	4.75E-01	1.82E-02	NaN	CALM1 (includes others),IDH1	
Docosahexaenoic Acid (DHA) Signaling	4.7E-01	2.63E-02	NaN	APP	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.65E-01	1.79E-02	NaN	GNAS,PDIA3	
Inhibition of Matrix Metalloproteases	4.61E-01	2.56E-02	NaN	LRP1	
Agranulocyte Adhesion and Diapedesis	4.58E-01	1.55E-02	NaN	ACTB,MYL6,SELL	
Senescence Pathway	4.58E-01	1.45E-02	1.000	CALM1 (includes others),JUN,SOD2,ZFP36L1	
nNOS Signaling in Skeletal Muscle Cells	4.44E-01	2.44E-02	NaN	CALM1 (includes others)	
Pyrimidine Ribonucleotides Interconversion	4.44E-01	2.44E-02	NaN	CMPK2	
Sphingosine-1-phosphate Signaling	4.41E-01	1.71E-02	NaN	ASAH1,PDIA3	
Gap Junction Signaling	4.4E-01	1.52E-02	NaN	ACTB,GNAS,PDIA3	
Renin-Angiotensin Signaling	4.37E-01	1.69E-02	NaN	FOS,JUN	
p38 MAPK Signaling	4.37E-01	1.69E-02	NaN	DUSP1,TNFRSF1B	
Retinol Biosynthesis	4.35E-01	2.38E-02	NaN	CES1	
Cholecystokinin/Gastrin-mediated Signaling	4.32E-01	1.68E-02	NaN	FOS,JUN	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	4.27E-01	2.33E-02	NaN	CCR1	
Pyrimidine Ribonucleotides De Novo Biosynthesis	4.27E-01	2.33E-02	NaN	CMPK2	
IL-23 Signaling Pathway	4.19E-01	2.27E-02	NaN	NFKBIA	
CCR3 Signaling in Eosinophils	4.1E-01	1.61E-02	NaN	CALM1 (includes others),GNAS	
CREB Signaling in Neurons	4.1E-01	1.45E-02	NaN	CALM1 (includes others),GNAS,PDIA3	
Thrombin Signaling	4.07E-01	1.44E-02	NaN	GNAS,MYL6,PDIA3	
Gαi Signaling	4.06E-01	1.6E-02	NaN	FPR2,GNAS	
mTOR Signaling	4E-01	1.43E-02	NaN	EIF3H,EIF3L,EIF4B	
nNOS Signaling in Neurons	3.97E-01	2.13E-02	NaN	CALM1 (includes others)	
Triacylglycerol Degradation	3.97E-01	2.13E-02	NaN	CES1	
Stearate Biosynthesis I (Animals)	3.97E-01	2.13E-02	NaN	ACSL1	
Synaptic Long Term Potentiation	3.89E-01	1.55E-02	NaN	CALM1 (includes others),PDIA3	
Reelin Signaling in Neurons	3.89E-01	1.55E-02	NaN	APP,FGR	
White Adipose Tissue Browning Pathway	3.89E-01	1.55E-02	NaN	GNAS,LDHA	
AMPK Signaling	3.87E-01	1.4E-02	NaN	ACTB,EEF2,GNAS	
Role of NFAT in Cardiac Hypertrophy	3.87E-01	1.4E-02	NaN	CALM1 (includes others),GNAS,PDIA3	
Hematopoiesis from Pluripotent Stem Cells	3.83E-01	2.04E-02	NaN	CD4	
Primary Immunodeficiency Signaling	3.77E-01	2E-02	NaN	CD4	
Myc Mediated Apoptosis Signaling	3.77E-01	2E-02	NaN	TNFRSF1B	
Amyloid Processing	3.77E-01	2E-02	NaN	APP	
Actin Cytoskeleton Signaling	3.76E-01	1.38E-02	NaN	ACTB,MYL6,TMSB10/TMSB4X	
Cardiac Hypertrophy Signaling (Enhanced)	3.64E-01	1.23E-02	-0.816	CALM1 (includes others),GNAS,JUN,MAP3K3,PDIA3,TNFRSF1B	
Lymphotoxin β Receptor Signaling	3.58E-01	1.89E-02	NaN	NFKBIA	
Hereditary Breast Cancer Signaling	3.48E-01	1.43E-02	NaN	ACTB,UBA52	
Role of IL-17A in Arthritis	3.46E-01	1.82E-02	NaN	NFKBIA	
Endocannabinoid Cancer Inhibition Pathway	3.37E-01	1.4E-02	NaN	CCND3,SPTLC2	
Glutamate Receptor Signaling	3.34E-01	1.75E-02	NaN	CALM1 (includes others)	
SPINK1 Pancreatic Cancer Pathway	3.19E-01	1.67E-02	NaN	CTSB	
Factors Promoting Cardiogenesis in Vertebrates	3.14E-01	1.33E-02	NaN	LRP1,PDIA3	
Wnt/Ca+ pathway	3.09E-01	1.61E-02	NaN	PDIA3	
Phospholipases	3.04E-01	1.59E-02	NaN	PDIA3	
IL-17A Signaling in Airway Cells	2.94E-01	1.54E-02	NaN	NFKBIA	
ErbB2-ErbB3 Signaling	2.94E-01	1.54E-02	NaN	JUN	
HOTAIR Regulatory Pathway	2.85E-01	1.25E-02	NaN	CD44,NFKBIA	
Remodeling of Epithelial Adherens Junctions	2.81E-01	1.47E-02	NaN	ACTB	
Growth Hormone Signaling	2.68E-01	1.41E-02	NaN	FOS	
Small Cell Lung Cancer Signaling	2.68E-01	1.41E-02	NaN	NFKBIA	
Leptin Signaling in Obesity	2.56E-01	1.35E-02	NaN	PDIA3	
Glioma Invasiveness Signaling	2.56E-01	1.35E-02	NaN	CD44	
Germ Cell-Sertoli Cell Junction Signaling	2.56E-01	1.17E-02	NaN	ACTB,MAP3K3	
VDR/RXR Activation	2.42E-01	1.28E-02	NaN	KLF4	
Role of BRCA1 in DNA Damage Response	2.35E-01	1.25E-02	NaN	ACTB	
IL-17 Signaling	2.35E-01	1.25E-02	NaN	JUN	
TR/RXR Activation	2.22E-01	1.19E-02	NaN	ENO1	
VEGF Family Ligand-Receptor Interactions	2.22E-01	1.19E-02	NaN	FOS	
BMP signaling pathway	2.19E-01	1.18E-02	NaN	JUN	
Axonal Guidance Signaling	-0E00	6.2E-03	NaN	GNAS,MYL6,PDIA3	
Amyotrophic Lateral Sclerosis Signaling	-0E00	1.03E-02	NaN	NAIP	
Synaptic Long Term Depression	-0E00	1.06E-02	NaN	GNAS,PDIA3	
p53 Signaling	-0E00	1.02E-02	NaN	JUN	
FXR/RXR Activation	-0E00	7.94E-03	NaN	CLU	
IL-15 Production	-0E00	8.26E-03	NaN	FGR	
Human Embryonic Stem Cell Pluripotency	-0E00	7.41E-03	NaN	GNAS	
Melanocyte Development and Pigmentation Signaling	-0E00	1.06E-02	NaN	GNAS	
G Beta Gamma Signaling	-0E00	8.2E-03	NaN	GNAS	
FAK Signaling	-0E00	1.05E-02	NaN	ACTB	
PAK Signaling	-0E00	1.03E-02	NaN	MYL6	
Ovarian Cancer Signaling	-0E00	7.19E-03	NaN	CD44	
Breast Cancer Regulation by Stathmin1	-0E00	8.46E-03	NaN	CCND3,CCR1,CCR2,FPR2,JUN	
Glioblastoma Multiforme Signaling	-0E00	6.06E-03	NaN	PDIA3	
NGF Signaling	-0E00	8.77E-03	NaN	MAP3K3	
D-myo-inositol-5-phosphate Metabolism	-0E00	6.41E-03	NaN	DUSP1	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	-0E00	7.09E-03	NaN	DUSP1	
Superpathway of Inositol Phosphate Compounds	-0E00	5.05E-03	NaN	DUSP1	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	-0E00	7.09E-03	NaN	DUSP1	
3-phosphoinositide Degradation	-0E00	6.45E-03	NaN	DUSP1	
3-phosphoinositide Biosynthesis	-0E00	6.06E-03	NaN	DUSP1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	1.04E-02	NaN	EGR1,NOTCH2	
STAT3 Pathway	-0E00	7.41E-03	NaN	PIM1	
Adipogenesis pathway	-0E00	7.46E-03	NaN	TXNIP	
Cardiac β-adrenergic Signaling	-0E00	7.09E-03	NaN	GNAS	
Insulin Receptor Signaling	-0E00	7.14E-03	NaN	SGK1	
Integrin Signaling	-0E00	9.39E-03	NaN	ACTB,ITGAX	
GP6 Signaling Pathway	-0E00	8.4E-03	NaN	CALM1 (includes others)	
Endocannabinoid Neuronal Synapse Pathway	-0E00	7.81E-03	NaN	PDIA3	
Ephrin Receptor Signaling	-0E00	5.56E-03	NaN	GNAS	
