© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Pancreatic Adenocarcinoma Signaling	6.52E-01	1.83E-02	NaN	PIK3R1,RAF1	
G Protein Signaling Mediated by Tubby	6.5E-01	3.23E-02	NaN	GNAS	
Glioma Signaling	6.46E-01	1.82E-02	NaN	PIK3R1,RAF1	
Type I Diabetes Mellitus Signaling	6.4E-01	1.8E-02	NaN	CD247,HLA-C	
4-1BB Signaling in T Lymphocytes	6.38E-01	3.12E-02	NaN	JUN	
HIF1α Signaling	6.29E-01	1.77E-02	NaN	JUN,PIK3R1	
Circadian Rhythm Signaling	6.25E-01	3.03E-02	NaN	BHLHE40	
IL-9 Signaling	6.25E-01	3.03E-02	NaN	PIK3R1	
CREB Signaling in Neurons	6.23E-01	1.45E-02	NaN	GNAS,PIK3R1,RAF1	
NGF Signaling	6.23E-01	1.75E-02	NaN	PIK3R1,RAF1	
Thrombin Signaling	6.18E-01	1.44E-02	NaN	GNAS,PIK3R1,RAF1	
Endocannabinoid Developing Neuron Pathway	6.18E-01	1.74E-02	NaN	PIK3R1,RAF1	
MIF-mediated Glucocorticoid Regulation	6.14E-01	2.94E-02	NaN	CD74	
mTOR Signaling	6.11E-01	1.43E-02	NaN	EIF3F,EIF4G2,PIK3R1	
Role of PKR in Interferon Induction and Antiviral Response	6.07E-01	1.71E-02	NaN	JUN,NPM1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	6.07E-01	1.71E-02	NaN	DPP4,HLA-C	
Osteoarthritis Pathway	6.07E-01	1.42E-02	NaN	ANKH,ITGA4,S100A8	
TWEAK Signaling	6.04E-01	2.86E-02	NaN	BIRC3	
Cholecystokinin/Gastrin-mediated Signaling	5.97E-01	1.68E-02	NaN	JUN,RAF1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	5.97E-01	1.68E-02	NaN	PIK3R1,RAF1	
GP6 Signaling Pathway	5.97E-01	1.68E-02	NaN	FYN,PIK3R1	
Role of NFAT in Cardiac Hypertrophy	5.95E-01	1.4E-02	NaN	GNAS,PIK3R1,RAF1	
Interferon Signaling	5.93E-01	2.78E-02	NaN	TAP1	
IL-15 Production	5.87E-01	1.65E-02	NaN	FYN,MATK	
Superpathway of Methionine Degradation	5.83E-01	2.7E-02	NaN	GOT2	
G Beta Gamma Signaling	5.82E-01	1.64E-02	NaN	GNAS,RAF1	
RhoA Signaling	5.77E-01	1.63E-02	NaN	ACTR3,ARPC1B	
Docosahexaenoic Acid (DHA) Signaling	5.73E-01	2.63E-02	NaN	PIK3R1	
Gαi Signaling	5.67E-01	1.6E-02	NaN	GNAS,RAF1	
Phagosome Formation	5.67E-01	1.6E-02	NaN	ITGA4,PIK3R1	
April Mediated Signaling	5.64E-01	2.56E-02	NaN	JUN	
Inhibition of Matrix Metalloproteases	5.64E-01	2.56E-02	NaN	ADAM12	
Sperm Motility	5.64E-01	1.35E-02	NaN	FYN,GNAS,MATK	
p70S6K Signaling	5.48E-01	1.55E-02	NaN	PIK3R1,RAF1	
cAMP-mediated signaling	5.47E-01	1.32E-02	NaN	AKAP9,GNAS,RAF1	
B Cell Activating Factor Signaling	5.45E-01	2.44E-02	NaN	JUN	
Pyrimidine Ribonucleotides Interconversion	5.45E-01	2.44E-02	NaN	HNRNPA1	
Cellular Effects of Sildenafil (Viagra)	5.39E-01	1.53E-02	NaN	GNAS,SLC4A10	
Oncostatin M Signaling	5.27E-01	2.33E-02	NaN	RAF1	
Pyrimidine Ribonucleotides De Novo Biosynthesis	5.27E-01	2.33E-02	NaN	HNRNPA1	
BAG2 Signaling Pathway	5.27E-01	2.33E-02	NaN	MYC	
Adipogenesis pathway	5.26E-01	1.49E-02	NaN	KAT6A,XBP1	
Human Embryonic Stem Cell Pluripotency	5.21E-01	1.48E-02	NaN	GNAS,PIK3R1	
IL-23 Signaling Pathway	5.19E-01	2.27E-02	NaN	PIK3R1	
iNOS Signaling	5.11E-01	2.22E-02	NaN	JUN	
Ovarian Cancer Signaling	5.04E-01	1.44E-02	NaN	PIK3R1,RAF1	
Dermatan Sulfate Biosynthesis (Late Stages)	5.03E-01	2.17E-02	NaN	DSE	
FAT10 Cancer Signaling Pathway	5.03E-01	2.17E-02	NaN	EEF1A1	
PFKFB4 Signaling Pathway	5.03E-01	2.17E-02	NaN	GNAS	
nNOS Signaling in Neurons	4.96E-01	2.13E-02	NaN	CAPNS1	
Triacylglycerol Degradation	4.96E-01	2.13E-02	NaN	ABHD2	
Cardiac β-adrenergic Signaling	4.96E-01	1.42E-02	NaN	AKAP9,GNAS	
Type II Diabetes Mellitus Signaling	4.92E-01	1.41E-02	NaN	PIK3R1,PKM	
Graft-versus-Host Disease Signaling	4.88E-01	2.08E-02	NaN	HLA-C	
Autoimmune Thyroid Disease Signaling	4.8E-01	2.04E-02	NaN	HLA-C	
Hematopoiesis from Pluripotent Stem Cells	4.8E-01	2.04E-02	NaN	CD247	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	4.8E-01	2.04E-02	NaN	ATM	
Amyloid Processing	4.74E-01	2E-02	NaN	CAPNS1	
Phagosome Maturation	4.57E-01	1.32E-02	NaN	HLA-C,TAP1	
Breast Cancer Regulation by Stathmin1	4.55E-01	1.02E-02	NaN	CCR2,CCR5,GPR183,JUN,PIK3R1,RAF1	
CD27 Signaling in Lymphocytes	4.53E-01	1.89E-02	NaN	JUN	
Lymphotoxin β Receptor Signaling	4.53E-01	1.89E-02	NaN	PIK3R1	
Role of Cytokines in Mediating Communication between Immune Cells	4.47E-01	1.85E-02	NaN	IL32	
Transcriptional Regulatory Network in Embryonic Stem Cells	4.47E-01	1.85E-02	NaN	KAT6A	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	4.46E-01	1.3E-02	NaN	CCL5,PIK3R1	
eNOS Signaling	4.29E-01	1.26E-02	NaN	GNAS,PIK3R1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	4.28E-01	1.75E-02	NaN	ATM	
Glutamate Receptor Signaling	4.28E-01	1.75E-02	NaN	GLS	
Nur77 Signaling in T Lymphocytes	4.17E-01	1.69E-02	NaN	CD247	
Dermatan Sulfate Biosynthesis	4.17E-01	1.69E-02	NaN	DSE	
Retinoic acid Mediated Apoptosis Signaling	4.11E-01	1.67E-02	NaN	CFLAR	
PCP pathway	4.11E-01	1.67E-02	NaN	JUN	
Activation of IRF by Cytosolic Pattern Recognition Receptors	3.95E-01	1.59E-02	NaN	JUN	
Germ Cell-Sertoli Cell Junction Signaling	3.9E-01	1.17E-02	NaN	CLINT1,PIK3R1	
PXR/RXR Activation	3.84E-01	1.54E-02	NaN	ABCB1	
Calcium-induced T Lymphocyte Apoptosis	3.79E-01	1.52E-02	NaN	CD247	
Mitotic Roles of Polo-Like Kinase	3.79E-01	1.52E-02	NaN	SMC3	
NF-κB Signaling	3.68E-01	1.12E-02	NaN	PIK3R1,RAF1	
Growth Hormone Signaling	3.56E-01	1.41E-02	NaN	PIK3R1	
Hepatic Cholestasis	3.51E-01	1.08E-02	NaN	ABCB1,JUN	
Melatonin Signaling	3.51E-01	1.39E-02	NaN	RAF1	
ERK5 Signaling	3.51E-01	1.39E-02	NaN	MYC	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.48E-01	1.08E-02	NaN	CCL5,CCR5	
T Helper Cell Differentiation	3.47E-01	1.37E-02	NaN	IL18R1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	3.47E-01	1.37E-02	NaN	GNAS	
Leptin Signaling in Obesity	3.42E-01	1.35E-02	NaN	PIK3R1	
Glioma Invasiveness Signaling	3.42E-01	1.35E-02	NaN	PIK3R1	
Synaptic Long Term Depression	3.4E-01	1.06E-02	NaN	GNAS,RAF1	
TREM1 Signaling	3.38E-01	1.33E-02	NaN	NLRC5	
FcγRIIB Signaling in B Lymphocytes	3.38E-01	1.33E-02	NaN	PIK3R1	
Angiopoietin Signaling	3.38E-01	1.33E-02	NaN	PIK3R1	
Macropinocytosis Signaling	3.33E-01	1.32E-02	NaN	PIK3R1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	3.33E-01	1.04E-02	NaN	PIK3R1,RAF1	
Antiproliferative Role of Somatostatin Receptor 2	3.3E-01	1.3E-02	NaN	PIK3R1	
Agranulocyte Adhesion and Diapedesis	3.3E-01	1.04E-02	NaN	CCL5,ITGA4	
BEX2 Signaling Pathway	3.21E-01	1.27E-02	NaN	JUN	
Role of BRCA1 in DNA Damage Response	3.18E-01	1.25E-02	NaN	ATM	
HER-2 Signaling in Breast Cancer	3.03E-01	1.19E-02	NaN	PIK3R1	
IL-4 Signaling	2.99E-01	1.18E-02	NaN	PIK3R1	
Allograft Rejection Signaling	2.96E-01	1.16E-02	NaN	HLA-C	
AMPK Signaling	2.82E-01	9.35E-03	NaN	GNAS,PIK3R1	
LPS/IL-1 Mediated Inhibition of RXR Function	2.62E-01	8.93E-03	NaN	ABCB1,JUN	
Nitric Oxide Signaling in the Cardiovascular System	2.55E-01	1.01E-02	NaN	PIK3R1	
Apelin Cardiomyocyte Signaling Pathway	2.55E-01	1.01E-02	NaN	PIK3R1	
Neuropathic Pain Signaling In Dorsal Horn Neurons	2.49E-01	9.9E-03	NaN	PIK3R1	
Gαs Signaling	2.34E-01	9.35E-03	NaN	GNAS	
Oxidative Phosphorylation	2.28E-01	9.17E-03	NaN	ATP5F1E	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	2.21E-01	8.93E-03	NaN	GNAS	
Sphingosine-1-phosphate Signaling	2.1E-01	8.55E-03	NaN	PIK3R1	
p38 MAPK Signaling	2.08E-01	8.47E-03	NaN	MYC	
Inhibition of ARE-Mediated mRNA Degradation Pathway	1.99E-01	8.2E-03	NaN	ZFP36L1	
Synaptic Long Term Potentiation	-0E00	7.75E-03	NaN	RAF1	
Mitochondrial Dysfunction	-0E00	5.85E-03	NaN	ATP5F1E	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	6.67E-03	NaN	MYC	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	6.13E-03	NaN	GNAS	
Iron homeostasis signaling pathway	-0E00	7.3E-03	NaN	FTL	
White Adipose Tissue Browning Pathway	-0E00	7.75E-03	NaN	GNAS	
