© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Triacylglycerol Degradation	6.09E-01	2.13E-02	NaN	CES1	
Stearate Biosynthesis I (Animals)	6.09E-01	2.13E-02	NaN	ACSL1	
HOTAIR Regulatory Pathway	6.04E-01	1.25E-02	NaN	H3-3A/H3-3B,NFKBIA	
Hematopoiesis from Pluripotent Stem Cells	5.93E-01	2.04E-02	NaN	CD4	
Tec Kinase Signaling	5.88E-01	1.22E-02	NaN	ACTB,FOS	
Primary Immunodeficiency Signaling	5.85E-01	2E-02	NaN	CD4	
Myc Mediated Apoptosis Signaling	5.85E-01	2E-02	NaN	MCL1	
Amyloid Processing	5.85E-01	2E-02	NaN	MAPK14	
Lymphotoxin β Receptor Signaling	5.64E-01	1.89E-02	NaN	NFKBIA	
Germ Cell-Sertoli Cell Junction Signaling	5.64E-01	1.17E-02	NaN	ACTB,MAPK14	
Transcriptional Regulatory Network in Embryonic Stem Cells	5.58E-01	1.85E-02	NaN	H3-3A/H3-3B	
Wnt/β-catenin Signaling	5.56E-01	1.16E-02	NaN	JUN,UBC	
Nicotine Degradation III	5.44E-01	1.79E-02	NaN	CYP1B1	
RhoGDI Signaling	5.33E-01	1.11E-02	NaN	ACTB,ARPC5	
Melatonin Degradation I	5.19E-01	1.67E-02	NaN	CYP1B1	
Estrogen Receptor Signaling	5.03E-01	9.15E-03	NaN	FOS,HSP90AB1,JUN	
ErbB2-ErbB3 Signaling	4.89E-01	1.54E-02	NaN	JUN	
Nicotine Degradation II	4.89E-01	1.54E-02	NaN	CYP1B1	
Superpathway of Melatonin Degradation	4.89E-01	1.54E-02	NaN	CYP1B1	
Mitotic Roles of Polo-Like Kinase	4.84E-01	1.52E-02	NaN	HSP90AB1	
Adrenomedullin signaling pathway	4.8E-01	1.02E-02	NaN	FOS,MAPK14	
GM-CSF Signaling	4.63E-01	1.43E-02	NaN	RACK1	
Growth Hormone Signaling	4.58E-01	1.41E-02	NaN	FOS	
Small Cell Lung Cancer Signaling	4.58E-01	1.41E-02	NaN	NFKBIA	
ERK5 Signaling	4.53E-01	1.39E-02	NaN	FOS	
Actin Nucleation by ARP-WASP Complex	4.53E-01	1.39E-02	NaN	ARPC5	
Ephrin B Signaling	4.53E-01	1.39E-02	NaN	CAP1	
Osteoarthritis Pathway	4.42E-01	9.48E-03	NaN	S100A8,S100A9	
IL-15 Signaling	4.4E-01	1.33E-02	NaN	MAPK14	
Angiopoietin Signaling	4.4E-01	1.33E-02	NaN	NFKBIA	
Role of BRCA1 in DNA Damage Response	4.18E-01	1.25E-02	NaN	ACTB	
FLT3 Signaling in Hematopoietic Progenitor Cells	4.18E-01	1.25E-02	NaN	MAPK14	
Role of MAPK Signaling in the Pathogenesis of Influenza	4.18E-01	1.25E-02	NaN	MAPK14	
HER-2 Signaling in Breast Cancer	4.01E-01	1.19E-02	NaN	ITGB2	
VEGF Family Ligand-Receptor Interactions	4.01E-01	1.19E-02	NaN	FOS	
FGF Signaling	4.01E-01	1.19E-02	NaN	MAPK14	
Cardiac Hypertrophy Signaling	3.75E-01	8.33E-03	NaN	JUN,MAPK14	
Th17 Activation Pathway	3.75E-01	1.1E-02	NaN	HSP90AB1	
Protein Kinase A Signaling	3.7E-01	7.54E-03	NaN	DUSP1,H3-3A/H3-3B,NFKBIA	
FAK Signaling	3.61E-01	1.05E-02	NaN	ACTB	
GABA Receptor Signaling	3.61E-01	1.05E-02	NaN	UBC	
Neuregulin Signaling	3.58E-01	1.04E-02	NaN	HSP90AB1	
Colorectal Cancer Metastasis Signaling	3.48E-01	7.91E-03	NaN	FOS,JUN	
Nitric Oxide Signaling in the Cardiovascular System	3.48E-01	1.01E-02	NaN	HSP90AB1	
Apelin Cardiomyocyte Signaling Pathway	3.48E-01	1.01E-02	NaN	MAPK14	
Neuropathic Pain Signaling In Dorsal Horn Neurons	3.41E-01	9.9E-03	NaN	FOS	
SAPK/JNK Signaling	3.38E-01	9.8E-03	NaN	JUN	
Mouse Embryonic Stem Cell Pluripotency	3.35E-01	9.71E-03	NaN	MAPK14	
NER Pathway	3.35E-01	9.71E-03	NaN	H3-3A/H3-3B	
Breast Cancer Regulation by Stathmin1	3.24E-01	6.77E-03	NaN	CCR1,CCR2,FPR1,JUN	
Telomerase Signaling	3.23E-01	9.35E-03	NaN	HSP90AB1	
Gαs Signaling	3.23E-01	9.35E-03	NaN	RGS2	
Endocannabinoid Developing Neuron Pathway	3.01E-01	8.7E-03	NaN	MAPK14	
Fc Epsilon RI Signaling	2.96E-01	8.55E-03	NaN	MAPK14	
Neuroprotective Role of THOP1 in Alzheimer's Disease	2.96E-01	8.55E-03	NaN	HLA-A	
CCR3 Signaling in Eosinophils	2.79E-01	8.06E-03	NaN	MAPK14	
Gαi Signaling	2.77E-01	8E-03	NaN	FPR1	
Endocannabinoid Neuronal Synapse Pathway	2.7E-01	7.81E-03	NaN	MAPK14	
p70S6K Signaling	2.68E-01	7.75E-03	NaN	EEF2	
Adipogenesis pathway	2.56E-01	7.46E-03	NaN	TXNIP	
STAT3 Pathway	2.54E-01	7.41E-03	NaN	MAPK14	
Androgen Signaling	2.53E-01	7.35E-03	NaN	JUN	
Cardiac Hypertrophy Signaling (Enhanced)	2.51E-01	6.16E-03	NaN	CYBB,JUN,MAPK14	
Iron homeostasis signaling pathway	2.5E-01	7.3E-03	NaN	HP	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	2.43E-01	7.09E-03	NaN	DUSP1	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	2.43E-01	7.09E-03	NaN	DUSP1	
Endocannabinoid Cancer Inhibition Pathway	2.38E-01	6.99E-03	NaN	MAPK14	
Factors Promoting Cardiogenesis in Vertebrates	2.25E-01	6.67E-03	NaN	MAPK14	
3-phosphoinositide Degradation	2.17E-01	6.45E-03	NaN	DUSP1	
D-myo-inositol-5-phosphate Metabolism	2.15E-01	6.41E-03	NaN	DUSP1	
3-phosphoinositide Biosynthesis	2.01E-01	6.06E-03	NaN	DUSP1	
Axonal Guidance Signaling	-0E00	2.07E-03	NaN	ARPC5	
Thrombin Signaling	-0E00	4.81E-03	NaN	MAPK14	
Role of NFAT in Cardiac Hypertrophy	-0E00	4.67E-03	NaN	MAPK14	
Gap Junction Signaling	-0E00	5.05E-03	NaN	ACTB	
Superpathway of Inositol Phosphate Compounds	-0E00	5.05E-03	NaN	DUSP1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	5.21E-03	NaN	EGR1	
NF-κB Signaling	-0E00	5.59E-03	NaN	NFKBIA	
Calcium Signaling	-0E00	4.85E-03	NaN	MYH9	
Ephrin Receptor Signaling	-0E00	5.56E-03	NaN	ARPC5	
