© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Role of RIG1-like Receptors in Antiviral Innate Immunity	5.38E-01	2.27E-02	NaN	NFKBIA	
IL-23 Signaling Pathway	5.38E-01	2.27E-02	NaN	NFKBIA	
Hereditary Breast Cancer Signaling	5.29E-01	1.43E-02	NaN	ACTB,UBA52	
Triacylglycerol Degradation	5.13E-01	2.13E-02	NaN	CES1	
Stearate Biosynthesis I (Animals)	5.13E-01	2.13E-02	NaN	ACSL1	
Colorectal Cancer Metastasis Signaling	5.04E-01	1.19E-02	NaN	FOS,JUN,STAT1	
Phospholipase C Signaling	4.93E-01	1.17E-02	NaN	CALM1 (includes others),IGHG1,IGHG4	
Amyloid Processing	4.91E-01	2E-02	NaN	CAPN2	
Epithelial Adherens Junction Signaling	4.81E-01	1.32E-02	NaN	ACTB,IQGAP1	
Lymphotoxin β Receptor Signaling	4.71E-01	1.89E-02	NaN	NFKBIA	
Role of IL-17A in Arthritis	4.58E-01	1.82E-02	NaN	NFKBIA	
HOTAIR Regulatory Pathway	4.53E-01	1.25E-02	NaN	CD44,NFKBIA	
Protein Ubiquitination Pathway	4.5E-01	1.1E-02	NaN	HLA-E,HLA-F,UBA52	
CNTF Signaling	4.45E-01	1.75E-02	NaN	STAT1	
Glutamate Receptor Signaling	4.45E-01	1.75E-02	NaN	CALM1 (includes others)	
Protein Kinase A Signaling	4.29E-01	1.01E-02	NaN	CALM1 (includes others),DUSP1,DUSP6,NFKBIA	
Retinoic acid Mediated Apoptosis Signaling	4.28E-01	1.67E-02	NaN	PARP9	
Germ Cell-Sertoli Cell Junction Signaling	4.17E-01	1.17E-02	NaN	ACTB,IQGAP1	
Xenobiotic Metabolism Signaling	4.16E-01	1.05E-02	NaN	ALDH2,CES1,GSTP1	
PI3K/AKT Signaling	4.05E-01	1.14E-02	NaN	MCL1,NFKBIA	
IL-17A Signaling in Airway Cells	4.01E-01	1.54E-02	NaN	NFKBIA	
ErbB2-ErbB3 Signaling	4.01E-01	1.54E-02	NaN	JUN	
Pyridoxal 5'-phosphate Salvage Pathway	4.01E-01	1.54E-02	NaN	PIM1	
Regulation of Cellular Mechanics by Calpain Protease	4.01E-01	1.54E-02	NaN	CAPN2	
NF-κB Signaling	3.93E-01	1.12E-02	NaN	NFKBIA,TNFRSF1B	
Serotonin Degradation	3.9E-01	1.49E-02	NaN	ALDH2	
RhoGDI Signaling	3.89E-01	1.11E-02	NaN	ACTB,CD44	
Small Cell Lung Cancer Signaling	3.72E-01	1.41E-02	NaN	NFKBIA	
Melatonin Signaling	3.68E-01	1.39E-02	NaN	CALM1 (includes others)	
Endothelin-1 Signaling	3.68E-01	1.06E-02	NaN	FOS,JUN	
ERK5 Signaling	3.68E-01	1.39E-02	NaN	FOS	
PPARα/RXRα Activation	3.63E-01	1.05E-02	NaN	JUN,NFKBIA	
Glioma Invasiveness Signaling	3.59E-01	1.35E-02	NaN	CD44	
TREM1 Signaling	3.54E-01	1.33E-02	NaN	TYROBP	
Angiopoietin Signaling	3.54E-01	1.33E-02	NaN	NFKBIA	
Macropinocytosis Signaling	3.5E-01	1.32E-02	NaN	ITGB2	
Adrenomedullin signaling pathway	3.44E-01	1.02E-02	NaN	CALM1 (includes others),FOS	
VDR/RXR Activation	3.41E-01	1.28E-02	NaN	KLF4	
IL-17 Signaling	3.33E-01	1.25E-02	NaN	JUN	
FLT3 Signaling in Hematopoietic Progenitor Cells	3.33E-01	1.25E-02	NaN	STAT1	
Estrogen Receptor Signaling	3.3E-01	9.15E-03	NaN	FOS,JUN,SOD2	
Calcium Signaling	3.22E-01	9.71E-03	NaN	CALM1 (includes others),CALR	
TR/RXR Activation	3.19E-01	1.19E-02	NaN	ENO1	
HER-2 Signaling in Breast Cancer	3.19E-01	1.19E-02	NaN	ITGB2	
VEGF Family Ligand-Receptor Interactions	3.19E-01	1.19E-02	NaN	FOS	
HIPPO signaling	3.15E-01	1.18E-02	NaN	CD44	
BMP signaling pathway	3.15E-01	1.18E-02	NaN	JUN	
Regulation of Actin-based Motility by Rho	2.85E-01	1.06E-02	NaN	ACTB	
GABA Receptor Signaling	2.81E-01	1.05E-02	NaN	UBA52	
Cardiac Hypertrophy Signaling (Enhanced)	2.81E-01	8.21E-03	-1.000	CALM1 (includes others),CYBB,JUN,TNFRSF1B	
α-Adrenergic Signaling	2.78E-01	1.04E-02	NaN	CALM1 (includes others)	
Amyotrophic Lateral Sclerosis Signaling	2.75E-01	1.03E-02	NaN	CAPN2	
Salvage Pathways of Pyrimidine Ribonucleotides	2.75E-01	1.03E-02	NaN	PIM1	
p53 Signaling	2.72E-01	1.02E-02	NaN	JUN	
Nitric Oxide Signaling in the Cardiovascular System	2.69E-01	1.01E-02	NaN	CALM1 (includes others)	
Neuropathic Pain Signaling In Dorsal Horn Neurons	2.64E-01	9.9E-03	NaN	FOS	
SAPK/JNK Signaling	2.6E-01	9.8E-03	NaN	JUN	
Cardiac Hypertrophy Signaling	2.54E-01	8.33E-03	NaN	CALM1 (includes others),JUN	
Gαs Signaling	2.47E-01	9.35E-03	NaN	RGS2	
Pancreatic Adenocarcinoma Signaling	2.42E-01	9.17E-03	NaN	STAT1	
Antioxidant Action of Vitamin C	2.42E-01	9.17E-03	NaN	NFKBIA	
Glioma Signaling	2.4E-01	9.09E-03	NaN	CALM1 (includes others)	
HIF1α Signaling	2.32E-01	8.85E-03	NaN	JUN	
Role of Tissue Factor in Cancer	2.23E-01	8.55E-03	NaN	EGR1	
GP6 Signaling Pathway	2.18E-01	8.4E-03	NaN	CALM1 (includes others)	
IL-15 Production	2.14E-01	8.26E-03	NaN	STAT1	
RhoA Signaling	2.1E-01	8.13E-03	NaN	ACTB	
CCR3 Signaling in Eosinophils	2.08E-01	8.06E-03	NaN	CALM1 (includes others)	
Gαi Signaling	2.06E-01	8E-03	NaN	FPR1	
Synaptic Long Term Potentiation	1.97E-01	7.75E-03	NaN	CALM1 (includes others)	
Reelin Signaling in Neurons	1.97E-01	7.75E-03	NaN	ITGB2	
p70S6K Signaling	1.97E-01	7.75E-03	NaN	EEF2	
Mitochondrial Dysfunction	-0E00	5.85E-03	NaN	SOD2	
Molecular Mechanisms of Cancer	-0E00	7.67E-03	NaN	FOS,JUN,NFKBIA	
Aldosterone Signaling in Epithelial Cells	-0E00	6.33E-03	NaN	DUSP1	
CREB Signaling in Neurons	-0E00	4.83E-03	NaN	CALM1 (includes others)	
Ovarian Cancer Signaling	-0E00	7.19E-03	NaN	CD44	
Role of NFAT in Cardiac Hypertrophy	-0E00	4.67E-03	NaN	CALM1 (includes others)	
Breast Cancer Regulation by Stathmin1	-0E00	6.77E-03	NaN	CCR1,CCR2,FPR1,JUN	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	6.13E-03	NaN	CALM1 (includes others)	
Gap Junction Signaling	-0E00	5.05E-03	NaN	ACTB	
eNOS Signaling	-0E00	6.29E-03	NaN	CALM1 (includes others)	
D-myo-inositol-5-phosphate Metabolism	-0E00	6.41E-03	NaN	DUSP1	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	-0E00	7.09E-03	NaN	DUSP1	
Superpathway of Inositol Phosphate Compounds	-0E00	5.05E-03	NaN	DUSP1	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	-0E00	7.09E-03	NaN	DUSP1	
3-phosphoinositide Degradation	-0E00	6.45E-03	NaN	DUSP1	
3-phosphoinositide Biosynthesis	-0E00	6.06E-03	NaN	DUSP1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	5.21E-03	NaN	EGR1	
Sperm Motility	-0E00	4.48E-03	NaN	CALM1 (includes others)	
STAT3 Pathway	-0E00	7.41E-03	NaN	PIM1	
Insulin Receptor Signaling	-0E00	7.14E-03	NaN	IRS2	
Iron homeostasis signaling pathway	-0E00	7.3E-03	NaN	CD163	
Synaptogenesis Signaling Pathway	-0E00	6.41E-03	NaN	CALM1 (includes others),NAP1L1	
Xenobiotic Metabolism General Signaling Pathway	-0E00	6.99E-03	NaN	GSTP1	
