© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
MLLT3	 	transcription regulator	 	 	6.01E-03	MYC	 
IL18RAP	 	transmembrane receptor	 	 	6.01E-03	IL32	 
TNKS	 	enzyme	 	 	6.01E-03	MYC	 
MED13L	 	other	 	 	6.01E-03	MYC	 
HIVEP3	 	transcription regulator	 	 	6.01E-03	S100A4	 
MS4A1	 	other	 	 	6.01E-03	MYC	 
FUBP1	 	transcription regulator	 	 	6.01E-03	MYC	 
N-methyl mesoporphyrin IX	 	chemical reagent	 	 	6.01E-03	MYC	 
4-coumaric acid	 	chemical - endogenous mammalian	 	 	6.01E-03	MYC	 
TRKC-miR2	 	microRNA	 	 	6.01E-03	MYC	 
phosphatidic acid	 	chemical - endogenous mammalian	 	 	6.01E-03	MYC	 
TET2	 	enzyme	 	 	6.27E-03	AHNAK,S100A8	 
cyclosporin A	 	biologic drug	 	 	6.39E-03	MYC,TTN,XAF1	 
IRF8	 	transcription regulator	 	 	6.45E-03	KLF6,MYC	 
quercetin	 	chemical drug	 	 	6.45E-03	IL32,MYC	 
mibolerone	 	chemical drug	 	 	6.45E-03	AHNAK,MYC	 
Pka	 	complex	 	 	6.63E-03	KLF6,XAF1	 
ZBTB16	 	transcription regulator	 	 	6.63E-03	IL7R,MYC	 
IFN Beta	 	group	 	 	6.81E-03	MYC,XAF1	 
2-amino-5-azotoluene	 	chemical toxicant	 	 	6.87E-03	MYC	 
Cyclin A	 	group	 	 	6.87E-03	MYC	 
CYTOR	 	other	 	 	6.87E-03	MYC	 
SULT2B1	 	enzyme	 	 	6.87E-03	MYC	 
ZNF382	 	transcription regulator	 	 	6.87E-03	MYC	 
LTBP4	 	growth factor	 	 	6.87E-03	MYC	 
PDS5B	 	other	 	 	6.87E-03	MYC	 
STAG1	 	transcription regulator	 	 	6.87E-03	MYC	 
ATXN2	 	other	 	 	6.87E-03	PABPC1	 
HNRNPC	 	other	 	 	6.87E-03	MYC	 
SMARCA1	 	transcription regulator	 	 	6.87E-03	MYC	 
RGS19	 	enzyme	 	 	6.87E-03	MYC	 
CYP4A11	 	enzyme	 	 	6.87E-03	S100A8	 
KSR1	 	kinase	 	 	6.87E-03	MYC	 
WNT7B	 	other	 	 	6.87E-03	MYC	 
LASP1	 	transporter	 	 	6.87E-03	S100A4	 
AQP7	 	transporter	 	 	6.87E-03	MYC	 
PROKR1	 	G-protein coupled receptor	 	 	6.87E-03	MYC	 
RBCK1	 	transcription regulator	 	 	6.87E-03	MYC	 
farnesyl transferase	 	complex	 	 	6.87E-03	KLF6	 
PCBP1	 	translation regulator	 	 	6.87E-03	MYC	 
proteasome inhibitor	 	chemical drug	 	 	6.87E-03	MYC	 
R59949	 	chemical - kinase inhibitor	 	 	6.87E-03	MYC	 
GABP	 	complex	 	 	6.87E-03	IL7R	 
cordycepin	 	chemical drug	 	 	6.87E-03	MYC	 
IL27	 	cytokine	 	 	6.90E-03	MYC,PIM1	 
beta-estradiol	 	chemical - endogenous mammalian	 	-0.164	7.13E-03	GPRIN3,IL7R,KLF6,MYC,S100A4,TTN	 
GFI1	 	transcription regulator	 	 	7.18E-03	IL7R,MYC	 
RBPJ	 	transcription regulator	 	 	7.27E-03	IL7R,MYC	 
IFNAR1	 	transmembrane receptor	 	 	7.46E-03	MYC,XAF1	 
H89	 	chemical - kinase inhibitor	 	 	7.46E-03	MYC,S100A8	 
cytokine	 	group	 	 	7.65E-03	MYC,S100A4	2 (2)
L-cysteine	 	chemical - endogenous mammalian	 	 	7.72E-03	MYC	 
bazedoxifene	 	chemical drug	 	 	7.72E-03	MYC	 
4-nonylphenol	 	chemical toxicant	 	 	7.72E-03	MYC	 
Ck2	 	complex	 	 	7.72E-03	MYC	 
Bcl9-Cbp/p300-Ctnnb1-Lef/Tcf	 	complex	 	 	7.72E-03	MYC	 
AFF4	 	transcription regulator	 	 	7.72E-03	MYC	 
MEMO1	 	other	 	 	7.72E-03	MYC	 
CTDSP1	 	phosphatase	 	 	7.72E-03	MYC	 
HUWE1	 	transcription regulator	 	 	7.72E-03	MYC	 
bicyclol	 	chemical drug	 	 	7.72E-03	MYC	 
MIRLET7	 	group	 	 	7.72E-03	MYC	 
PTGES3	 	enzyme	 	 	7.72E-03	MYC	 
ING4	 	transcription regulator	 	 	7.72E-03	MYC	 
RPL11	 	other	 	 	7.72E-03	MYC	 
EFNB1	 	other	 	 	7.72E-03	IL7R	 
USP37	 	peptidase	 	 	7.72E-03	MYC	 
GPR183	 	G-protein coupled receptor	 	 	7.72E-03	MYC	 
YBX3	 	transcription regulator	 	 	7.72E-03	MYC	 
MPL	 	transmembrane receptor	 	 	7.72E-03	MYC	 
EXT1	 	enzyme	 	 	7.72E-03	MYC	 
USP17L2 (includes others)	 	peptidase	 	 	7.72E-03	MYC	 
sapanisertib	 	chemical drug	 	 	7.72E-03	PABPC1	 
calcium chloride	 	chemical drug	 	 	7.72E-03	S100A4	 
APP	 	other	 	 	7.81E-03	MYC,S100A8,TPT1,XAF1	 
IGF1	 	growth factor	 	 	7.86E-03	KLF6,MYC,PIM1	 
IRF4	 	transcription regulator	 	 	8.03E-03	IL7R,MYC	 
MED1	 	transcription regulator	 	 	8.13E-03	MYC,PIM1	 
nitric oxide	 	chemical - endogenous mammalian	 	 	8.23E-03	IL7R,MYC	 
CD38	 	enzyme	 	 	8.33E-03	PIM1,S100A4	 
EGR2	 	transcription regulator	 	 	8.43E-03	IL7R,MYC	 
ST1926	 	chemical drug	 	 	8.43E-03	PABPC1,TPT1	 
L-threonine	 	chemical - endogenous mammalian	 	 	8.57E-03	MYC	 
PARP14	 	enzyme	 	 	8.57E-03	PIM1	 
Shc	 	group	 	 	8.57E-03	MYC	 
TRAF3IP3	 	other	 	 	8.57E-03	MYC	 
RSPO1	 	other	 	 	8.57E-03	MYC	 
cercosporin	 	chemical - endogenous non-mammalian	 	 	8.57E-03	MYC	 
DCLK1	 	kinase	 	 	8.57E-03	MYC	 
DAB2IP	 	other	 	 	8.57E-03	MYC	 
HBP1	 	transcription regulator	 	 	8.57E-03	PIM1	 
SETD7	 	enzyme	 	 	8.57E-03	MYC	 
BCL6B	 	transcription regulator	 	 	8.57E-03	S100A4	 
AFF1	 	transcription regulator	 	 	8.57E-03	MYC	 
PIM3	 	kinase	 	 	8.57E-03	MYC	 
Igkv1-117	 	other	 	 	8.57E-03	MYC	 
SH2B1	 	other	 	 	8.57E-03	MYC	 
CXCL13	 	cytokine	 	 	8.57E-03	MYC	 
PCBP2	 	other	 	 	8.57E-03	MYC	 
acriflavine	 	chemical toxicant	 	 	8.57E-03	MYC	 
premarin	 	chemical drug	 	 	8.57E-03	MYC	 
EIF4E	 	translation regulator	 	 	8.63E-03	MYC,PIM1	 
Ap1	 	complex	 	 	8.73E-03	MYC,S100A4	 
NUPR1	 	transcription regulator	 	 	8.78E-03	KLF6,MYC,PIM1	 
Hdac	 	group	 	 	8.94E-03	KLF6,MYC	2 (2)
SATB1	 	transcription regulator	 	 	8.94E-03	IL7R,XAF1	 
Salmonella enterica serotype abortus equi lipopolysaccharide	 	chemical toxicant	 	 	9.14E-03	IL32,IL7R	 
IGF2	 	growth factor	 	 	9.25E-03	MYC,PIM1	 
5-azacytidine	 	chemical drug	 	 	9.25E-03	KLF6,MYC	 
IRF7	 	transcription regulator	 	 	9.35E-03	S100A8,XAF1	 
AKT inhibitor VIII	 	chemical reagent	 	 	9.43E-03	MYC	 
Adaptor protein 1	 	complex	 	 	9.43E-03	MYC	 
SNHG20	 	other	 	 	9.43E-03	MYC	 
OIP5-AS1	 	other	 	 	9.43E-03	MYC	 
CSNK2B	 	kinase	 	 	9.43E-03	MYC	 
MCL1	 	transporter	 	 	9.43E-03	TPT1	 
RFX2	 	transcription regulator	 	 	9.43E-03	MYC	 
MAP3K11	 	kinase	 	 	9.43E-03	MYC	 
emactuzumab	 	biologic drug	 	 	9.43E-03	XAF1	 
ferric ammonium citrate	 	chemical drug	 	 	9.43E-03	MYC	 
clonidine	 	chemical drug	 	 	9.43E-03	MYC	 
enoxacin	 	chemical drug	 	 	9.43E-03	LCP1	 
MAPK8	 	kinase	 	 	9.46E-03	KLF6,MYC	2 (3)
CSF3	 	cytokine	 	 	9.89E-03	MYC,PIM1	 
MYB	 	transcription regulator	 	 	9.99E-03	IL7R,MYC	 
embelin	 	chemical - endogenous non-mammalian	 	 	1.03E-02	MYC	 
PP2A	 	complex	 	 	1.03E-02	PIM1	 
highly active antiretroviral therapy	 	chemical drug	 	 	1.03E-02	IL7R	 
TINCR	 	other	 	 	1.03E-02	S100A8	 
LAMTOR5	 	other	 	 	1.03E-02	S100A4	 
CCAT1	 	other	 	 	1.03E-02	MYC	 
JUP	 	other	 	 	1.03E-02	MYC	 
SH3KBP1	 	other	 	 	1.03E-02	MYC	 
miR-375-3p (miRNAs w/seed UUGUUCG)	 	mature microRNA	 	 	1.03E-02	MYC	 
PRAME	 	other	 	 	1.03E-02	S100A4	 
RB1CC1	 	other	 	 	1.03E-02	MYC	 
NUMBL	 	other	 	 	1.03E-02	MYC	 
CCNT1	 	transcription regulator	 	 	1.03E-02	MYC	 
PAX4	 	transcription regulator	 	 	1.03E-02	MYC	 
HNRNPAB	 	enzyme	 	 	1.03E-02	S100A4	 
cucurbitacin B	 	chemical - endogenous non-mammalian	 	 	1.03E-02	MYC	 
2-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indol-5-ol	 	chemical reagent	 	 	1.05E-02	KLF6,PIM1	 
KLF2	 	transcription regulator	 	 	1.05E-02	IL7R,MYC	 
EGF	 	growth factor	 	 	1.06E-02	IL7R,MYC,S100A4	 
4-hydroxytamoxifen	 	chemical drug	 	 	1.07E-02	IL7R,MYC	 
SPP1	 	cytokine	 	 	1.08E-02	MYC,S100A4	 
let-7a-5p (and other miRNAs w/seed GAGGUAG)	 	mature microRNA	 	 	1.08E-02	MYC,S100A4	 
IRF1	 	transcription regulator	 	 	1.10E-02	MYC,XAF1	 
Ppp2c	 	group	 	 	1.11E-02	PIM1	 
RBBP7	 	transcription regulator	 	 	1.11E-02	MYC	 
MMP8	 	peptidase	 	 	1.11E-02	S100A8	 
CDC37	 	other	 	 	1.11E-02	MYC	 
PPP5C	 	phosphatase	 	 	1.11E-02	MYC	 
pimozide	 	chemical drug	 	 	1.11E-02	PIM1	 
1,2-dimethylhydrazine	 	chemical toxicant	 	 	1.11E-02	MYC	 
gambogic acid	 	chemical - endogenous non-mammalian	 	 	1.11E-02	MYC	 
cyclomaltodextrin	 	chemical drug	 	 	1.11E-02	S100A8	 
sirolimus	 	chemical drug	 	 	1.12E-02	MYC,PIM1,S100A4	 
PDX1	 	transcription regulator	 	 	1.13E-02	KLF6,MYC	 
OSM	 	cytokine	 	 	1.13E-02	IL32,MYC,S100A8	 
MAP2K1	 	kinase	 	 	1.19E-02	MYC,PIM1	 
dihydroartemisinin	 	chemical drug	 	 	1.20E-02	MYC	 
carfilzomib	 	biologic drug	 	 	1.20E-02	MYC	 
Ptprd	 	phosphatase	 	 	1.20E-02	MYC	 
TCF/LEF	 	group	 	 	1.20E-02	MYC	 
trametinib	 	chemical drug	 	 	1.20E-02	MYC	 
PTBP1	 	enzyme	 	 	1.20E-02	MYC	 
TRAF4	 	other	 	 	1.20E-02	MYC	 
GTF2I	 	transcription regulator	 	 	1.20E-02	MYC	 
prazosin	 	chemical drug	 	 	1.20E-02	MYC	 
metoprolol	 	chemical drug	 	 	1.20E-02	MYC	 
zeranol	 	chemical - endogenous mammalian	 	 	1.20E-02	MYC	 
meclizine	 	chemical drug	 	 	1.20E-02	MYC	 
cyproterone acetate	 	chemical drug	 	 	1.20E-02	MYC	 
Cd2+	 	chemical toxicant	 	 	1.20E-02	MYC	 
SP1	 	transcription regulator	 	 	1.23E-02	KLF6,MYC,PIM1	 
1'-acetoxychavicol acetate	 	chemical reagent	 	 	1.28E-02	MYC	 
NSD1	 	transcription regulator	 	 	1.28E-02	KLF6	 
48s	 	complex	 	 	1.28E-02	MYC	 
IGFBP7	 	transporter	 	 	1.28E-02	MYC	 
Betacatenin/TCF	 	complex	 	 	1.28E-02	MYC	 
SMC3	 	other	 	 	1.28E-02	MYC	 
PNN	 	other	 	 	1.28E-02	MYC	 
APBB1	 	transcription regulator	 	 	1.28E-02	MYC	 
CPEB1	 	translation regulator	 	 	1.28E-02	MYC	 
KIF1B	 	transporter	 	 	1.28E-02	XAF1	 
HOXB4	 	transcription regulator	 	 	1.28E-02	MYC	 
CNOT3	 	other	 	 	1.28E-02	MYC	 
TOPBP1	 	other	 	 	1.28E-02	MYC	 
MYH9	 	enzyme	 	 	1.28E-02	MYC	 
ECM1	 	transporter	 	 	1.28E-02	S100A4	 
mir-290	 	microRNA	 	 	1.28E-02	MYC	 
costunolide	 	chemical - endogenous non-mammalian	 	 	1.28E-02	MYC	 
U18666A	 	chemical reagent	 	 	1.28E-02	S100A8	 
KDM1A	 	enzyme	 	 	1.30E-02	LCP1,MYC	 
deferoxamine	 	chemical drug	 	 	1.31E-02	IL32,MYC	 
CD 437	 	chemical drug	 	 	1.32E-02	MYC,PABPC1	 
Stat5 dimer	 	complex	 	 	1.37E-02	MYC	 
IL1RL2	 	transmembrane receptor	 	 	1.37E-02	S100A8	 
PURA	 	transcription regulator	 	 	1.37E-02	MYC	 
CBX4	 	transcription regulator	 	 	1.37E-02	MYC	 
H1-2	 	other	 	 	1.37E-02	MYC	 
mir-205	 	microRNA	 	 	1.37E-02	IL32	 
SFRP4	 	transmembrane receptor	 	 	1.37E-02	MYC	 
PIM2	 	kinase	 	 	1.37E-02	MYC	 
IL2RB	 	transmembrane receptor	 	 	1.37E-02	MYC	 
MAML1	 	transcription regulator	 	 	1.37E-02	IL7R	 
EFNB2	 	kinase	 	 	1.37E-02	IL7R	 
NDN	 	transcription regulator	 	 	1.37E-02	MYC	 
myricetin	 	chemical - endogenous non-mammalian	 	 	1.37E-02	MYC	 
BMP4	 	growth factor	 	 	1.41E-02	LCP1,MYC	 
STAT3	 	transcription regulator	 	 	1.41E-02	MYC,PIM1,XAF1	 
tunicamycin	 	chemical - endogenous non-mammalian	 	 	1.42E-02	MYC,S100A4	 
Foxo	 	group	 	 	1.45E-02	IL7R	 
Smad2/3-Smad4	 	complex	 	 	1.45E-02	MYC	 
Integrin	 	complex	 	 	1.45E-02	MYC	 
PLC	 	group	 	 	1.45E-02	MYC	 
PPP1R1B	 	phosphatase	 	 	1.45E-02	MYC	 
mir-451	 	microRNA	 	 	1.45E-02	MYC	 
MXI1	 	transcription regulator	 	 	1.45E-02	MYC	 
PDGFRA	 	kinase	 	 	1.45E-02	MYC	 
MAZ	 	transcription regulator	 	 	1.45E-02	MYC	 
NCAM1	 	other	 	 	1.45E-02	MALAT1	 
DROSHA	 	enzyme	 	 	1.45E-02	MYC	 
CCAT2	 	other	 	 	1.45E-02	MYC	 
HNRNPU	 	transporter	 	 	1.45E-02	MYC	 
TARBP2	 	other	 	 	1.45E-02	MYC	 
KLK5	 	peptidase	 	 	1.45E-02	S100A8	 
decursin	 	chemical - endogenous non-mammalian	 	 	1.45E-02	MYC	 
nimodipine	 	chemical drug	 	 	1.45E-02	MYC	 
zearalenone	 	chemical toxicant	 	 	1.45E-02	MYC	 
bombesin	 	chemical - endogenous mammalian	 	 	1.45E-02	MYC	 
oxysterol	 	chemical - endogenous mammalian	 	 	1.45E-02	MYC	 
Jnk	 	group	 	 	1.46E-02	KLF6,MYC	 
IgG	 	complex	 	 	1.47E-02	MYC,PIM1	 
HSF1	 	transcription regulator	 	 	1.49E-02	IL7R,XAF1	 
CSF1	 	cytokine	 	 	1.49E-02	MYC,TPT1	 
NKX2-3	 	transcription regulator	 	 	1.51E-02	IL7R,XAF1	 
Pkc(s)	 	group	 	 	1.53E-02	KLF6,S100A8	 
ETS1	 	transcription regulator	 	 	1.54E-02	IL7R,MYC	 
CD40	 	transmembrane receptor	 	 	1.54E-02	MYC,PIM1	 
N(6)-(3-iodobenzyl)-5'-N-methylcarboxamidoadenosine	 	chemical drug	 	 	1.54E-02	MYC	 
RNF20	 	enzyme	 	 	1.54E-02	MYC	 
OPA1	 	enzyme	 	 	1.54E-02	S100A8	 
Endothelin	 	group	 	 	1.54E-02	MYC	 
AURKA	 	kinase	 	 	1.54E-02	MYC	 
S100B	 	other	 	 	1.54E-02	MYC	 
MED12	 	transcription regulator	 	 	1.54E-02	MYC	 
mir-154	 	microRNA	 	 	1.54E-02	MYC	 
PLA2G4A	 	enzyme	 	 	1.54E-02	MYC	 
CD22	 	transmembrane receptor	 	 	1.54E-02	MYC	 
GFI1B	 	transcription regulator	 	 	1.54E-02	MYC	 
RPS6KA3	 	kinase	 	 	1.54E-02	MYC	 
YY2	 	transcription regulator	 	 	1.54E-02	MYC	 
indirubin	 	chemical drug	 	 	1.54E-02	MYC	 
acyclic retinoid	 	chemical drug	 	 	1.54E-02	MYC	 
melphalan	 	chemical drug	 	 	1.54E-02	XAF1	 
let-7	 	microRNA	 	 	1.55E-02	MYC,S100A4	 
SMARCA4	 	transcription regulator	 	 	1.61E-02	AHNAK,IL7R,MYC	 
prostaglandin E1	 	chemical - endogenous mammalian	 	 	1.62E-02	MYC	 
trastuzumab	 	biologic drug	 	 	1.62E-02	MYC	 
IL17R	 	complex	 	 	1.62E-02	S100A8	 
CHEK1	 	kinase	 	 	1.62E-02	MYC	 
TEK	 	kinase	 	 	1.62E-02	S100A8	 
MNT	 	transcription regulator	 	 	1.62E-02	KLF6	 
PDCD4	 	other	 	 	1.62E-02	MYC	 
ERF	 	transcription regulator	 	 	1.62E-02	MYC	 
MST1R	 	kinase	 	 	1.62E-02	MYC	 
dichlororibofuranosylbenzimidazole	 	chemical toxicant	 	 	1.62E-02	MYC	 
Mek	 	group	 	 	1.63E-02	MYC,XAF1	 
NFkB (complex)	 	complex	 	 	1.70E-02	IL32,IL7R,MYC	 
dactolisib	 	chemical drug	 	 	1.71E-02	MYC	 
STAP2	 	other	 	 	1.71E-02	MYC	 
PTP4A3	 	phosphatase	 	 	1.71E-02	MYC	 
DHX9	 	enzyme	 	 	1.71E-02	XAF1	 
IAPP	 	other	 	 	1.71E-02	MYC	 
GABPB1	 	transcription regulator	 	 	1.71E-02	IL7R	 
RFX1	 	transcription regulator	 	 	1.71E-02	MYC	 
RFX3	 	transcription regulator	 	 	1.71E-02	MYC	 
STAU1	 	transporter	 	 	1.71E-02	MYC	 
Usp17la (includes others)	 	peptidase	 	 	1.71E-02	MYC	 
HNRNPA1	 	enzyme	 	 	1.71E-02	MYC	 
arecoline	 	chemical drug	 	 	1.71E-02	S100A4	 
creatine	 	chemical - endogenous mammalian	 	 	1.71E-02	TTN	 
RUNX1	 	transcription regulator	 	 	1.71E-02	IL7R,MYC	 
VDR	 	transcription regulator	 	 	1.75E-02	MYC,S100A8	 
N-acetyl-L-cysteine	 	chemical drug	 	 	1.77E-02	MYC,XAF1	 
actinomycin D	 	biologic drug	 	 	1.78E-02	IL7R,MYC	 
Ras homolog	 	group	 	 	1.79E-02	MYC	 
Aldose Reductase	 	group	 	 	1.79E-02	MYC	 
salinosporamide A	 	chemical drug	 	 	1.79E-02	MYC	 
DOT1L	 	phosphatase	 	 	1.79E-02	PABPC1	 
Collagen type IV	 	complex	 	 	1.79E-02	MYC	 
DLX2	 	transcription regulator	 	 	1.79E-02	MYC	 
SMARCE1	 	transcription regulator	 	 	1.79E-02	MYC	 
MGAT5	 	enzyme	 	 	1.79E-02	MYC	 
CDK8	 	kinase	 	 	1.79E-02	MYC	 
CBX3	 	transcription regulator	 	 	1.79E-02	MYC	 
PCDH11Y	 	other	 	 	1.79E-02	MYC	 
SCGB1A1	 	cytokine	 	 	1.79E-02	S100A8	 
TRIM21	 	enzyme	 	 	1.79E-02	MYC	 
SMARCC1	 	transcription regulator	 	 	1.79E-02	IL7R	 
THZ1	 	chemical - kinase inhibitor	 	 	1.79E-02	STK17B	 
TUG1	 	other	 	 	1.79E-02	MYC	 
acetaldehyde	 	chemical - endogenous mammalian	 	 	1.79E-02	MYC	 
epirubicin	 	chemical drug	 	 	1.79E-02	MYC	 
IFNA2	 	cytokine	 	 	1.82E-02	MYC,XAF1	 
TLR9	 	transmembrane receptor	 	 	1.84E-02	MYC,S100A8	 
gentamicin	 	chemical drug	 	 	1.85E-02	KLF6,MYC	 
IKK (complex)	 	complex	 	 	1.88E-02	MYC	 
WDR5	 	transcription regulator	 	 	1.88E-02	MYC	 
SLC9A3R1	 	other	 	 	1.88E-02	S100A4	 
IL2RA	 	transmembrane receptor	 	 	1.88E-02	MYC	 
STK4	 	kinase	 	 	1.88E-02	IL7R	 
PTAFR	 	G-protein coupled receptor	 	 	1.88E-02	MYC	 
RPS6KA5	 	kinase	 	 	1.88E-02	MYC	 
EPCAM	 	other	 	 	1.88E-02	MYC	 
CISH	 	other	 	 	1.88E-02	MYC	 
PTPN3	 	phosphatase	 	 	1.88E-02	MYC	 
PDGFC	 	growth factor	 	 	1.88E-02	MYC	 
HSP90AB1	 	enzyme	 	 	1.88E-02	MYC	 
2-mercaptoacetate	 	chemical drug	 	 	1.88E-02	TPT1	 
ketamine	 	chemical drug	 	 	1.88E-02	KLF6	 
MYOD1	 	transcription regulator	 	 	1.91E-02	KLF6,TTN	 
tacrolimus	 	chemical drug	 	 	1.92E-02	MYC,TTN	 
IKZF1	 	transcription regulator	 	 	1.95E-02	IL7R,MYC	 
zidovudine	 	chemical drug	 	 	1.96E-02	MYC	 
pregna-4,17-diene-3,16-dione	 	chemical - endogenous non-mammalian	 	 	1.96E-02	MYC	 
CTR9	 	other	 	 	1.96E-02	MYC	 
HTATIP2	 	transcription regulator	 	 	1.96E-02	MYC	 
ibrutinib	 	chemical drug	 	 	1.96E-02	MYC	 
MBP	 	other	 	 	1.96E-02	MYC	 
KIF3A	 	enzyme	 	 	1.96E-02	MYC	 
HSPA9	 	other	 	 	1.96E-02	MYC	 
LOX	 	enzyme	 	 	1.96E-02	MYC	 
EYA1	 	phosphatase	 	 	1.96E-02	MYC	 
pifithrin alpha	 	chemical reagent	 	 	1.96E-02	XAF1	 
evodiamine	 	chemical - endogenous non-mammalian	 	 	1.96E-02	MYC	 
KITLG	 	growth factor	 	 	2.01E-02	PIM1,TPT1	 
zerumbone	 	chemical - endogenous non-mammalian	 	 	2.05E-02	MYC	 
Ciap	 	group	 	 	2.05E-02	MYC	 
GRHL2	 	transcription regulator	 	 	2.05E-02	MYC	 
PLD1	 	enzyme	 	 	2.05E-02	MYC	 
RACK1	 	enzyme	 	 	2.05E-02	MYC	 
DRAP1	 	transcription regulator	 	 	2.05E-02	MYC	 
LCAT	 	enzyme	 	 	2.05E-02	MYC	 
Mt2	 	other	 	 	2.05E-02	MYC	 
carvedilol	 	chemical drug	 	 	2.05E-02	MYC	 
oxazolone	 	chemical reagent	 	 	2.05E-02	S100A8	 
bisindolylmaleimide iv	 	chemical - kinase inhibitor	 	 	2.05E-02	MYC	 
chelerythrine	 	chemical drug	 	 	2.05E-02	PIM1	 
E. coli B5 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	2.09E-02	IL32,IL7R	 
NR3C1	 	ligand-dependent nuclear receptor	 	 	2.11E-02	IL7R,MYC,STK17B	 
PTEN	 	phosphatase	 	 	2.13E-02	KLF6,MYC,PIM1	 
dibutyl phthalate	 	chemical toxicant	 	 	2.13E-02	MYC	 
Smad	 	complex	 	 	2.13E-02	MYC	 
E2F5	 	transcription regulator	 	 	2.13E-02	MYC	 
SOX6	 	transcription regulator	 	 	2.13E-02	MYC	 
Saa3	 	other	 	 	2.13E-02	S100A8	 
NFKBIZ	 	transcription regulator	 	 	2.13E-02	S100A8	 
SENP1	 	peptidase	 	 	2.13E-02	MYC	 
piceatannol	 	chemical - endogenous non-mammalian	 	 	2.13E-02	MYC	 
kaempferol	 	chemical toxicant	 	 	2.13E-02	IL32	 
tosylphenylalanyl chloromethyl ketone	 	chemical - protease inhibitor	 	 	2.13E-02	MYC	 
NOTCH1	 	transcription regulator	 	 	2.18E-02	IL7R,MYC	 
SPI1	 	transcription regulator	 	 	2.18E-02	IL7R,MYC	 
NfkB1-RelA	 	complex	 	 	2.21E-02	MYC	 
thyroid hormone receptor	 	group	 	 	2.21E-02	MYC	 
CDC73	 	other	 	 	2.21E-02	MYC	 
miR-24-3p (and other miRNAs w/seed GGCUCAG)	 	mature microRNA	 	 	2.21E-02	MYC	 
LTBP1	 	other	 	 	2.21E-02	PIM1	 
MTA3	 	transcription regulator	 	 	2.21E-02	MYC	 
MTA2	 	transcription regulator	 	 	2.21E-02	MYC	 
CD9	 	other	 	 	2.21E-02	MYC	 
ADAMTS12	 	peptidase	 	 	2.21E-02	S100A8	 
diazoxide	 	chemical drug	 	 	2.21E-02	MYC	 
amino acids	 	chemical - endogenous mammalian	 	 	2.21E-02	MYC	 
methyl-beta-cyclodextrin	 	chemical drug	 	 	2.21E-02	MYC	 
TNFSF11	 	cytokine	 	 	2.22E-02	MYC,PIM1	 
vorinostat	 	chemical drug	 	 	2.25E-02	MYC,S100A8	 
RNY3	 	other	 	 	2.30E-02	XAF1	 
IL17C	 	cytokine	 	 	2.30E-02	S100A8	 
PROCR	 	other	 	 	2.30E-02	MYC	 
NCL	 	other	 	 	2.30E-02	MYC	 
TICAM2	 	other	 	 	2.30E-02	S100A8	 
MAP2K2	 	kinase	 	 	2.30E-02	MYC	 
CTSB	 	peptidase	 	 	2.30E-02	MYC	 
ECSIT	 	transcription regulator	 	 	2.30E-02	PIM1	 
CPE	 	peptidase	 	 	2.30E-02	MYC	 
Mt1	 	other	 	 	2.30E-02	MYC	 
AZGP1	 	transporter	 	 	2.30E-02	MYC	 
ceramide	 	chemical - endogenous mammalian	 	 	2.30E-02	MYC	 
CST5	 	other	 	 	2.33E-02	AHNAK,NOP53	 
LIN28B	 	other	 	 	2.38E-02	MYC	 
CD47	 	transmembrane receptor	 	 	2.38E-02	MYC	 
phorbol 12,13-didecanoate	 	chemical toxicant	 	 	2.38E-02	MYC	 
IGF1R	 	transmembrane receptor	 	 	2.41E-02	MYC,S100A4	 
PGR	 	ligand-dependent nuclear receptor	 	 	2.43E-02	MYC,S100A8	 
E. coli B4 lipopolysaccharide	 	chemical toxicant	 	 	2.44E-02	LCP1,PIM1	 
CRTC2	 	other	 	 	2.47E-02	MYC	 
POLG	 	enzyme	 	 	2.47E-02	TPT1	 
GRP	 	growth factor	 	 	2.47E-02	MYC	 
ACTL6A	 	other	 	 	2.47E-02	MYC	 
MYBL1	 	transcription regulator	 	 	2.47E-02	MYC	 
miR-133a-3p (and other miRNAs w/seed UUGGUCC)	 	mature microRNA	 	 	2.47E-02	MALAT1	 
miR-26a-5p (and other miRNAs w/seed UCAAGUA)	 	mature microRNA	 	 	2.47E-02	MYC	 
HOXB13	 	transcription regulator	 	 	2.47E-02	MYC	 
NF1	 	other	 	 	2.47E-02	MYC	 
HOXA7	 	transcription regulator	 	 	2.47E-02	IL7R	 
letrozole	 	chemical drug	 	 	2.47E-02	MYC	 
hemozoin	 	chemical - endogenous non-mammalian	 	 	2.47E-02	S100A8	 
IKBKB	 	kinase	 	 	2.52E-02	MYC,S100A4	 
STK11	 	kinase	 	 	2.52E-02	MYC,STK17B	 
estrogen	 	chemical drug	 	 	2.52E-02	MYC,PIM1	 
anakinra	 	biologic drug	 	 	2.55E-02	PIM1	 
NF2	 	other	 	 	2.55E-02	MYC	 
ARRB1	 	other	 	 	2.55E-02	MYC	 
urethane	 	chemical toxicant	 	 	2.55E-02	MYC	 
dithiothreitol	 	chemical reagent	 	 	2.55E-02	MYC	 
