© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
3-phosphoinositide Biosynthesis	2.23E-01	6.06E-03	NaN	PTPRC	
CXCR4 Signaling	2.19E-01	5.99E-03	NaN	PRKCB	
Tight Junction Signaling	2.18E-01	5.95E-03	NaN	ACTG1	
Germ Cell-Sertoli Cell Junction Signaling	2.13E-01	5.85E-03	NaN	ACTG1	
GNRH Signaling	2.1E-01	5.78E-03	NaN	PRKCB	
Wnt/β-catenin Signaling	2.1E-01	5.78E-03	NaN	UBA52	
Acute Phase Response Signaling	2.01E-01	5.59E-03	NaN	FTL	
Granulocyte Adhesion and Diapedesis	2E-01	5.56E-03	NaN	ITGB2	
Ephrin Receptor Signaling	2E-01	5.56E-03	NaN	ACTR2	
Cardiac Hypertrophy Signaling	-0E00	4.17E-03	NaN	PDIA3	
AMPK Signaling	-0E00	4.67E-03	NaN	EEF2	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	-0E00	4.55E-03	NaN	BIRC3	
Breast Cancer Regulation by Stathmin1	-0E00	1.69E-03	NaN	PRKCB	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00	5.41E-03	NaN	ACTG1	
Superpathway of Inositol Phosphate Compounds	-0E00	5.05E-03	NaN	PTPRC	
G-Protein Coupled Receptor Signaling	-0E00	3.68E-03	NaN	PRKCB	
Sirtuin Signaling Pathway	-0E00	3.44E-03	NaN	SLC25A6	
Opioid Signaling Pathway	-0E00	4.05E-03	NaN	PRKCB	
Adrenomedullin signaling pathway	-0E00	5.08E-03	NaN	PDIA3	
Senescence Pathway	-0E00	3.64E-03	NaN	ETS1	
Calcium Signaling	-0E00	4.85E-03	NaN	CALR	
