© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Aldosterone Signaling in Epithelial Cells	2.53E00	7.59E-02	0.816	DNAJC13,DNAJC9,HSP90B1,HSPA4,HSPA8,MAPK1,PDIA3,PI4KA,PLCL2,PRKCQ,SOS1,TRAP1	
Cholecystokinin/Gastrin-mediated Signaling	2.5E00	8.4E-02	0.000	FNBP1,FOS,GRB2,MAPK1,MAPK14,NRAS,PRKCQ,RHOA,ROCK2,SOS1	
Sirtuin Signaling Pathway	2.5E00	6.19E-02	1.604	ATP5F1B,ATP5F1C,CPT1A,GABARAPL1,GADD45B,GLS,GSK3B,HIF1A,LDHA,LDHB,MAPK1,NDUFA9,PARP1,PRKDC,SLC25A6,STAT3,TOMM7,UCP2	
NF-κB Activation by Viruses	2.5E00	9.76E-02	0.000	EIF2AK2,ITGA4,ITGA6,ITGB1,MAPK1,NFKBIA,NRAS,PRKCQ	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	2.49E00	1.47E-01	NaN	B2M,CD247,CD3D,CD3E,HLA-C	
EIF2 Signaling	2.49E00	6.7E-02	-1.414	EIF2AK2,EIF3A,EIF3G,EIF3H,EIF3L,EIF4G1,EIF4G2,EIF5,EIF5B,GRB2,GSK3B,MAPK1,NRAS,SOS1,UBA52	
Regulation of Cellular Mechanics by Calpain Protease	2.49E00	1.08E-01	-1.890	CAPNS1,CDKN1B,GRB2,ITGA4,ITGB1,MAPK1,NRAS	
Cardiac Hypertrophy Signaling (Enhanced)	2.45E00	5.34E-02	2.200	ADCY9,ATF6,CAMK2G,DIAPH1,GNAI2,GNB1,GSK3B,HDAC1,IL17RA,IL7R,ITGA4,ITGB1,JAK2,LTB,MAP3K3,MAPK1,MAPK14,MAPKAPK2,NRAS,PDIA3,PLCL2,PRKCQ,RHOA,ROCK2,STAT3,TNFRSF1B	
DNA Methylation and Transcriptional Repression Signaling	2.43E00	1.43E-01	NaN	CHD3,DNMT1,HDAC1,SAP18,SIN3A	
FGF Signaling	2.43E00	9.52E-02	-0.707	CREBBP,GRB2,MAPK1,MAPK14,MAPKAPK2,PTPN11,SOS1,STAT3	
Polyamine Regulation in Colon Cancer	2.42E00	1.82E-01	NaN	OAZ1,PSME1,PSME2,PSME4	
Systemic Lupus Erythematosus Signaling	2.4E00	6.55E-02	NaN	CD247,CD3D,CD3E,FOS,GRB2,HLA-C,HLA-G,MAPK1,NRAS,PRPF40A,PRPF8,SART1,SNRNP70,SNRPE,SOS1	
CREB Signaling in Neurons	2.4E00	6.76E-02	1.897	ADCY9,CAMK2G,CREBBP,GNAI2,GNB1,GNB2,GRB2,MAPK1,NRAS,PDIA3,PLCL2,POLR2C,PRKCQ,SOS1	
Senescence Pathway	2.39E00	6.18E-02	-0.728	ATM,CAPNS1,CAT,CDC25B,CDKN1B,CREBBP,GADD45B,ITSN2,MAPK1,MAPK14,MAPKAPK2,NRAS,PARP1,RASSF5,RBL2,RING1,ZFP36L1	
Colorectal Cancer Metastasis Signaling	2.37E00	6.32E-02	-0.535	ADCY9,AXIN1,FNBP1,FOS,GNB1,GNB2,GRB2,GSK3B,JAK2,JAK3,MAPK1,NRAS,RHOA,SOS1,STAT3,TCF7	
Gαi Signaling	2.35E00	8E-02	-0.333	ADCY9,FPR1,GNAI2,GNB1,GNB2,GRB2,MAPK1,NRAS,SOS1,STAT3	
mTOR Signaling	2.34E00	6.67E-02	0.000	EIF3A,EIF3G,EIF3H,EIF3L,EIF4B,EIF4G1,EIF4G2,FNBP1,HIF1A,MAPK1,NRAS,PRKCQ,RHOA,TSC1	
Acute Myeloid Leukemia Signaling	2.28E00	8.99E-02	-1.633	GRB2,MAPK1,NRAS,PIM1,SOS1,STAT3,STAT5B,TCF7	
IL-22 Signaling	2.28E00	1.67E-01	-1.000	MAPK1,MAPK14,STAT3,STAT5B	
Regulation of the Epithelial-Mesenchymal Transition Pathway	2.27E00	6.77E-02	NaN	AXIN1,GRB2,GSK3B,HIF1A,JAK2,JAK3,MAPK1,NRAS,PTPN11,RHOA,SOS1,STAT3,TCF7	
Germ Cell-Sertoli Cell Junction Signaling	2.25E00	7.02E-02	NaN	ACTG1,AXIN1,CFL1,FNBP1,ITGA6,ITGB1,MAP3K3,MAPK1,MAPK14,NRAS,PAK2,RHOA	
Th1 and Th2 Activation Pathway	2.25E00	7.02E-02	NaN	CD247,CD3D,CD3E,CXCR4,GRB2,IKZF1,JAK2,JAK3,PRKCQ,STAT3,STAT5B,STAT6	
Factors Promoting Cardiogenesis in Vertebrates	2.25E00	7.33E-02	2.111	AXIN1,CAMK2G,CREBBP,GSK3B,MAPK14,PDIA3,PLCL2,PRKCQ,RHOA,ROCK2,TCF7	
Melatonin Signaling	2.24E00	9.72E-02	1.134	CAMK2G,GNAI2,MAPK1,PDIA3,PLCL2,PRKCQ,RORA	
Glioma Signaling	2.23E00	8.18E-02	0.378	CAMK2G,GRB2,IGF2R,MAPK1,NRAS,PRKCQ,RBL2,SIN3A,SOS1	
EGF Signaling	2.23E00	1.09E-01	-1.633	FOS,GRB2,MAPK1,MAPK14,SOS1,STAT3	
IL-1 Signaling	2.22E00	8.79E-02	0.000	ADCY9,FOS,GNAI2,GNB1,GNB2,MAPK1,MAPK14,NFKBIA	
Role of IL-17A in Psoriasis	2.21E00	2.31E-01	NaN	IL17RA,S100A8,S100A9	
IL-17A Signaling in Gastric Cells	2.21E00	1.6E-01	0.000	FOS,IL17RA,MAPK1,MAPK14	
Non-Small Cell Lung Cancer Signaling	2.21E00	9.59E-02	-0.447	GRB2,MAPK1,NRAS,RASSF5,SIN3A,SOS1,STK4	
TREM1 Signaling	2.14E00	9.33E-02	-1.134	GRB2,ITGB1,JAK2,MAPK1,NLRC5,STAT3,STAT5B	
NGF Signaling	2.13E00	7.89E-02	0.000	CREBBP,GRB2,MAP3K3,MAPK1,NRAS,PTPN11,RHOA,ROCK2,SOS1	
DNA Double-Strand Break Repair by Homologous Recombination	2.12E00	2.14E-01	NaN	ATM,ATRX,BRCA2	
DNA Double-Strand Break Repair by Non-Homologous End Joining	2.12E00	2.14E-01	NaN	ATM,PARP1,PRKDC	
Neurotrophin/TRK Signaling	2.11E00	9.21E-02	-1.134	CREBBP,FOS,GRB2,MAPK1,NRAS,PTPN11,SOS1	
Opioid Signaling Pathway	2.1E00	6.07E-02	-0.277	ADCY9,AP2B1,CAMK2G,CDKN1B,CREBBP,FOS,GNAI2,GNB1,GSK3B,MAPK1,NFKBIA,NRAS,OGFR,PRKCQ,SOS1	
Acute Phase Response Signaling	2.1E00	6.7E-02	-0.577	FOS,FTL,GRB2,JAK2,MAPK1,MAPK14,NFKBIA,NRAS,PTPN11,SOS1,STAT3,TNFRSF1B	
NF-κB Signaling	2.1E00	6.7E-02	2.309	CREBBP,EIF2AK2,GSK3B,HDAC1,IGF2R,MAP3K3,NFKBIA,NRAS,PRKCQ,TNFAIP3,TNFRSF1B,TNIP1	
α-Adrenergic Signaling	2.08E00	8.33E-02	1.342	ADCY9,GNAI2,GNB1,GNB2,MAPK1,NRAS,PHKB,PRKCQ	
TGF-β Signaling	2.08E00	8.33E-02	-0.707	CREBBP,FOS,GRB2,HDAC1,MAPK1,MAPK14,NRAS,SOS1	
Antiproliferative Role of Somatostatin Receptor 2	2.08E00	9.09E-02	0.447	CDKN1B,GNB1,GNB2,MAPK1,NRAS,PTPN11,SMARCC2	
Nur77 Signaling in T Lymphocytes	2.08E00	1.02E-01	NaN	CD247,CD3D,CD3E,HDAC1,MAP3K3,SIN3A	
Endometrial Cancer Signaling	2.04E00	1E-01	-0.447	AXIN1,GRB2,GSK3B,MAPK1,NRAS,SOS1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	2.01E00	7.56E-02	-0.707	AXIN1,GRB2,GSK3B,JAK2,JAK3,MAPK1,NRAS,SOS1,STAT3	
IL-23 Signaling Pathway	2.01E00	1.14E-01	0.447	HIF1A,JAK2,NFKBIA,RORA,STAT3	
Role of BRCA1 in DNA Damage Response	2E00	8.75E-02	NaN	ARID1A,ATM,BRCA2,PBRM1,RBL2,SMARCA2,SMARCC2	
IL-17 Signaling	2E00	8.75E-02	NaN	GSK3B,IL17RA,JAK2,MAPK1,MAPK14,MAPKAPK2,NRAS	
Sertoli Cell-Sertoli Cell Junction Signaling	1.99E00	6.49E-02	NaN	ACTG1,AXIN1,EPB41,GSK3B,ITGA4,ITGB1,MAP3K3,MAPK1,MAPK14,NRAS,SPTAN1,SPTBN1	
Cyclins and Cell Cycle Regulation	1.97E00	8.64E-02	0.000	ATM,CCND2,CDKN1B,GSK3B,HDAC1,SIN3A,SKP1	
G Beta Gamma Signaling	1.95E00	7.38E-02	0.000	ARHGEF6,GNAI2,GNB1,GNB2,GRB2,MAPK1,NRAS,PRKCQ,SOS1	
LPS-stimulated MAPK Signaling	1.94E00	8.54E-02	1.134	CD14,FOS,MAPK1,MAPK14,NFKBIA,NRAS,PRKCQ	
Endothelin-1 Signaling	1.94E00	6.38E-02	0.000	ADCY9,FOS,GNAI2,GRB2,MAPK1,MAPK14,NRAS,PDIA3,PLAAT4,PLCL2,PRKCQ,SOS1	
PEDF Signaling	1.94E00	8.54E-02	0.000	MAPK1,MAPK14,NFKBIA,NRAS,RHOA,ROCK2,TCF7	
Apelin Adipocyte Signaling Pathway	1.94E00	8.54E-02	0.378	ADCY9,CAT,GNAI2,GSTK1,HIF1A,MAPK1,MAPK14	
TNFR2 Signaling	1.93E00	1.33E-01	NaN	FOS,NFKBIA,TNFAIP3,TNFRSF1B	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	1.91E00	5.41E-02	0.258	B2M,CD247,CD3D,CD3E,CREBBP,DNMT1,FNBP1,FOS,GNAI2,GRB2,HLA-C,HLA-G,MAPK1,NRAS,RHOA,ROCK2,SOS1,STAT3	
Sumoylation Pathway	1.91E00	7.77E-02	-0.816	CREBBP,FNBP1,FOS,HDAC1,ISG20,NFKBIA,RHOA,SENP6	
Pyruvate Fermentation to Lactate	1.91E00	3.33E-01	NaN	LDHA,LDHB	
IGF-1 Signaling	1.89E00	7.69E-02	-1.414	FOS,GRB2,JAK2,MAPK1,NRAS,PTPN11,SOS1,STAT3	
Pyridoxal 5'-phosphate Salvage Pathway	1.88E00	9.23E-02	0.447	CSNK1D,EIF2AK2,MAPK1,PAK2,PIM1,PRKCQ	
PTEN Signaling	1.86E00	7.14E-02	1.000	CDKN1B,GRB2,GSK3B,IGF2R,ITGA4,ITGB1,MAPK1,NRAS,SOS1	
ERK/MAPK Signaling	1.86E00	6.22E-02	-1.155	CREBBP,DUSP2,FOS,GRB2,ITGA4,ITGB1,MAPK1,NRAS,PAK2,RAPGEF1,SOS1,STAT3	
Gαs Signaling	1.82E00	7.48E-02	0.378	ADCY9,ADD1,ADD3,CREBBP,GNB1,GNB2,MAPK1,RGS2	
FAT10 Signaling Pathway	1.8E00	1.67E-01	NaN	PSME1,PSME2,PSME4	
p70S6K Signaling	1.8E00	6.98E-02	0.333	EEF2,GNAI2,GRB2,MAPK1,NRAS,PDIA3,PLCL2,PRKCQ,SOS1	
Amyloid Processing	1.78E00	1E-01	0.000	CAPNS1,CSNK1D,GSK3B,MAPK1,MAPK14	
Pancreatic Adenocarcinoma Signaling	1.77E00	7.34E-02	-0.447	BRCA2,CDKN1B,GRB2,JAK2,JAK3,MAPK1,SIN3A,STAT3	
Antioxidant Action of Vitamin C	1.77E00	7.34E-02	-0.707	JAK2,MAPK1,MAPK14,NFKBIA,PDIA3,PLAAT4,PLCL2,STAT5B	
IL-10 Signaling	1.76E00	8.7E-02	NaN	CD14,FOS,MAPK1,MAPK14,NFKBIA,STAT3	
UVC-Induced MAPK Signaling	1.74E00	9.8E-02	0.447	FOS,MAPK1,MAPK14,NRAS,PRKCQ	
Granzyme A Signaling	1.74E00	1.58E-01	NaN	CREBBP,HMGB2,SET	
Role of JAK2 in Hormone-like Cytokine Signaling	1.74E00	1.18E-01	NaN	JAK2,PTPN11,STAT3,STAT5B	
GADD45 Signaling	1.74E00	1.58E-01	NaN	ATM,CCND2,GADD45B	
OX40 Signaling Pathway	1.73E00	7.78E-02	-2.000	B2M,CD247,CD3D,CD3E,HLA-C,HLA-G,NFKBIA	
iCOS-iCOSL Signaling in T Helper Cells	1.73E00	7.21E-02	0.000	CAMK2G,CD247,CD3D,CD3E,GRB2,LCP2,NFKBIA,PRKCQ	
Growth Hormone Signaling	1.71E00	8.45E-02	-0.816	FOS,JAK2,MAPK1,PRKCQ,STAT3,STAT5B	
Death Receptor Signaling	1.71E00	7.69E-02	-0.378	ACTG1,NFKBIA,PARP1,PARP8,PARP9,SPTAN1,TNFRSF1B	
Necroptosis Signaling Pathway	1.69E00	6.37E-02	-0.632	CAMK2G,CAPNS1,CYLD,EIF2AK2,RBL2,SLC25A6,TNFRSF1B,TNIP1,TOMM7,UBC	
STAT3 Pathway	1.69E00	6.67E-02	0.816	IGF2R,IL17RA,IL7R,JAK2,MAPK1,MAPK14,NRAS,PIM1,STAT3	
ERK5 Signaling	1.68E00	8.33E-02	0.447	CREBBP,FOS,MAP3K3,NRAS,PTPN11,SH2D2A	
Gαq Signaling	1.68E00	6.33E-02	0.707	FNBP1,GNB1,GNB2,GSK3B,MAPK1,NFKBIA,PRKCQ,RGS2,RHOA,ROCK2	
Androgen Signaling	1.67E00	6.62E-02	0.000	CALR,CREBBP,GNAI2,GNB1,GNB2,HSPA4,MAPK1,POLR2C,PRKCQ	
Dendritic Cell Maturation	1.65E00	6.01E-02	0.905	B2M,CREBBP,HLA-C,JAK2,LTB,MAPK1,MAPK14,NFKBIA,PDIA3,PLCL2,TNFRSF1B	
Melanocyte Development and Pigmentation Signaling	1.64E00	7.45E-02	-0.378	ADCY9,CREBBP,GRB2,MAPK1,NRAS,PTPN11,SOS1	
PI3K Signaling in B Lymphocytes	1.63E00	6.52E-02	1.414	ATF6,CAMK2G,CD81,FOS,MAPK1,NFKBIA,NRAS,PDIA3,PLCL2	
Estrogen-Dependent Breast Cancer Signaling	1.63E00	8.11E-02	-0.447	CREBBP,FOS,HSD17B4,MAPK1,NRAS,STAT5B	
Role of IL-17A in Arthritis	1.62E00	9.09E-02	NaN	IL17RA,MAPK1,MAPK14,MAPKAPK2,NFKBIA	
Fc Epsilon RI Signaling	1.61E00	6.84E-02	-0.707	GRB2,LCP2,MAPK1,MAPK14,NRAS,PRKCQ,PTPN11,SOS1	
Sphingosine-1-phosphate Signaling	1.61E00	6.84E-02	0.000	ADCY9,FNBP1,GNAI2,MAPK1,PDIA3,PLCL2,RHOA,S1PR5	
Insulin Receptor Signaling	1.6E00	6.43E-02	-1.414	GRB2,GSK3B,JAK2,MAPK1,NRAS,PTPN11,RAPGEF1,SOS1,TSC1	
Macropinocytosis Signaling	1.58E00	7.89E-02	NaN	CD14,ITGB1,ITGB7,NRAS,PRKCQ,RHOA	
HMGB1 Signaling	1.56E00	6.06E-02	-0.333	FNBP1,FOS,HMGB1,KAT6B,LTB,MAPK1,MAPK14,NRAS,RHOA,TNFRSF1B	
Citrulline Biosynthesis	1.55E00	2.22E-01	NaN	ALDH18A1,GLS	
AMPK Signaling	1.55E00	5.61E-02	0.378	ARID1A,CAB39,CPT1A,CREBBP,EEF2,MAPK1,MAPK14,PBRM1,PPM1K,SMARCA2,SMARCC2,TSC1	
Aryl Hydrocarbon Receptor Signaling	1.54E00	6.29E-02	-0.378	ALDH18A1,ATM,CCND2,CDKN1B,FOS,GSTK1,HSP90B1,MAPK1,RBL2	
April Mediated Signaling	1.54E00	1.03E-01	-1.000	FOS,MAPK1,MAPK14,NFKBIA	
Th1 Pathway	1.53E00	6.61E-02	-0.707	CD247,CD3D,CD3E,GRB2,JAK2,JAK3,PRKCQ,STAT3	
Thyroid Cancer Signaling	1.5E00	7.59E-02	0.000	CXCR4,FOS,GSK3B,MAPK1,NRAS,TCF7	
BEX2 Signaling Pathway	1.5E00	7.59E-02	-0.816	GSK3B,HIF1A,NFKBIA,STAT3,TCF7,TSC1	
Mitochondrial Dysfunction	1.47E00	5.85E-02	NaN	ATP5F1B,ATP5F1C,CAT,COX4I1,COX6C,CPT1A,NDUFA9,UCP2,UQCR11,UQCRB	
B Cell Activating Factor Signaling	1.47E00	9.76E-02	NaN	FOS,MAPK1,MAPK14,NFKBIA	
Phagosome Formation	1.46E00	6.4E-02	NaN	FNBP1,ITGA4,ITGAM,ITGB1,PDIA3,PLCL2,PRKCQ,RHOA	
MIF Regulation of Innate Immunity	1.44E00	9.52E-02	0.000	CD14,FOS,MAPK1,NFKBIA	
Wnt/Ca+ pathway	1.42E00	8.06E-02	2.236	AXIN1,CREBBP,GSK3B,PDIA3,PLCL2	
Epithelial Adherens Junction Signaling	1.4E00	5.92E-02	NaN	ACTG1,ACTR2,ACTR3,ARPC1B,ARPC2,NRAS,RAPGEF1,RHOA,TCF7	
VEGF Family Ligand-Receptor Interactions	1.39E00	7.14E-02	-0.816	FOS,GRB2,MAPK1,NRAS,PRKCQ,SOS1	
HIPPO signaling	1.37E00	7.06E-02	0.000	CSNK1D,MOB1A,NF2,SKP1,STK4,TP53BP2	
IL-4 Signaling	1.37E00	7.06E-02	NaN	GRB2,JAK2,JAK3,NRAS,SOS1,STAT6	
BMP signaling pathway	1.37E00	7.06E-02	0.000	CREBBP,GRB2,MAPK1,MAPK14,NRAS,SOS1	
3-phosphoinositide Degradation	1.35E00	5.81E-02	0.333	ATP1A1,CDC25B,DUSP11,DUSP2,INPP4A,PPM1K,PTPN11,PTPN13,SET	
Oxidative Phosphorylation	1.34E00	6.42E-02	-1.134	ATP5F1B,ATP5F1C,COX4I1,COX6C,NDUFA9,UQCR11,UQCRB	
Calcium-induced T Lymphocyte Apoptosis	1.32E00	7.58E-02	-1.000	CD247,CD3D,CD3E,HDAC1,PRKCQ	
Adipogenesis pathway	1.31E00	5.97E-02	NaN	HDAC1,HIF1A,KAT6B,SAP18,SIN3A,STAT5B,TCF7,TXNIP	
ErbB4 Signaling	1.3E00	7.46E-02	-0.447	GRB2,MAPK1,NRAS,PRKCQ,SOS1	
Crosstalk between Dendritic Cells and Natural Killer Cells	1.29E00	6.74E-02	NaN	ACTG1,CAMK2G,HLA-C,HLA-G,LTB,TNFRSF1B	
Ephrin A Signaling	1.29E00	8.51E-02	NaN	CFL1,PTPN11,RHOA,ROCK2	
Remodeling of Epithelial Adherens Junctions	1.27E00	7.35E-02	-1.000	ACTG1,ACTR2,ACTR3,ARPC1B,ARPC2	
HIF1α Signaling	1.27E00	6.19E-02	NaN	CREBBP,HIF1A,LDHA,LDHB,MAPK1,MAPK14,NRAS	
Superpathway of Cholesterol Biosynthesis	1.26E00	1.03E-01	NaN	HADHA,LBR,MVK	
Th17 Activation Pathway	1.25E00	6.59E-02	1.633	HIF1A,HSP90B1,JAK2,JAK3,RORA,STAT3	
SPINK1 General Cancer Pathway	1.25E00	7.25E-02	0.447	JAK2,JAK3,MAPK1,NRAS,STAT3	
Apelin Endothelial Signaling Pathway	1.24E00	6.09E-02	0.378	ADCY9,FOS,GNAI2,HIF1A,MAPK1,NRAS,PRKCQ	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	1.23E00	8.16E-02	NaN	ATM,CDC25B,PRKDC,SKP1	
Spliceosomal Cycle	1.23E00	5E-01	NaN	U2AF2	
L-DOPA Degradation	1.23E00	5E-01	NaN	COMT	
Glutamine Degradation I	1.23E00	5E-01	NaN	GLS	
3-phosphoinositide Biosynthesis	1.21E00	5.45E-02	1.000	ATP1A1,CDC25B,DUSP11,DUSP2,PI4KA,PPM1K,PTPN11,PTPN13,SET	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	1.2E00	5.67E-02	0.707	ATP1A1,CDC25B,DUSP11,DUSP2,PPM1K,PTPN11,PTPN13,SET	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	1.2E00	5.67E-02	0.707	ATP1A1,CDC25B,DUSP11,DUSP2,PPM1K,PTPN11,PTPN13,SET	
Primary Immunodeficiency Signaling	1.2E00	8E-02	NaN	CD3D,CD3E,IL7R,JAK3	
TNFR1 Signaling	1.2E00	8E-02	NaN	FOS,NFKBIA,PAK2,TNFAIP3	
Mevalonate Pathway I	1.19E00	1.43E-01	NaN	HADHA,MVK	
G Protein Signaling Mediated by Tubby	1.19E00	9.68E-02	NaN	GNB1,GNB2,JAK2	
Xenobiotic Metabolism General Signaling Pathway	1.18E00	5.59E-02	0.707	CREBBP,FTL,GSTK1,MAP3K3,MAPK1,MAPK14,NRAS,PRKCQ	
Tight Junction Signaling	1.17E00	5.36E-02	NaN	ACTG1,CASK,EPB41,FOS,RHOA,SAFB,SPTAN1,STX16,TNFRSF1B	
G-Protein Coupled Receptor Signaling	1.17E00	4.78E-02	NaN	ADCY9,CAMK2G,CREBBP,FPR1,GNAI2,GRB2,MAPK1,NFKBIA,NRAS,RASGRP1,RGS2,SOS1,STAT3	
4-1BB Signaling in T Lymphocytes	1.15E00	9.38E-02	NaN	MAPK1,MAPK14,NFKBIA	
Fatty Acid β-oxidation I	1.15E00	9.38E-02	NaN	ACSL5,HADHA,HSD17B4	
UVB-Induced MAPK Signaling	1.15E00	7.69E-02	0.000	FOS,MAPK1,MAPK14,PRKCQ	
Corticotropin Releasing Hormone Signaling	1.15E00	5.52E-02	1.134	ADCY9,CREBBP,FOS,GNAI2,MAPK1,MAPK14,PRKCQ,SMARCC2	
Salvage Pathways of Pyrimidine Ribonucleotides	1.15E00	6.19E-02	0.447	CSNK1D,EIF2AK2,MAPK1,PAK2,PIM1,PRKCQ	
Superpathway of Citrulline Metabolism	1.14E00	1.33E-01	NaN	ALDH18A1,GLS	
Lymphotoxin β Receptor Signaling	1.13E00	7.55E-02	NaN	CREBBP,LTB,MAPK1,NFKBIA	
Circadian Rhythm Signaling	1.12E00	9.09E-02	NaN	BHLHE40,CREBBP,CSNK1D	
IL-9 Signaling	1.12E00	9.09E-02	NaN	JAK3,STAT3,STAT5B	
Wnt/β-catenin Signaling	1.11E00	5.2E-02	0.447	AXIN1,CREBBP,CSNK1D,CSNK1G3,GSK3B,HDAC1,TCF7,UBA52,UBC	
GDNF Family Ligand-Receptor Interactions	1.11E00	6.58E-02	-1.342	FOS,GRB2,MAPK1,NRAS,SOS1	
MIF-mediated Glucocorticoid Regulation	1.09E00	8.82E-02	NaN	CD14,MAPK1,NFKBIA	
Granzyme B Signaling	1.09E00	1.25E-01	NaN	PARP1,PRKDC	
Glutaryl-CoA Degradation	1.09E00	1.25E-01	NaN	HADHA,HSD17B4	
Parkinson's Signaling	1.09E00	1.25E-01	NaN	MAPK1,MAPK14	
Relaxin Signaling	1.08E00	5.33E-02	-0.447	ADCY9,FOS,GNAI2,GNB1,GNB2,MAPK1,NFKBIA,SMARCC2	
Neuropathic Pain Signaling In Dorsal Horn Neurons	1.08E00	5.94E-02	0.816	CAMK2G,FOS,MAPK1,PDIA3,PLCL2,PRKCQ	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	1.07E00	6.41E-02	NaN	AXIN1,CSNK1D,CSNK1G3,GSK3B,TCF7	
SAPK/JNK Signaling	1.06E00	5.88E-02	0.816	GNB1,GRB2,MAP3K3,NRAS,SH2D2A,SOS1	
Diphthamide Biosynthesis	1.06E00	3.33E-01	NaN	EEF2	
Inosine-5'-phosphate Biosynthesis II	1.06E00	3.33E-01	NaN	ADSL	
Oxidized GTP and dGTP Detoxification	1.06E00	3.33E-01	NaN	DDX6	
S-adenosyl-L-methionine Biosynthesis	1.06E00	3.33E-01	NaN	MAT2B	
Mitochondrial L-carnitine Shuttle Pathway	1.04E00	1.18E-01	NaN	ACSL5,CPT1A	
Endocannabinoid Neuronal Synapse Pathway	1.04E00	5.47E-02	1.134	ADCY9,GNAI2,GNB1,MAPK1,MAPK14,PDIA3,PLCL2	
Interferon Signaling	1.03E00	8.33E-02	NaN	ISG15,JAK2,OAS1	
Xenobiotic Metabolism Signaling	1.03E00	4.53E-02	NaN	ABCB1,ALDH18A1,CAMK2G,CAT,CREBBP,FTL,GSTK1,HSP90B1,MAP3K3,MAPK1,MAPK14,NRAS,PRKCQ	
Synaptic Long Term Potentiation	1.03E00	5.43E-02	1.890	CAMK2G,CREBBP,MAPK1,NRAS,PDIA3,PLCL2,PRKCQ	
Cancer Drug Resistance By Drug Efflux	1.02E00	6.9E-02	NaN	ABCB1,MAPK1,NRAS,YBX1	
Gα12/13 Signaling	1.02E00	5.38E-02	0.816	LPAR6,MAPK1,MYL12A,NFKBIA,NRAS,RHOA,ROCK2	
D-myo-inositol-5-phosphate Metabolism	1.01E00	5.13E-02	0.707	ATP1A1,CDC25B,DUSP11,DUSP2,PPM1K,PTPN11,PTPN13,SET	
Cellular Effects of Sildenafil (Viagra)	1E00	5.34E-02	NaN	ACTG1,ADCY9,MPRIP,MYL12A,PDIA3,PLCL2,SLC4A10	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	1E00	1.11E-01	NaN	HADHA,MVK	
IL-12 Signaling and Production in Macrophages	9.87E-01	5.3E-02	NaN	FOS,LYZ,MAPK1,MAPK14,PRKCQ,S100A8,STAT6	
Telomerase Signaling	9.87E-01	5.61E-02	-1.342	GRB2,HDAC1,HSP90B1,MAPK1,NRAS,SOS1	
CDK5 Signaling	9.75E-01	5.56E-02	1.000	ADCY9,ITGA6,ITGB1,MAPK1,MAPK14,NRAS	
HOTAIR Regulatory Pathway	9.63E-01	5E-02	0.000	BRD4,CREBBP,HDAC1,NFKBIA,ROCK2,STAT3,TCF7,VIM	
Induction of Apoptosis by HIV1	9.59E-01	6.56E-02	0.000	CXCR4,NFKBIA,SLC25A6,TNFRSF1B	
Glutathione Redox Reactions II	9.39E-01	2.5E-01	NaN	PDIA3	
Proline Biosynthesis I	9.39E-01	2.5E-01	NaN	ALDH18A1	
Dopamine-DARPP32 Feedback in cAMP Signaling	9.28E-01	4.91E-02	1.414	ADCY9,CREBBP,CSNK1D,CSNK1G3,GNAI2,PDIA3,PLCL2,PRKCQ	
Activation of IRF by Cytosolic Pattern Recognition Receptors	9.21E-01	6.35E-02	0.000	ADAR,CREBBP,ISG15,NFKBIA	
Mechanisms of Viral Exit from Host Cells	9.07E-01	7.32E-02	NaN	ACTG1,PRKCQ,XPO1	
Ovarian Cancer Signaling	9.03E-01	5.04E-02	NaN	AXIN1,BRCA2,GSK3B,MAPK1,NRAS,SIN3A,TCF7	
RANK Signaling in Osteoclasts	9.03E-01	5.68E-02	0.000	FOS,MAP3K3,MAPK1,MAPK14,NFKBIA	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	9.03E-01	6.25E-02	-1.000	GNAI2,GSK3B,MAPK1,NFKBIA	
Xenobiotic Metabolism PXR Signaling Pathway	9.03E-01	4.69E-02	0.333	ABCB1,ALDH18A1,CAMK2G,CAT,CREBBP,GSTK1,HSP90B1,NCOR1,PRKCQ	
Role of IL-17F in Allergic Inflammatory Airway Diseases	8.83E-01	7.14E-02	NaN	CREBBP,IL17RA,MAPK1	
Mitotic Roles of Polo-Like Kinase	8.66E-01	6.06E-02	NaN	CDC25B,HSP90B1,SLK,SMC1A	
2-ketoglutarate Dehydrogenase Complex	8.51E-01	2E-01	NaN	DLST	
Superpathway of Inositol Phosphate Compounds	8.48E-01	4.55E-02	1.000	ATP1A1,CDC25B,DUSP11,DUSP2,PI4KA,PPM1K,PTPN11,PTPN13,SET	
Tryptophan Degradation III (Eukaryotic)	8.24E-01	8.7E-02	NaN	HADHA,HSD17B4	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	7.99E-01	6.52E-02	NaN	PARP1,TASOR,WWP2	
