© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
BDNF	 	growth factor	 	1.103	 	2.18E-04	BCL2,HSPA5,MALAT1,TXNIP	 
ESR1	 	ligand-dependent nuclear receptor	Activated	2.475	 	2.20E-04	AHNAK,BCL2,HLA-E,HSP90AA1,MYC,TSC22D3,TXNIP	10 (3)
reactive oxygen species	 	chemical toxicant	 	 	 	2.24E-04	BCL2,HSPA5,MYC	9 (15)
MECP2	 	transcription regulator	 	 	 	2.35E-04	HSPA5,MYC,SLC2A3	 
zerumbone	 	chemical - endogenous non-mammalian	 	 	 	2.35E-04	BCL2,MYC	2 (4)
Ikb	 	group	 	 	 	2.35E-04	BCL2,HSPA5	 
Ciap	 	group	 	 	 	2.35E-04	BCL2,MYC	 
GRHL2	 	transcription regulator	 	 	 	2.35E-04	BCL2,MYC	 
PLD1	 	enzyme	 	 	 	2.35E-04	BCL2,MYC	 
LCAT	 	enzyme	 	 	 	2.35E-04	HSPA5,MYC	 
APOE	 	transporter	 	 	 	2.37E-04	HSP90AB1,HSPA5,SOCS3,TXNIP	 
WNT5A	 	cytokine	 	 	 	2.46E-04	BCL2,MYC,SOCS3	11 (13)
CCND1	 	transcription regulator	 	 	 	2.51E-04	AHNAK,BCL2,MYC,PTPRC	 
5-fluorouracil	 	chemical drug	 	-1.414	 	2.54E-04	BCL2,HSP90AB1,MYC,TXNIP	 
TRA	 	transmembrane receptor	 	 	 	2.55E-04	BCL2,SOCS3	 
SOX6	 	transcription regulator	 	 	 	2.55E-04	MYC,SOCS3	 
piceatannol	 	chemical - endogenous non-mammalian	 	 	 	2.55E-04	BCL2,MYC	2 (6)
tosylphenylalanyl chloromethyl ketone	 	chemical - protease inhibitor	 	 	 	2.55E-04	BCL2,MYC	 
Z-LLL-CHO	 	chemical - protease inhibitor	 	1.928	 	2.63E-04	BCL2,HSP90AA1,HSPA5,MYC	8 (4)
DCAF1	 	kinase	 	 	 	2.76E-04	SOCS3,TXNIP	 
diazoxide	 	chemical drug	 	 	 	2.76E-04	BCL2,MYC	2 (3)
SGPP2	 	phosphatase	 	 	 	2.76E-04	HSP90AA1,HSPA5	 
CASR	 	G-protein coupled receptor	 	 	 	2.86E-04	BCL2,SOCS3,TXNIP	 
IL1	 	group	Activated	2.000	 	2.94E-04	BCL2,MYC,SLC2A3,SOCS3	11 (15)
CPE	 	peptidase	 	 	 	2.98E-04	BCL2,MYC	 
ceramide	 	chemical - endogenous mammalian	 	 	 	2.98E-04	BCL2,MYC	2 (7)
SP110	 	transcription regulator	 	 	 	3.12E-04	CYLD,MYC,TXNIP	 
triptolide	 	chemical drug	 	 	 	3.12E-04	BCL2,MYC,SOCS3	14 (20)
quercetin	 	chemical drug	 	 	 	3.12E-04	BCL2,HSPA5,MYC	8 (14)
BRD4	 	kinase	 	 	 	3.18E-04	BCL2,MYC,PIM1	 
ZBTB16	 	transcription regulator	 	 	 	3.25E-04	MYC,NFKBIZ,TSC22D3	 
sulforafan	 	chemical drug	 	 	 	3.32E-04	BCL2,PTPRC,SOCS3	 
CRTC2	 	other	 	 	 	3.44E-04	BCL2,MYC	 
letrozole	 	chemical drug	 	 	 	3.44E-04	BCL2,MYC	2 (5)
AHR	 	ligand-dependent nuclear receptor	 	0.391	 	3.52E-04	HSP90AA1,HSPA5,MYC,SOCS3	5 (3)
STAT1	 	transcription regulator	 	 	 	3.56E-04	HLA-E,MYC,PIM1,SOCS3	6 (3)
PRKAA1	 	kinase	 	 	 	3.59E-04	BCL2,HSPA5,SOCS3	9 (11)
Tnf (family)	 	group	 	 	 	3.67E-04	BCL2,MYC,SOCS3	12 (19)
CpG oligonucleotide	 	chemical drug	 	 	 	3.67E-04	BCL2,MYC,NFKBIZ	9 (8)
ARRB1	 	other	 	 	 	3.69E-04	BCL2,MYC	2 (3)
dithiothreitol	 	chemical reagent	 	 	 	3.69E-04	HSPA5,MYC	 
bardoxolone methyl	 	chemical drug	 	 	 	3.69E-04	BCL2,MYC	2 (6)
MAP3K8	 	kinase	 	 	 	3.81E-04	SOCS3,STK17B,TXNIP	 
26s Proteasome	 	complex	 	 	 	3.89E-04	MYC,SOCS3,TXNIP	6 (5)
P38 MAPK	 	group	 	1.953	bias	3.94E-04	BCL2,HSPA5,MYC,SOCS3	10 (13)
CLU	 	other	 	 	 	3.94E-04	BCL2,HSPA5	 
bufalin	 	chemical reagent	 	 	 	3.94E-04	BCL2,HSPA5	 
cytokine	 	group	 	 	 	4.04E-04	BCL2,MYC,SOCS3	12 (18)
Stat3-Stat3	 	complex	 	 	 	4.20E-04	MYC,SOCS3	 
PRKCZ	 	kinase	 	 	 	4.20E-04	BCL2,MYC	2 (5)
PRLR	 	transmembrane receptor	 	 	 	4.20E-04	MYC,PIM1	 
3M-011	 	chemical reagent	 	 	 	4.47E-04	BCL2,MYC	 
Cdk	 	group	 	 	 	4.47E-04	MYC,TXNIP	 
ZBTB7A	 	transcription regulator	 	 	 	4.47E-04	MYC,SLC2A3	 
PDPK1	 	kinase	 	 	 	4.47E-04	BCL2,MYC	2 (3)
cardiotoxin	 	chemical - other	 	 	 	4.60E-04	HSP90AA1,HSPA5,PTPRC	 
CREBBP	 	transcription regulator	 	 	 	4.70E-04	BCL2,MYC,SOCS3,ZFP36L2	4 (3)
PAK1	 	kinase	 	 	 	4.75E-04	BCL2,MYC	2 (3)
fisetin	 	chemical toxicant	 	 	 	4.75E-04	BCL2,MYC	2 (7)
PSEN1	 	peptidase	 	 	 	4.79E-04	HLA-E,HSP90AA1,HSPA5,MYC	 
EIF4E	 	translation regulator	 	 	 	4.85E-04	BCL2,MYC,PIM1	 
CD40LG	 	cytokine	 	 	 	4.98E-04	BCL2,HSP90AA1,MYC,PIM1	8 (4)
INSR	 	kinase	 	 	 	5.02E-04	MYC,PIM1,SLC2A3,SOCS3	9 (6)
SU6656	 	chemical toxicant	 	 	 	5.03E-04	MYC,SOCS3	 
Hdac	 	group	 	 	 	5.11E-04	BCL2,MYC,TXNIP	4 (5)
SATB1	 	transcription regulator	 	 	 	5.11E-04	BCL2,HSP90AA1,TSC22D3	 
tretinoin	 	chemical - endogenous mammalian	 	-1.253	 	5.19E-04	AHNAK,BCL2,HSP90AA1,MYC,PIM1,PTPRC,TSC22D3	9 (4)
Salmonella enterica serotype abortus equi lipopolysaccharide	 	chemical toxicant	 	 	 	5.30E-04	MBNL1,NFKBIZ,SOCS3	 
EZR	 	other	 	 	 	5.32E-04	BCL2,MYC	2 (3)
ARRB2	 	other	 	 	 	5.32E-04	MYC,NFKBIZ	 
NLRP12	 	other	 	 	 	5.32E-04	HLA-E,HLA-F	 
HSPG2	 	enzyme	 	 	 	5.32E-04	BCL2,HSP90AA1	 
IGF2	 	growth factor	 	 	 	5.39E-04	MYC,PIM1,SOCS3	10 (9)
NR1H4	 	ligand-dependent nuclear receptor	 	 	 	5.39E-04	HSPA5,MYC,TXNIP	 
5-azacytidine	 	chemical drug	 	 	 	5.39E-04	HSPA5,MYC,SOCS3	 
MAPK8	 	kinase	 	 	 	5.57E-04	BCL2,MYC,TSC22D3	 
3M-001	 	chemical drug	 	 	 	5.63E-04	BCL2,MYC	 
ALOX5	 	enzyme	 	 	 	5.63E-04	HSP90AA1,MYC	 
bisphenol A	 	chemical - endogenous mammalian	 	 	 	5.77E-04	BCL2,HSP90AB1,STK17B	 
docosahexaenoic acid	 	chemical drug	 	 	 	5.77E-04	BCL2,MYC,SOCS3	11 (18)
ADIPOQ	 	other	 	 	 	5.86E-04	BCL2,SLC2A3,SOCS3	10 (7)
3-methyladenine	 	chemical toxicant	 	 	 	5.93E-04	BCL2,HSPA5	 
IL9	 	cytokine	 	 	 	5.93E-04	MYC,PIM1	 
ethylene glycol tetraacetic acid	 	chemical reagent	 	 	 	5.93E-04	BCL2,HSPA5	 
IL21	 	cytokine	 	 	 	6.06E-04	BCL2,PTPRC,SOCS3	 
MYB	 	transcription regulator	 	 	 	6.06E-04	BCL2,HSPA5,MYC	6 (3)
metformin	 	chemical drug	 	 	 	6.06E-04	BCL2,HSPA5,MYC	10 (18)
TNFSF13	 	cytokine	 	 	 	6.25E-04	BCL2,MYC	2 (4)
CARM1	 	transcription regulator	 	 	 	6.25E-04	HSP90AA1,MYC	 
TNFRSF9	 	transmembrane receptor	 	 	 	6.25E-04	BCL2,PTPRC	 
sorafenib	 	chemical drug	 	 	 	6.25E-04	HSPA5,PIM1	 
memantine	 	chemical drug	 	 	 	6.25E-04	HSP90AB1,HSPA5	 
SHH	 	peptidase	 	 	 	6.36E-04	BCL2,MYC,TSC22D3	 
ERBB2	 	kinase	 	 	 	6.39E-04	AHNAK,BCL2,MYC,STK17B,ZFP36L2	 
S100A8	 	other	 	 	 	6.47E-04	BCL2,SOCS3,TXNIP	 
IL18	 	cytokine	 	 	 	6.57E-04	BCL2,NFKBIZ,SLC2A3	 
TLR7/8	 	group	 	 	 	6.91E-04	BCL2,NFKBIZ	 
benzyl isothiocyanate	 	chemical - endogenous non-mammalian	 	 	 	6.91E-04	BCL2,MYC	 
H-7	 	chemical - kinase inhibitor	 	 	 	6.91E-04	MYC,PIM1	 
NFE2L2	 	transcription regulator	 	1.951	 	6.94E-04	BCL2,HSP90AA1,HSP90AB1,SOCS3	 
15-deoxy-delta-12,14 -PGJ 2	 	chemical - endogenous mammalian	 	 	 	7.00E-04	BCL2,MYC,SOCS3	11 (17)
CD2	 	transmembrane receptor	 	 	 	7.25E-04	BCL2,PTPRC	 
chloropromazine	 	chemical drug	 	 	 	7.25E-04	SLC2A3,TSC22D3	 
cinnamaldehyde	 	chemical toxicant	 	 	 	7.25E-04	BCL2,TXNIP	 
SAHM1	 	chemical reagent	 	 	 	7.25E-04	MYC,ZFP36L2	 
IL15	 	cytokine	 	1.014	 	7.30E-04	BCL2,MYC,PIM1,PTPRC	 
metribolone	 	chemical reagent	 	 	 	7.30E-04	BCL2,HSPA5,MYC,TXNIP	6 (8)
PDX1	 	transcription regulator	 	 	 	7.33E-04	HSPA5,MYC,TXNIP	 
pirinixic acid	 	chemical toxicant	 	 	 	7.49E-04	HLA-E,HSP90AA1,MYC,PTPRC	 
KL	 	enzyme	 	 	 	7.60E-04	BCL2,MYC	 
H2AX	 	transcription regulator	 	 	 	7.60E-04	MYC,SLC2A3	 
D-galactosamine	 	chemical - endogenous mammalian	 	 	 	7.60E-04	BCL2,MYC	 
cyclosporin A	 	biologic drug	 	-0.803	 	7.74E-04	BCL2,HSP90AA1,HSPA5,MYC	9 (10)
bexarotene	 	chemical drug	 	 	 	7.79E-04	BCL2,MALAT1,TSC22D3	 
TNC	 	other	 	 	 	7.96E-04	BCL2,MYC	2 (6)
decitabine	 	chemical drug	 	-0.448	 	8.05E-04	HLA-E,HSPA5,MYC,SLC2A3,SOCS3	5 (2)
bleomycin	 	chemical drug	 	 	 	8.15E-04	BCL2,MYC,STK17B	 
sodium bisulfide	 	chemical reagent	 	 	 	8.32E-04	BCL2,HSP90AB1	 
A2M	 	transporter	 	 	 	8.32E-04	BCL2,HSPA5	 
HDAC6	 	transcription regulator	 	 	 	8.32E-04	BCL2,MYC	 
LEP	 	growth factor	 	0.989	 	8.47E-04	BCL2,HSPA5,MYC,SOCS3	10 (15)
ID3	 	transcription regulator	 	 	 	8.51E-04	BCL2,MYC,SOCS3	9 (7)
TGFBR2	 	kinase	 	 	 	8.64E-04	SLC2A3,SOCS3,TXNIP	 
IL23	 	complex	 	 	 	8.70E-04	BCL2,HSPA5	 
EGR3	 	transcription regulator	 	 	 	8.70E-04	MYC,SOCS3	 
IL12A	 	cytokine	 	 	 	8.70E-04	BCL2,SOCS3	 
IFNA4	 	cytokine	 	 	 	8.70E-04	HLA-E,MYC	 
PRKACA	 	kinase	 	 	 	8.70E-04	MYC,SOCS3	 
CXCL12	 	cytokine	 	 	 	8.76E-04	BCL2,MYC,SOCS3	13 (18)
LRP6	 	transmembrane receptor	 	 	 	9.08E-04	MYC,SLC2A3	 
TNFAIP3	 	enzyme	 	 	 	9.08E-04	BCL2,SOCS3	 
quinolinic acid	 	chemical - endogenous mammalian	 	 	 	9.08E-04	BCL2,MYC	 
vincristine	 	chemical drug	 	 	 	9.08E-04	BCL2,HSP90AB1	 
GATA4	 	transcription regulator	 	 	 	9.15E-04	BCL2,HSPA5,MYC	 
deferoxamine	 	chemical drug	 	 	 	9.15E-04	BCL2,MYC,SLC2A3	5 (3)
wortmannin	 	chemical - kinase inhibitor	 	 	 	9.15E-04	BCL2,MYC,SOCS3	11 (17)
etoposide	 	chemical drug	 	 	 	9.28E-04	BCL2,MYC,SLC2A3	4 (2)
ELAVL1	 	other	 	 	 	9.28E-04	MYC,PTPRC,TSC22D3	 
MYBL2	 	transcription regulator	 	 	 	9.47E-04	BCL2,MYC	 
JAK3	 	kinase	 	 	 	9.47E-04	BCL2,SOCS3	 
aldesleukin	 	biologic drug	 	 	 	9.47E-04	BCL2,HLA-F	 
N(6)-methyl-2'-deoxyadenosine	 	chemical reagent	 	 	 	9.51E-04	SOCS3	 
2'-adenylic acid	 	chemical - endogenous mammalian	 	 	 	9.51E-04	TXNIP	 
Ahr-aryl hydrocarbon-RelA	 	complex	 	 	 	9.51E-04	MYC	 
sodium thiosulfate	 	chemical drug	 	 	 	9.51E-04	BCL2	 
RGN	 	enzyme	 	 	 	9.51E-04	BCL2	 
Ctf2	 	cytokine	 	 	 	9.51E-04	SOCS3	 
HNRNPLL	 	other	 	 	 	9.51E-04	PTPRC	 
METAP2	 	peptidase	 	 	 	9.51E-04	BCL2	 
TCF4-CTNNβ	 	complex	 	 	 	9.51E-04	MYC	 
RAB7	 	group	 	 	 	9.51E-04	MYC	 
GLIPR1	 	other	 	 	 	9.51E-04	MYC	 
NSMCE3	 	other	 	 	 	9.51E-04	MYC	 
voxtalisib	 	chemical drug	 	 	 	9.51E-04	BCL2	 
CAVIN1	 	transcription regulator	 	 	 	9.51E-04	MYC	 
RBMS1	 	other	 	 	 	9.51E-04	MYC	 
NAPA	 	transporter	 	 	 	9.51E-04	BCL2	 
CDC45	 	other	 	 	 	9.51E-04	MYC	 
mir-363	 	microRNA	 	 	 	9.51E-04	MYC	 
DYNLT3	 	other	 	 	 	9.51E-04	BCL2	 
CNOT9	 	other	 	 	 	9.51E-04	MYC	 
HUNK	 	kinase	 	 	 	9.51E-04	MYC	 
STXBP3	 	transporter	 	 	 	9.51E-04	HSPA5	 
KDELR1	 	transporter	 	 	 	9.51E-04	HSPA5	 
Sin3b	 	transcription regulator	 	 	 	9.51E-04	MYC	 
RIT1	 	enzyme	 	 	 	9.51E-04	BCL2	 
PRDM2	 	transcription regulator	 	 	 	9.51E-04	MYC	 
PPP2R3A	 	phosphatase	 	 	 	9.51E-04	MYC	 
TPD52	 	other	 	 	 	9.51E-04	BCL2	 
ZBTB14	 	transcription regulator	 	 	 	9.51E-04	MYC	 
RPS20	 	other	 	 	 	9.51E-04	MYC	 
COL10A1	 	other	 	 	 	9.51E-04	HSPA5	 
PTPRCAP	 	other	 	 	 	9.51E-04	PTPRC	 
oligomycin A	 	chemical - endogenous non-mammalian	 	 	 	9.51E-04	TXNIP	 
NMS-873	 	chemical reagent	 	 	 	9.51E-04	MYC	 
RPL21	 	other	 	 	 	9.51E-04	MYC	 
TLR4-IN-C34	 	chemical reagent	 	 	 	9.51E-04	HSPA5	 
typhoid vaccine Ty21a	 	biologic drug	 	 	 	9.51E-04	PTPRC	 
SU6657	 	chemical - kinase inhibitor	 	 	 	9.51E-04	MYC	 
melarsoprol	 	chemical drug	 	 	 	9.51E-04	BCL2	 
GS-626510	 	chemical reagent	 	 	 	9.51E-04	MYC	 
pubchem compound 353999	 	chemical reagent	 	 	 	9.51E-04	MYC	 
ACS-1	 	chemical reagent	 	 	 	9.51E-04	MYC	 
2-nitrophenyl EGTA	 	chemical reagent	 	 	 	9.51E-04	AHNAK	 
FUS-ERG	 	fusion gene/product	 	 	 	9.51E-04	PIM1	 
BRD4-NUTM1	 	fusion gene/product	 	 	 	9.51E-04	MYC	 
EWSR1-ERG	 	fusion gene/product	 	 	 	9.51E-04	PIM1	 
AuNP@PEG@e14a2	 	chemical reagent	 	 	 	9.51E-04	BCL2	 
SU11333	 	chemical - kinase inhibitor	 	 	 	9.51E-04	MYC	 
3-methoxyapigenin	 	chemical - endogenous non-mammalian	 	 	 	9.51E-04	MYC	 
3'-adenylic acid	 	chemical - endogenous mammalian	 	 	 	9.51E-04	TXNIP	 
P2y Receptor	 	group	 	 	 	9.51E-04	SLC2A3	 
allose	 	chemical - endogenous mammalian	 	 	 	9.51E-04	TXNIP	 
6alpha-fluorotestosterone	 	chemical toxicant	 	 	 	9.51E-04	BCL2	 
AGT	 	growth factor	 	1.936	 	9.62E-04	BCL2,MYC,SOCS3,TXNIP	11 (17)
IL12 (complex)	 	complex	 	 	 	9.67E-04	MYC,PIM1,SOCS3	12 (14)
CD44	 	other	 	 	 	9.67E-04	BCL2,HSP90AB1,MYC	6 (3)
NFATC2	 	transcription regulator	 	 	 	9.67E-04	MYC,NFKBIZ,SOCS3	8 (5)
APLN	 	other	 	 	 	9.86E-04	BCL2,MYC	2 (3)
IL24	 	cytokine	 	 	 	9.86E-04	BCL2,HSPA5	 
BAPTA-AM	 	chemical reagent	 	 	 	9.86E-04	HSPA5,SOCS3	 
FN1	 	enzyme	 	 	 	1.02E-03	BCL2,MYC,SOCS3	11 (18)
CHUK	 	kinase	 	 	 	1.04E-03	HSP90AA1,MYC,SOCS3	 
tunicamycin	 	chemical - endogenous non-mammalian	 	 	 	1.04E-03	HSPA5,MYC,TXNIP	 
ID2	 	transcription regulator	 	 	 	1.05E-03	BCL2,MYC,SOCS3	9 (7)
simvastatin	 	chemical drug	 	 	 	1.05E-03	BCL2,MYC,SOCS3	12 (19)
PRMT1	 	enzyme	 	 	 	1.07E-03	BCL2,HSP90AA1	 
HSPA5	0.265	enzyme	 	 	 	1.07E-03	BCL2,HSPA5	 
BRD2	 	kinase	 	 	 	1.07E-03	BCL2,MYC	 
Jnk	 	group	 	 	 	1.08E-03	HSPA5,MYC,SOCS3	10 (12)
BCL6	 	transcription regulator	 	 	 	1.09E-03	BCL2,MYC,SOCS3	10 (12)
PPARG	 	ligand-dependent nuclear receptor	 	 	 	1.10E-03	BCL2,MBNL1,SOCS3,TSC22D3	 
HSF1	 	transcription regulator	 	 	 	1.11E-03	BCL2,HSP90AA1,HSP90AB1	 
IGFBP2	 	other	 	 	 	1.11E-03	MALAT1,MYC	 
brefeldin A	 	chemical - endogenous non-mammalian	 	 	 	1.11E-03	BCL2,HSPA5	 
nitroprusside	 	chemical drug	 	 	 	1.11E-03	BCL2,MYC	2 (7)
HGF	 	growth factor	 	 	 	1.15E-03	BCL2,MYC,PIM1,SOCS3	10 (12)
GHR	 	transmembrane receptor	 	 	 	1.15E-03	MYC,SOCS3	 
CD5	 	transmembrane receptor	 	 	 	1.15E-03	BCL2,PIM1	 
CEBPE	 	transcription regulator	 	 	 	1.20E-03	BCL2,MYC	 
MMP1	 	peptidase	 	 	 	1.20E-03	BCL2,MYC	 
DETA-NONOate	 	chemical reagent	 	 	 	1.20E-03	MYC,TXNIP	 
mir-204	 	microRNA	 	 	 	1.24E-03	BCL2,MYC	 
FGF10	 	growth factor	 	 	 	1.24E-03	AHNAK,TMEM123	 
IL2RG	 	transmembrane receptor	 	 	 	1.24E-03	BCL2,MYC	 
3-nitropropionic acid	 	chemical toxicant	 	 	 	1.24E-03	BCL2,MYC	 
anisomycin	 	chemical - endogenous non-mammalian	 	 	 	1.24E-03	BCL2,HSPA5	 
PTPN6	 	phosphatase	 	 	 	1.29E-03	BCL2,MYC	2 (6)
EBI3	 	cytokine	 	 	 	1.29E-03	MYC,PIM1	 
EPAS1	 	transcription regulator	 	 	 	1.31E-03	BCL2,HSPA5,SLC2A3	 
XBP1	 	transcription regulator	 	 	 	1.31E-03	BCL2,HSPA5,MYC	11 (15)
streptozocin	 	chemical drug	 	 	 	1.32E-03	BCL2,SLC2A3,TXNIP	 
S-nitroso-N-acetyl-DL-penicillamine	 	chemical reagent	 	 	 	1.33E-03	BCL2,MYC	2 (5)
NCOR2	 	transcription regulator	 	 	 	1.33E-03	BCL2,MYC	2 (2)
SERPINF1	 	other	 	 	 	1.33E-03	BCL2,MYC	2 (7)
MAP2K7	 	kinase	 	 	 	1.33E-03	HSPA5,MYC	 
luteolin	 	chemical drug	 	 	 	1.33E-03	BCL2,MYC	2 (7)
glucosamine	 	chemical - endogenous mammalian	 	 	 	1.33E-03	BCL2,TXNIP	 
WT1	 	transcription regulator	 	 	 	1.37E-03	BCL2,MYC,SLC2A3	 
GPER1	 	G-protein coupled receptor	 	 	 	1.38E-03	HSPA5,MYC	 
miR-145-5p (and other miRNAs w/seed UCCAGUU)	 	mature microRNA	 	 	 	1.38E-03	AHNAK,MYC	 
N-methyl-D-aspartate	 	chemical drug	 	 	 	1.38E-03	HSPA5,MYC	 
cholesterol	 	chemical - endogenous mammalian	 	 	 	1.39E-03	HSPA5,SOCS3,TMEM123	 
ADCYAP1	 	other	 	 	 	1.41E-03	BCL2,MYC,SOCS3	14 (20)
IL11	 	cytokine	 	 	 	1.43E-03	BCL2,SOCS3	 
ZAP70	 	kinase	 	 	 	1.43E-03	HSP90AA1,TSC22D3	 
emodin	 	chemical drug	 	 	 	1.43E-03	BCL2,HSPA5	 
sodium arsenite	 	chemical drug	 	 	 	1.43E-03	BCL2,SOCS3	 
actinomycin D	 	biologic drug	 	 	 	1.46E-03	BCL2,MYC,SOCS3	11 (15)
mir-181	 	microRNA	 	 	 	1.48E-03	BCL2,CYLD	 
STAT2	 	transcription regulator	 	 	 	1.48E-03	BCL2,SOCS3	 
CXCR4	 	G-protein coupled receptor	 	 	 	1.48E-03	BCL2,MYC	2 (3)
GPS2	 	transcription regulator	 	 	 	1.48E-03	MBNL1,MYC	 
chloroquine	 	chemical drug	 	 	 	1.48E-03	BCL2,SOCS3	 
ursolic acid	 	chemical drug	 	 	 	1.48E-03	BCL2,MYC	2 (5)
thioctic acid	 	chemical drug	 	 	 	1.48E-03	BCL2,MYC	 
IL1A	 	cytokine	 	 	 	1.50E-03	BCL2,MYC,NFKBIZ	6 (5)
TP53	 	transcription regulator	Inhibited	-2.437	 	1.51E-03	BCL2,HSP90AA1,HSP90AB1,HSPA5,MYC,PIM1,TSC22D3	9 (7)
TNFRSF8	 	transmembrane receptor	 	 	 	1.52E-03	AHNAK,MYC	 
SCD	 	enzyme	 	 	 	1.52E-03	BCL2,HSPA5	 
azoxymethane	 	chemical toxicant	 	 	 	1.52E-03	BCL2,MYC	2 (4)
EGF	 	growth factor	 	 	 	1.53E-03	BCL2,MYC,SOCS3,ZFP36L2	9 (11)
gentamicin	 	chemical drug	 	 	 	1.55E-03	HSP90AA1,HSPA5,MYC	 
ERK	 	group	 	 	 	1.57E-03	BCL2,MYC,NFKBIZ	6 (5)
miR-17-5p (and other miRNAs w/seed AAAGUGC)	 	mature microRNA	 	 	 	1.57E-03	BCL2,TXNIP	 
miR-204-5p (and other miRNAs w/seed UCCCUUU)	 	mature microRNA	 	 	 	1.57E-03	BCL2,MYC	 
seocalcitol	 	chemical drug	 	 	 	1.57E-03	BCL2,MYC	 
3-deazaneplanocin	 	chemical drug	 	 	 	1.68E-03	MYC,TSC22D3	 
Sn50 peptide	 	chemical toxicant	 	 	 	1.68E-03	BCL2,MYC	 
BCL2L1	 	other	 	 	 	1.73E-03	BCL2,PTPRC	 
birabresib	 	chemical drug	 	 	 	1.73E-03	HSPA5,MYC	 
gemcitabine	 	chemical drug	 	 	 	1.73E-03	BCL2,MYC	2 (5)
cigarette smoke	 	chemical toxicant	 	 	 	1.76E-03	BCL2,HSP90AA1,HSPA5	 
FOS	 	transcription regulator	 	 	 	1.76E-03	HSPA5,MALAT1,MYC,SOCS3	 
SMAD3	 	transcription regulator	 	 	 	1.78E-03	BCL2,HSPA5,MYC	8 (10)
LEF1	 	transcription regulator	 	 	 	1.78E-03	BCL2,MYC	2 (3)
TSH	 	complex	 	 	 	1.78E-03	MYC,SOCS3	 
CIP2A	 	other	 	 	 	1.84E-03	BCL2,MYC	 
TBP	 	transcription regulator	 	 	 	1.84E-03	BCL2,MYC	2 (4)
glutathione	 	chemical - endogenous mammalian	 	 	 	1.84E-03	BCL2,MYC	2 (3)
Pro-inflammatory Cytokine	 	group	 	 	 	1.89E-03	HSPA5,SOCS3	 
mir-15	 	microRNA	 	 	 	1.89E-03	BCL2,PIM1	 
TNFSF13B	 	cytokine	 	 	 	1.89E-03	BCL2,MYC	2 (3)
CREB1	 	transcription regulator	 	1.931	 	1.89E-03	BCL2,HSPA5,MYC,SLC2A3	 
amikacin	 	chemical drug	 	 	 	1.90E-03	BCL2	 
MICU1	 	other	 	 	 	1.90E-03	BCL2	 
lonaprisan	 	chemical drug	 	 	 	1.90E-03	MYC	 
Cofilin	 	group	 	 	 	1.90E-03	MYC	 
Tap	 	complex	 	 	 	1.90E-03	HLA-E	 
AEOL-10150	 	chemical drug	 	 	 	1.90E-03	BCL2	 
Rbp	 	group	 	 	 	1.90E-03	SOCS3	 
thymol	 	chemical reagent	 	 	 	1.90E-03	BCL2	 
SFTPA2	 	other	 	 	 	1.90E-03	HSPA5	 
RBMS3	 	other	 	 	 	1.90E-03	MYC	 
PCDH9	 	other	 	 	 	1.90E-03	BCL2	 
RPRD1B	 	other	 	 	 	1.90E-03	MYC	 
SGF29	 	other	 	 	 	1.90E-03	HSPA5	 
CCDC88C	 	other	 	 	 	1.90E-03	MYC	 
TRIM71	 	enzyme	 	 	 	1.90E-03	MYC	 
BCAS3	 	other	 	 	 	1.90E-03	MYC	 
USP36	 	peptidase	 	 	 	1.90E-03	MYC	 
MLXIP	 	transcription regulator	 	 	 	1.90E-03	TXNIP	 
NCEH1	 	enzyme	 	 	 	1.90E-03	HSPA5	 
ZNF366	 	transcription regulator	 	 	 	1.90E-03	TSC22D3	 
PACS2	 	other	 	 	 	1.90E-03	HSPA5	 
CTNNβ-LEF1	 	complex	 	 	 	1.90E-03	MYC	 
Gm-Csf Receptor	 	complex	 	 	 	1.90E-03	MYC	 
STAT3/5	 	group	 	 	 	1.90E-03	PIM1	 
ECD	 	transcription regulator	 	 	 	1.90E-03	HSPA5	 
EIF4F	 	complex	 	 	 	1.90E-03	MYC	 
BCL6 peptide inhibitor	 	chemical drug	 	 	 	1.90E-03	BCL2	 
OMG	 	G-protein coupled receptor	 	 	 	1.90E-03	MYC	 
bucillamine	 	chemical drug	 	 	 	1.90E-03	BCL2	 
CACYBP	 	other	 	 	 	1.90E-03	BCL2	 
safflor yellow B	 	chemical - endogenous non-mammalian	 	 	 	1.90E-03	BCL2	 
dibromoacetic acid	 	chemical toxicant	 	 	 	1.90E-03	MYC	 
SRI	 	transporter	 	 	 	1.90E-03	HSPA5	 
CSDE1	 	enzyme	 	 	 	1.90E-03	MYC	 
SYCP3	 	other	 	 	 	1.90E-03	BCL2	 
PTPA	 	phosphatase	 	 	 	1.90E-03	MYC	 
AMD1	 	enzyme	 	 	 	1.90E-03	MYC	 
STAM	 	other	 	 	 	1.90E-03	MYC	 
miR-185-3p (and other miRNAs w/seed GGGGCUG)	 	mature microRNA	 	 	 	1.90E-03	MYC	 
miR-411-5p (and other miRNAs w/seed AGUAGAC)	 	mature microRNA	 	 	 	1.90E-03	TXNIP	 
mir-153	 	microRNA	 	 	 	1.90E-03	BCL2	 
mir-331	 	microRNA	 	 	 	1.90E-03	MYC	 
mir-105	 	microRNA	 	 	 	1.90E-03	MYC	 
CENPX	 	other	 	 	 	1.90E-03	MYC	 
