© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
IGF-1 Signaling	3.37E-01	9.62E-03	NaN	JUN	
Telomerase Signaling	3.28E-01	9.35E-03	NaN	HSP90B1	
Gαs Signaling	3.28E-01	9.35E-03	NaN	RGS2	
Pancreatic Adenocarcinoma Signaling	3.22E-01	9.17E-03	NaN	STAT1	
G-Protein Coupled Receptor Signaling	3.21E-01	7.35E-03	NaN	NFKBIA,RGS2	
Glioma Signaling	3.2E-01	9.09E-03	NaN	CALM1 (includes others)	
HGF Signaling	3.17E-01	9.01E-03	NaN	JUN	
Senescence Pathway	3.15E-01	7.27E-03	NaN	CALM1 (includes others),JUN	
Rac Signaling	3.14E-01	8.93E-03	NaN	JUN	
HIF1α Signaling	3.11E-01	8.85E-03	NaN	JUN	
Role of Tissue Factor in Cancer	3E-01	8.55E-03	NaN	PLAUR	
Cholecystokinin/Gastrin-mediated Signaling	2.96E-01	8.4E-03	NaN	JUN	
IL-15 Production	2.91E-01	8.26E-03	NaN	STAT1	
CCR3 Signaling in Eosinophils	2.83E-01	8.06E-03	NaN	CALM1 (includes others)	
P2Y Purigenic Receptor Signaling Pathway	2.77E-01	7.87E-03	NaN	JUN	
Synaptic Long Term Potentiation	2.72E-01	7.75E-03	NaN	CALM1 (includes others)	
p70S6K Signaling	2.72E-01	7.75E-03	NaN	EEF2	
Synaptogenesis Signaling Pathway	2.58E-01	6.41E-03	NaN	CALM1 (includes others),HSPA8	
Hereditary Breast Cancer Signaling	2.49E-01	7.14E-03	NaN	UBC	
Type II Diabetes Mellitus Signaling	2.44E-01	7.04E-03	NaN	NFKBIA	
Endocannabinoid Cancer Inhibition Pathway	2.43E-01	6.99E-03	NaN	VIM	
Estrogen Receptor Signaling	2.37E-01	6.1E-03	NaN	HSP90B1,JUN	
Epithelial Adherens Junction Signaling	2.26E-01	6.58E-03	NaN	ACTG1	
Dopamine-DARPP32 Feedback in cAMP Signaling	2.08E-01	6.13E-03	NaN	CALM1 (includes others)	
HMGB1 Signaling	2.04E-01	6.06E-03	NaN	JUN	
Axonal Guidance Signaling	-0E00	2.07E-03	NaN	VASP	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	-0E00	5.38E-03	NaN	STAT1	
RAR Activation	-0E00	5.15E-03	NaN	JUN	
Endothelin-1 Signaling	-0E00	5.32E-03	NaN	JUN	
Molecular Mechanisms of Cancer	-0E00	5.12E-03	NaN	JUN,NFKBIA	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	5.85E-03	NaN	ACTG1	
CREB Signaling in Neurons	-0E00	4.83E-03	NaN	CALM1 (includes others)	
AMPK Signaling	-0E00	4.67E-03	NaN	EEF2	
Role of NFAT in Cardiac Hypertrophy	-0E00	4.67E-03	NaN	CALM1 (includes others)	
Breast Cancer Regulation by Stathmin1	-0E00	1.69E-03	NaN	JUN	
RhoGDI Signaling	-0E00	5.56E-03	NaN	ACTG1	
Gap Junction Signaling	-0E00	5.05E-03	NaN	ACTG1	
Sperm Motility	-0E00	4.48E-03	NaN	CALM1 (includes others)	
Xenobiotic Metabolism Signaling	-0E00	3.48E-03	NaN	HSP90B1	
Adrenomedullin signaling pathway	-0E00	5.08E-03	NaN	CALM1 (includes others)	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	4.11E-03	NaN	CALM1 (includes others),JUN	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	5.21E-03	NaN	HSP90B1	
