© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
EPSTI1	 	other	 	 	1.81E-03	NFKBIA	 
BANF1	 	other	 	 	1.81E-03	S100A9	 
ZNF184	 	transcription regulator	 	 	1.81E-03	S100A9	 
oligomycin A	 	chemical - endogenous non-mammalian	 	 	1.81E-03	TXNIP	 
3'-adenylic acid	 	chemical - endogenous mammalian	 	 	1.81E-03	TXNIP	 
allose	 	chemical - endogenous mammalian	 	 	1.81E-03	TXNIP	 
IL36A	 	cytokine	 	 	1.83E-03	S100A8,S100A9	 
TERT	 	enzyme	 	 	2.12E-03	ISG15,MX1,NFKBIA	 
SUMO3	 	other	 	 	2.16E-03	HSPA8,ISG15	 
SAA1	 	transporter	 	 	2.16E-03	S100A8,S100A9	 
ZBTB16	 	transcription regulator	 	 	2.21E-03	CD8A,EIF2AK2,IL7R	 
hydrogen peroxide	 	chemical - endogenous mammalian	 	1.406	2.23E-03	EEF1A1,EEF1B2,IFI6,TXNIP,XAF1	 
TICAM1	 	other	 	 	2.25E-03	IFIT3,ISG15,NFKBIA	6 (4)
IL27	 	cytokine	 	 	2.34E-03	EIF2AK2,MX1,STAT1	 
F7	 	peptidase	 	 	2.51E-03	EEF1A1,EEF2	 
TNIP1	 	other	 	 	2.51E-03	S100A8,S100A9	 
laminaran	 	chemical drug	 	 	2.51E-03	IFI44L,IL7R	 
HRH3	 	G-protein coupled receptor	 	 	2.63E-03	S100A8,S100A9	 
SUMO2	 	enzyme	 	 	2.63E-03	HSPA8,ISG15	 
CD2	 	transmembrane receptor	 	 	2.63E-03	CD8A,STAT1	 
S100A4	 	other	 	 	2.63E-03	S100A8,S100A9	 
U0126	 	chemical - kinase inhibitor	 	0.447	2.68E-03	EEF1A1,EEF2,PABPC1,S100A9,STAT1	 
BDNF	 	growth factor	 	 	2.68E-03	EEF1D,EEF2,S100A9,TXNIP	 
IFNE	 	cytokine	 	 	2.76E-03	ISG15,STAT1	 
S-nitrosoglutathione	 	chemical toxicant	 	 	2.76E-03	CD8A,NFKBIA	 
arsenic trioxide	 	chemical drug	 	 	2.96E-03	HSPA8,NFKBIA,S100A8,SLC25A6	 
Irgm1	 	other	 	 	3.02E-03	IFIT3,OAS2	 
HOTAIR	 	other	 	 	3.15E-03	MX1,NFKBIA	 
IFNA4	 	cytokine	 	 	3.15E-03	ISG15,MX1	 
MRTFB	 	transcription regulator	 	 	3.25E-03	ACTG1,S100A8,S100A9	 
UCP1	 	transporter	 	 	3.25E-03	EEF1A1,IFIT3,OAS3	 
nitrofurantoin	 	chemical drug	 	 	3.36E-03	ACTG1,EEF1A1,NFKBIA	 
aldesleukin	 	biologic drug	 	 	3.43E-03	MX1,STAT1	 
SRF	 	transcription regulator	 	 	3.55E-03	ACTG1,S100A8,S100A9,TCF7	5 (3)
Rps15a-ps4	 	other	 	 	3.62E-03	NFKBIA	 
EIF4B	-0.365	translation regulator	 	 	3.62E-03	ISG15	 
FAM168A	 	other	 	 	3.62E-03	NFKBIA	 
ADRM1	 	other	 	 	3.62E-03	NFKBIA	 
MLXIP	 	transcription regulator	 	 	3.62E-03	TXNIP	 
miR-411-5p (and other miRNAs w/seed AGUAGAC)	 	mature microRNA	 	 	3.62E-03	TXNIP	 
POLDIP3	 	other	 	 	3.62E-03	ISG15	 
TRPC6	 	ion channel	 	 	3.62E-03	MX1	 
USP13	 	peptidase	 	 	3.62E-03	STAT1	 
KHDRBS2	 	other	 	 	3.62E-03	STAT1	 
DPH1	 	other	 	 	3.62E-03	EEF2	 
hexaarginine-neomycin B conjugate	 	chemical reagent	 	 	3.62E-03	CD8A	 
3-O-methylglucose	 	chemical reagent	 	 	3.62E-03	TXNIP	 
NLRX1	 	other	 	 	3.71E-03	NFKBIA,STAT1	 
SMARCB1	 	transcription regulator	 	 	3.72E-03	EIF2AK2,MX1,OAS3	 
CD28	 	transmembrane receptor	 	1.117	3.84E-03	HSPA8,IL7R,NFKBIA,TCF7	 
HSPA5	 	enzyme	 	 	3.86E-03	HSPA8,ISG15	 
9,10-dimethyl-1,2-benzanthracene	 	chemical toxicant	 	 	3.86E-03	S100A8,S100A9	 
MYB	 	transcription regulator	 	 	4.03E-03	GIMAP7,HSPA8,IL7R	 
RARA	 	ligand-dependent nuclear receptor	 	-1.000	4.04E-03	IFI44,IFI44L,SP100,STAT1	11 (3)
CD5	 	transmembrane receptor	 	 	4.16E-03	CD52,STAT1	 
CASP8	 	peptidase	 	 	4.32E-03	ISG15,S100A9	 
SAFB	 	other	 	 	4.32E-03	EIF4B,S100A8	 
DETA-NONOate	 	chemical reagent	 	 	4.32E-03	S100A8,TXNIP	 
KLF2	 	transcription regulator	 	 	4.35E-03	IL7R,NFKBIA,STAT1	 
4-hydroxytamoxifen	 	chemical drug	 	 	4.42E-03	IL7R,NFKBIA,S100A9	 
BACH2	 	transcription regulator	 	 	4.47E-03	S100A8,S100A9	 
E. coli serotype 0127B8 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	4.49E-03	NFKBIA,RACK1,STAT1	4 (2)
EBI3	 	cytokine	 	 	4.63E-03	MX1,STAT1	 
IL32	 	cytokine	 	 	4.80E-03	EIF2AK2,MX1	 
CpG ODN 1668	 	chemical reagent	 	 	4.96E-03	ISG15,STAT1	 
MAPT	 	other	 	 	4.98E-03	ACTG1,EEF2,HSPA8,TPT1	 
RORA	 	ligand-dependent nuclear receptor	 	 	5.20E-03	NFKBIA,S100A8,S100A9	 
phosphatidylethanolamine	 	chemical - endogenous mammalian	 	 	5.43E-03	STAT1	 
CpG 10101	 	chemical drug	 	 	5.43E-03	STAT1	 
KLHL21	 	other	 	 	5.43E-03	NFKBIA	 
Eif2	 	complex	 	 	5.43E-03	EIF2AK2	 
Ap1 gamma	 	group	 	 	5.43E-03	CD8B	 
YARS1	 	enzyme	 	 	5.43E-03	NFKBIA	 
RPS14	 	translation regulator	 	 	5.43E-03	S100A8	 
MKNK2	 	kinase	 	 	5.43E-03	ISG15	 
MLST8	 	other	 	 	5.43E-03	ISG15	 
ERC1	 	other	 	 	5.43E-03	NFKBIA	 
umbralisib	 	chemical drug	 	 	5.43E-03	EIF4B	 
N-methylsulfonyl-12,12-dibromododec-11-enamide	 	chemical reagent	 	 	5.43E-03	S100A8	 
salsalate	 	chemical drug	 	 	5.43E-03	NFKBIA	 
phloretin	 	chemical - endogenous non-mammalian	 	 	5.43E-03	TXNIP	 
glyphosate	 	chemical toxicant	 	 	5.43E-03	S100A9	 
L-alpha-hydroxyglutarate	 	chemical - endogenous mammalian	 	 	5.43E-03	IL7R	 
FLI1	 	transcription regulator	 	 	5.48E-03	HSPA8,RACK1	 
vitamin D	 	chemical drug	 	 	5.48E-03	NFKBIA,S100A8	 
EZH2	 	transcription regulator	 	 	5.60E-03	NFKBIA,PARP9,S100A8,S100A9	11 (3)
SIN3A	 	transcription regulator	 	 	5.65E-03	S100A9,TXNIP	 
BCL3	 	transcription regulator	 	 	5.83E-03	NFKBIA,S100A8	 
birabresib	 	chemical drug	 	 	6.19E-03	IFI44,IFI44L	 
oxaliplatin	 	chemical drug	 	 	6.19E-03	STAT1,TMSB10/TMSB4X	 
1,2-dithiol-3-thione	 	chemical reagent	 	 	6.30E-03	ACTG1,CD8B,RACK1	 
CD3E	 	transmembrane receptor	 	 	6.38E-03	CD8B,NFKBIA	 
ATP-gamma-S	 	chemical reagent	 	 	6.57E-03	CD8A,IL7R	 
POLR2A	 	enzyme	 	 	6.57E-03	IFI6,NFKBIA	 
FN1	 	enzyme	 	 	6.64E-03	CD8A,EIF4B,NFKBIA	 
HRAS	 	enzyme	 	 	6.68E-03	ACTG1,HSPA8,IL7R,NFKBIA,TMSB10/TMSB4X	 
mir-15	 	microRNA	 	 	6.76E-03	ISG15,MX1	 
3,3'-diindolylmethane	 	chemical drug	 	 	6.76E-03	NFKBIA,OAS2	6 (3)
APP	 	other	 	 	6.79E-03	ACTG1,HSPA8,RNF213,S100A8,TPT1,XAF1	 
FANCC	 	other	 	 	6.96E-03	IFI44L,MX1	 
ZBTB7B	 	transcription regulator	 	 	6.96E-03	CD8A,CD8B	 
DMD	 	other	 	 	7.08E-03	ACTG1,EEF1A1,HSPA8	 
HSF1	 	transcription regulator	 	 	7.17E-03	HSPA8,IL7R,XAF1	 
DNAJB4	 	other	 	 	7.23E-03	STAT1	 
GATAD2A	 	transcription regulator	 	 	7.23E-03	S100A9	 
LARP1	 	translation regulator	 	 	7.23E-03	PABPC1	 
CTSD	 	peptidase	 	 	7.23E-03	EEF2	 
EGFL7	 	other	 	 	7.23E-03	NFKBIA	 
KPNA1	 	transporter	 	 	7.23E-03	STAT1	 
BICD2	 	other	 	 	7.23E-03	STAT1	 
CC-122	 	chemical drug	 	 	7.23E-03	IFIT3	 
apicularen A	 	chemical reagent	 	 	7.23E-03	NFKBIA	 
pegintron	 	biologic drug	 	 	7.23E-03	ISG15	 
sodium alum	 	chemical drug	 	 	7.23E-03	TPT1	 
1,1-diethyl-2-hydroxy-2-nitrosohydrazine	 	chemical toxicant	 	 	7.23E-03	NFKBIA	 
WZB117	 	chemical reagent	 	 	7.23E-03	S100A8	 
MAP2K3	 	kinase	 	 	7.35E-03	ISG15,STAT1	 
FGF7	 	growth factor	 	 	7.55E-03	S100A8,STAT1	 
TRAF3IP2	 	other	 	 	7.76E-03	ISG15,S100A8	 
doxorubicin	 	chemical drug	Activated	2.000	7.88E-03	EEF1A1,EEF1B2,NFKBIA,STAT1	 
RELA	 	transcription regulator	 	 	8.01E-03	IL7R,ISG15,NFKBIA,OAS2	7 (3)
isotretinoin	 	biologic drug	 	 	8.17E-03	IFIT3,S100A9	 
PRDM1	 	transcription regulator	 	 	8.30E-03	IL7R,S100A8,S100A9	8 (5)
MAP2K6	 	kinase	 	 	8.38E-03	ISG15,STAT1	5 (3)
epigallocatechin-gallate	 	chemical drug	 	 	8.40E-03	ISG15,NFKBIA,STAT1	4 (2)
palmitic acid	 	chemical - endogenous mammalian	 	 	8.40E-03	EEF1A1,NFKBIA,TXNIP	 
IFN alpha receptor	 	complex	 	 	9.03E-03	MX1	 
EGOT	 	other	 	 	9.03E-03	ISG15	 
MARCHF3	 	other	 	 	9.03E-03	NFKBIA	 
GPR17	 	G-protein coupled receptor	 	 	9.03E-03	XAF1	 
SPINDOC	 	other	 	 	9.03E-03	IFI44L	 
ZNF750	 	transcription regulator	 	 	9.03E-03	S100A8	 
RPS3	 	enzyme	 	 	9.03E-03	NFKBIA	 
SPIN1	 	other	 	 	9.03E-03	IFI44L	 
SPRY4	 	other	 	 	9.03E-03	ISG15	 
U 50488H	 	chemical reagent	 	 	9.03E-03	IL7R	 
sodium azide	 	chemical toxicant	 	 	9.03E-03	TXNIP	 
MAP3K14	 	kinase	 	 	9.03E-03	IL7R,NFKBIA	6 (3)
fenretinide	 	chemical drug	 	 	9.03E-03	NFKBIA,STAT1	 
IFN alpha/beta	 	group	 	 	9.48E-03	IFIT3,STAT1	 
GAST	 	other	 	 	9.48E-03	NACA,NFKBIA	 
dehydroisoandrosterone	 	chemical - endogenous mammalian	 	 	9.48E-03	NFKBIA,RACK1	 
IL1A	 	cytokine	 	 	9.53E-03	NFKBIA,S100A8,S100A9	7 (3)
forskolin	 	chemical toxicant	 	0.132	9.58E-03	CD8A,NFKBIA,S100A8,STAT1,TXNIP	 
prednisolone	 	chemical drug	 	 	9.86E-03	HSPA8,STAT1,TXNIP	 
GATA3	 	transcription regulator	 	 	9.86E-03	IL7R,S100A8,S100A9	 
ALKBH5	 	enzyme	 	 	1.04E-02	EEF1D,HSPA8	 
PIK3R1	 	kinase	 	 	1.06E-02	ISG15,TXNIP	 
homocysteine	 	chemical - endogenous mammalian	 	 	1.06E-02	EEF1A1,EEF1D	 
5R-hydroxytriptolide	 	chemical drug	 	 	1.08E-02	STAT1	 
ZNF395	 	other	 	 	1.08E-02	IFI44	 
CSRP3	 	other	 	 	1.08E-02	TXNIP	 
PPP4C	 	phosphatase	 	 	1.08E-02	ISG15	 
UTRN	 	transmembrane receptor	 	 	1.08E-02	ACTG1	 
HLA-B	 	transmembrane receptor	 	 	1.08E-02	OAS2	 
Ifna4	 	other	 	 	1.08E-02	ISG15	 
gelam honey	 	chemical reagent	 	 	1.08E-02	NFKBIA	 
risedronic acid	 	chemical drug	 	 	1.08E-02	HSPA8	 
saquinavir	 	chemical drug	 	 	1.08E-02	NFKBIA	 
poly(U)RNA	 	chemical reagent	 	 	1.08E-02	MX1	 
JUN	 	transcription regulator	 	 	1.09E-02	EEF2,IL7R,NFKBIA,STAT1	 
AREG	 	growth factor	 	 	1.11E-02	IFI6,IFIT3	 
IGF1	 	growth factor	 	 	1.13E-02	EIF2AK2,EIF4B,NFKBIA,TXNIP	 
IL17A	 	cytokine	 	 	1.13E-02	ISG15,S100A8,S100A9	 
Insulin	 	group	 	 	1.13E-02	HSPA8,IFIT3,NFKBIA,STAT1	 
TCL1A	 	transcription regulator	 	 	1.13E-02	S100A8,S100A9	 
FADD	 	other	 	 	1.13E-02	EIF2AK2,STAT1	 
CSF2	 	cytokine	 	 	1.17E-02	CD8A,NACA,NFKBIA,TPT1	 
E. coli B5 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	1.17E-02	EEF1A1,IL7R,NFKBIA	 
TRAF3	 	enzyme	 	 	1.18E-02	ISG15,NFKBIA	 
SLC13A1	 	transporter	 	 	1.21E-02	ACTG1,HSPA8	 
desmopressin	 	biologic drug	 	 	1.23E-02	EIF4B,HSPA8	 
Ca2+	 	chemical - endogenous mammalian	 	 	1.24E-02	NFKBIA,S100A8,S100A9	 
SOCS3	 	phosphatase	 	 	1.26E-02	MX1,OAS2	 
EHF	 	transcription regulator	 	 	1.26E-02	S100A8,S100A9	 
trinitrobenzenesulfonic acid	 	chemical reagent	 	 	1.26E-02	S100A8,S100A9	 
Stat1 dimer	 	complex	 	 	1.26E-02	EIF2AK2	 
USP21	 	peptidase	 	 	1.26E-02	ISG15	 
teasaponin	 	chemical - endogenous non-mammalian	 	 	1.26E-02	NFKBIA	 
H4-16	 	other	 	 	1.26E-02	IFI6	 
TNIK	 	kinase	 	 	1.26E-02	TCF7	 
poly rI:rC-RNA HMW	 	chemical reagent	 	 	1.26E-02	EIF2AK2	 
RICTOR	 	other	 	 	1.31E-02	IL7R,ISG15,OAS2	 
MYD88	 	other	 	 	1.32E-02	ISG15,NFKBIA,S100A8	 
allopurinol	 	chemical drug	 	 	1.34E-02	TMSB10/TMSB4X,TXNIP	 
dextran sulfate	 	chemical drug	 	 	1.34E-02	ISG15,S100A8,S100A9	 
cisplatin	 	chemical drug	 	 	1.35E-02	IFI6,MX1,NFKBIA,TMSB10/TMSB4X,TXNIP	 
miR-146a-5p (and other miRNAs w/seed GAGAACU)	 	mature microRNA	 	 	1.36E-02	NFKBIA,STAT1	 
CST5	 	other	 	 	1.37E-02	EEF1B2,EEF1D,NOP53	 
uric acid	 	chemical - endogenous mammalian	 	 	1.42E-02	IFIT3,ISG15	 
CYTOR	 	other	 	 	1.44E-02	STAT1	 
ATXN2	 	other	 	 	1.44E-02	PABPC1	 
HDAC10	 	transcription regulator	 	 	1.44E-02	TXNIP	 
CD8A	-0.322	other	 	 	1.44E-02	CD8B	 
CYP4A11	 	enzyme	 	 	1.44E-02	S100A8	 
filgotinib	 	chemical drug	 	 	1.44E-02	MX1	 
CCL-34	 	chemical reagent	 	 	1.44E-02	CD8A	 
myxothiazol	 	chemical toxicant	 	 	1.44E-02	TXNIP	 
GABP	 	complex	 	 	1.44E-02	IL7R	 
magnesium sulfate	 	chemical drug	 	 	1.44E-02	NFKBIA	 
uridine	 	chemical - endogenous mammalian	 	 	1.44E-02	EEF1A1	 
tosyllysine chloromethyl ketone	 	chemical - protease inhibitor	 	 	1.44E-02	NFKBIA	 
NS-398	 	chemical reagent	 	 	1.44E-02	S100A8,S100A9	 
PGR	 	ligand-dependent nuclear receptor	 	 	1.45E-02	NFKBIA,S100A8,STAT1	 
mir-21	 	microRNA	 	 	1.48E-02	OAS2,OAS3,STAT1	 
INSIG1	 	other	 	 	1.50E-02	S100A8,S100A9	 
GW501516	 	chemical drug	 	 	1.50E-02	S100A8,S100A9	 
geldanamycin	 	chemical - endogenous non-mammalian	 	 	1.51E-02	EEF1A1,EIF2AK2,STAT1	 
puromycin aminonucleoside	 	chemical reagent	 	 	1.53E-02	ACTG1,TMSB10/TMSB4X	 
IKBKB	 	kinase	 	 	1.53E-02	ISG15,MX1,NFKBIA	 
5-N-ethylcarboxamido adenosine	 	chemical reagent	 	 	1.61E-02	IFIT3,TXNIP	 
phenethyl isothiocyanate	 	chemical drug	 	 	1.61E-02	EEF2,IFIT3	 
IRF3 dimer	 	complex	 	 	1.62E-02	ISG15	 
FBXO42	 	other	 	 	1.62E-02	STAT1	 
NEK7	 	kinase	 	 	1.62E-02	ISG15	 
Ferritin	 	complex	 	 	1.62E-02	NFKBIA	 
PSMB9	 	peptidase	 	 	1.62E-02	NFKBIA	 
PDGF (family)	 	group	 	 	1.62E-02	EEF1B2	 
PI3	 	other	 	 	1.62E-02	NFKBIA	 
ATG16L1	 	enzyme	 	 	1.62E-02	NFKBIA	 
ING4	 	transcription regulator	 	 	1.62E-02	NFKBIA	 
RPS6KB2	 	kinase	 	 	1.62E-02	ISG15	 
UBA7	 	enzyme	 	 	1.62E-02	ISG15	 
EIF3A	 	other	 	 	1.62E-02	ISG15	 
EFNB1	 	other	 	 	1.62E-02	IL7R	 
GLIS1	 	transcription regulator	 	 	1.62E-02	S100A9	 
DDB1	 	other	 	 	1.62E-02	STAT1	 
sapanisertib	 	chemical drug	 	 	1.62E-02	PABPC1	 
DEK	 	transcription regulator	 	 	1.62E-02	NFKBIA	 
raltitrexed	 	chemical drug	 	 	1.62E-02	TMSB10/TMSB4X	 
RP 73401	 	chemical toxicant	 	 	1.62E-02	STAT1	 
ketorolac	 	chemical drug	 	 	1.62E-02	NFKBIA	 
miR-182 inhibitor	 	chemical reagent	 	 	1.62E-02	NFKBIA	 
EGF	 	growth factor	 	 	1.62E-02	EEF1A1,IL7R,S100A9,STAT1	 
Mapk	 	group	 	 	1.64E-02	S100A8,STAT1	 
fatty acid	 	chemical - endogenous mammalian	 	 	1.64E-02	NFKBIA,S100A8	 
resveratrol	 	chemical drug	 	 	1.65E-02	IL7R,ISG15,NFKBIA	 
pyrrolidine dithiocarbamate	 	chemical reagent	 	 	1.67E-02	NFKBIA,RACK1	 
PI3K (complex)	 	complex	 	 	1.68E-02	IL7R,NFKBIA,TXNIP	 
NCOA2	 	transcription regulator	 	 	1.73E-02	ISG15,NFKBIA	 
PI3K (family)	 	group	 	 	1.75E-02	ISG15,TXNIP	 
SYK	 	kinase	 	 	1.75E-02	GIMAP7,OAS2	 
OSM	 	cytokine	 	1.842	1.77E-02	MX1,S100A8,S100A9,STAT1	 
KIT	 	transmembrane receptor	 	 	1.78E-02	IFIT3,STAT1	 
Stat1-Stat2	 	complex	 	 	1.80E-02	EIF2AK2	 
IRF	 	group	 	 	1.80E-02	ISG15	 
IFNL2	 	other	 	 	1.80E-02	MX1	 
PARP14	 	enzyme	 	 	1.80E-02	ISG15	 
LAIR1	 	transmembrane receptor	 	 	1.80E-02	MX1	 
CNBP	 	transcription regulator	 	 	1.80E-02	PABPC1	 
ARF6	 	transporter	 	 	1.80E-02	ISG15	 
SLC6A1	 	transporter	 	 	1.80E-02	STAT1	 
PCBP2	 	other	 	 	1.80E-02	STAT1	 
ATF5	 	transcription regulator	 	 	1.80E-02	TXNIP	 
perilla alcohol	 	chemical drug	 	 	1.80E-02	NFKBIA	 
RET	 	kinase	 	 	1.81E-02	HSPA8,S100A9	 
FOS	 	transcription regulator	 	-1.131	1.84E-02	ACTG1,S100A8,S100A9,XAF1	 
IL10RA	 	transmembrane receptor	 	 	1.88E-02	HSPA8,RNF213,STAT1	 
Tlr	 	group	 	 	1.90E-02	NFKBIA,STAT1	 
PD98059	 	chemical - kinase inhibitor	 	0.000	1.92E-02	EEF1A1,PABPC1,S100A8,TXNIP	 
prostaglandin E2	 	chemical - endogenous mammalian	 	 	1.93E-02	IL7R,NFKBIA,S100A8	 
SP1	 	transcription regulator	 	 	1.95E-02	EIF2AK2,NFKBIA,STAT1,TCF7	 
PTP4A1	 	phosphatase	 	 	1.97E-02	EEF1A1,EEF2	 
G2535	 	chemical reagent	 	 	1.98E-02	NFKBIA	 
MCL1	 	transporter	 	 	1.98E-02	TPT1	 
MED14	 	transcription regulator	 	 	1.98E-02	ISG15	 
VASP	 	other	 	 	1.98E-02	STAT1	 
miR-196a-5p (and other miRNAs w/seed AGGUAGU)	 	mature microRNA	 	 	1.98E-02	S100A9	 
RNF216	 	enzyme	 	 	1.98E-02	ISG15	 
CHRNA3	 	transmembrane receptor	 	 	1.98E-02	STAT1	 
JQ1	 	chemical reagent	 	 	2.00E-02	ISG15,MX1	 
salmonella minnesota R595 lipopolysaccharides	 	chemical - endogenous non-mammalian	 	 	2.03E-02	ISG15,NFKBIA	 
TP53	 	transcription regulator	 	0.529	2.08E-02	EEF1A1,HSPA8,ISG15,MX1,NFKBIA,STAT1,TMSB10/TMSB4X,XAF1	 
3M-002	 	chemical reagent	 	 	2.12E-02	IFI44,TXNIP	 
PELP1	 	other	 	 	2.12E-02	IFI44,S100A9	 
highly active antiretroviral therapy	 	chemical drug	 	 	2.15E-02	IL7R	 
TINCR	 	other	 	 	2.15E-02	S100A8	 
MTORC2	 	complex	 	 	2.15E-02	ISG15	 
CST3	 	other	 	 	2.15E-02	NFKBIA	 
mir-379	 	microRNA	 	 	2.15E-02	TXNIP	 
HLA-G	 	other	 	 	2.15E-02	CD8A	 
PIK3R2	 	kinase	 	 	2.15E-02	ISG15	 
azetidyl-2-carboxylic acid	 	chemical reagent	 	 	2.15E-02	HSPA8	 
SR 144528	 	chemical reagent	 	 	2.15E-02	NFKBIA	 
4-octyl itaconate	 	chemical reagent	 	 	2.15E-02	ISG15	 
NAD+	 	chemical - endogenous mammalian	 	 	2.15E-02	TXNIP	 
diaminopimelic acid	 	chemical - endogenous non-mammalian	 	 	2.15E-02	ISG15	 
buthionine sulfoximine	 	chemical drug	 	 	2.15E-02	EEF2	 
tributyltin	 	chemical reagent	 	 	2.16E-02	IFIT3,STAT1	 
APOE	 	transporter	 	 	2.16E-02	S100A8,S100A9,TXNIP	 
trichostatin A	 	chemical drug	 	-0.351	2.21E-02	EIF2AK2,EIF4B,NFKBIA,TMSB10/TMSB4X,TXNIP	 
IRF2	 	transcription regulator	 	 	2.25E-02	EIF2AK2,ISG15	 
IL22	 	cytokine	 	 	2.25E-02	S100A8,S100A9	 
Z-LLL-CHO	 	chemical - protease inhibitor	 	 	2.31E-02	HSPA8,NFKBIA,STAT1	 
CREB3L2	 	transcription regulator	 	 	2.33E-02	MX1	 
PLA2G2D	 	enzyme	 	 	2.33E-02	S100A9	 
iron dextran	 	chemical drug	 	 	2.33E-02	NFKBIA	 
UBA1	 	enzyme	 	 	2.33E-02	EIF2AK2	 
MMP8	 	peptidase	 	 	2.33E-02	S100A8	 
PLA2G2E	 	enzyme	 	 	2.33E-02	S100A9	 
ATXN3	 	peptidase	 	 	2.33E-02	ISG15	 
ANGPTL4	 	other	 	 	2.33E-02	STAT1	 
6-aminopyrazolopyrimidine derivative compound II	 	chemical - kinase inhibitor	 	 	2.33E-02	ISG15	 
KT5720	 	chemical - kinase inhibitor	 	 	2.33E-02	NFKBIA	 
cyclomaltodextrin	 	chemical drug	 	 	2.33E-02	S100A8	 
IL3	 	cytokine	 	 	2.39E-02	EEF1A1,EIF2AK2,NACA	 
carfilzomib	 	biologic drug	 	 	2.51E-02	EIF4B	 
STOX1	 	other	 	 	2.51E-02	ACTG1	 
PSMB10	 	peptidase	 	 	2.51E-02	NFKBIA	 
2'3'-cyclic guanosine monophosphate-adenosine monophosphate	 	chemical - endogenous mammalian	 	 	2.51E-02	ISG15	 
gamma-tocotrienol	 	chemical drug	 	 	2.51E-02	NFKBIA	 
growth factor	 	group	 	 	2.51E-02	IL7R	 
ADORA2A	 	G-protein coupled receptor	 	 	2.56E-02	EEF2,NFKBIA	 
HDAC2	 	transcription regulator	 	 	2.56E-02	NFKBIA,S100A9	 
IKBKG	 	kinase	 	 	2.59E-02	ISG15,NFKBIA	 
methapyrilene	 	chemical drug	 	 	2.63E-02	ACTG1,EEF1A1	 
TET2	 	enzyme	 	 	2.63E-02	IFIT3,S100A8	 
SOX11	 	transcription regulator	 	 	2.66E-02	CD52,STAT1	 
PPARα-RXRα	 	complex	 	 	2.68E-02	NFKBIA	 
THRAP3	 	transcription regulator	 	 	2.68E-02	TXNIP	 
TIFA	 	other	 	 	2.68E-02	NFKBIA	 
mir-196	 	microRNA	 	 	2.68E-02	S100A9	 
miR-128-3p (and other miRNAs w/seed CACAGUG)	 	mature microRNA	 	 	2.68E-02	TXNIP	 
MAPKAP1	 	other	 	 	2.68E-02	OAS2	 
KIF1B	 	transporter	 	 	2.68E-02	XAF1	 
IL18R1	 	transmembrane receptor	 	 	2.68E-02	STAT1	 
DDX3X	 	enzyme	 	 	2.68E-02	STAT1	 
PDE5A	 	enzyme	 	 	2.68E-02	S100A9	 
U18666A	 	chemical reagent	 	 	2.68E-02	S100A8	 
progesterone	 	chemical - endogenous mammalian	 	0.254	2.69E-02	HSPA8,NFKBIA,RACK1,STAT1	 
hydrocortisone	 	chemical - endogenous mammalian	 	 	2.70E-02	NFKBIA,S100A8	 
ADRB	 	group	 	 	2.73E-02	IFIT3,NFKBIA	 
SYVN1	 	transporter	 	 	2.73E-02	IFI44,IL7R	 
IL2	 	cytokine	 	1.044	2.73E-02	CD8A,IL7R,MX1,S100A8	 
curcumin	 	chemical drug	 	 	2.74E-02	HSPA8,NFKBIA,TPT1	 
Pka	 	complex	 	 	2.77E-02	IFI6,XAF1	 
GC-GCR dimer	 	complex	 	 	2.86E-02	NFKBIA	 
IL1RL2	 	transmembrane receptor	 	 	2.86E-02	S100A8	 
SHARPIN	 	other	 	 	2.86E-02	ISG15	 
BMP10	 	growth factor	 	 	2.86E-02	NFKBIA	 
ZNF148	 	transcription regulator	 	 	2.86E-02	STAT1	 
UBD	 	other	 	 	2.86E-02	EEF1A1	 
MAML1	 	transcription regulator	 	 	2.86E-02	IL7R	 
EFNB2	 	kinase	 	 	2.86E-02	IL7R	 
Cux1	 	transcription regulator	 	 	2.86E-02	CD8A	 
concanamycin A	 	chemical drug	 	 	2.86E-02	NFKBIA	 
PTGER4	 	G-protein coupled receptor	 	 	2.95E-02	RNF213,XAF1	 
Tnf (family)	 	group	 	 	2.99E-02	EIF2AK2,NFKBIA	 
IL10	 	cytokine	 	 	3.00E-02	IL7R,S100A8,STAT1	 
Foxo	 	group	 	 	3.04E-02	IL7R	 
DDX25	 	enzyme	 	 	3.04E-02	NFKBIA	 
PSMB8	 	peptidase	 	 	3.04E-02	NFKBIA	 
LAMA5	 	other	 	 	3.04E-02	STAT1	 
TNK1	 	kinase	 	 	3.04E-02	OAS2	 
NCAM1	 	other	 	 	3.04E-02	NFKBIA	 
FABP5	 	transporter	 	 	3.04E-02	IFIT3	 
7-nitroindazole	 	chemical reagent	 	 	3.04E-02	NFKBIA	 
aphidicolin	 	chemical toxicant	 	 	3.04E-02	STAT1	 
26s Proteasome	 	complex	 	 	3.10E-02	STAT1,TXNIP	 
H89	 	chemical - kinase inhibitor	 	 	3.10E-02	NFKBIA,S100A8	 
tetrachlorodibenzodioxin	 	chemical toxicant	 	 	3.19E-02	HSPA8,S100A8,S100A9	 
CREM	 	transcription regulator	 	 	3.21E-02	CD8A,CD8B	 
