© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Xenobiotic Metabolism CAR Signaling Pathway	5.61E-01	2.12E-02	2.000	CHST11,HSP90B1,NRIP1,PRKCB	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	5.56E-01	4.35E-02	NaN	INPP5F	
Hypoxia Signaling in the Cardiovascular System	5.54E-01	2.7E-02	NaN	HSP90B1,NFKBIA	
Colorectal Cancer Metastasis Signaling	5.47E-01	1.98E-02	1.000	FOS,GNB2,IL6ST,STAT1,TLR7	
IL-22 Signaling	5.41E-01	4.17E-02	NaN	STAT1	
Vitamin-C Transport	5.41E-01	4.17E-02	NaN	SLC23A2	
IL-17A Signaling in Gastric Cells	5.26E-01	4E-02	NaN	FOS	
Androgen Signaling	5.24E-01	2.21E-02	NaN	CALM1 (includes others),GNB2,PRKCB	
Natural Killer Cell Signaling	5.23E-01	2.03E-02	0.000	HLA-A,HSPA5,TNFSF10,TYROBP	
VDR/RXR Activation	5.23E-01	2.56E-02	NaN	NCOR1,PRKCB	
IL-8 Signaling	5.09E-01	2E-02	NaN	FOS,GNB2,ITGAX,PRKCB	
FLT3 Signaling in Hematopoietic Progenitor Cells	5.09E-01	2.5E-02	NaN	STAT1,STAT2	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	4.98E-01	2.13E-02	NaN	DUSP1,INPP5F,PTPN1	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	4.98E-01	2.13E-02	NaN	DUSP1,INPP5F,PTPN1	
TR/RXR Activation	4.8E-01	2.38E-02	NaN	NCOR1,UCP2	
VEGF Family Ligand-Receptor Interactions	4.8E-01	2.38E-02	NaN	FOS,PRKCB	
CREB Signaling in Neurons	4.79E-01	1.93E-02	NaN	CALM1 (includes others),GNB2,PDIA3,PRKCB	
mTOR Signaling	4.67E-01	1.9E-02	NaN	EIF3D,EIF3H,EIF3L,PRKCB	
Osteoarthritis Pathway	4.62E-01	1.9E-02	NaN	ANXA5,MEF2C,S100A9,TNFRSF1B	
Ceramide Signaling	4.55E-01	2.27E-02	NaN	FOS,TNFRSF1B	
Relaxin Signaling	4.52E-01	2E-02	NaN	FOS,GNB2,NFKBIA	
Factors Promoting Cardiogenesis in Vertebrates	4.52E-01	2E-02	NaN	MEF2C,PDIA3,PRKCB	
G Protein Signaling Mediated by Tubby	4.5E-01	3.23E-02	NaN	GNB2	
CTLA4 Signaling in Cytotoxic T Lymphocytes	4.49E-01	2.25E-02	NaN	CLTC,HLA-A	
Epithelial Adherens Junction Signaling	4.44E-01	1.97E-02	NaN	ARPC1B,NOTCH2,TUBA1A	
4-1BB Signaling in T Lymphocytes	4.39E-01	3.12E-02	NaN	NFKBIA	
Fatty Acid β-oxidation I	4.39E-01	3.12E-02	NaN	SCP2	
Prostate Cancer Signaling	4.37E-01	2.2E-02	NaN	HSP90B1,NFKBIA	
Axonal Guidance Signaling	4.31E-01	1.65E-02	NaN	ADAM19,ARPC1B,FES,GNB2,PDIA3,PLXNB2,PRKCB,TUBA1A	
3-phosphoinositide Degradation	4.29E-01	1.94E-02	NaN	DUSP1,INPP5F,PTPN1	
IL-9 Signaling	4.28E-01	3.03E-02	NaN	STAT1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	4.28E-01	1.82E-02	NaN	CALM1 (includes others),FOS,NFKBIA,TNFRSF1B	
D-myo-inositol-5-phosphate Metabolism	4.26E-01	1.92E-02	NaN	DUSP1,INPP5F,PTPN1	
ErbB Signaling	4.19E-01	2.13E-02	NaN	FOS,PRKCB	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	4.18E-01	2.94E-02	NaN	HLA-A	
Neuregulin Signaling	4.08E-01	2.08E-02	NaN	HSP90B1,PRKCB	
DNA Methylation and Transcriptional Repression Signaling	4.08E-01	2.86E-02	NaN	H3-3A/H3-3B	
TWEAK Signaling	4.08E-01	2.86E-02	NaN	NFKBIA	
TGF-β Signaling	4.08E-01	2.08E-02	NaN	FOS,IRF7	
HOTAIR Regulatory Pathway	4.08E-01	1.87E-02	NaN	H3-3A/H3-3B,NFKBIA,VIM	
ATM Signaling	4.02E-01	2.06E-02	NaN	NFKBIA,SMC1A	
Dopamine-DARPP32 Feedback in cAMP Signaling	3.96E-01	1.84E-02	NaN	CALM1 (includes others),PDIA3,PRKCB	
VEGF Signaling	3.91E-01	2.02E-02	NaN	EIF1,PRKCB	
Apelin Cardiomyocyte Signaling Pathway	3.91E-01	2.02E-02	NaN	PDIA3,PRKCB	
Cell Cycle Regulation by BTG Family Proteins	3.89E-01	2.7E-02	NaN	BTG1	
Notch Signaling	3.89E-01	2.7E-02	NaN	NOTCH2	
Complement System	3.89E-01	2.7E-02	NaN	ITGAX	
HMGB1 Signaling	3.87E-01	1.82E-02	NaN	FOS,TNFRSF1B,TNFSF10	
3-phosphoinositide Biosynthesis	3.87E-01	1.82E-02	NaN	DUSP1,INPP5F,PTPN1	
Hepatic Fibrosis Signaling Pathway	3.83E-01	1.63E-02	-0.816	CALM1 (includes others),FOS,NFKBIA,PRKCB,TFRC,TNFRSF1B	
CXCR4 Signaling	3.8E-01	1.8E-02	NaN	FOS,GNB2,PRKCB	
Tight Junction Signaling	3.76E-01	1.79E-02	NaN	FOS,SPTAN1,TNFRSF1B	
Antiproliferative Role of TOB in T Cell Signaling	3.73E-01	2.56E-02	NaN	PABPC1	
tRNA Charging	3.73E-01	2.56E-02	NaN	LARS1	
Mouse Embryonic Stem Cell Pluripotency	3.71E-01	1.94E-02	NaN	ID2,IL6ST	
NER Pathway	3.71E-01	1.94E-02	NaN	H3-3A/H3-3B,NEDD8	
IGF-1 Signaling	3.67E-01	1.92E-02	NaN	FOS,YWHAB	
Cardiac Hypertrophy Signaling	3.61E-01	1.67E-02	NaN	CALM1 (includes others),GNB2,MEF2C,PDIA3	
GNRH Signaling	3.58E-01	1.73E-02	NaN	CALM1 (includes others),FOS,PRKCB	
nNOS Signaling in Skeletal Muscle Cells	3.57E-01	2.44E-02	NaN	CALM1 (includes others)	
Gαs Signaling	3.52E-01	1.87E-02	NaN	GNB2,HCK	
Triacylglycerol Biosynthesis	3.49E-01	2.38E-02	NaN	AGPAT3	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	3.41E-01	2.33E-02	NaN	CCR5	
BAG2 Signaling Pathway	3.41E-01	2.33E-02	NaN	HSPA5	
Glioma Signaling	3.38E-01	1.82E-02	NaN	CALM1 (includes others),PRKCB	
IL-23 Signaling Pathway	3.33E-01	2.27E-02	NaN	NFKBIA	
Granulocyte Adhesion and Diapedesis	3.33E-01	1.67E-02	NaN	GLG1,SELL,TNFRSF1B	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	3.3E-01	1.79E-02	NaN	PDIA3,PRKCB	
Dermatan Sulfate Biosynthesis (Late Stages)	3.2E-01	2.17E-02	NaN	CHST11	
PFKFB4 Signaling Pathway	3.2E-01	2.17E-02	NaN	FBP1	
Triacylglycerol Degradation	3.13E-01	2.13E-02	NaN	ABHD2	
Stearate Biosynthesis I (Animals)	3.13E-01	2.13E-02	NaN	PPT1	
Chondroitin Sulfate Biosynthesis (Late Stages)	3.07E-01	2.08E-02	NaN	CHST11	
Endothelin-1 Signaling	3.06E-01	1.6E-02	NaN	FOS,PDIA3,PRKCB	
Hematopoiesis from Pluripotent Stem Cells	3.01E-01	2.04E-02	NaN	IGHM	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	3.01E-01	2.04E-02	NaN	YWHAB	
Regulation of the Epithelial-Mesenchymal Transition Pathway	2.94E-01	1.56E-02	NaN	ETS1,ID2,NOTCH2	
G Beta Gamma Signaling	2.9E-01	1.64E-02	NaN	GNB2,PRKCB	
RhoA Signaling	2.86E-01	1.63E-02	NaN	ARPC1B,SEPTIN9	
Adrenomedullin signaling pathway	2.8E-01	1.52E-02	NaN	CALM1 (includes others),FOS,PDIA3	
Gαi Signaling	2.79E-01	1.6E-02	NaN	GNB2,RGS10	
Gap Junction Signaling	2.77E-01	1.52E-02	NaN	PDIA3,PRKCB,TUBA1A	
Superpathway of Inositol Phosphate Compounds	2.77E-01	1.52E-02	NaN	DUSP1,INPP5F,PTPN1	
Atherosclerosis Signaling	2.76E-01	1.59E-02	NaN	GLG1,LYZ	
G-Protein Coupled Receptor Signaling	2.73E-01	1.47E-02	NaN	DUSP1,NFKBIA,PRKCB,RGS10	
Transcriptional Regulatory Network in Embryonic Stem Cells	2.72E-01	1.85E-02	NaN	H3-3A/H3-3B	
Role of IL-17A in Arthritis	2.67E-01	1.82E-02	NaN	NFKBIA	
Reelin Signaling in Neurons	2.65E-01	1.55E-02	NaN	ARPC1B,HCK	
Gα12/13 Signaling	2.62E-01	1.54E-02	NaN	MEF2C,NFKBIA	
Chondroitin Sulfate Biosynthesis	2.61E-01	1.79E-02	NaN	CHST11	
Cellular Effects of Sildenafil (Viagra)	2.59E-01	1.53E-02	NaN	CALM1 (includes others),PDIA3	
Glutamate Receptor Signaling	2.56E-01	1.75E-02	NaN	CALM1 (includes others)	
MSP-RON Signaling Pathway	2.52E-01	1.72E-02	NaN	CSF2RB	
Thrombin Signaling	2.5E-01	1.44E-02	NaN	GNB2,PDIA3,PRKCB	
Adipogenesis pathway	2.49E-01	1.49E-02	NaN	HDAC9,TXNIP	
Dermatan Sulfate Biosynthesis	2.47E-01	1.69E-02	NaN	CHST11	
Semaphorin Signaling in Neurons	2.42E-01	1.67E-02	NaN	FES	
PCP pathway	2.42E-01	1.67E-02	NaN	DAAM1	
Iron homeostasis signaling pathway	2.4E-01	1.46E-02	NaN	HBB,TFRC	
IL-2 Signaling	2.37E-01	1.64E-02	NaN	FOS	
Wnt/Ca+ pathway	2.33E-01	1.61E-02	NaN	PDIA3	
Hereditary Breast Cancer Signaling	2.31E-01	1.43E-02	NaN	HDAC9,UBA52	
Insulin Receptor Signaling	2.31E-01	1.43E-02	NaN	INPP5F,PTPN1	
Phospholipases	2.29E-01	1.59E-02	NaN	PDIA3	
IL-17A Signaling in Airway Cells	2.2E-01	1.54E-02	NaN	NFKBIA	
Pyridoxal 5'-phosphate Salvage Pathway	2.2E-01	1.54E-02	NaN	EIF2AK2	
ErbB4 Signaling	2.13E-01	1.49E-02	NaN	PRKCB	
Cell Cycle: G1/S Checkpoint Regulation	2.13E-01	1.49E-02	NaN	HDAC9	
Small Cell Lung Cancer Signaling	1.98E-01	1.41E-02	NaN	NFKBIA	
Heparan Sulfate Biosynthesis (Late Stages)	1.98E-01	1.41E-02	NaN	CHST11	
Leukocyte Extravasation Signaling	-0E00	5.08E-03	NaN	PRKCB	
Actin Cytoskeleton Signaling	-0E00	9.17E-03	NaN	ARPC1B,DIAPH1	
Synaptic Long Term Depression	-0E00	1.06E-02	NaN	PDIA3,PRKCB	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	8.93E-03	NaN	CHST11,TNFRSF1B	
p53 Signaling	-0E00	1.02E-02	NaN	HDAC9	
FXR/RXR Activation	-0E00	7.94E-03	NaN	FBP1	
Regulation of Actin-based Motility by Rho	-0E00	1.06E-02	NaN	ARPC1B	
Role of BRCA1 in DNA Damage Response	-0E00	1.25E-02	NaN	STAT1	
Angiopoietin Signaling	-0E00	1.33E-02	NaN	NFKBIA	
Molecular Mechanisms of Cancer	-0E00	7.67E-03	NaN	FOS,NFKBIA,PRKCB	
Antiproliferative Role of Somatostatin Receptor 2	-0E00	1.3E-02	NaN	GNB2	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	5.85E-03	NaN	TUBA1A	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	8.4E-03	NaN	IL6ST	
Acute Myeloid Leukemia Signaling	-0E00	1.12E-02	NaN	CSF2RB	
Thyroid Cancer Signaling	-0E00	1.27E-02	NaN	FOS	
Chronic Myeloid Leukemia Signaling	-0E00	9.71E-03	NaN	HDAC9	
Pancreatic Adenocarcinoma Signaling	-0E00	9.17E-03	NaN	STAT1	
Sphingosine-1-phosphate Signaling	-0E00	8.55E-03	NaN	PDIA3	
ILK Signaling	-0E00	1.05E-02	NaN	FOS,VIM	
Rac Signaling	-0E00	8.93E-03	NaN	ARPC1B	
HER-2 Signaling in Breast Cancer	-0E00	1.19E-02	NaN	PRKCB	
Estrogen-Dependent Breast Cancer Signaling	-0E00	1.35E-02	NaN	FOS	
Leptin Signaling in Obesity	-0E00	1.35E-02	NaN	PDIA3	
Breast Cancer Regulation by Stathmin1	-0E00	6.77E-03	NaN	CCR5,GNB2,PRKCB,TUBA1A	
Glioblastoma Multiforme Signaling	-0E00	6.06E-03	NaN	PDIA3	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	8.55E-03	NaN	HLA-A	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	1.28E-02	NaN	IFNAR1	
Cyclins and Cell Cycle Regulation	-0E00	1.23E-02	NaN	HDAC9	
Role of Tissue Factor in Cancer	-0E00	8.55E-03	NaN	HCK	
Actin Nucleation by ARP-WASP Complex	-0E00	1.39E-02	NaN	ARPC1B	
Paxillin Signaling	-0E00	9.26E-03	NaN	ITGAX	
RhoGDI Signaling	-0E00	1.11E-02	NaN	ARPC1B,GNB2	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00	1.08E-02	NaN	SPTAN1,TUBA1A	
GDNF Family Ligand-Receptor Interactions	-0E00	1.32E-02	NaN	FOS	
Heparan Sulfate Biosynthesis	-0E00	1.28E-02	NaN	CHST11	
Salvage Pathways of Pyrimidine Ribonucleotides	-0E00	1.03E-02	NaN	EIF2AK2	
PEDF Signaling	-0E00	1.22E-02	NaN	NFKBIA	
Agranulocyte Adhesion and Diapedesis	-0E00	1.04E-02	NaN	GLG1,SELL	
HIPPO signaling	-0E00	1.18E-02	NaN	YWHAB	
SAPK/JNK Signaling	-0E00	9.8E-03	NaN	HNRNPK	
PTEN Signaling	-0E00	7.94E-03	NaN	INPP5F	
Cardiac β-adrenergic Signaling	-0E00	7.09E-03	NaN	GNB2	
GABA Receptor Signaling	-0E00	1.05E-02	NaN	UBA52	
Xenobiotic Metabolism Signaling	-0E00	1.39E-02	NaN	CHST11,HSP90B1,NRIP1,PRKCB	
Wnt/β-catenin Signaling	-0E00	1.16E-02	NaN	SOX4,UBA52	
Neurotrophin/TRK Signaling	-0E00	1.32E-02	NaN	FOS	
Integrin Signaling	-0E00	9.39E-03	NaN	ARPC1B,ITGAX	
cAMP-mediated signaling	-0E00	1.32E-02	NaN	CALM1 (includes others),DUSP1,RGS10	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	1.37E-02	NaN	PDIA3	
Macropinocytosis Signaling	-0E00	1.32E-02	NaN	PRKCB	
Th17 Activation Pathway	-0E00	1.1E-02	NaN	HSP90B1	
Endocannabinoid Neuronal Synapse Pathway	-0E00	7.81E-03	NaN	PDIA3	
Endocannabinoid Cancer Inhibition Pathway	-0E00	6.99E-03	NaN	VIM	
Synaptogenesis Signaling Pathway	-0E00	1.28E-02	NaN	ARPC1B,CALM1 (includes others),HCK,NAP1L1	
Senescence Pathway	-0E00	1.09E-02	NaN	CALM1 (includes others),ETS1,SQSTM1	
White Adipose Tissue Browning Pathway	-0E00	7.75E-03	NaN	FCER1A	
BEX2 Signaling Pathway	-0E00	1.27E-02	NaN	NFKBIA	
Xenobiotic Metabolism General Signaling Pathway	-0E00	6.99E-03	NaN	PRKCB	
Ephrin Receptor Signaling	-0E00	1.11E-02	NaN	ARPC1B,GNB2	
