© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
FGF Signaling	7.33E-01	2.38E-02	NaN	MAPKAPK2,STAT3	
Cardiac Hypertrophy Signaling	7.28E-01	1.67E-02	0.000	CALM1 (includes others),GNAS,MAPKAPK2,PDIA3	
HIPPO signaling	7.26E-01	2.35E-02	NaN	CUL1,PPP1R14B	
HOTAIR Regulatory Pathway	7.24E-01	1.87E-02	NaN	NFKBIA,STAT3,TCF4	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	7.12E-01	4.35E-02	NaN	RSAD2	
HMGB1 Signaling	6.99E-01	1.82E-02	NaN	IFNGR1,LTB,TNFSF10	
3-phosphoinositide Biosynthesis	6.99E-01	1.82E-02	NaN	DUSP1,PPM1K,PPP1R14B	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	6.95E-01	2.25E-02	NaN	CALM1 (includes others),NFKBIA	
Tumoricidal Function of Hepatic Natural Killer Cells	6.95E-01	4.17E-02	NaN	GZMB	
CXCR4 Signaling	6.88E-01	1.8E-02	NaN	CD4,GNAS,ITPR2	
Germ Cell-Sertoli Cell Junction Signaling	6.68E-01	1.75E-02	NaN	ACTB,CTNNA1,GSN	
GNRH Signaling	6.58E-01	1.73E-02	NaN	CALM1 (includes others),GNAS,ITPR2	
Neuregulin Signaling	6.46E-01	2.08E-02	NaN	HSP90AA1,HSP90AB1	
ATM Signaling	6.4E-01	2.06E-02	NaN	ATM,NFKBIA	
p53 Signaling	6.33E-01	2.04E-02	NaN	ATM,HDAC9	
NF-κB Signaling	6.31E-01	1.68E-02	NaN	EIF2AK2,MYD88,NFKBIA	
VEGF Signaling	6.27E-01	2.02E-02	NaN	ACTB,EIF1	
Apelin Cardiomyocyte Signaling Pathway	6.27E-01	2.02E-02	NaN	ATP2A2,PDIA3	
Ephrin Receptor Signaling	6.25E-01	1.67E-02	NaN	ACTR3,GNAS,STAT3	
Neuropathic Pain Signaling In Dorsal Horn Neurons	6.14E-01	1.98E-02	NaN	ITPR2,PDIA3	
G Protein Signaling Mediated by Tubby	5.99E-01	3.23E-02	NaN	GNAS	
IGF-1 Signaling	5.97E-01	1.92E-02	NaN	JAK1,STAT3	
Synaptic Long Term Depression	5.87E-01	1.59E-02	NaN	GNAS,ITPR2,PDIA3	
NRF2-mediated Oxidative Stress Response	5.87E-01	1.59E-02	NaN	ACTB,ERP29,FKBP5	
4-1BB Signaling in T Lymphocytes	5.87E-01	3.12E-02	NaN	NFKBIA	
Xenobiotic Metabolism CAR Signaling Pathway	5.87E-01	1.59E-02	NaN	HSP90AA1,HSP90AB1,RACK1	
Gαs Signaling	5.78E-01	1.87E-02	NaN	GNAS,RGS2	
CDK5 Signaling	5.73E-01	1.85E-02	NaN	GNAS,PPP1R14B	
Regulation of the Epithelial-Mesenchymal Transition Pathway	5.73E-01	1.56E-02	NaN	JAK1,STAT3,TCF4	
Xenobiotic Metabolism PXR Signaling Pathway	5.73E-01	1.56E-02	NaN	HSP90AA1,HSP90AB1,PPP1R14B	
Agranulocyte Adhesion and Diapedesis	5.7E-01	1.55E-02	NaN	ACTB,MSN,SELPLG	
HGF Signaling	5.56E-01	1.8E-02	NaN	ETS2,STAT3	
Coagulation System	5.53E-01	2.86E-02	NaN	THBD	
DNA Methylation and Transcriptional Repression Signaling	5.53E-01	2.86E-02	NaN	CHD3	
IL-17A Signaling in Fibroblasts	5.53E-01	2.86E-02	NaN	NFKBIA	
Superpathway of Inositol Phosphate Compounds	5.5E-01	1.52E-02	NaN	DUSP1,PPM1K,PPP1R14B	
Apelin Endothelial Signaling Pathway	5.36E-01	1.74E-02	NaN	CALM1 (includes others),GNAS	
Cell Cycle Regulation by BTG Family Proteins	5.33E-01	2.7E-02	NaN	BTG1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	5.16E-01	1.68E-02	NaN	JAK1,STAT3	
Thrombin Signaling	5.13E-01	1.44E-02	NaN	GNAS,ITPR2,PDIA3	
April Mediated Signaling	5.13E-01	2.56E-02	NaN	NFKBIA	
LXR/RXR Activation	5.06E-01	1.65E-02	NaN	S100A8,SERPINF1	
B Cell Activating Factor Signaling	4.96E-01	2.44E-02	NaN	NFKBIA	
nNOS Signaling in Skeletal Muscle Cells	4.96E-01	2.44E-02	NaN	CALM1 (includes others)	
Integrin Signaling	4.95E-01	1.41E-02	NaN	ACTB,ACTR3,GSN	
Intrinsic Prothrombin Activation Pathway	4.87E-01	2.38E-02	NaN	THBD	
Gαi Signaling	4.87E-01	1.6E-02	NaN	GNAS,STAT3	
Phagosome Formation	4.87E-01	1.6E-02	NaN	FCER1A,PDIA3	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	4.79E-01	2.33E-02	NaN	CCR1	
Synaptogenesis Signaling Pathway	4.78E-01	1.28E-02	NaN	ACTR3,CALM1 (includes others),HSPA8,NAP1L1	
Reelin Signaling in Neurons	4.7E-01	1.55E-02	NaN	ACTR3,APP	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	4.55E-01	2.17E-02	NaN	ETS2	
PFKFB4 Signaling Pathway	4.55E-01	2.17E-02	NaN	GNAS	
Adipogenesis pathway	4.49E-01	1.49E-02	NaN	HDAC9,TXNIP	
nNOS Signaling in Neurons	4.47E-01	2.13E-02	NaN	CALM1 (includes others)	
Human Embryonic Stem Cell Pluripotency	4.44E-01	1.48E-02	NaN	GNAS,TCF4	
STAT3 Pathway	4.44E-01	1.48E-02	NaN	IL3RA,STAT3	
Hematopoiesis from Pluripotent Stem Cells	4.33E-01	2.04E-02	NaN	CD4	
Myc Mediated Apoptosis Signaling	4.26E-01	2E-02	NaN	MCL1	
Amyloid Processing	4.26E-01	2E-02	NaN	APP	
Insulin Receptor Signaling	4.25E-01	1.43E-02	NaN	JAK1,PPP1R14B	
Type II Diabetes Mellitus Signaling	4.17E-01	1.41E-02	NaN	NFKBIA,PKM	
Endocannabinoid Cancer Inhibition Pathway	4.13E-01	1.4E-02	NaN	SPTLC2,TCF4	
CD27 Signaling in Lymphocytes	4.07E-01	1.89E-02	NaN	NFKBIA	
Transcriptional Regulatory Network in Embryonic Stem Cells	4E-01	1.85E-02	NaN	STAT3	
Relaxin Signaling	3.88E-01	1.33E-02	NaN	GNAS,NFKBIA	
Factors Promoting Cardiogenesis in Vertebrates	3.88E-01	1.33E-02	NaN	PDIA3,TCF4	
Cell Cycle Control of Chromosomal Replication	3.88E-01	1.79E-02	NaN	MCM4	
Role of CHK Proteins in Cell Cycle Checkpoint Control	3.83E-01	1.75E-02	NaN	ATM	
Glutamate Receptor Signaling	3.83E-01	1.75E-02	NaN	CALM1 (includes others)	
Endometrial Cancer Signaling	3.66E-01	1.67E-02	NaN	CTNNA1	
IL-2 Signaling	3.61E-01	1.64E-02	NaN	JAK1	
Autophagy	3.61E-01	1.64E-02	NaN	CTSS	
Wnt/Ca+ pathway	3.56E-01	1.61E-02	NaN	PDIA3	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	3.45E-01	1.56E-02	NaN	NFKBIA	
Glioblastoma Multiforme Signaling	3.4E-01	1.21E-02	NaN	ITPR2,PDIA3	
ErbB2-ErbB3 Signaling	3.4E-01	1.54E-02	NaN	STAT3	
Pyridoxal 5'-phosphate Salvage Pathway	3.4E-01	1.54E-02	NaN	EIF2AK2	
Eicosanoid Signaling	3.35E-01	1.52E-02	NaN	ALOX5AP	
Tight Junction Signaling	3.32E-01	1.19E-02	NaN	ACTB,CTNNA1	
Small Cell Lung Cancer Signaling	3.12E-01	1.41E-02	NaN	NFKBIA	
Basal Cell Carcinoma Signaling	3.08E-01	1.39E-02	NaN	TCF4	
Actin Nucleation by ARP-WASP Complex	3.08E-01	1.39E-02	NaN	ACTR3	
Non-Small Cell Lung Cancer Signaling	3.05E-01	1.37E-02	NaN	ITPR2	
Granulocyte Adhesion and Diapedesis	2.99E-01	1.11E-02	NaN	MSN,SELPLG	
Angiopoietin Signaling	2.96E-01	1.33E-02	NaN	NFKBIA	
Erythropoietin Signaling	2.92E-01	1.32E-02	NaN	NFKBIA	
GDNF Family Ligand-Receptor Interactions	2.92E-01	1.32E-02	NaN	ITPR2	
Macropinocytosis Signaling	2.92E-01	1.32E-02	NaN	CSF1R	
Dopamine Receptor Signaling	2.88E-01	1.3E-02	NaN	PPP1R14B	
Sertoli Cell-Sertoli Cell Junction Signaling	2.87E-01	1.08E-02	NaN	ACTB,CTNNA1	
B Cell Receptor Signaling	2.87E-01	1.08E-02	NaN	CALM1 (includes others),NFKBIA	
VDR/RXR Activation	2.85E-01	1.28E-02	NaN	THBD	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	2.85E-01	1.28E-02	NaN	TCF4	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	2.84E-01	1.08E-02	NaN	IFNGR1,STAT1	
Agrin Interactions at Neuromuscular Junction	2.81E-01	1.27E-02	NaN	ACTB	
Thyroid Cancer Signaling	2.81E-01	1.27E-02	NaN	TCF4	
Chemokine Signaling	2.77E-01	1.25E-02	NaN	CALM1 (includes others)	
LPS-stimulated MAPK Signaling	2.7E-01	1.22E-02	NaN	NFKBIA	
TR/RXR Activation	2.63E-01	1.19E-02	NaN	ENO1	
IL-8 Signaling	2.53E-01	1E-02	NaN	GNAS,PLD4	
CTLA4 Signaling in Cytotoxic T Lymphocytes	2.46E-01	1.12E-02	NaN	HLA-E	
Melanocyte Development and Pigmentation Signaling	2.31E-01	1.06E-02	NaN	GNAS	
FAK Signaling	2.28E-01	1.05E-02	NaN	ACTB	
GABA Receptor Signaling	2.28E-01	1.05E-02	NaN	GNAS	
Amyotrophic Lateral Sclerosis Signaling	2.23E-01	1.03E-02	NaN	NAIP	
Salvage Pathways of Pyrimidine Ribonucleotides	2.23E-01	1.03E-02	NaN	EIF2AK2	
Chronic Myeloid Leukemia Signaling	2.08E-01	9.71E-03	NaN	HDAC9	
Sumoylation Pathway	2.08E-01	9.71E-03	NaN	NFKBIA	
Axonal Guidance Signaling	-0E00	6.2E-03	NaN	ACTR3,GNAS,PDIA3	
Fc Epsilon RI Signaling	-0E00	8.55E-03	NaN	FCER1A	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	4.46E-03	NaN	MYD88	
Mitochondrial Dysfunction	-0E00	5.85E-03	NaN	APP	
FXR/RXR Activation	-0E00	7.94E-03	NaN	SERPINF1	
14-3-3-mediated Signaling	-0E00	7.87E-03	NaN	PDIA3	
Cholecystokinin/Gastrin-mediated Signaling	-0E00	8.4E-03	NaN	ITPR2	
Glioma Signaling	-0E00	9.09E-03	NaN	CALM1 (includes others)	
Gα12/13 Signaling	-0E00	7.69E-03	NaN	NFKBIA	
G Beta Gamma Signaling	-0E00	8.2E-03	NaN	GNAS	
Sphingosine-1-phosphate Signaling	-0E00	8.55E-03	NaN	PDIA3	
Systemic Lupus Erythematosus Signaling	-0E00	4.37E-03	NaN	HLA-E	
Rac Signaling	-0E00	8.93E-03	NaN	ACTR3	
Ovarian Cancer Signaling	-0E00	7.19E-03	NaN	TCF4	
Breast Cancer Regulation by Stathmin1	-0E00	6.77E-03	NaN	CCR1,CCR2,PPP1R14B,STAT3	
P2Y Purigenic Receptor Signaling Pathway	-0E00	7.87E-03	NaN	PDIA3	
Role of Tissue Factor in Cancer	-0E00	8.55E-03	NaN	PDIA6	
Paxillin Signaling	-0E00	9.26E-03	NaN	ACTB	
Xenobiotic Metabolism Signaling	-0E00	6.97E-03	NaN	HSP90AA1,HSP90AB1	
Wnt/β-catenin Signaling	-0E00	5.78E-03	NaN	TCF4	
Gustation Pathway	-0E00	6.49E-03	NaN	ITPR2	
GP6 Signaling Pathway	-0E00	8.4E-03	NaN	CALM1 (includes others)	
Endocannabinoid Neuronal Synapse Pathway	-0E00	7.81E-03	NaN	PDIA3	
Endocannabinoid Developing Neuron Pathway	-0E00	8.7E-03	NaN	STAT3	
