© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Endothelin-1 Signaling	-0E00	5.32E-03	NaN	FOS	
Molecular Mechanisms of Cancer	-0E00	5.12E-03	NaN	FOS,TCF4	
Breast Cancer Regulation by Stathmin1	-0E00	3.38E-03	NaN	PPP1R14B,VEGFB	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00	5.41E-03	NaN	ACTB	
Gap Junction Signaling	-0E00	5.05E-03	NaN	ACTB	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	5.21E-03	NaN	TCF4	
Xenobiotic Metabolism Signaling	-0E00	3.48E-03	NaN	ALDH2	
cAMP-mediated signaling	-0E00	4.39E-03	NaN	DUSP1	
G-Protein Coupled Receptor Signaling	-0E00	3.68E-03	NaN	DUSP1	
Sirtuin Signaling Pathway	-0E00	3.44E-03	NaN	SLC25A6	
Adrenomedullin signaling pathway	-0E00	5.08E-03	NaN	FOS	
Calcium Signaling	-0E00	4.85E-03	NaN	CALR	
