© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
EPOR	 	transmembrane receptor	 	 	 	1.29E-03	CCND2,IGHG1	8 (3)
TNFRSF13B	 	transmembrane receptor	 	 	 	1.29E-03	IGHM,XBP1	 
PD 153035	 	chemical drug	 	 	 	1.29E-03	HSPA5,XBP1	 
SOX4	 	transcription regulator	 	0.000	 	1.30E-03	CD74,HLA-DQB1,IGKC,SEL1L3	 
ionomycin	 	chemical reagent	 	0.634	 	1.30E-03	AHNAK,CCND2,CD69,HSPA5	17 (7)
BDNF	 	growth factor	 	-1.000	 	1.33E-03	CCND2,EEF1D,HSPA5,MALAT1,TXNIP	 
mifepristone	 	chemical drug	 	0.243	 	1.39E-03	CD74,HLA-DQB1,HSPA5,NFKBIA,XBP1	25 (6)
Insulin	 	group	 	1.671	 	1.41E-03	CANX,HSP90B1,HSPA5,HSPA8,NFKBIA,XBP1	19 (8)
HFE	 	transmembrane receptor	 	 	 	1.41E-03	HSP90B1,HSPA5	 
mezerein	 	chemical - endogenous non-mammalian	 	 	 	1.41E-03	CD74,EEF1A1	 
KRAS	 	enzyme	 	0.391	 	1.48E-03	AHNAK,CD74,EEF1A1,HSPA5,KLF6,NFKBIA,SEC11C	 
MAX	 	transcription regulator	 	 	 	1.50E-03	CCND2,KLF6,TXNIP	 
GnRH analog	 	biologic drug	Inhibited	-2.236	 	1.52E-03	CALR,HLA-DPB1,IGHM,MKI67,NFKBIA	 
CETP	 	enzyme	 	 	 	1.55E-03	HSPA5,PDIA4	 
RASSF1	 	other	 	 	 	1.55E-03	CCND2,HLA-DPA1,TP53INP1	 
5-fluorouracil	 	chemical drug	 	0.156	 	1.58E-03	CANX,CCND2,HSPA8,TMSB10/TMSB4X,TXNIP	 
TRAF3	 	enzyme	 	 	 	1.60E-03	HSPA5,NFKBIA,XBP1	8 (4)
6-hydroxydopamine	 	chemical toxicant	 	 	 	1.60E-03	CALR,HSPA5,HSPA8	 
E2F1	 	transcription regulator	 	 	 	1.66E-03	CALR,CCND2,HSP90B1,HSPA8,NFKBIA,TP53INP1	 
FOXO3	 	transcription regulator	 	-0.085	 	1.67E-03	CCND2,MKI67,NFKBIA,TP53INP1,TXNIP	19 (7)
CD 437	 	chemical drug	 	0.762	bias	1.82E-03	HLA-C,HSPA8,NFKBIA,TMSB10/TMSB4X	 
calpain	 	complex	 	 	 	1.83E-03	HSPA5,NFKBIA	14 (3)
allopurinol	 	chemical drug	 	 	 	1.93E-03	CD69,TMSB10/TMSB4X,TXNIP	 
PC-SPES	 	chemical drug	 	 	 	1.93E-03	HLA-C,HSPA5,TMSB10/TMSB4X	 
MTA3	 	transcription regulator	 	 	 	1.98E-03	CD79B,XBP1	 
KAT2A	 	enzyme	 	 	 	1.98E-03	CCND2,HSPA5	8 (4)
NFAT5	 	transcription regulator	 	 	 	2.04E-03	CD74,HLA-DQB1,NFKBIA	 
CD28	 	transmembrane receptor	 	0.680	 	2.06E-03	CCND2,CD69,HLA-DQB1,HSPA8,NFKBIA	20 (8)
TNFSF10	 	cytokine	 	 	 	2.10E-03	CD69,HLA-C,NFKBIA	9 (3)
HTT	 	transcription regulator	 	 	 	2.12E-03	CANX,CD74,EEF1A1,HSPA5,HSPA8,MAN1A1,XBP1	11 (3)
ANGPT2	 	growth factor	 	1.067	 	2.13E-03	CALR,HSPA5,PDIA6,TXNIP	 
ID2	 	transcription regulator	 	 	 	2.13E-03	CCND2,EEF1D,KLF6,LTB	 
BCAP31	 	transporter	 	 	 	2.13E-03	HSPA5,XBP1	 
NTF3	 	growth factor	 	 	 	2.13E-03	CCND2,XBP1	 
CSF1	 	cytokine	 	1.979	 	2.27E-03	CCND2,HSP90B1,HSPA5,XBP1	12 (4)
forskolin	 	chemical toxicant	 	1.709	 	2.29E-03	CALR,CCND2,ELL2,HLA-DQB1,HLA-DRA,NFKBIA,TXNIP	11 (3)
ATF3	 	transcription regulator	 	 	 	2.35E-03	CD69,HSPA5,XBP1	8 (4)
puromycin aminonucleoside	 	chemical reagent	 	 	 	2.35E-03	ACTG1,HSPA5,TMSB10/TMSB4X	 
glutamine	 	chemical - endogenous mammalian	 	 	 	2.41E-03	HSPA5,NFKBIA,XBP1	19 (9)
ACTL6A	 	other	 	 	 	2.46E-03	CCND2,TP53INP1	 
B2M	 	transmembrane receptor	 	 	 	2.46E-03	HLA-DQB1,HLA-E	 
vitamin K3	 	chemical drug	 	 	 	2.46E-03	HSPA5,KLF6	 
deoxynivalenol	 	chemical toxicant	 	 	 	2.46E-03	HSPA5,XBP1	7 (4)
caffeic acid phenethyl ester	 	chemical drug	 	 	 	2.48E-03	KLF6,MKI67,NFKBIA	 
2'-adenylic acid	 	chemical - endogenous mammalian	 	 	 	2.54E-03	TXNIP	 
Hdac1/2	 	group	 	 	 	2.54E-03	MKI67	 
davunetide	 	biologic drug	 	 	 	2.54E-03	CD69	 
toyocamycin	 	chemical - endogenous non-mammalian	 	 	 	2.54E-03	XBP1	 
SRP54	 	other	 	 	 	2.54E-03	XBP1	 
LMF1	 	other	 	 	 	2.54E-03	CANX	 
MACROD1	 	enzyme	 	 	 	2.54E-03	NFKBIA	 
5-fluorouracil/irinotecan/leucovorin	 	chemical drug	 	 	 	2.54E-03	XBP1	 
CCR8	 	G-protein coupled receptor	 	 	 	2.54E-03	CD69	 
mir-1301	 	microRNA	 	 	 	2.54E-03	KLF6	 
EPSTI1	 	other	 	 	 	2.54E-03	NFKBIA	 
PPM1L	 	phosphatase	 	 	 	2.54E-03	XBP1	 
PSMC4	 	peptidase	 	 	 	2.54E-03	CCND2	 
STXBP3	 	transporter	 	 	 	2.54E-03	HSPA5	 
PSMA2	 	peptidase	 	 	 	2.54E-03	CCND2	 
KDELR1	 	transporter	 	 	 	2.54E-03	HSPA5	 
PTPRH	 	phosphatase	 	 	 	2.54E-03	CD69	 
COL10A1	 	other	 	 	 	2.54E-03	HSPA5	 
PSMD6	 	enzyme	 	 	 	2.54E-03	CCND2	 
oligomycin A	 	chemical - endogenous non-mammalian	 	 	 	2.54E-03	TXNIP	 
TLR4-IN-C34	 	chemical reagent	 	 	 	2.54E-03	HSPA5	 
PRN694	 	chemical - kinase inhibitor	 	 	 	2.54E-03	CD69	 
MKC-3946	 	chemical reagent	 	 	 	2.54E-03	XBP1	 
astragalus saponin	 	chemical reagent	 	 	 	2.54E-03	XBP1	 
1,2,3,6,7,8-hexachlorodibenzodioxin	 	chemical toxicant	 	 	 	2.54E-03	IGHM	 
2-nitrophenyl EGTA	 	chemical reagent	 	 	 	2.54E-03	AHNAK	 
3'-adenylic acid	 	chemical - endogenous mammalian	 	 	 	2.54E-03	TXNIP	 
allose	 	chemical - endogenous mammalian	 	 	 	2.54E-03	TXNIP	 
VIP	 	other	 	 	 	2.61E-03	IGHG1,NFKBIA,TP53INP1	 
BAK1	 	other	 	 	 	2.63E-03	PDIA6,XBP1	 
EIF2AK3	 	kinase	 	 	 	2.68E-03	HSPA5,TXNIP,XBP1	3 (2)
pyrrolidine dithiocarbamate	 	chemical reagent	 	 	 	2.68E-03	HLA-DRA,NFKBIA,RACK1	 
Ubiquitin	 	group	 	 	 	2.80E-03	HSP90B1,HSPA5	 
VAV1	 	transcription regulator	 	 	 	2.80E-03	CCND2,CD69	14 (3)
CLU	 	other	 	 	 	2.80E-03	HSPA5,NFKBIA	 
THBS4	 	other	 	 	 	2.80E-03	CALR,HSPA5	7 (3)
bisindolylmaleimide I	 	chemical - kinase inhibitor	 	 	 	2.90E-03	CCND2,HSPA5,NFKBIA	7 (3)
troglitazone	 	chemical drug	 	0.299	 	2.96E-03	CCND2,HLA-DRA,HSPA5,MKI67,NFKBIA	18 (5)
mir-1	 	microRNA	 	 	 	2.97E-03	CCND2,HSP90B1,RRBP1	 
WT1	 	transcription regulator	 	 	 	2.98E-03	HDLBP,HSP90B1,LMAN1,PDIA4	 
grape seed extract	 	chemical drug	 	 	 	2.99E-03	HSPA8,MKI67	 
REL	 	transcription regulator	 	 	 	3.07E-03	CCND2,IGHG1,IGHM,NFKBIA	12 (5)
N-acetyl-L-cysteine	 	chemical drug	 	-0.169	 	3.17E-03	CCND2,HLA-DRA,HSPA5,TXNIP	21 (8)
RAD21	 	transcription regulator	 	 	 	3.17E-03	HLA-DQB1,HLA-DRA	 
bafilomycin A1	 	chemical drug	 	 	 	3.17E-03	MS4A1,NFKBIA	 
SP1	 	transcription regulator	 	 	 	3.19E-03	CCND2,CD79B,HSPA5,KLF6,LTB,NFKBIA	 
calcimycin	 	chemical reagent	 	 	 	3.20E-03	CALR,HSP90B1,HSPA5	 
MYC	 	transcription regulator	 	1.670	 	3.23E-03	CANX,CCND2,CD69,HLA-E,KLF6,MKI67,NFKBIA,TMSB10/TMSB4X,TXNIP	9 (3)
DDIT3	 	transcription regulator	 	 	 	3.28E-03	HSPA5,TXNIP,XBP1	 
ethanol	 	chemical - endogenous mammalian	 	1.455	 	3.34E-03	HSP90B1,HSPA5,IGHM,KLF6,TP53INP1	17 (6)
IFNA2	 	cytokine	 	 	 	3.36E-03	CD69,HLA-C,HLA-E,XBP1	 
arginine	 	chemical - endogenous mammalian	 	 	 	3.37E-03	HSPA5,XBP1	11 (6)
MTTP	 	transporter	 	 	 	3.37E-03	HSPA5,XBP1	 
lenalidomide	 	chemical drug	 	-0.343	 	3.51E-03	ACTG1,HLA-DPB1,HSPA5,XBP1	 
POU2F1	 	transcription regulator	 	 	 	3.60E-03	CD79B,HLA-DRA,IGKC	 
GTF2B	 	transcription regulator	 	 	 	3.77E-03	CCND2,NFKBIA	 
NLRP12	 	other	 	 	 	3.77E-03	HLA-C,HLA-E	 
GAPDH	 	enzyme	 	 	 	3.77E-03	HLA-C,TXNIP	 
IKZF2	 	transcription regulator	 	 	 	3.98E-03	CD69,HLA-E	 
IL27RA	 	transmembrane receptor	 	 	 	3.98E-03	CD69,LTB	 
reactive oxygen species	 	chemical toxicant	 	 	 	4.04E-03	HSPA5,KLF6,XBP1	8 (3)
tanespimycin	 	chemical drug	 	 	 	4.04E-03	HSP90B1,HSPA5,HSPA8	 
KITLG	 	growth factor	 	 	 	4.04E-03	EEF1A1,IGHM,NFKBIA,TXNIP	 
cigarette smoke	 	chemical toxicant	 	1.958	 	4.04E-03	HLA-DRA,HSPA5,NFKBIA,XBP1	18 (6)
3-methyladenine	 	chemical toxicant	 	 	 	4.19E-03	HSP90B1,HSPA5	 
SUMO3	 	other	 	 	 	4.19E-03	CCND2,HSPA8	 
memantine	 	chemical drug	 	 	 	4.41E-03	HSPA5,NFKBIA	7 (3)
LDL	 	complex	 	1.941	 	4.69E-03	HSP90B1,HSPA5,MKI67,XBP1	21 (6)
fenofibrate	 	chemical drug	 	0.450	 	4.69E-03	HSPA5,MAN1A1,TP53INP1,TXNIP	 
Ca2+	 	chemical - endogenous mammalian	 	0.728	 	4.69E-03	CALR,CCND2,HSPA5,NFKBIA	20 (8)
miR-34a-5p (and other miRNAs w/seed GGCAGUG)	 	mature microRNA	 	 	 	4.69E-03	CD69,MZB1,TP53INP1	 
EBF1	 	transcription regulator	 	 	 	4.79E-03	CD79B,IGHM,IGKC	 
NFYB	 	transcription regulator	 	 	 	4.94E-03	HLA-DQB1,HLA-DRA,ITM2C,PDIA4	 
Tap	 	complex	 	 	 	5.07E-03	HLA-E	 
Rps15a-ps4	 	other	 	 	 	5.07E-03	NFKBIA	 
FAM168A	 	other	 	 	 	5.07E-03	NFKBIA	 
ADRM1	 	other	 	 	 	5.07E-03	NFKBIA	 
SGF29	 	other	 	 	 	5.07E-03	HSPA5	 
carbimazole	 	chemical drug	 	 	 	5.07E-03	CD69	 
MLXIP	 	transcription regulator	 	 	 	5.07E-03	TXNIP	 
NCEH1	 	enzyme	 	 	 	5.07E-03	HSPA5	 
ECD	 	transcription regulator	 	 	 	5.07E-03	HSPA5	 
soy isoflavones	 	chemical drug	 	 	 	5.07E-03	MKI67	 
SRI	 	transporter	 	 	 	5.07E-03	HSPA5	 
KLHL40	 	other	 	 	 	5.07E-03	TP53INP1	 
miR-411-5p (and other miRNAs w/seed AGUAGAC)	 	mature microRNA	 	 	 	5.07E-03	TXNIP	 
KIR2DS2 (includes others)	 	transmembrane receptor	 	 	 	5.07E-03	CD69	 
DST	 	other	 	 	 	5.07E-03	HSPA5	 
Hnrpfl	 	other	 	 	 	5.07E-03	ELL2	 
RFX4	 	transcription regulator	 	 	 	5.07E-03	HLA-DRA	 
RPS19	 	other	 	 	 	5.07E-03	CD74	 
E-c-HDMAPP	 	chemical reagent	 	 	 	5.07E-03	CCND2	 
Mia2	 	other	 	 	 	5.07E-03	HSPA5	 
econazole	 	chemical drug	 	 	 	5.07E-03	HSPA5	 
buformin	 	chemical drug	 	 	 	5.07E-03	XBP1	 
LFM-A13	 	chemical - kinase inhibitor	 	 	 	5.07E-03	CCND2	 
yoda1	 	chemical reagent	 	 	 	5.07E-03	CD69	 
3-O-methylglucose	 	chemical reagent	 	 	 	5.07E-03	TXNIP	 
MYD88	 	other	 	1.946	bias	5.07E-03	HSPA5,IGHG1,MKI67,NFKBIA	 
HRH3	 	G-protein coupled receptor	 	 	 	5.10E-03	IGHG1,IGHM	 
SUMO2	 	enzyme	 	 	 	5.10E-03	CCND2,HSPA8	 
PTPRC	 	phosphatase	 	 	 	5.10E-03	CCND2,IGHM	 
cinnamaldehyde	 	chemical toxicant	 	 	 	5.10E-03	MKI67,TXNIP	 
progesterone	 	chemical - endogenous mammalian	 	-0.156	 	5.18E-03	ELL2,HLA-DQB1,HSPA8,MKI67,NFKBIA,RACK1	 
NFKBIA	0.315	transcription regulator	 	0.068	 	5.20E-03	CCND2,CD69,HSPA5,HSPA8,NFKBIA	24 (7)
methapyrilene	 	chemical drug	 	 	 	5.31E-03	ACTG1,EEF1A1,HSPA5	 
S-nitrosoglutathione	 	chemical toxicant	 	 	 	5.34E-03	HLA-DRA,NFKBIA	 
ouabain	 	chemical drug	 	 	 	5.34E-03	HSPA5,HSPA8	 
IRF8	 	transcription regulator	 	 	 	5.52E-03	CD74,KLF6,MS4A1	 
TERT	 	enzyme	 	 	 	5.52E-03	NFKBIA,SSR3,XBP1	 
A2M	 	transporter	 	 	 	5.83E-03	HSPA5,XBP1	7 (4)
2-amino-1-methyl-6-phenylimidazo-4-5-b-pyridine	 	chemical toxicant	 	 	 	5.83E-03	HSPA5,HSPA8	 
IFN Beta	 	group	 	 	 	5.97E-03	CD69,CD74,EEF1A1	 
ACOX1	 	enzyme	 	 	 	5.97E-03	HSPA5,KLF6,XBP1	 
STAT5B	 	transcription regulator	 	 	 	5.97E-03	AHNAK,CCND2,LTB,MZB1	 
geldanamycin	 	chemical - endogenous non-mammalian	 	1.964	 	6.05E-03	EEF1A1,HLA-DRA,HSP90B1,HSPA5	 
IFNA4	 	cytokine	 	 	 	6.09E-03	CD69,HLA-E	 
Hbb-b2	 	other	 	 	 	6.09E-03	CD74,LTB	 
hexamethylene bisacetamide	 	chemical reagent	 	 	 	6.09E-03	HSPA8,RACK1	 
WNT3A	 	cytokine	 	0.152	 	6.42E-03	CALR,CCND2,TXNIP,XBP1	11 (5)
lysophosphatidylinositol	 	chemical - endogenous mammalian	 	 	 	6.61E-03	CD74,LTB	 
EPO	 	cytokine	 	 	 	6.65E-03	CCND2,EEF1A1,NFKBIA,TXNIP	21 (8)
CDKN2A	 	transcription regulator	 	 	 	6.73E-03	EEF1A1,MKI67,MS4A1,TP53INP1	 
Histone h3	 	group	 	 	 	6.94E-03	CCND2,CD69,HSPA5,NFKBIA,XBP1	8 (3)
Pam3-Cys-Ser-Lys4	 	chemical reagent	 	 	 	7.17E-03	CD69,LTB,NFKBIA	14 (9)
VEGFA	 	growth factor	 	 	 	7.30E-03	HLA-DQB1,HSPA5,MKI67,TMSB10/TMSB4X	 
phytohemagglutinin	 	chemical drug	 	1.964	bias	7.38E-03	CCND2,CD69,LMAN1,XBP1	 
cyanovirin-N	 	biologic drug	 	 	 	7.59E-03	CD69	 
FAM49B	 	other	 	 	 	7.59E-03	CD69	 
PIEZO1	 	ion channel	 	 	 	7.59E-03	CD69	 
PRR7	 	other	 	 	 	7.59E-03	CD69	 
DERL1	 	other	 	 	 	7.59E-03	XBP1	 
KLHL21	 	other	 	 	 	7.59E-03	NFKBIA	 
Eif2	 	complex	 	 	 	7.59E-03	HSPA5	 
Pdi	 	group	 	 	 	7.59E-03	HSPA5	 
SIT1	 	other	 	 	 	7.59E-03	CD69	 
PSMC5	 	transcription regulator	 	 	 	7.59E-03	CCND2	 
YARS1	 	enzyme	 	 	 	7.59E-03	NFKBIA	 
HAO1	 	enzyme	 	 	 	7.59E-03	HSPA5	 
PHIP	 	other	 	 	 	7.59E-03	CCND2	 
P4HB	 	enzyme	 	 	 	7.59E-03	PDIA4	 
IPH 2101	 	biologic drug	 	 	 	7.59E-03	CD69	 
AHNAK	-0.349	other	 	 	 	7.59E-03	CCND2	 
PPP1R1A	 	phosphatase	 	 	 	7.59E-03	HSPA5	 
FDPS	 	enzyme	 	 	 	7.59E-03	CD69	 
STAG2	 	transcription regulator	 	 	 	7.59E-03	CD69	 
Ly6a (includes others)	 	other	 	 	 	7.59E-03	IGHM	 
SEC23B	 	transporter	 	 	 	7.59E-03	HSP90B1	 
ERC1	 	other	 	 	 	7.59E-03	NFKBIA	 
glycosylated somatostatin derivative smsDX	 	chemical reagent	 	 	 	7.59E-03	HSPA5	 
GIMAP1-GIMAP5	 	other	 	 	 	7.59E-03	HSP90B1	 
mir-297	 	microRNA	 	 	 	7.59E-03	CCND2	 
lirilumab	 	biologic drug	 	 	 	7.59E-03	CD69	 
nordihydrocapsiate	 	chemical reagent	 	 	 	7.59E-03	CD69	 
polyhydroxyethyl methacrylate	 	chemical reagent	 	 	 	7.59E-03	CALR	 
chlordecone	 	chemical toxicant	 	 	 	7.59E-03	HSPA5	 
3,4-dihydroxybenzaldehyde	 	chemical - endogenous non-mammalian	 	 	 	7.59E-03	CCND2	 
salsalate	 	chemical drug	 	 	 	7.59E-03	NFKBIA	 
GKT137831	 	chemical drug	 	 	 	7.59E-03	XBP1	 
phloretin	 	chemical - endogenous non-mammalian	 	 	 	7.59E-03	TXNIP	 
5-phenylvaleric acid	 	chemical reagent	 	 	 	7.59E-03	XBP1	 
(6S)-hydroxyhyoscyamine	 	chemical drug	 	 	 	7.59E-03	HSPA5	 
paclitaxel	 	chemical drug	 	 	 	7.64E-03	IGHM,MKI67,NFKBIA,TP53INP1	20 (6)
INS	 	other	 	 	 	7.69E-03	HSPA5,IGKC,XBP1	 
brefeldin A	 	chemical - endogenous non-mammalian	 	 	 	7.73E-03	HLA-C,HSPA5	 
diethylstilbestrol	 	chemical drug	 	1.980	 	7.98E-03	HSP90B1,JCHAIN,MKI67,RPN2	 
BAX	 	transporter	 	 	 	8.02E-03	PDIA6,XBP1	 
platelet activating factor	 	chemical - endogenous mammalian	 	 	 	8.31E-03	CD69,NFKBIA	19 (5)
NFKBIB	 	transcription regulator	 	 	 	8.31E-03	NFKBIA,TP53INP1	 
CAT	 	enzyme	 	 	 	8.61E-03	CD69,HLA-DRA	 
IL2RG	 	transmembrane receptor	 	 	 	8.61E-03	IGHM,LTB	9 (3)
Hdac	 	group	 	 	 	8.79E-03	HLA-DRA,KLF6,TXNIP	4 (2)
SATB1	 	transcription regulator	 	 	 	8.79E-03	ACTG1,CD69,HSPA8	 
PAX5	 	transcription regulator	 	 	 	9.22E-03	JCHAIN,TXNIP	 
MAPKAPK2	 	kinase	 	 	 	9.22E-03	HSPA5,NFKBIA	 
Pln	 	other	 	 	 	9.22E-03	HSP90B1,RACK1	 
glucosamine	 	chemical - endogenous mammalian	 	 	 	9.22E-03	HSP90B1,TXNIP	 
SNCA	 	enzyme	 	 	 	9.29E-03	CD74,HLA-DRA,HSP90B1,HSPA5	 
GPER1	 	G-protein coupled receptor	 	 	 	9.54E-03	HSPA5,NFKBIA	7 (3)
CpG ODN 1668	 	chemical reagent	 	 	 	9.54E-03	CD69,XBP1	8 (4)
emodin	 	chemical drug	 	 	 	9.86E-03	HSPA5,MKI67	17 (5)
IL1B	 	cytokine	 	0.439	 	9.93E-03	CD69,CD74,HLA-DRA,HLA-E,HSPA5,NFKBIA,TXNIP	31 (14)
PDGF BB	 	complex	 	 	 	1.01E-02	HLA-E,KLF6,RACK1,RPN2	 
PD 180970	 	chemical - kinase inhibitor	 	 	 	1.01E-02	CCND2	 
TEC/BTK/ITK/TXK/BMX	 	group	 	 	 	1.01E-02	CD69	 
ZXDC	 	transcription regulator	 	 	 	1.01E-02	HLA-DRA	 
UTP3	 	other	 	 	 	1.01E-02	CCND2	 
ZNF24	 	transcription regulator	 	 	 	1.01E-02	CCND2	 
Tcrb-V3	 	group	 	 	 	1.01E-02	CD69	 
TTR	 	transporter	 	 	 	1.01E-02	XBP1	 
ADRA2B	 	G-protein coupled receptor	 	 	 	1.01E-02	MKI67	 
SLA2	 	other	 	 	 	1.01E-02	CD69	 
miR-127-3p (miRNAs w/seed CGGAUCC)	 	mature microRNA	 	 	 	1.01E-02	XBP1	 
EGFL7	 	other	 	 	 	1.01E-02	NFKBIA	 
SNX17	 	transporter	 	 	 	1.01E-02	CD69	 
SSTR5	 	G-protein coupled receptor	 	 	 	1.01E-02	MKI67	 
CD151	 	other	 	 	 	1.01E-02	CD69	 
IK	 	cytokine	 	 	 	1.01E-02	HLA-DRA	 
SOS1	 	other	 	 	 	1.01E-02	CD69	 
CRLF1	 	other	 	 	 	1.01E-02	CD69	 
CTH	 	enzyme	 	 	 	1.01E-02	HSPA5	 
DGKA	 	kinase	 	 	 	1.01E-02	CD69	 
PAK2	 	kinase	 	 	 	1.01E-02	CD69	 
ZKSCAN3	 	transcription regulator	 	 	 	1.01E-02	CCND2	 
RRM2B	 	enzyme	 	 	 	1.01E-02	TP53INP1	 
apicularen A	 	chemical reagent	 	 	 	1.01E-02	NFKBIA	 
phenformin	 	chemical drug	 	 	 	1.01E-02	XBP1	 
1,1-diethyl-2-hydroxy-2-nitrosohydrazine	 	chemical toxicant	 	 	 	1.01E-02	NFKBIA	 
MM218	 	chemical reagent	 	 	 	1.01E-02	HSPA5	 
perillic acid	 	chemical - endogenous non-mammalian	 	 	 	1.01E-02	CD69	 
mir-181	 	microRNA	 	 	 	1.02E-02	CD69,KLF6	 
cadmium chloride	 	chemical toxicant	 	 	 	1.02E-02	EEF1D,HSPA5	 
ursolic acid	 	chemical drug	 	 	 	1.02E-02	CD69,MKI67	 
CCND1	 	transcription regulator	 	 	 	1.02E-02	AHNAK,CCND2,HSPA8,TP53INP1	 
MYB	 	transcription regulator	 	 	 	1.03E-02	HSPA5,HSPA8,MZB1	 
gefitinib	 	chemical drug	 	 	 	1.04E-02	HSP90B1,MKI67,TP53INP1	 
sunitinib	 	chemical drug	 	 	 	1.05E-02	CCND2,CD69	 
FLI1	 	transcription regulator	 	 	 	1.05E-02	HSPA8,RACK1	 
SCD	 	enzyme	 	 	 	1.05E-02	HSPA5,XBP1	 
vitamin D	 	chemical drug	 	 	 	1.05E-02	MKI67,NFKBIA	 
mitomycin C	 	chemical drug	 	 	 	1.05E-02	MALAT1,TP53INP1	 
miR-17-5p (and other miRNAs w/seed AAAGUGC)	 	mature microRNA	 	 	 	1.08E-02	CCND2,TXNIP	 
POR	 	enzyme	 	 	 	1.09E-02	ACTG1,CD74,HLA-DQB1	 
S100A8	 	other	 	 	 	1.09E-02	CD69,NFKBIA,TXNIP	 
U0126	 	chemical - kinase inhibitor	 	-1.206	 	1.14E-02	CCND2,CD69,EEF1A1,HSPA5,IGHM	 
E. coli serotype 0127B8 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	 	1.14E-02	HSPA5,NFKBIA,RACK1	 
PLN	 	transporter	 	 	 	1.15E-02	HSP90B1,RACK1	 
15-deoxy-delta-12,14 -PGJ 2	 	chemical - endogenous mammalian	 	 	 	1.18E-02	CCND2,HLA-DRA,NFKBIA	 
25-hydroxycholesterol	 	chemical reagent	 	 	 	1.19E-02	HSPA5,NFKBIA	 
infliximab	 	biologic drug	 	 	 	1.22E-02	CCND2,NFKBIA	 
CD3E	 	transmembrane receptor	 	 	 	1.22E-02	CD69,NFKBIA	 
PRKCD	 	kinase	 	 	 	1.25E-02	JCHAIN,KLF6,NFKBIA	 
NOS2	 	enzyme	 	 	 	1.25E-02	IGHG1,KLF6,NFKBIA	 
chondroitin sulfate E	 	chemical - endogenous mammalian	 	 	 	1.26E-02	CALR	 
MARCHF3	 	other	 	 	 	1.26E-02	NFKBIA	 
PHLDA2	 	other	 	 	 	1.26E-02	MKI67	 
HLA-DR	 	complex	 	 	 	1.26E-02	IGHM	 
SNHG3	 	other	 	 	 	1.26E-02	CCND2	 
TAF9	 	transcription regulator	 	 	 	1.26E-02	HLA-DRA	 
GRAP2	 	other	 	 	 	1.26E-02	CD69	 
miR-873-5p (and other miRNAs w/seed CAGGAAC)	 	mature microRNA	 	 	 	1.26E-02	MKI67	 
APAF1	 	other	 	 	 	1.26E-02	HSPA5	 
ICAM5	 	other	 	 	 	1.26E-02	CD69	 
KCTD11	 	other	 	 	 	1.26E-02	CCND2	 
KIDINS220	 	transcription regulator	 	 	 	1.26E-02	CD69	 
CD59	 	other	 	 	 	1.26E-02	CD69	 
ASH2L	 	transcription regulator	 	 	 	1.26E-02	HSPA5	 
RPS3	 	enzyme	 	 	 	1.26E-02	NFKBIA	 
GTF2H4	 	transcription regulator	 	 	 	1.26E-02	CCND2	 
KIR2DL4	 	transmembrane receptor	 	 	 	1.26E-02	CD69	 
SLC37A4	 	transporter	 	 	 	1.26E-02	HSPA5	 
SSBP1	 	other	 	 	 	1.26E-02	HLA-DRA	 
RFXANK	 	transcription regulator	 	 	 	1.26E-02	HLA-DRA	 
PD 150606	 	chemical - protease inhibitor	 	 	 	1.26E-02	CD69	 
sodium azide	 	chemical toxicant	 	 	 	1.26E-02	TXNIP	 
IMTPPE	 	chemical reagent	 	 	 	1.26E-02	ELL2	 
ampelopsin	 	chemical drug	 	 	 	1.26E-02	HSPA5	 
acetyl-11-keto-beta-boswellic acid	 	chemical reagent	 	 	 	1.26E-02	MKI67	 
mir-15	 	microRNA	 	 	 	1.29E-02	CCND2,CD69	 
TNFSF13B	 	cytokine	 	 	 	1.29E-02	CCND2,CD74	 
KCNE3	 	ion channel	 	 	 	1.29E-02	IGHM,JCHAIN	 
3,3'-diindolylmethane	 	chemical drug	 	 	 	1.29E-02	HLA-C,NFKBIA	 
RARA	 	ligand-dependent nuclear receptor	 	1.067	 	1.32E-02	ELL2,H4C3,HLA-C,XBP1	 
curcumin	 	chemical drug	 	-1.941	 	1.32E-02	CCND2,HSP90B1,HSPA8,NFKBIA	 
mir-133	 	microRNA	 	 	 	1.33E-02	CCND2,MALAT1	 
CTLA4	 	transmembrane receptor	 	 	 	1.33E-02	CD69,MKI67	 
FOS	 	transcription regulator	Activated	2.000	 	1.38E-02	ACTG1,HSP90B1,HSPA5,KLF6,MALAT1	 
GLI3	 	transcription regulator	 	 	 	1.40E-02	CCND2,CD69	 
ID3	 	transcription regulator	 	 	 	1.41E-02	CCND2,KLF6,LTB	 
NRAS	 	enzyme	 	 	 	1.43E-02	IGHM,JCHAIN,MKI67	 
EDN1	 	cytokine	 	 	 	1.43E-02	HSPA5,HSPA8,PDIA6	 
pervanadate	 	chemical reagent	 	 	 	1.51E-02	NFKBIA	 
(R)-limonene	 	chemical toxicant	 	 	 	1.51E-02	CD69	 
VAV	 	group	 	 	 	1.51E-02	CD69	 
vanillyl-N-nonylamide	 	chemical drug	 	 	 	1.51E-02	HSPA5	 
