© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
ERK5 Signaling	4.25E-01	1.39E-02	NaN	FOS	
Actin Nucleation by ARP-WASP Complex	4.25E-01	1.39E-02	NaN	ITGA4	
Ephrin B Signaling	4.25E-01	1.39E-02	NaN	CXCR4	
T Helper Cell Differentiation	4.2E-01	1.37E-02	NaN	STAT1	
Non-Small Cell Lung Cancer Signaling	4.2E-01	1.37E-02	NaN	RASSF5	
Leptin Signaling in Obesity	4.16E-01	1.35E-02	NaN	PDE3B	
IL-15 Signaling	4.11E-01	1.33E-02	NaN	BCL2L1	
Angiopoietin Signaling	4.11E-01	1.33E-02	NaN	NFKBIA	
CREB Signaling in Neurons	4.08E-01	9.66E-03	NaN	EP300,PRKCB	
Role of NFAT in Cardiac Hypertrophy	3.9E-01	9.35E-03	NaN	EP300,PRKCB	
IL-17 Signaling	3.89E-01	1.25E-02	NaN	JUN	
FLT3 Signaling in Hematopoietic Progenitor Cells	3.89E-01	1.25E-02	NaN	STAT1	
BMP signaling pathway	3.7E-01	1.18E-02	NaN	JUN	
Prostate Cancer Signaling	3.48E-01	1.1E-02	NaN	NFKBIA	
Th17 Activation Pathway	3.48E-01	1.1E-02	NaN	IRAK1	
Melanocyte Development and Pigmentation Signaling	3.37E-01	1.06E-02	NaN	EP300	
GABA Receptor Signaling	3.34E-01	1.05E-02	NaN	UBA52	
Cardiac Hypertrophy Signaling	3.33E-01	8.33E-03	NaN	EP300,JUN	
α-Adrenergic Signaling	3.31E-01	1.04E-02	NaN	PRKCB	
Amyotrophic Lateral Sclerosis Signaling	3.28E-01	1.03E-02	NaN	BCL2L1	
PAK Signaling	3.28E-01	1.03E-02	NaN	ITGA4	
Salvage Pathways of Pyrimidine Ribonucleotides	3.28E-01	1.03E-02	NaN	IRAK1	
Apelin Cardiomyocyte Signaling Pathway	3.21E-01	1.01E-02	NaN	PRKCB	
SAPK/JNK Signaling	3.12E-01	9.8E-03	NaN	JUN	
Chronic Myeloid Leukemia Signaling	3.09E-01	9.71E-03	NaN	BCL2L1	
Telomerase Signaling	2.98E-01	9.35E-03	NaN	ETS1	
Gαs Signaling	2.98E-01	9.35E-03	NaN	ADD3	
Antioxidant Action of Vitamin C	2.92E-01	9.17E-03	NaN	NFKBIA	
Oxidative Phosphorylation	2.92E-01	9.17E-03	NaN	NDUFA4	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	2.84E-01	8.93E-03	NaN	PRKCB	
Fc Epsilon RI Signaling	2.71E-01	8.55E-03	NaN	PRKCB	
Role of Tissue Factor in Cancer	2.71E-01	8.55E-03	NaN	BCL2L1	
GP6 Signaling Pathway	2.66E-01	8.4E-03	NaN	PRKCB	
LXR/RXR Activation	2.61E-01	8.26E-03	NaN	NCOR1	
IL-15 Production	2.61E-01	8.26E-03	NaN	STAT1	
G Beta Gamma Signaling	2.59E-01	8.2E-03	NaN	PRKCB	
Inhibition of ARE-Mediated mRNA Degradation Pathway	2.59E-01	8.2E-03	NaN	ZFP36L2	
CCR3 Signaling in Eosinophils	2.55E-01	8.06E-03	NaN	PRKCB	
Xenobiotic Metabolism Signaling	2.52E-01	6.97E-03	NaN	EP300,PRKCB	
p70S6K Signaling	2.43E-01	7.75E-03	NaN	PRKCB	
White Adipose Tissue Browning Pathway	2.43E-01	7.75E-03	NaN	LDHB	
Adipogenesis pathway	2.33E-01	7.46E-03	NaN	TXNIP	
Iron homeostasis signaling pathway	2.27E-01	7.3E-03	NaN	ATP6V0A2	
Insulin Receptor Signaling	2.21E-01	7.14E-03	NaN	PDE3B	
Factors Promoting Cardiogenesis in Vertebrates	2.03E-01	6.67E-03	NaN	PRKCB	
Epithelial Adherens Junction Signaling	2E-01	6.58E-03	NaN	ACTB	
Synaptic Long Term Depression	-0E00	5.29E-03	NaN	PRKCB	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	-0E00	6.49E-03	NaN	PRKCB	
Thrombin Signaling	-0E00	4.81E-03	NaN	PRKCB	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	5.85E-03	NaN	ACTB	
Breast Cancer Regulation by Stathmin1	-0E00	3.38E-03	NaN	JUN,PRKCB	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	6.13E-03	NaN	PRKCB	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	5.21E-03	NaN	ETS1	
Sperm Motility	-0E00	4.48E-03	NaN	PRKCB	
Osteoarthritis Pathway	-0E00	4.74E-03	NaN	ITGA4	
Adrenomedullin signaling pathway	-0E00	5.08E-03	NaN	FOS	
Synaptogenesis Signaling Pathway	-0E00	3.21E-03	NaN	HSPA8	
Calcium Signaling	-0E00	4.85E-03	NaN	EP300	
