© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
HER-2 Signaling in Breast Cancer	3.13E-01	1.19E-02	NaN	PRKCB	
VEGF Family Ligand-Receptor Interactions	3.13E-01	1.19E-02	NaN	PRKCB	
BMP signaling pathway	3.1E-01	1.18E-02	NaN	JUN	
mTOR Signaling	3.05E-01	9.52E-03	NaN	EIF4B,PRKCB	
Osteoarthritis Pathway	3.04E-01	9.48E-03	NaN	S100A8,S100A9	
Ceramide Signaling	2.99E-01	1.14E-02	NaN	JUN	
Acute Myeloid Leukemia Signaling	2.96E-01	1.12E-02	NaN	PIM2	
Actin Cytoskeleton Signaling	2.89E-01	9.17E-03	NaN	EZR,TTN	
Death Receptor Signaling	2.89E-01	1.1E-02	NaN	NFKBIA	
Sperm Motility	2.78E-01	8.97E-03	NaN	JAK1,PRKCB	
GABA Receptor Signaling	2.77E-01	1.05E-02	NaN	UBA52	
α-Adrenergic Signaling	2.73E-01	1.04E-02	NaN	PRKCB	
TGF-β Signaling	2.73E-01	1.04E-02	NaN	JUN	
Amyotrophic Lateral Sclerosis Signaling	2.7E-01	1.03E-02	NaN	SSR4	
Bladder Cancer Signaling	2.7E-01	1.03E-02	NaN	MMP8	
cAMP-mediated signaling	2.69E-01	8.77E-03	NaN	AKAP13,DUSP1	
UVA-Induced MAPK Signaling	2.68E-01	1.02E-02	NaN	JUN	
Apoptosis Signaling	2.64E-01	1.01E-02	NaN	NFKBIA	
Apelin Cardiomyocyte Signaling Pathway	2.64E-01	1.01E-02	NaN	PRKCB	
Neuropathic Pain Signaling In Dorsal Horn Neurons	2.59E-01	9.9E-03	NaN	PRKCB	
SAPK/JNK Signaling	2.56E-01	9.8E-03	NaN	JUN	
Mouse Embryonic Stem Cell Pluripotency	2.53E-01	9.71E-03	NaN	JAK1	
Pancreatic Adenocarcinoma Signaling	2.37E-01	9.17E-03	NaN	JAK1	
Antioxidant Action of Vitamin C	2.37E-01	9.17E-03	NaN	NFKBIA	
Glioma Signaling	2.35E-01	9.09E-03	NaN	PRKCB	
Opioid Signaling Pathway	2.35E-01	8.1E-03	NaN	NFKBIA,PRKCB	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	2.3E-01	8.93E-03	NaN	PRKCB	
Fc Epsilon RI Signaling	2.18E-01	8.55E-03	NaN	PRKCB	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	2.14E-01	8.4E-03	NaN	JAK1	
GP6 Signaling Pathway	2.14E-01	8.4E-03	NaN	PRKCB	
IL-15 Production	2.1E-01	8.26E-03	NaN	JAK1	
G Beta Gamma Signaling	2.08E-01	8.2E-03	NaN	PRKCB	
CCR3 Signaling in Eosinophils	2.03E-01	8.06E-03	NaN	PRKCB	
Synaptic Long Term Potentiation	-0E00	7.75E-03	NaN	PRKCB	
Axonal Guidance Signaling	-0E00	6.2E-03	NaN	CXCR4,MMP8,PRKCB	
Synaptic Long Term Depression	-0E00	5.29E-03	NaN	PRKCB	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	4.46E-03	NaN	JUN	
Tight Junction Signaling	-0E00	5.95E-03	NaN	JUN	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	6.67E-03	NaN	PRKCB	
Thrombin Signaling	-0E00	4.81E-03	NaN	PRKCB	
Cardiac Hypertrophy Signaling	-0E00	4.17E-03	NaN	JUN	
CREB Signaling in Neurons	-0E00	4.83E-03	NaN	PRKCB	
AMPK Signaling	-0E00	4.67E-03	NaN	EEF2	
Hereditary Breast Cancer Signaling	-0E00	7.14E-03	NaN	UBA52	
Role of NFAT in Cardiac Hypertrophy	-0E00	4.67E-03	NaN	PRKCB	
Breast Cancer Regulation by Stathmin1	-0E00	6.77E-03	NaN	CCND2,CCR2,JUN,PRKCB	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	6.13E-03	NaN	PRKCB	
RhoGDI Signaling	-0E00	5.56E-03	NaN	EZR	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00	5.41E-03	NaN	JUN	
Gap Junction Signaling	-0E00	5.05E-03	NaN	PRKCB	
STAT3 Pathway	-0E00	7.41E-03	NaN	IL4R	
Cardiac β-adrenergic Signaling	-0E00	7.09E-03	NaN	AKAP13	
Xenobiotic Metabolism Signaling	-0E00	6.97E-03	NaN	HSP90B1,PRKCB	
Insulin Receptor Signaling	-0E00	7.14E-03	NaN	JAK1	
Integrin Signaling	-0E00	4.69E-03	NaN	TTN	
Adrenomedullin signaling pathway	-0E00	5.08E-03	NaN	TTN	
Iron homeostasis signaling pathway	-0E00	7.3E-03	NaN	JAK1	
Synaptogenesis Signaling Pathway	-0E00	6.41E-03	NaN	ITSN2,NAP1L1	
White Adipose Tissue Browning Pathway	-0E00	7.75E-03	NaN	LDHA	
Xenobiotic Metabolism General Signaling Pathway	-0E00	6.99E-03	NaN	PRKCB	
Calcium Signaling	-0E00	4.85E-03	NaN	CALR	
Ephrin Receptor Signaling	-0E00	5.56E-03	NaN	CXCR4	
