© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
vancomycin	 	biologic drug	 	 	3.14E-03	TMSB10/TMSB4X,VIM	 
prostaglandin E2	 	chemical - endogenous mammalian	 	 	3.16E-03	BCL2,NFKBIA,VIM	9 (12)
NCOA3	 	transcription regulator	 	 	3.21E-03	BCL2,NFKBIA	 
NLRP3	 	other	 	 	3.21E-03	BCL2,VIM	 
niacinamide	 	chemical - endogenous mammalian	 	 	3.21E-03	BCL2,CCNL1	 
KRAS	 	enzyme	 	0.000	3.35E-03	BCL2,EEF1A1,NFKBIA,VIM	5 (5)
CCL2	 	cytokine	 	 	3.35E-03	BCL2,MKI67	 
mifepristone	 	chemical drug	 	 	3.45E-03	BCL2,IQGAP1,NFKBIA	 
mir-122	 	microRNA	 	 	3.50E-03	IQGAP1,VIM	 
ATF2	 	transcription regulator	 	 	3.57E-03	ACTB,BCL2	 
FGFR1	 	kinase	 	 	3.65E-03	EEF1A1,VIM	 
Ige	 	complex	 	 	3.67E-03	BCL2,NFKBIA,VIM	9 (9)
OSGIN1	 	growth factor	 	 	3.80E-03	BCL2	 
Meg3	 	other	 	 	3.80E-03	IQGAP1	 
GLIPR2	 	other	 	 	3.80E-03	VIM	 
LINC00887	 	other	 	 	3.80E-03	VIM	 
enecadin	 	chemical drug	 	 	3.80E-03	BCL2	 
C1GALT1	 	enzyme	 	 	3.80E-03	BCL2	 
MAF1	 	other	 	 	3.80E-03	ACTB	 
XRN2	 	enzyme	 	 	3.80E-03	ACTB	 
MITF-p300/CBP	 	complex	 	 	3.80E-03	BCL2	 
PDLIM1	 	transcription regulator	 	 	3.80E-03	VIM	 
ADRA2B	 	G-protein coupled receptor	 	 	3.80E-03	MKI67	 
ARTN	 	growth factor	 	 	3.80E-03	BCL2	 
MS4A2	 	transmembrane receptor	 	 	3.80E-03	BCL2	 
miR-1285-3p (and other miRNAs w/seed CUGGGCA)	 	mature microRNA	 	 	3.80E-03	VIM	 
mir-138	 	microRNA	 	 	3.80E-03	VIM	 
EGFL7	 	other	 	 	3.80E-03	NFKBIA	 
SSTR5	 	G-protein coupled receptor	 	 	3.80E-03	MKI67	 
HSPB6	 	other	 	 	3.80E-03	BCL2	 
CANX	 	other	 	 	3.80E-03	BCL2	 
SIGMAR1	 	transmembrane receptor	 	 	3.80E-03	BCL2	 
CELF2	 	other	 	 	3.80E-03	BCL2	 
LGALS2	 	other	 	 	3.80E-03	BCL2	 
TSN	 	other	 	 	3.80E-03	BCL2	 
PODXL	 	kinase	 	 	3.80E-03	VIM	 
WTAP	 	other	 	 	3.80E-03	BCL2	 
abrocitinib	 	chemical drug	 	 	3.80E-03	BCL2	 
apicularen A	 	chemical reagent	 	 	3.80E-03	NFKBIA	 
TAS-103	 	chemical drug	 	 	3.80E-03	BCL2	 
pyridoxal phosphate	 	chemical - endogenous mammalian	 	 	3.80E-03	BCL2	 
sodium alum	 	chemical drug	 	 	3.80E-03	TPT1	 
chlorophyll a	 	chemical - endogenous non-mammalian	 	 	3.80E-03	BCL2	 
1,1-diethyl-2-hydroxy-2-nitrosohydrazine	 	chemical toxicant	 	 	3.80E-03	NFKBIA	 
CCI-007	 	chemical reagent	 	 	3.80E-03	BCL2	 
sertindole	 	chemical drug	 	 	3.80E-03	ACTB	 
galanthamine	 	chemical drug	 	 	3.80E-03	BCL2	 
trehalose	 	chemical - endogenous mammalian	 	 	3.80E-03	VIM	 
allopurinol	 	chemical drug	 	 	3.80E-03	TMSB10/TMSB4X,VIM	 
HDAC3	 	transcription regulator	 	 	3.80E-03	NFKBIA,VIM	 
PC-SPES	 	chemical drug	 	 	3.80E-03	TMSB10/TMSB4X,VIM	 
Z-LLL-CHO	 	chemical - protease inhibitor	 	 	3.86E-03	ACTB,BCL2,NFKBIA	10 (9)
EIF2AK2	 	kinase	 	 	3.88E-03	BCL2,NFKBIA	 
N-nitro-L-arginine methyl ester	 	chemical drug	 	 	3.95E-03	BCL2,NFKBIA	 
TNFSF10	 	cytokine	 	 	4.03E-03	BCL2,NFKBIA	 
MKNK1	 	kinase	 	 	4.11E-03	EEF1D,VIM	 
SRF	 	transcription regulator	 	 	4.18E-03	ACTB,BCL2,MALAT1	 
PSEN2	 	peptidase	 	 	4.19E-03	ACTB,BCL2	 
SOD2	 	enzyme	 	 	4.27E-03	BCAS4,BCL2	 
forskolin	 	chemical toxicant	 	 	4.42E-03	ACTB,BCL2,NFKBIA,VIM	10 (12)
CD28	 	transmembrane receptor	 	 	4.46E-03	BCL2,LCP1,NFKBIA	 
MMP3	 	peptidase	 	 	4.52E-03	SFPQ,VIM	 
GLI2	 	transcription regulator	 	 	4.60E-03	BCL2,VIM	 
BCL2	0.252	transporter	 	 	4.69E-03	BCL2,NFKBIA	 
fatty acid	 	chemical - endogenous mammalian	 	 	4.69E-03	BCL2,NFKBIA	 
ILX-23-7553	 	chemical drug	 	 	4.75E-03	BCL2	 
Alp	 	group	 	 	4.75E-03	BCL2	 
(-)-gossypol	 	chemical drug	 	 	4.75E-03	BCL2	 
acyline	 	biologic drug	 	 	4.75E-03	BCL2	 
MARCHF3	 	other	 	 	4.75E-03	NFKBIA	 
PHLDA2	 	other	 	 	4.75E-03	MKI67	 
UTP18	 	other	 	 	4.75E-03	BCL2	 
ZDHHC2	 	enzyme	 	 	4.75E-03	VIM	 
RSF1	 	transcription regulator	 	 	4.75E-03	BCL2	 
Vla-4	 	complex	 	 	4.75E-03	BCL2	 
carvacrol	 	chemical - endogenous non-mammalian	 	 	4.75E-03	BCL2	 
Cathepsin	 	group	 	 	4.75E-03	MKI67	 
MAP4K1	 	kinase	 	 	4.75E-03	BCL2	 
FAF1	 	other	 	 	4.75E-03	VIM	 
CLDN1	 	other	 	 	4.75E-03	VIM	 
LUCAT1	 	other	 	 	4.75E-03	BCL2	 
RNF34	 	enzyme	 	 	4.75E-03	BCL2	 
TLN1	 	other	 	 	4.75E-03	BCL2	 
mir-190	 	microRNA	 	 	4.75E-03	VIM	 
miR-382-5p (miRNAs w/seed AAGUUGU)	 	mature microRNA	 	 	4.75E-03	VIM	 
miR-508-3p (miRNAs w/seed GAUUGUA)	 	mature microRNA	 	 	4.75E-03	VIM	 
miR-873-5p (and other miRNAs w/seed CAGGAAC)	 	mature microRNA	 	 	4.75E-03	MKI67	 
MRAS	 	enzyme	 	 	4.75E-03	VIM	 
TIMP4	 	other	 	 	4.75E-03	BCL2	 
ARG2	 	enzyme	 	 	4.75E-03	BCL2	 
CD59	 	other	 	 	4.75E-03	BCL2	 
RPS3	 	enzyme	 	 	4.75E-03	NFKBIA	 
NME3	 	kinase	 	 	4.75E-03	VIM	 
RAB7A	 	enzyme	 	 	4.75E-03	VIM	 
STK17B	 	kinase	 	 	4.75E-03	BCL2	 
scoparone	 	chemical - endogenous non-mammalian	 	 	4.75E-03	BCL2	 
lindane	 	chemical drug	 	 	4.75E-03	BCL2	 
atrasentan	 	chemical drug	 	 	4.75E-03	BCL2	 
4-aminophenol	 	chemical - endogenous mammalian	 	 	4.75E-03	VIM	 
CB-PIC	 	chemical reagent	 	 	4.75E-03	BCL2	 
ampelopsin	 	chemical drug	 	 	4.75E-03	BCL2	 
azelaic acid	 	chemical - endogenous mammalian	 	 	4.75E-03	BCL2	 
phloroglucinol	 	chemical drug	 	 	4.75E-03	BCL2	 
5-hydroxytryptophan	 	chemical - endogenous mammalian	 	 	4.75E-03	BCL2	 
acetyl-11-keto-beta-boswellic acid	 	chemical reagent	 	 	4.75E-03	MKI67	 
uranyl nitrate	 	chemical toxicant	 	 	4.77E-03	RACK1,TPT1	 
testosterone	 	chemical - endogenous mammalian	 	 	4.78E-03	BCL2,LGALS1,NFKBIA	9 (9)
berberine	 	chemical drug	 	 	4.86E-03	BCL2,VIM	 
PRKAA2	 	kinase	 	 	4.94E-03	NFKBIA,VIM	 
SYK	 	kinase	 	 	5.03E-03	BCL2,GIMAP7	 
bisindolylmaleimide I	 	chemical - kinase inhibitor	 	 	5.03E-03	BCL2,NFKBIA	 
hyaluronic acid	 	chemical - endogenous mammalian	 	 	5.21E-03	BCL2,NFKBIA	 
TGFB3	 	growth factor	 	 	5.21E-03	BCL2,EEF1D	 
melatonin	 	chemical - endogenous mammalian	 	 	5.29E-03	BCL2,VIM	 
GH1	 	growth factor	 	 	5.48E-03	BCL2,VIM	2 (3)
DDIT3	 	transcription regulator	 	 	5.48E-03	BCL2,VIM	 
troglitazone	 	chemical drug	 	 	5.62E-03	BCL2,MKI67,NFKBIA	9 (7)
PTP4A1	 	phosphatase	 	 	5.66E-03	EEF1A1,VIM	 
pervanadate	 	chemical reagent	 	 	5.69E-03	NFKBIA	 
Iberiotoxin	 	chemical reagent	 	 	5.69E-03	BCL2	 
P110	 	group	 	 	5.69E-03	BCL2	 
givinostat	 	chemical drug	 	 	5.69E-03	BCL2	 
KLF17	 	transcription regulator	 	 	5.69E-03	VIM	 
RASSF3	 	other	 	 	5.69E-03	BCL2	 
Ap2 alpha	 	group	 	 	5.69E-03	BCL2	 
necrostatin-1	 	chemical reagent	 	 	5.69E-03	BCL2	 
BAD	 	other	 	 	5.69E-03	BCL2	 
BCL11A	 	transcription regulator	 	 	5.69E-03	BCL2	 
PROK2	 	other	 	 	5.69E-03	BCL2	 
(-)-arctigenin	 	chemical reagent	 	 	5.69E-03	BCL2	 
miR-320b (and other miRNAs w/seed AAAGCUG)	 	mature microRNA	 	 	5.69E-03	VIM	 
SOX18	 	transcription regulator	 	 	5.69E-03	BCL2	 
WIF1	 	other	 	 	5.69E-03	MALAT1	 
ATP2B2	 	transporter	 	 	5.69E-03	BCL2	 
LRIG1	 	other	 	 	5.69E-03	BCL2	 
DNAJA3	 	other	 	 	5.69E-03	BCL2	 
ADCY5	 	enzyme	 	 	5.69E-03	BCL2	 
COL4A1	 	other	 	 	5.69E-03	BCL2	 
PPID	 	enzyme	 	 	5.69E-03	VIM	 
MTUS1	 	other	 	 	5.69E-03	VIM	 
SRGN	 	other	 	 	5.69E-03	VIM	 
BCL2A1	 	other	 	 	5.69E-03	BCL2	 
fenebrutinib	 	chemical drug	 	 	5.69E-03	BCL2	 
MIA-459	 	chemical reagent	 	 	5.69E-03	BCL2	 
MIA-313	 	chemical reagent	 	 	5.69E-03	BCL2	 
CIMO	 	chemical reagent	 	 	5.69E-03	BCL2	 
gelam honey	 	chemical reagent	 	 	5.69E-03	NFKBIA	 
saquinavir	 	chemical drug	 	 	5.69E-03	NFKBIA	 
alpha-hydroxyglutarate	 	chemical - endogenous mammalian	 	 	5.69E-03	VIM	 
sparfosic acid	 	chemical drug	 	 	5.69E-03	BCL2	 
JQ1	 	chemical reagent	 	 	5.75E-03	BCL2,MKI67	 
Alpha catenin	 	group	 	 	5.84E-03	NFKBIA,VIM	 
CREBBP	 	transcription regulator	 	 	5.91E-03	BCL2,GIMAP7,NFKBIA	 
interferon beta-1a	 	biologic drug	 	 	5.94E-03	LGALS1,NFKBIA	 
ARNT	 	transcription regulator	 	 	5.94E-03	BCL2,VIM	 
INSR	 	kinase	 	 	6.20E-03	IQGAP1,LCP1,LGALS1	 
RUNX2	 	transcription regulator	 	 	6.22E-03	BCL2,MKI67	 
C5	 	cytokine	 	 	6.22E-03	BCL2,NFKBIA	 
celecoxib	 	chemical drug	 	 	6.32E-03	BCL2,MKI67	 
MECP2	 	transcription regulator	 	 	6.52E-03	ACTB,VIM	 
MRPS18B	 	other	 	 	6.64E-03	VIM	 
ST6GALNAC1	 	enzyme	 	 	6.64E-03	VIM	 
ZNF652	 	other	 	 	6.64E-03	VIM	 
C1orf61	 	other	 	 	6.64E-03	VIM	 
BCAR4	 	other	 	 	6.64E-03	VIM	 
SLC5A8	 	transporter	 	 	6.64E-03	BCL2	 
ATE1	 	enzyme	 	 	6.64E-03	ACTB	 
KDM4B	 	enzyme	 	 	6.64E-03	VIM	 
PCM1	 	other	 	 	6.64E-03	MKI67	 
ganetespib	 	chemical drug	 	 	6.64E-03	BCL2	 
IER3	 	other	 	 	6.64E-03	BCL2	 
CBR3-AS1	 	other	 	 	6.64E-03	VIM	 
STIM2	 	transporter	 	 	6.64E-03	MKI67	 
RBX1	 	enzyme	 	 	6.64E-03	BCL2	 
CUL7	 	other	 	 	6.64E-03	VIM	 
PDK1	 	kinase	 	 	6.64E-03	VIM	 
MAD2L2	 	enzyme	 	 	6.64E-03	VIM	 
casticin	 	chemical - endogenous non-mammalian	 	 	6.64E-03	BCL2	 
PGK1	 	kinase	 	 	6.64E-03	VIM	 
TSPO	 	transmembrane receptor	 	 	6.64E-03	BCL2	 
teasaponin	 	chemical - endogenous non-mammalian	 	 	6.64E-03	NFKBIA	 
nicorandil	 	chemical drug	 	 	6.64E-03	BCL2	 
selegiline	 	chemical drug	 	 	6.64E-03	BCL2	 
gliotoxin	 	chemical toxicant	 	 	6.64E-03	BCL2	 
butylidenephthalide	 	chemical reagent	 	 	6.64E-03	VIM	 
diacerein	 	chemical drug	 	 	6.64E-03	BCL2	 
miR-124 mimic	 	chemical reagent	 	 	6.64E-03	BCL2	 
miR-508-3p inhibitor	 	chemical reagent	 	 	6.64E-03	VIM	 
rutin	 	chemical toxicant	 	 	6.64E-03	BCL2	 
citric acid	 	chemical - endogenous mammalian	 	 	6.64E-03	BCL2	 
MET	 	kinase	 	 	6.82E-03	BCL2,VIM	2 (3)
Sb202190	 	chemical - kinase inhibitor	 	 	6.92E-03	BCL2,VIM	 
RAS	 	group	 	 	7.12E-03	BCL2,VIM	2 (2)
FGF2	 	growth factor	 	 	7.19E-03	BCL2,MKI67,VIM	12 (11)
VHL	 	transcription regulator	 	 	7.54E-03	BCL2,VIM	 
HIF1A	 	transcription regulator	 	 	7.57E-03	BCL2,LGALS1,VIM	9 (7)
rhodamine 6G	 	chemical toxicant	 	 	7.59E-03	BCL2	 
SENP7	 	peptidase	 	 	7.59E-03	VIM	 
DUOXA1	 	other	 	 	7.59E-03	VIM	 
SULT2B1	 	enzyme	 	 	7.59E-03	BCL2	 
hydrogel	 	chemical drug	 	 	7.59E-03	VIM	 
ABCC1	 	transporter	 	 	7.59E-03	BCL2	 
HINT1	 	enzyme	 	 	7.59E-03	BCL2	 
GRK5	 	kinase	 	 	7.59E-03	BCL2	 
PLCD1	 	enzyme	 	 	7.59E-03	VIM	 
S100a7a	 	other	 	 	7.59E-03	MKI67	 
CXCR1	 	G-protein coupled receptor	 	 	7.59E-03	BCL2	 
DKK2	 	other	 	 	7.59E-03	BCL2	 
CYSLTR1	 	G-protein coupled receptor	 	 	7.59E-03	BCL2	 
GSN	 	other	 	 	7.59E-03	BCL2	 
EFEMP1	 	enzyme	 	 	7.59E-03	VIM	 
MAOA	 	enzyme	 	 	7.59E-03	BCL2	 
LASP1	 	transporter	 	 	7.59E-03	VIM	 
MAD2L1	 	other	 	 	7.59E-03	BCL2	 
NEU3	 	enzyme	 	 	7.59E-03	BCL2	 
PROKR1	 	G-protein coupled receptor	 	 	7.59E-03	VIM	 
DIABLO	 	other	 	 	7.59E-03	MKI67	 
ACTA2	 	other	 	 	7.59E-03	VIM	 
EDA	 	cytokine	 	 	7.59E-03	MKI67	 
SERPINH1	 	other	 	 	7.59E-03	VIM	 
MM-401	 	chemical reagent	 	 	7.59E-03	BCL2	 
MALAT1	 	other	 	 	7.59E-03	VIM	 
pranlukast	 	chemical drug	 	 	7.59E-03	BCL2	 
magnesium sulfate	 	chemical drug	 	 	7.59E-03	NFKBIA	 
alpha-tocopherol succinate	 	chemical drug	 	 	7.59E-03	BCL2	 
uridine	 	chemical - endogenous mammalian	 	 	7.59E-03	EEF1A1	 
N,N-dimethylarginine	 	chemical - endogenous mammalian	 	 	7.59E-03	BCL2	 
tosyllysine chloromethyl ketone	 	chemical - protease inhibitor	 	 	7.59E-03	NFKBIA	 
ITGB1	 	transmembrane receptor	 	 	7.64E-03	BCL2,VIM	2 (3)
FOXM1	 	transcription regulator	 	 	7.64E-03	MKI67,VIM	 
TERT	 	enzyme	 	 	7.86E-03	NFKBIA,VIM	 
triptolide	 	chemical drug	 	 	7.86E-03	BCL2,MKI67	 
quercetin	 	chemical drug	 	 	7.86E-03	BCL2,MKI67	 
EP300	 	transcription regulator	 	 	7.91E-03	GIMAP7,MKI67,NFKBIA	 
RELA	 	transcription regulator	 	 	7.96E-03	BCL2,NFKBIA,VIM	11 (8)
IL15	 	cytokine	 	 	8.16E-03	BCL2,MKI67,NFKBIA	9 (5)
TICAM1	 	other	 	 	8.18E-03	MKI67,NFKBIA	 
IFN Beta	 	group	 	 	8.29E-03	BCL2,EEF1A1	 
lovastatin	 	chemical drug	 	 	8.51E-03	BCL2,MKI67	 
novobiocin	 	chemical drug	 	 	8.53E-03	MKI67	 
tannic acid	 	chemical toxicant	 	 	8.53E-03	BCL2	 
phosphatidylcholine	 	chemical - endogenous mammalian	 	 	8.53E-03	BCL2	 
ZFAS1	 	other	 	 	8.53E-03	VIM	 
cytidylyl-3'-5'-guanosine	 	chemical reagent	 	 	8.53E-03	BCL2	 
propargylamine	 	chemical reagent	 	 	8.53E-03	BCL2	 
SNHG7	 	other	 	 	8.53E-03	VIM	 
CTDSP1	 	phosphatase	 	 	8.53E-03	VIM	 
CD80/CD86	 	group	 	 	8.53E-03	MKI67	 
Ferritin	 	complex	 	 	8.53E-03	NFKBIA	 
SERPINB2	 	other	 	 	8.53E-03	BCL2	 
PSMB9	 	peptidase	 	 	8.53E-03	NFKBIA	 
PDGF (family)	 	group	 	 	8.53E-03	VIM	 
CTNND1	 	other	 	 	8.53E-03	VIM	 
PI3	 	other	 	 	8.53E-03	NFKBIA	 
TNFRSF17	 	transmembrane receptor	 	 	8.53E-03	BCL2	 
ATG16L1	 	enzyme	 	 	8.53E-03	NFKBIA	 
UBQLN1	 	other	 	 	8.53E-03	VIM	 
CDKN2B	 	transcription regulator	 	 	8.53E-03	BCL2	 
ING4	 	transcription regulator	 	 	8.53E-03	NFKBIA	 
RPS6KB2	 	kinase	 	 	8.53E-03	BCL2	 
NACC1	 	transcription regulator	 	 	8.53E-03	BCL2	 
PANDAR	 	other	 	 	8.53E-03	BCL2	 
EFNB1	 	other	 	 	8.53E-03	BCL2	 
GPR183	 	G-protein coupled receptor	 	 	8.53E-03	BCL2	 
SCUBE3	 	other	 	 	8.53E-03	VIM	 
RTKN	 	other	 	 	8.53E-03	VIM	 
MCAM	 	other	 	 	8.53E-03	VIM	 
di-spiropyrrolizidino oxindole andrographolide derivative CY2	 	chemical reagent	 	 	8.53E-03	BCL2	 
ACTG1	 	other	 	 	8.53E-03	ACTB	 
DEK	 	transcription regulator	 	 	8.53E-03	NFKBIA	 
1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane	 	chemical reagent	 	 	8.53E-03	BCL2	 
UCA1	 	other	 	 	8.53E-03	BCL2	 
dantrolene	 	chemical drug	 	 	8.53E-03	BCL2	 
benazepril	 	chemical drug	 	 	8.53E-03	BCL2	 
raltitrexed	 	chemical drug	 	 	8.53E-03	TMSB10/TMSB4X	 
ammonium trichloro(dioxoethylene-O,O'-)tellurate	 	chemical drug	 	 	8.53E-03	BCL2	 
brimonidine	 	chemical drug	 	 	8.53E-03	BCL2	 
PD 168393	 	chemical - kinase inhibitor	 	 	8.53E-03	BCL2	 
prodigiosin	 	chemical toxicant	 	 	8.53E-03	BCL2	 
ketorolac	 	chemical drug	 	 	8.53E-03	NFKBIA	 
rhodioloside	 	chemical - endogenous non-mammalian	 	 	8.53E-03	BCL2	 
iodine	 	chemical - endogenous mammalian	 	 	8.53E-03	BCL2	 
tyrphostin AG 127	 	chemical - kinase inhibitor	 	 	8.53E-03	BCL2	 
PRKAA1	 	kinase	 	 	8.62E-03	BCL2,NFKBIA	2 (2)
Tnf (family)	 	group	 	 	8.74E-03	BCL2,NFKBIA	 
Interferon alpha	 	group	 	 	8.83E-03	BCL2,NFKBIA,SLFN5	 
PPARA	 	ligand-dependent nuclear receptor	 	 	9.15E-03	BCL2,MKI67,NFKBIA	9 (7)
O6-benzylguanine	 	chemical drug	 	 	9.47E-03	MKI67	 
EPHB2	 	kinase	 	 	9.47E-03	BCL2	 
niclosamide	 	chemical drug	 	 	9.47E-03	BCL2	 
palbociclib	 	chemical drug	 	 	9.47E-03	MKI67	 
CAMK2N2	 	other	 	 	9.47E-03	BCL2	 
PARP	 	group	 	 	9.47E-03	VIM	 
NEIL2	 	enzyme	 	 	9.47E-03	ACTB	 
NQO2	 	enzyme	 	 	9.47E-03	BCL2	 
Shc	 	group	 	 	9.47E-03	BCL2	 
TRAF3IP3	 	other	 	 	9.47E-03	MKI67	 
Sox2ot	 	other	 	 	9.47E-03	VIM	 
TAF5	 	transcription regulator	 	 	9.47E-03	ACTB	 
PF-3084014	 	chemical drug	 	 	9.47E-03	BCL2	 
ANG	 	enzyme	 	 	9.47E-03	BCL2	 
DAB2IP	 	other	 	 	9.47E-03	VIM	 
mir-503	 	microRNA	 	 	9.47E-03	BCL2	 
SPRY4-IT1	 	other	 	 	9.47E-03	VIM	 
SLC6A1	 	transporter	 	 	9.47E-03	BCL2	 
TP53BP2	 	other	 	 	9.47E-03	VIM	 
S100P	 	other	 	 	9.47E-03	ACTB	 
premarin	 	chemical drug	 	 	9.47E-03	BCL2	 
levamisole	 	chemical drug	 	 	9.47E-03	BCL2	 
4-hydroxycinnamyl aldehyde	 	chemical - endogenous non-mammalian	 	 	9.47E-03	VIM	 
perilla alcohol	 	chemical drug	 	 	9.47E-03	NFKBIA	 
AGT	 	growth factor	 	 	9.98E-03	BCL2,NFKBIA,VIM	7 (9)
nitric oxide	 	chemical - endogenous mammalian	 	 	1.00E-02	BCL2,MKI67	 
RB1	 	transcription regulator	 	 	1.03E-02	ACTB,BCL2,NFKBIA	 
naringin	 	chemical - endogenous non-mammalian	 	 	1.04E-02	BCL2	 
LRRC32	 	other	 	 	1.04E-02	VIM	 
SNHG20	 	other	 	 	1.04E-02	VIM	 
Mcpt4	 	peptidase	 	 	1.04E-02	BCL2	 
RLIM	 	enzyme	 	 	1.04E-02	VIM	 
miR-186-5p (miRNAs w/seed AAAGAAU)	 	mature microRNA	 	 	1.04E-02	VIM	 
LINC-ROR	 	other	 	 	1.04E-02	BCL2	 
WWP2	 	enzyme	 	 	1.04E-02	VIM	 
IL17RB	 	transmembrane receptor	 	 	1.04E-02	BCL2	 
LNX2	 	other	 	 	1.04E-02	BCL2	 
AIMP2	 	other	 	 	1.04E-02	MKI67	 
LIMA1	 	other	 	 	1.04E-02	VIM	 
LB-205	 	chemical reagent	 	 	1.04E-02	BCL2	 
VEGFC	 	growth factor	 	 	1.04E-02	BCL2	 
CHRNA3	 	transmembrane receptor	 	 	1.04E-02	BCL2	 
oligomycin	 	chemical - endogenous non-mammalian	 	 	1.04E-02	BCL2	 
sevoflurane	 	chemical drug	 	 	1.04E-02	BCL2	 
carbamazepine	 	chemical drug	 	 	1.04E-02	BCL2	 
lidocaine	 	chemical drug	 	 	1.04E-02	BCL2	 
7-(4-fluorobenzylamino)-1,3,4,8-tetrahydropyrrolo[4,3,2-de]quinolin-8(1H)-one	 	chemical reagent	 	 	1.04E-02	BCL2	 
enterolactone	 	chemical - endogenous mammalian	 	 	1.04E-02	MKI67	 
enoxacin	 	chemical drug	 	 	1.04E-02	LCP1	 
pterostilbene	 	chemical drug	 	 	1.04E-02	BCL2	 
SS18-SSX2	 	fusion gene/product	 	 	1.04E-02	BCL2	 
CA074-methyl ester	 	chemical reagent	 	 	1.04E-02	BCL2	 
delphinidin	 	chemical - endogenous non-mammalian	 	 	1.04E-02	BCL2	 
hesperetin	 	chemical drug	 	 	1.04E-02	BCL2	 
puerarin	 	chemical drug	 	 	1.04E-02	BCL2	 
trestolone	 	chemical drug	 	 	1.04E-02	BCL2	 
MRTFB	 	transcription regulator	 	 	1.05E-02	ACTB,SLFN5	 
EIF4E	 	translation regulator	 	 	1.05E-02	BCL2,NFKBIA	 
Insulin	 	group	 	 	1.05E-02	ACTB,BCL2,NFKBIA	 
PPARG	 	ligand-dependent nuclear receptor	 	 	1.10E-02	BCL2,MKI67,VIM	 
APP	 	other	 	 	1.13E-02	ACTB,BCL2,SLFN5,TPT1	 
HGF	 	growth factor	 	 	1.13E-02	BCL2,MKI67,VIM	 
embelin	 	chemical - endogenous non-mammalian	 	 	1.14E-02	BCL2	 
ulipristal acetate	 	chemical drug	 	 	1.14E-02	BCL2	 
SOX2-OT	 	other	 	 	1.14E-02	VIM	 
highly active antiretroviral therapy	 	chemical drug	 	 	1.14E-02	BCL2	 
Il8r	 	group	 	 	1.14E-02	BCL2	 
UCN2	 	other	 	 	1.14E-02	BCL2	 
MFN2	 	enzyme	 	 	1.14E-02	BCL2	 
AFAP1-AS1	 	other	 	 	1.14E-02	BCL2	 
CST3	 	other	 	 	1.14E-02	NFKBIA	 
CCAT1	 	other	 	 	1.14E-02	VIM	 
JUP	 	other	 	 	1.14E-02	BCL2	 
miR-10a-5p (and other miRNAs w/seed ACCCUGU)	 	mature microRNA	 	 	1.14E-02	VIM	 
miR-451a (and other miRNAs w/seed AACCGUU)	 	mature microRNA	 	 	1.14E-02	BCL2	 
PRAME	 	other	 	 	1.14E-02	BCL2	 
DDB2	 	other	 	 	1.14E-02	NFKBIA	 
PIK3R2	 	kinase	 	 	1.14E-02	MKI67	 
CLCA2	 	ion channel	 	 	1.14E-02	VIM	 
PAWR	 	transcription regulator	 	 	1.14E-02	BCL2	 
PAX4	 	transcription regulator	 	 	1.14E-02	VIM	 
HSF4	 	transcription regulator	 	 	1.14E-02	VIM	 
CDH5	 	other	 	 	1.14E-02	BCL2	 
BAG3	 	other	 	 	1.14E-02	BCL2	 
MAPKAPK3	 	kinase	 	 	1.14E-02	BCL2	 
BEX2	 	other	 	 	1.14E-02	BCL2	 
LY-2510924	 	biologic drug	 	 	1.14E-02	BCL2	 
HNRNPAB	 	enzyme	 	 	1.14E-02	VIM	 
cantharidin	 	chemical drug	 	 	1.14E-02	BCL2	 
SR 144528	 	chemical reagent	 	 	1.14E-02	NFKBIA	 
quinacrine	 	chemical drug	 	 	1.14E-02	BCL2	 
1-((2-chlorophenyl)diphenylmethyl)-1H-pyrazole	 	chemical reagent	 	 	1.14E-02	VIM	 
D-sphingosine	 	chemical - endogenous mammalian	 	 	1.14E-02	BCL2	 
nordihydroguaiaretic acid	 	chemical drug	 	 	1.14E-02	BCL2	 
zinostatin	 	biologic drug	 	 	1.14E-02	BCL2	 
cucurbitacin B	 	chemical - endogenous non-mammalian	 	 	1.14E-02	BCL2	 
midostaurin	 	chemical drug	 	 	1.14E-02	VIM	 
Mt	 	group	 	 	1.14E-02	BCL2	 
androstenediol	 	chemical - endogenous mammalian	 	 	1.14E-02	BCL2	 
raloxifene	 	chemical drug	 	 	1.14E-02	BCL2,MKI67	 
E2F1	 	transcription regulator	 	 	1.15E-02	BCL2,NFKBIA,VIM	 
Vegf	 	group	 	 	1.18E-02	BCL2,MKI67,VIM	 
ADIPOQ	 	other	 	 	1.19E-02	BCL2,NFKBIA	 
IL21	 	cytokine	 	 	1.21E-02	BCL2,MKI67	 
metformin	 	chemical drug	 	 	1.21E-02	BCL2,NFKBIA	 
hydrogen peroxide	 	chemical - endogenous mammalian	 	 	1.22E-02	BCL2,EEF1A1,VIM	 
HOXA9	 	transcription regulator	 	 	1.23E-02	BCL2,VIM	 
D-alpha-tocopheryl succinate	 	chemical reagent	 	 	1.23E-02	BCL2	 
D-galactose	 	chemical - endogenous mammalian	 	 	1.23E-02	BCL2	 
ladostigil	 	chemical drug	 	 	1.23E-02	BCL2	 
WP1066	 	chemical drug	 	 	1.23E-02	BCL2	 
