© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
mir-133	 	microRNA	 	 	3.99E-02	MALAT1	 
CTLA4	 	transmembrane receptor	 	 	3.99E-02	FGFBP2	 
sirolimus	 	chemical drug	 	 	4.07E-02	ACTB,RACK1	 
OSM	 	cytokine	 	 	4.10E-02	ARL4C,IL32	 
ATM	 	kinase	 	 	4.10E-02	ACTB	 
GDNF	 	growth factor	 	 	4.10E-02	ACTB	 
gemfibrozil	 	chemical drug	 	 	4.10E-02	NFKBIA	 
linoleic acid	 	chemical - endogenous mammalian	 	 	4.16E-02	NFKBIA	 
E. coli lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	4.22E-02	IL32	 
ATG7	 	enzyme	 	 	4.22E-02	NFKBIA	 
MDM2	 	transcription regulator	 	 	4.27E-02	ETS1	 
miR-199a-5p (and other miRNAs w/seed CCAGUGU)	 	mature microRNA	 	 	4.27E-02	ETS1	 
NOD2	 	other	 	 	4.27E-02	NFKBIA	 
Brd4	 	kinase	 	 	4.27E-02	HNRNPH1	 
Bvht	 	other	 	 	4.33E-02	ETS1	 
RELB	 	transcription regulator	 	 	4.33E-02	NFKBIA	 
IFI16	 	transcription regulator	 	 	4.39E-02	NFKBIA	 
Y 27632	 	chemical drug	 	 	4.39E-02	ACTB	 
IRAK4	 	kinase	 	 	4.50E-02	NFKBIA	 
rottlerin	 	chemical toxicant	 	 	4.50E-02	IL32	 
estradiol benzoate	 	chemical drug	 	 	4.55E-02	HSPA8	 
CBFB	 	transcription regulator	 	 	4.55E-02	ARL4C	 
MAP3K14	 	kinase	 	 	4.55E-02	NFKBIA	 
KLF6	 	transcription regulator	 	 	4.55E-02	NFKBIA	 
(+)-MK-801	 	chemical drug	 	 	4.55E-02	NFKBIA	 
PLX5622	 	chemical drug	 	 	4.55E-02	ACTB	 
fenretinide	 	chemical drug	 	 	4.55E-02	NFKBIA	 
Immunoglobulin	 	complex	 	 	4.59E-02	IL32,NFKBIA	 
ciglitazone	 	chemical drug	 	 	4.61E-02	NFKBIA	 
N-Ac-Leu-Leu-norleucinal	 	chemical - protease inhibitor	 	 	4.61E-02	NFKBIA	 
dihydrotestosterone	 	chemical - endogenous mammalian	 	 	4.62E-02	ACTB,NFKBIA	 
CXCL8	 	cytokine	 	 	4.67E-02	NFKBIA	 
GAST	 	other	 	 	4.67E-02	NFKBIA	 
MACROH2A1	 	other	 	 	4.72E-02	ETS1	 
PP2/AG1879 tyrosine kinase inhibitor	 	chemical - kinase inhibitor	 	 	4.78E-02	IL32	 
CNTF	 	cytokine	 	 	4.84E-02	ACTB	 
CDH1	 	other	 	 	4.84E-02	ACTB	 
CFTR	 	ion channel	 	 	4.84E-02	NFKBIA	 
zinc	 	chemical drug	 	 	4.84E-02	NFKBIA	 
ALKBH5	 	enzyme	 	 	4.89E-02	HSPA8	 
mycophenolic acid	 	chemical drug	 	 	4.89E-02	ETS1	 
maslinic acid	 	chemical - endogenous non-mammalian	 	 	4.95E-02	ETS1	 
MAFB	 	transcription regulator	 	 	4.95E-02	ACTB	 
amphetamine	 	chemical drug	 	 	4.95E-02	HSPA8	 
