© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
MIF-mediated Glucocorticoid Regulation	1.14E00	5.88E-02	NaN	CD74,NFKBIA	
Role of JAK2 in Hormone-like Cytokine Signaling	1.14E00	5.88E-02	NaN	JAK1,STAT1	
Estrogen-Dependent Breast Cancer Signaling	1.14E00	4.05E-02	NaN	CREBBP,FOS,JUN	
IL-15 Production	1.13E00	3.31E-02	-1.000	JAK1,LYN,STAT1,SYK	
TREM1 Signaling	1.12E00	4E-02	NaN	CIITA,GRB2,ITGB1	
Pyruvate Fermentation to Lactate	1.12E00	1.67E-01	NaN	LDHA	
DNA Methylation and Transcriptional Repression Signaling	1.12E00	5.71E-02	NaN	H3-3A/H3-3B,H4C3	
TWEAK Signaling	1.12E00	5.71E-02	NaN	BIRC3,NFKBIA	
GDNF Family Ligand-Receptor Interactions	1.11E00	3.95E-02	NaN	FOS,GRB2,JUN	
RhoA Signaling	1.11E00	3.25E-02	0.000	ACTG1,EZR,SEPTIN7,TTN	
IL-6 Signaling	1.09E00	3.2E-02	-2.000	FOS,GRB2,JUN,NFKBIA	
Atherosclerosis Signaling	1.08E00	3.17E-02	NaN	CCR2,CXCR4,LYZ,S100A8	
Thyroid Cancer Signaling	1.07E00	3.8E-02	NaN	CXCR4,FOS,JUN	
BEX2 Signaling Pathway	1.07E00	3.8E-02	NaN	JUN,NFKBIA,SWAP70	
Acute Phase Response Signaling	1.06E00	2.79E-02	-2.236	FOS,GRB2,JUN,MAP3K1,NFKBIA	
FLT3 Signaling in Hematopoietic Progenitor Cells	1.06E00	3.75E-02	NaN	CREBBP,GRB2,STAT1	
RhoGDI Signaling	1.06E00	2.78E-02	-0.447	ACTG1,CREBBP,EZR,FNBP1,ITGB1	
Cardiac Hypertrophy Signaling	1.02E00	2.5E-02	-1.342	CREBBP,FNBP1,GRB2,JUN,MAP3K1,PDIA3	
Hepatic Cholestasis	1.02E00	2.7E-02	NaN	JUN,LTB,NFKBIA,PRKCB,TNFSF10	
HER-2 Signaling in Breast Cancer	1.01E00	3.57E-02	NaN	GRB2,ITGB1,PRKCB	
VEGF Family Ligand-Receptor Interactions	1.01E00	3.57E-02	NaN	FOS,GRB2,PRKCB	
FGF Signaling	1.01E00	3.57E-02	NaN	CREBBP,GRB2,MAP3K1	
Mechanisms of Viral Exit from Host Cells	1E00	4.88E-02	NaN	ACTG1,PRKCB	
BMP signaling pathway	1E00	3.53E-02	NaN	CREBBP,GRB2,JUN	
Endothelin-1 Signaling	9.96E-01	2.66E-02	-1.342	FOS,GRB2,JUN,PDIA3,PRKCB	
Xenobiotic Metabolism CAR Signaling Pathway	9.87E-01	2.65E-02	0.447	CREBBP,HSP90AA1,HSP90B1,PRKCB,RACK1	
Cardiac Hypertrophy Signaling (Enhanced)	9.67E-01	2.05E-02	-0.707	AKAP13,ATP2A2,IL4R,ITGB1,JUN,LTB,MAP3K1,PDIA3,PRKCB,TNFSF10	
Ceramide Signaling	9.63E-01	3.41E-02	NaN	FOS,JUN,MAP3K1	
Role of RIG1-like Receptors in Antiviral Innate Immunity	9.47E-01	4.55E-02	NaN	CREBBP,NFKBIA	
Colorectal Cancer Metastasis Signaling	9.36E-01	2.37E-02	-1.633	FNBP1,FOS,GRB2,JAK1,JUN,STAT1	
Synaptogenesis Signaling Pathway	9.36E-01	2.24E-02	-1.633	CREBBP,GRB2,HSPA8,ITSN2,LYN,NAP1L1,RASGRP2	
IL-8 Signaling	9.1E-01	2.5E-02	-1.342	CCND2,FNBP1,FOS,JUN,PRKCB	
CCR5 Signaling in Macrophages	9.03E-01	3.19E-02	NaN	FOS,JUN,PRKCB	
FAK Signaling	8.93E-01	3.16E-02	NaN	ACTG1,GRB2,ITGB1	
Calcium Signaling	8.73E-01	2.43E-02	-1.000	ATP2A2,ATP2B1,CALR,CAMK1D,CREBBP	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	8.7E-01	4.08E-02	NaN	ATM,YWHAE	
p53 Signaling	8.63E-01	3.06E-02	NaN	ATM,CCND2,JUN	
Thrombin Signaling	8.6E-01	2.4E-02	-1.342	CAMK1D,FNBP1,GRB2,PDIA3,PRKCB	
Apelin Cardiomyocyte Signaling Pathway	8.54E-01	3.03E-02	NaN	ATP2A2,PDIA3,PRKCB	
mTOR Signaling	8.48E-01	2.38E-02	NaN	EIF3F,EIF4B,EIF4G1,FNBP1,PRKCB	
SAPK/JNK Signaling	8.27E-01	2.94E-02	NaN	GRB2,JUN,MAP3K1	
Role of NFAT in Cardiac Hypertrophy	8.24E-01	2.34E-02	-1.342	CAMK1D,GRB2,MAP3K1,PDIA3,PRKCB	
Mouse Embryonic Stem Cell Pluripotency	8.18E-01	2.91E-02	NaN	CREBBP,GRB2,JAK1	
Senescence Pathway	8.15E-01	2.18E-02	-1.633	ATM,CREBBP,ETS1,ITSN2,JUN,ZFP36L1	
Transcriptional Regulatory Network in Embryonic Stem Cells	8.04E-01	3.7E-02	NaN	H3-3A/H3-3B,H4C3	
HOTAIR Regulatory Pathway	8.01E-01	2.5E-02	NaN	CREBBP,H3-3A/H3-3B,KMT2A,NFKBIA	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	7.9E-01	2.27E-02	NaN	BIRC3,FOS,ITGB1,JUN,NFKBIA	
Dopamine-DARPP32 Feedback in cAMP Signaling	7.8E-01	2.45E-02	NaN	ATP2A2,CREBBP,PDIA3,PRKCB	
DNA Double-Strand Break Repair by Non-Homologous End Joining	7.75E-01	7.14E-02	NaN	ATM	
Paxillin Signaling	7.75E-01	2.78E-02	NaN	ACTG1,GRB2,ITGB1	
Sperm Motility	7.72E-01	2.24E-02	NaN	JAK1,LYN,PDIA3,PRKCB,SYK	
Pancreatic Adenocarcinoma Signaling	7.67E-01	2.75E-02	NaN	GRB2,JAK1,STAT1	
Glioma Signaling	7.57E-01	2.73E-02	NaN	CAMK1D,GRB2,PRKCB	
Xenobiotic Metabolism Signaling	7.57E-01	2.09E-02	NaN	CAMK1D,CREBBP,HSP90AA1,HSP90B1,MAP3K1,PRKCB	
MSP-RON Signaling Pathway	7.54E-01	3.45E-02	NaN	ACTG1,CCR2	
Semaphorin Signaling in Neurons	7.33E-01	3.33E-02	NaN	FNBP1,ITGB1	
Germ Cell-Sertoli Cell Junction Signaling	7.3E-01	2.34E-02	NaN	ACTG1,FNBP1,ITGB1,MAP3K1	
NGF Signaling	7.26E-01	2.63E-02	NaN	CREBBP,GRB2,MAP3K1	
Chondroitin Sulfate Degradation (Metazoa)	7.21E-01	6.25E-02	NaN	OGA	
Apelin Endothelial Signaling Pathway	7.19E-01	2.61E-02	NaN	FOS,JUN,PRKCB	
Wnt/Ca+ pathway	7.1E-01	3.23E-02	NaN	CREBBP,PDIA3	
Dermatan Sulfate Degradation (Metazoa)	6.97E-01	5.88E-02	NaN	OGA	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	6.9E-01	2.52E-02	NaN	GRB2,JAK1,TCL1A	
NF-κB Signaling	6.82E-01	2.23E-02	-1.000	CREBBP,MAP3K1,NFKBIA,PRKCB	
IL-17A Signaling in Airway Cells	6.8E-01	3.08E-02	NaN	JAK1,NFKBIA	
ErbB2-ErbB3 Signaling	6.8E-01	3.08E-02	NaN	GRB2,JUN	
Ephrin Receptor Signaling	6.78E-01	2.22E-02	-1.000	CREBBP,CXCR4,GRB2,ITGB1	
FAT10 Signaling Pathway	6.76E-01	5.56E-02	NaN	PSME2	
Mitotic Roles of Polo-Like Kinase	6.7E-01	3.03E-02	NaN	HSP90AA1,HSP90B1	
ErbB4 Signaling	6.62E-01	2.99E-02	NaN	GRB2,PRKCB	
Cell Cycle: G1/S Checkpoint Regulation	6.62E-01	2.99E-02	NaN	ATM,CCND2	
DNA damage-induced 14-3-3σ Signaling	6.56E-01	5.26E-02	NaN	ATM	
Sertoli Cell-Sertoli Cell Junction Signaling	6.5E-01	2.16E-02	NaN	ACTG1,ITGB1,JUN,MAP3K1	
Synaptic Long Term Potentiation	6.22E-01	2.33E-02	NaN	CREBBP,PDIA3,PRKCB	
Maturity Onset Diabetes of Young (MODY) Signaling	6.16E-01	4.76E-02	NaN	GAPDH	
Gα12/13 Signaling	6.16E-01	2.31E-02	NaN	JUN,MAP3K1,NFKBIA	
Melatonin Signaling	6.14E-01	2.78E-02	NaN	PDIA3,PRKCB	
Ephrin B Signaling	6.14E-01	2.78E-02	NaN	CXCR4,ITSN2	
Xenobiotic Metabolism PXR Signaling Pathway	6.13E-01	2.08E-02	-1.000	CREBBP,HSP90AA1,HSP90B1,PRKCB	
Agranulocyte Adhesion and Diapedesis	6.09E-01	2.07E-02	NaN	ACTG1,CXCR4,EZR,ITGB1	
Polyamine Regulation in Colon Cancer	5.99E-01	4.55E-02	NaN	PSME2	
Leptin Signaling in Obesity	5.99E-01	2.7E-02	NaN	GRB2,PDIA3	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	5.99E-01	4.55E-02	NaN	RRM2	
Adipogenesis pathway	5.92E-01	2.24E-02	NaN	DGKD,TXNIP,XBP1	
IL-15 Signaling	5.9E-01	2.67E-02	NaN	JAK1,SYK	
Angiopoietin Signaling	5.9E-01	2.67E-02	NaN	GRB2,NFKBIA	
Adrenomedullin signaling pathway	5.88E-01	2.03E-02	NaN	FOS,GRB2,PDIA3,TTN	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	5.83E-01	4.35E-02	NaN	RSAD2	
Gap Junction Signaling	5.83E-01	2.02E-02	NaN	ACTG1,GRB2,PDIA3,PRKCB	
Macropinocytosis Signaling	5.82E-01	2.63E-02	NaN	ITGB1,PRKCB	
Tumoricidal Function of Hepatic Natural Killer Cells	5.67E-01	4.17E-02	NaN	SRGN	
Hereditary Breast Cancer Signaling	5.58E-01	2.14E-02	NaN	ATM,CREBBP,UBA52	
Role of BRCA1 in DNA Damage Response	5.51E-01	2.5E-02	NaN	ATM,STAT1	
IL-17 Signaling	5.51E-01	2.5E-02	NaN	JAK1,JUN	
Type II Diabetes Mellitus Signaling	5.47E-01	2.11E-02	NaN	MAP3K1,NFKBIA,PRKCB	
G-Protein Coupled Receptor Signaling	5.47E-01	1.84E-02	NaN	CREBBP,DUSP1,GRB2,NFKBIA,PRKCB	
Cyclins and Cell Cycle Regulation	5.44E-01	2.47E-02	NaN	ATM,CCND2	
CREB Signaling in Neurons	5.42E-01	1.93E-02	-1.000	CREBBP,GRB2,PDIA3,PRKCB	
Xenobiotic Metabolism General Signaling Pathway	5.41E-01	2.1E-02	NaN	CREBBP,MAP3K1,PRKCB	
Glycolysis I	5.38E-01	3.85E-02	NaN	GAPDH	
Gluconeogenesis I	5.38E-01	3.85E-02	NaN	GAPDH	
Osteoarthritis Pathway	5.26E-01	1.9E-02	NaN	CREBBP,ITGB1,S100A8,S100A9	
Relaxin Signaling	5.04E-01	2E-02	NaN	FOS,JUN,NFKBIA	
Factors Promoting Cardiogenesis in Vertebrates	5.04E-01	2E-02	NaN	CREBBP,PDIA3,PRKCB	
Acute Myeloid Leukemia Signaling	4.88E-01	2.25E-02	NaN	GRB2,PIM2	
Sirtuin Signaling Pathway	4.78E-01	1.72E-02	0.000	H1-3,H3-3A/H3-3B,JUN,LDHA,SLC25A6	
Gαq Signaling	4.67E-01	1.9E-02	NaN	FNBP1,NFKBIA,PRKCB	
Regulation of Actin-based Motility by Rho	4.57E-01	2.13E-02	NaN	FNBP1,ITGB1	
Melanocyte Development and Pigmentation Signaling	4.57E-01	2.13E-02	NaN	CREBBP,GRB2	
cAMP-mediated signaling	4.57E-01	1.75E-02	NaN	AKAP13,CAMK1D,CREBBP,DUSP1	
Circadian Rhythm Signaling	4.52E-01	3.03E-02	NaN	CREBBP	
Inhibition of Angiogenesis by TSP1	4.42E-01	2.94E-02	NaN	JUN	
Amyotrophic Lateral Sclerosis Signaling	4.4E-01	2.06E-02	NaN	BIRC3,SSR4	
PAK Signaling	4.4E-01	2.06E-02	NaN	GRB2,ITGB1	
Glioblastoma Multiforme Signaling	4.37E-01	1.82E-02	NaN	FNBP1,GRB2,PDIA3	
Apoptosis Signaling	4.29E-01	2.02E-02	NaN	BIRC3,NFKBIA	
Tight Junction Signaling	4.24E-01	1.79E-02	NaN	ACTG1,FOS,JUN	
Cell Cycle Regulation by BTG Family Proteins	4.13E-01	2.7E-02	NaN	BTG1	
NER Pathway	4.08E-01	1.94E-02	NaN	H3-3A/H3-3B,H4C3	
Wnt/β-catenin Signaling	4.03E-01	1.73E-02	NaN	CREBBP,JUN,UBA52	
Antiproliferative Role of TOB in T Cell Signaling	3.96E-01	2.56E-02	NaN	PABPC1	
tRNA Charging	3.96E-01	2.56E-02	NaN	WARS1	
Gαs Signaling	3.88E-01	1.87E-02	NaN	ADD1,CREBBP	
CDK5 Signaling	3.83E-01	1.85E-02	NaN	FOSB,ITGB1	
Antioxidant Action of Vitamin C	3.79E-01	1.83E-02	NaN	NFKBIA,PDIA3	
Granulocyte Adhesion and Diapedesis	3.78E-01	1.67E-02	NaN	CXCR4,EZR,ITGB1	
Role of IL-17F in Allergic Inflammatory Airway Diseases	3.72E-01	2.38E-02	NaN	CREBBP	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	3.65E-01	1.79E-02	NaN	PDIA3,PRKCB	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.57E-01	1.61E-02	NaN	IL4R,KLF6,STAT1	
IL-23 Signaling Pathway	3.57E-01	2.27E-02	NaN	NFKBIA	
fMLP Signaling in Neutrophils	3.48E-01	1.72E-02	NaN	NFKBIA,PRKCB	
Synaptic Long Term Depression	3.47E-01	1.59E-02	NaN	LYN,PDIA3,PRKCB	
Sphingosine-1-phosphate Signaling	3.43E-01	1.71E-02	NaN	FNBP1,PDIA3	
PFKFB4 Signaling Pathway	3.42E-01	2.17E-02	NaN	CREBBP	
Regulation of the Epithelial-Mesenchymal Transition Pathway	3.37E-01	1.56E-02	NaN	ETS1,GRB2,JAK1	
nNOS Signaling in Neurons	3.35E-01	2.13E-02	NaN	PRKCB	
LXR/RXR Activation	3.27E-01	1.65E-02	NaN	LYZ,S100A8	
G Beta Gamma Signaling	3.23E-01	1.64E-02	NaN	GRB2,PRKCB	
Myc Mediated Apoptosis Signaling	3.16E-01	2E-02	NaN	CREBBP	
Assembly of RNA Polymerase II Complex	3.16E-01	2E-02	NaN	TAF7	
PTEN Signaling	3.08E-01	1.59E-02	NaN	GRB2,ITGB1	
Reelin Signaling in Neurons	2.97E-01	1.55E-02	NaN	ITGB1,LYN	
White Adipose Tissue Browning Pathway	2.97E-01	1.55E-02	NaN	CREBBP,LDHA	
Role of Cytokines in Mediating Communication between Immune Cells	2.93E-01	1.85E-02	NaN	IL24	
Cellular Effects of Sildenafil (Viagra)	2.9E-01	1.53E-02	NaN	ACTG1,PDIA3	
Role of IL-17A in Arthritis	2.87E-01	1.82E-02	NaN	NFKBIA	
Role of CHK Proteins in Cell Cycle Checkpoint Control	2.77E-01	1.75E-02	NaN	ATM	
AMPK Signaling	2.74E-01	1.4E-02	NaN	CREBBP,EEF2,ORAI2	
Endometrial Cancer Signaling	2.62E-01	1.67E-02	NaN	GRB2	
Retinoic acid Mediated Apoptosis Signaling	2.62E-01	1.67E-02	NaN	TNFSF10	
Insulin Receptor Signaling	2.6E-01	1.43E-02	NaN	GRB2,JAK1	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	2.57E-01	1.42E-02	NaN	DUSP1,PTPRC	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	2.57E-01	1.42E-02	NaN	DUSP1,PTPRC	
Cardiac β-adrenergic Signaling	2.57E-01	1.42E-02	NaN	AKAP13,ATP2A2	
Autophagy	2.57E-01	1.64E-02	NaN	CTSS	
Endocannabinoid Cancer Inhibition Pathway	2.52E-01	1.4E-02	NaN	CCND2,CREBBP	
Phospholipases	2.49E-01	1.59E-02	NaN	PDIA3	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	2.44E-01	1.56E-02	NaN	NFKBIA	
Remodeling of Epithelial Adherens Junctions	2.28E-01	1.47E-02	NaN	ACTG1	
SPINK1 General Cancer Pathway	2.24E-01	1.45E-02	NaN	JAK1	
Small Cell Lung Cancer Signaling	2.16E-01	1.41E-02	NaN	NFKBIA	
Non-Small Cell Lung Cancer Signaling	2.09E-01	1.37E-02	NaN	GRB2	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.09E-01	1.37E-02	NaN	PDIA3	
Glioma Invasiveness Signaling	2.06E-01	1.35E-02	NaN	FNBP1	
Axonal Guidance Signaling	-0E00	1.24E-02	NaN	ADAM28,CXCR4,GRB2,ITGB1,PDIA3,PRKCB	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	8.93E-03	NaN	JUN,MAP3K1	
Mitochondrial Dysfunction	-0E00	5.85E-03	NaN	COX4I1	
VDR/RXR Activation	-0E00	1.28E-02	NaN	PRKCB	
FXR/RXR Activation	-0E00	7.94E-03	NaN	CREBBP	
α-Adrenergic Signaling	-0E00	1.04E-02	NaN	PRKCB	
CCR3 Signaling in Eosinophils	-0E00	8.06E-03	NaN	PRKCB	
Chronic Myeloid Leukemia Signaling	-0E00	9.71E-03	NaN	GRB2	
Breast Cancer Regulation by Stathmin1	-0E00	1.18E-02	NaN	CAMK1D,CCND2,CCR2,CREBBP,GRB2,JUN,PRKCB	
D-myo-inositol-5-phosphate Metabolism	-0E00	1.28E-02	NaN	DUSP1,PTPRC	
Superpathway of Inositol Phosphate Compounds	-0E00	1.01E-02	NaN	DUSP1,PTPRC	
3-phosphoinositide Degradation	-0E00	1.29E-02	NaN	DUSP1,PTPRC	
3-phosphoinositide Biosynthesis	-0E00	1.21E-02	NaN	DUSP1,PTPRC	
Epithelial Adherens Junction Signaling	-0E00	6.58E-03	NaN	ACTG1	
Gαi Signaling	-0E00	8E-03	NaN	GRB2	
PEDF Signaling	-0E00	1.22E-02	NaN	NFKBIA	
STAT3 Pathway	-0E00	7.41E-03	NaN	IL4R	
Oxidative Phosphorylation	-0E00	9.17E-03	NaN	COX4I1	
HIPPO signaling	-0E00	1.18E-02	NaN	YWHAE	
GABA Receptor Signaling	-0E00	1.05E-02	NaN	UBA52	
Gustation Pathway	-0E00	6.49E-03	NaN	P2RX5	
Iron homeostasis signaling pathway	-0E00	7.3E-03	NaN	JAK1	
Endocannabinoid Neuronal Synapse Pathway	-0E00	7.81E-03	NaN	PDIA3	
Endocannabinoid Developing Neuron Pathway	-0E00	8.7E-03	NaN	CREBBP	
