© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
glucagon	 	biologic drug	 	 	 	2.99E-03	AHNAK,FOS	 
EDN1	 	cytokine	 	 	 	2.99E-03	FOS,SOCS3,TTN	9 (8)
GATA4	 	transcription regulator	 	 	 	3.17E-03	FOS,PRDM1,TTN	 
deferoxamine	 	chemical drug	 	 	 	3.17E-03	FOS,LDHA,RGS1	 
wortmannin	 	chemical - kinase inhibitor	 	 	 	3.17E-03	FOS,NFKBIA,SOCS3	8 (11)
THPO	 	cytokine	 	 	 	3.20E-03	FOS,SOCS3	11 (12)
GPER1	 	G-protein coupled receptor	 	 	 	3.20E-03	FOS,NFKBIA	6 (4)
ELAVL1	 	other	 	 	 	3.21E-03	FOS,NFKBIA,STAT1	8 (7)
CEBPB	 	transcription regulator	 	1.967	 	3.26E-03	ATM,FOS,PRDM1,SOCS3	5 (2)
IL11	 	cytokine	 	 	 	3.31E-03	FOS,SOCS3	8 (8)
IL12B	 	cytokine	 	 	 	3.31E-03	SOCS3,STAT1	 
sodium arsenite	 	chemical drug	 	 	 	3.31E-03	FOS,SOCS3	11 (11)
HIF1A	 	transcription regulator	 	-0.175	bias	3.34E-03	FOS,LDHA,SOCS3,TTN	 
adenosine	 	chemical - endogenous mammalian	 	 	 	3.42E-03	FOS,SOCS3	11 (13)
STAT2	 	transcription regulator	 	 	 	3.42E-03	SOCS3,STAT1	2 (2)
doxorubicin	 	chemical drug	 	1.387	 	3.51E-03	ATM,FOS,NFKBIA,STAT1	8 (5)
FN1	 	enzyme	 	 	 	3.53E-03	FOS,NFKBIA,SOCS3	9 (12)
mitomycin C	 	chemical drug	 	 	 	3.53E-03	MALAT1,SRSF5	 
CHUK	 	kinase	 	 	 	3.57E-03	FOS,NFKBIA,SOCS3	9 (13)
CSHL1	 	growth factor	 	 	 	3.65E-03	FOS,SOCS3	8 (7)
filgrastim	 	biologic drug	 	-1.131	 	3.66E-03	GBP5,LDHA,RGS1,STAT1	 
butyric acid	 	chemical - endogenous mammalian	 	 	 	3.75E-03	FOS,NFKBIA,PRDM1,SOCS3	11 (12)
BCL3	 	transcription regulator	 	 	 	3.76E-03	FOS,NFKBIA	 
isobutylmethylxanthine	 	chemical toxicant	 	 	 	3.76E-03	FOS,LDHA,STAT1	9 (6)
LIF	 	cytokine	 	 	 	3.76E-03	AHNAK,FOS,SOCS3	4 (5)
HSF1	 	transcription regulator	 	 	 	3.81E-03	CHD3,IL7R,LDHA	 
CSF1	 	cytokine	 	 	 	3.81E-03	FOS,LDHA,STAT1	10 (10)
cyclosporin A	 	biologic drug	 	 	 	3.90E-03	ABLIM1,FOS,NFKBIA,TTN	6 (3)
MUC1	 	other	 	 	 	4.00E-03	NFKBIA,STAT1	 
Go 6976	 	chemical - kinase inhibitor	 	 	 	4.00E-03	FOS,NFKBIA	7 (5)
25-hydroxycholesterol	 	chemical reagent	 	 	 	4.00E-03	FOS,NFKBIA	 
CD40	 	transmembrane receptor	 	 	 	4.01E-03	FOS,NFKBIA,PRDM1	10 (14)
TSH	 	complex	 	 	 	4.12E-03	FOS,SOCS3	10 (8)
CRH	 	cytokine	 	 	 	4.12E-03	FOS,SOCS3	10 (10)
POLR2A	 	enzyme	 	 	 	4.24E-03	FOS,NFKBIA	3 (2)
TBP	 	transcription regulator	 	 	 	4.24E-03	FOS,NFKBIA	3 (2)
phosphatidylethanolamine	 	chemical - endogenous mammalian	 	 	 	4.34E-03	STAT1	 
Rp-8-Br-cGMPS	 	chemical - kinase inhibitor	 	 	 	4.34E-03	FOS	 
Stat1-Stat3	 	complex	 	 	 	4.34E-03	FOS	 
Esr1-Estrogen-Sp1	 	complex	 	 	 	4.34E-03	FOS	 
cetylpyridinium	 	chemical drug	 	 	 	4.34E-03	FOS	 
CpG 10101	 	chemical drug	 	 	 	4.34E-03	STAT1	 
PRMT7	 	enzyme	 	 	 	4.34E-03	PRDM1	 
IL10R	 	group	 	 	 	4.34E-03	SOCS3	 
C1QL1	 	other	 	 	 	4.34E-03	FOS	 
potassium channel	 	group	 	 	 	4.34E-03	FOS	 
KLHL21	 	other	 	 	 	4.34E-03	NFKBIA	 
8-thioguanosine	 	chemical reagent	 	 	 	4.34E-03	PRDM1	 
ATP1A2	 	transporter	 	 	 	4.34E-03	FOS	 
Gap	 	group	 	 	 	4.34E-03	FOS	 
ELL	 	transcription regulator	 	 	 	4.34E-03	FOS	 
MGMT	 	enzyme	 	 	 	4.34E-03	ATM	 
YARS1	 	enzyme	 	 	 	4.34E-03	NFKBIA	 
SPTBN1	 	other	 	 	 	4.34E-03	FOS	 
ARID1B	 	transcription regulator	 	 	 	4.34E-03	FOS	 
miR-376a-5p (miRNAs w/seed UAGAUUC)	 	mature microRNA	 	 	 	4.34E-03	SRSF11	 
mir-483	 	microRNA	 	 	 	4.34E-03	SOCS3	 
SLC1A1	 	transporter	 	 	 	4.34E-03	FOS	 
aurora kinase inhibitor III	 	chemical - kinase inhibitor	 	 	 	4.34E-03	FOS	 
SCN1B	 	ion channel	 	 	 	4.34E-03	FOS	 
TLE4	 	transcription regulator	 	 	 	4.34E-03	PRDM1	 
RAD50	 	enzyme	 	 	 	4.34E-03	ATM	 
TOR2A	 	other	 	 	 	4.34E-03	FOS	 
GCNT1	 	enzyme	 	 	 	4.34E-03	FOS	 
CDK5R2	 	other	 	 	 	4.34E-03	FOS	 
ERC1	 	other	 	 	 	4.34E-03	NFKBIA	 
ARHGEF11	 	other	 	 	 	4.34E-03	FOS	 
RING1	 	transcription regulator	 	 	 	4.34E-03	FOS	 
Hspa1b	 	other	 	 	 	4.34E-03	FOS	 
H1-1	 	other	 	 	 	4.34E-03	FOS	 
CYCS	 	transporter	 	 	 	4.34E-03	PRDM1	 
nitrous oxide	 	chemical drug	 	 	 	4.34E-03	FOS	 
mecamylamine	 	chemical drug	 	 	 	4.34E-03	FOS	 
amantadine	 	chemical drug	 	 	 	4.34E-03	FOS	 
atipamezole	 	chemical drug	 	 	 	4.34E-03	FOS	 
p-chloroamphetamine	 	chemical drug	 	 	 	4.34E-03	FOS	 
oxotremorine	 	chemical drug	 	 	 	4.34E-03	FOS	 
ethyl ether	 	chemical reagent	 	 	 	4.34E-03	FOS	 
cycloserine	 	chemical drug	 	 	 	4.34E-03	FOS	 
devazepide	 	chemical drug	 	 	 	4.34E-03	FOS	 
tamsulosin	 	chemical drug	 	 	 	4.34E-03	FOS	 
modafinil	 	chemical drug	 	 	 	4.34E-03	FOS	 
salsalate	 	chemical drug	 	 	 	4.34E-03	NFKBIA	 
REC2923	 	chemical reagent	 	 	 	4.34E-03	LDHA	 
3,7-dimethyl-1-propargylxanthine	 	chemical reagent	 	 	 	4.34E-03	FOS	 
2-amino-3-phosphonopropionic acid	 	chemical - endogenous mammalian	 	 	 	4.34E-03	FOS	 
L-alpha-hydroxyglutarate	 	chemical - endogenous mammalian	 	 	 	4.34E-03	IL7R	 
PRDM1	0.282	transcription regulator	 	 	 	4.43E-03	FOS,IL7R,PRDM1	8 (10)
epigallocatechin-gallate	 	chemical drug	 	 	 	4.48E-03	FOS,NFKBIA,STAT1	13 (12)
TBX21	 	transcription regulator	 	 	 	4.49E-03	IL7R,PRDM1	 
Growth hormone	 	group	 	 	 	4.59E-03	FOS,NFKBIA,SOCS3	9 (14)
MAVS	 	other	 	 	 	4.62E-03	SOCS3,STAT1	 
Histone h3	 	group	 	 	 	4.69E-03	FOS,NFKBIA,PRDM1,SOCS3	6 (5)
SASH1	 	other	 	 	 	4.75E-03	ATM,STAT1	 
MAP2K3	 	kinase	 	 	 	4.75E-03	STAT1,STK4	 
gemfibrozil	 	chemical drug	 	 	 	4.75E-03	NFKBIA,SOCS3	 
AGT	 	growth factor	 	 	 	4.79E-03	FOS,NFKBIA,SOCS3,TTN	9 (12)
ADCYAP1	 	other	 	 	 	4.82E-03	FOS,NFKBIA,SOCS3	9 (13)
VDR	 	transcription regulator	 	 	 	4.87E-03	ATM,LBH,SOCS3	6 (3)
actinomycin D	 	biologic drug	 	 	 	4.99E-03	FOS,IL7R,SOCS3	9 (11)
ATG7	 	enzyme	 	 	 	5.02E-03	NFKBIA,SOCS3	 
IL1A	 	cytokine	 	 	 	5.10E-03	FOS,LDHA,NFKBIA	5 (3)
Insulin	 	group	 	 	 	5.12E-03	FOS,LDHA,NFKBIA,STAT1	18 (15)
NOD2	 	other	 	 	 	5.15E-03	NFKBIA,SOCS3	7 (5)
IFNA2	 	cytokine	 	 	 	5.16E-03	HLA-E,SOCS3,STAT1	8 (5)
TLR9	 	transmembrane receptor	 	 	 	5.22E-03	PRDM1,SOCS3,STAT1	13 (14)
RELB	 	transcription regulator	 	 	 	5.29E-03	NFKBIA,PRDM1	 
TP53	 	transcription regulator	 	1.053	 	5.30E-03	CHD3,FOS,LDHA,NFKBIA,PRDM1,SON,STAT1,TTN	13 (7)
ERK	 	group	 	 	 	5.34E-03	FOS,PRDM1,STAT1	14 (11)
IFI16	 	transcription regulator	 	 	 	5.43E-03	IL7R,NFKBIA	 
FOSL1	 	transcription regulator	 	 	 	5.43E-03	FOS,PRDM1	3 (2)
HGF	 	growth factor	 	 	 	5.66E-03	ATM,FOS,LDHA,SOCS3	5 (4)
IRAK4	 	kinase	 	 	 	5.71E-03	FOS,NFKBIA	7 (6)
CCL5	 	cytokine	 	 	 	5.71E-03	FOS,STAT1	10 (13)
PRNP	 	other	 	 	 	5.71E-03	NFKBIA,TCF7	 
decitabine	 	chemical drug	 	0.618	 	5.72E-03	HLA-E,IL7R,NFKBIA,SOCS3,STAT1	9 (7)
cloprostenol	 	chemical drug	 	 	 	5.79E-03	SOCS3	 
aloe-emodin	 	chemical toxicant	 	 	 	5.79E-03	ATM	 
Stat dimer	 	complex	 	 	 	5.79E-03	FOS	 
1-methyl-2-pyrrolidinone	 	chemical drug	 	 	 	5.79E-03	FOS	 
DNAJB4	 	other	 	 	 	5.79E-03	STAT1	 
TEX11	 	other	 	 	 	5.79E-03	FOS	 
endothelin receptor	 	group	 	 	 	5.79E-03	FOS	 
CUEDC2	 	other	 	 	 	5.79E-03	LDHA	 
Sapk	 	group	 	 	 	5.79E-03	FOS	 
ZNF467	 	transcription regulator	 	 	 	5.79E-03	FOS	 
RAB11FIP3	 	other	 	 	 	5.79E-03	FOS	 
KCNJ2	 	ion channel	 	 	 	5.79E-03	FOS	 
MBNL1	 	other	 	 	 	5.79E-03	ABLIM1	 
IFNGR	 	complex	 	 	 	5.79E-03	SOCS3	 
miR-127-3p (miRNAs w/seed CGGAUCC)	 	mature microRNA	 	 	 	5.79E-03	PRDM1	 
EGFL7	 	other	 	 	 	5.79E-03	NFKBIA	 
CALCR	 	G-protein coupled receptor	 	 	 	5.79E-03	FOS	 
GCLC	 	enzyme	 	 	 	5.79E-03	FOS	 
TRHR	 	G-protein coupled receptor	 	 	 	5.79E-03	SOCS3	 
KPNA1	 	transporter	 	 	 	5.79E-03	STAT1	 
RAPSN	 	other	 	 	 	5.79E-03	SOCS3	 
DDX19B	 	enzyme	 	 	 	5.79E-03	ATM	 
PLAGL2	 	transcription regulator	 	 	 	5.79E-03	LDHA	 
BICD2	 	other	 	 	 	5.79E-03	STAT1	 
AKAP13	 	other	 	 	 	5.79E-03	FOS	 
ACP1	 	phosphatase	 	 	 	5.79E-03	FOS	 
TBPL1	 	transcription regulator	 	 	 	5.79E-03	FOS	 
abrocitinib	 	chemical drug	 	 	 	5.79E-03	SOCS3	 
KD025	 	chemical drug	 	 	 	5.79E-03	PRDM1	 
apicularen A	 	chemical reagent	 	 	 	5.79E-03	NFKBIA	 
carboxyamido-triazole	 	chemical drug	 	 	 	5.79E-03	FOS	 
ketanserin	 	chemical drug	 	 	 	5.79E-03	FOS	 
hoechst 33342	 	chemical reagent	 	 	 	5.79E-03	FOS	 
ibotenic acid	 	chemical toxicant	 	 	 	5.79E-03	FOS	 
glabridin	 	chemical - endogenous non-mammalian	 	 	 	5.79E-03	FOS	 
tramadol	 	chemical drug	 	 	 	5.79E-03	FOS	 
cromakalim	 	chemical drug	 	 	 	5.79E-03	FOS	 
1,1-diethyl-2-hydroxy-2-nitrosohydrazine	 	chemical toxicant	 	 	 	5.79E-03	NFKBIA	 
resiniferatoxin	 	chemical drug	 	 	 	5.79E-03	FOS	 
nor-binaltorphimine	 	chemical reagent	 	 	 	5.79E-03	FOS	 
yohimbine	 	chemical drug	 	 	 	5.79E-03	FOS	 
TBX5	 	transcription regulator	 	 	 	5.85E-03	TCF7,TTN	 
MAP3K14	 	kinase	 	 	 	5.85E-03	IL7R,NFKBIA	 
PTPN11	 	phosphatase	 	 	 	5.85E-03	FOS,SOCS3	10 (11)
KLF6	 	transcription regulator	 	 	 	5.85E-03	NFKBIA,PRDM1	 
(+)-MK-801	 	chemical drug	 	 	 	5.85E-03	FOS,NFKBIA	 
fenretinide	 	chemical drug	 	 	 	5.85E-03	NFKBIA,STAT1	 
cigarette smoke	 	chemical toxicant	 	 	 	5.96E-03	FOS,NFKBIA,STAT1	13 (11)
Gsk3	 	group	 	 	 	5.99E-03	FOS,STAT1	 
IL17A	 	cytokine	 	 	 	6.09E-03	FOS,PRDM1,SOCS3	12 (11)
GAST	 	other	 	 	 	6.14E-03	FOS,NFKBIA	 
ESR2	 	ligand-dependent nuclear receptor	 	 	 	6.49E-03	ABLIM1,FOS,NFKBIA,SOCS3	9 (7)
cyclic AMP	 	chemical - endogenous mammalian	 	 	 	6.63E-03	FOS,SOCS3,STAT1	13 (14)
SPI1	 	transcription regulator	 	 	 	6.70E-03	FOS,IL7R,PRDM1	10 (6)
5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol	 	chemical - endogenous non-mammalian	 	 	 	6.74E-03	RGS1,SOCS3	 
F2	 	peptidase	 	 	 	6.83E-03	FOS,LBH,NFKBIA	 
IFNL1	 	cytokine	 	 	 	6.90E-03	GBP5,STAT1	 
PIK3R1	 	kinase	 	 	 	6.90E-03	FOS,LDHA	 
MAFB	 	transcription regulator	 	 	 	6.90E-03	IL7R,PRDM1	 
LYN	 	kinase	 	 	 	6.90E-03	NFKBIA,SOCS3	6 (4)
MYC	 	transcription regulator	 	0.832	 	7.17E-03	FOS,HLA-E,LDHA,NFKBIA,PRDM1,STAT1	12 (6)
RNA polymerase II	 	complex	 	 	 	7.19E-03	FOS,NFKBIA,SOCS3	 
IRF5	 	transcription regulator	 	 	 	7.21E-03	PRDM1,STAT1	3 (3)
ADRA1	 	group	 	 	 	7.23E-03	FOS	 
TPPP2	 	other	 	 	 	7.23E-03	ATM	 
Neurotrophin	 	group	 	 	 	7.23E-03	FOS	 
ZBED1	 	enzyme	 	 	 	7.23E-03	CHD3	 
DRD3	 	G-protein coupled receptor	 	 	 	7.23E-03	FOS	 
Beta Arrestin	 	group	 	 	 	7.23E-03	FOS	 
MARCHF3	 	other	 	 	 	7.23E-03	NFKBIA	 
GPR17	 	G-protein coupled receptor	 	 	 	7.23E-03	FOS	 
sGC	 	complex	 	 	 	7.23E-03	FOS	 
IgD	 	complex	 	 	 	7.23E-03	PRDM1	 
RPE65	 	enzyme	 	 	 	7.23E-03	FOS	 
7S NGF	 	complex	 	 	 	7.23E-03	FOS	 
IL31RA	 	transmembrane receptor	 	 	 	7.23E-03	SOCS3	 
ADAR	 	enzyme	 	 	 	7.23E-03	FOS	 
UTS2	 	other	 	 	 	7.23E-03	FOS	 
PENK	 	other	 	 	 	7.23E-03	FOS	 
GNAO1	 	enzyme	 	 	 	7.23E-03	FOS	 
KIDINS220	 	transcription regulator	 	 	 	7.23E-03	FOS	 
RPS3	 	enzyme	 	 	 	7.23E-03	NFKBIA	 
SH2B2	 	other	 	 	 	7.23E-03	FOS	 
TACC3	 	other	 	 	 	7.23E-03	ATM	 
HIVEP2	 	transcription regulator	 	 	 	7.23E-03	FOS	 
RAB7A	 	enzyme	 	 	 	7.23E-03	FOS	 
Nrg1	 	other	 	 	 	7.23E-03	FOS	 
ILF2	 	transcription regulator	 	 	 	7.23E-03	FOS	 
GCLM	 	enzyme	 	 	 	7.23E-03	FOS	 
scoparone	 	chemical - endogenous non-mammalian	 	 	 	7.23E-03	SOCS3	 
gabapentin	 	chemical drug	 	 	 	7.23E-03	FOS	 
lindane	 	chemical drug	 	 	 	7.23E-03	FOS	 
butylated hydroxytoluene	 	chemical toxicant	 	 	 	7.23E-03	FOS	 
etidronic acid	 	chemical drug	 	 	 	7.23E-03	FOS	 
dexfenfluramine	 	chemical drug	 	 	 	7.23E-03	FOS	 
methyllycaconitine	 	chemical toxicant	 	 	 	7.23E-03	FOS	 
phloroglucinol	 	chemical drug	 	 	 	7.23E-03	FOS	 
5-hydroxydecanoic acid	 	chemical - endogenous mammalian	 	 	 	7.23E-03	FOS	 
5-hydroxytryptophan	 	chemical - endogenous mammalian	 	 	 	7.23E-03	FOS	 
NCOA3	 	transcription regulator	 	 	 	7.37E-03	LDHA,NFKBIA	 
TCL1A	 	transcription regulator	 	 	 	7.37E-03	FOS,RGS1	 
FADD	 	other	 	 	 	7.37E-03	FOS,STAT1	 
nocodazole	 	chemical reagent	 	 	 	7.37E-03	FOS,STK4	 
CST5	 	other	 	 	 	7.41E-03	ABLIM1,AHNAK,CHD3	 
MYOCD	 	transcription regulator	 	 	 	7.53E-03	FOS,TTN	 
GDF2	 	growth factor	 	 	 	7.69E-03	FOS,NFKBIA	 
CCL2	 	cytokine	 	 	 	7.69E-03	FOS,STAT1	9 (9)
R5020	 	chemical reagent	 	 	 	7.69E-03	NFKBIA,STAT1	3 (2)
phosphate	 	chemical - endogenous mammalian	 	 	 	7.69E-03	ATM,LDHA	 
TCF	 	group	 	 	 	7.69E-03	DDX17,FOS	 
ONECUT1	 	transcription regulator	 	 	 	7.78E-03	LUC7L3,NFKBIA,TCF7	 
PRL	 	cytokine	 	 	 	7.85E-03	FOS,SOCS3,STAT1	10 (10)
PGR	 	ligand-dependent nuclear receptor	 	 	 	7.85E-03	FOS,NFKBIA,STAT1	 
resiquimod	 	chemical drug	 	 	 	8.01E-03	NFKBIA,PRDM1,STAT1	10 (10)
desmopressin	 	biologic drug	 	 	 	8.02E-03	AHNAK,FOS	 
sirolimus	 	chemical drug	 	-1.982	 	8.03E-03	FOS,LDHA,SOCS3,STAT1	12 (14)
Ifnar	 	group	 	 	 	8.19E-03	HLA-E,STAT1	 
SOCS3	0.369	phosphatase	 	 	 	8.19E-03	FOS,SOCS3	8 (9)
CALCA	 	other	 	 	 	8.19E-03	AHNAK,FOS	 
trinitrobenzenesulfonic acid	 	chemical reagent	 	 	 	8.19E-03	FOS,SOCS3	 
IKBKB	 	kinase	 	 	 	8.32E-03	FOS,NFKBIA,SOCS3	9 (12)
OGT	 	enzyme	 	 	 	8.36E-03	FOS,LBH	 
FOS	0.385	transcription regulator	 	 	 	8.49E-03	FOS,MALAT1,PRDM1,SOCS3	8 (8)
WNT3A	 	cytokine	 	 	 	8.56E-03	LBH,PRDM1,TCF7	6 (3)
pervanadate	 	chemical reagent	 	 	 	8.67E-03	NFKBIA	 
Dynamin	 	group	 	 	 	8.67E-03	FOS	 
tacedinaline	 	chemical drug	 	 	 	8.67E-03	FOS	 
5R-hydroxytriptolide	 	chemical drug	 	 	 	8.67E-03	STAT1	 
ghrelin	 	biologic drug	 	 	 	8.67E-03	FOS	 
OPRK1	 	G-protein coupled receptor	 	 	 	8.67E-03	FOS	 
PROK2	 	other	 	 	 	8.67E-03	FOS	 
NUCB2	 	other	 	 	 	8.67E-03	FOS	 
WIF1	 	other	 	 	 	8.67E-03	MALAT1	 
Nisch	 	other	 	 	 	8.67E-03	FOS	 
PTPRR	 	phosphatase	 	 	 	8.67E-03	FOS	 
GRM5	 	G-protein coupled receptor	 	 	 	8.67E-03	FOS	 
DYNLL1	 	other	 	 	 	8.67E-03	FOS	 
F2RL3	 	G-protein coupled receptor	 	 	 	8.67E-03	FOS	 
GPS1	 	other	 	 	 	8.67E-03	FOS	 
XPA	 	other	 	 	 	8.67E-03	FOS	 
RASA1	 	transporter	 	 	 	8.67E-03	FOS	 
ZYX	 	other	 	 	 	8.67E-03	FOS	 
gelam honey	 	chemical reagent	 	 	 	8.67E-03	NFKBIA	 
6,7-dinitroquinoxaline-2,3-dione	 	chemical reagent	 	 	 	8.67E-03	FOS	 
fluphenazine	 	chemical drug	 	 	 	8.67E-03	FOS	 
6-cyano-7-nitroquinoxaline-2,3-dione	 	chemical reagent	 	 	 	8.67E-03	FOS	 
halothane	 	chemical drug	 	 	 	8.67E-03	FOS	 
saquinavir	 	chemical drug	 	 	 	8.67E-03	NFKBIA	 
catechol	 	chemical - endogenous mammalian	 	 	 	8.67E-03	FOS	 
apamin	 	chemical toxicant	 	 	 	8.67E-03	FOS	 
remifentanil	 	chemical drug	 	 	 	8.67E-03	FOS	 
quisqualic acid	 	chemical - endogenous non-mammalian	 	 	 	8.67E-03	FOS	 
PD98059	 	chemical - kinase inhibitor	 	-1.945	 	8.86E-03	FOS,LDHA,RGS1,SOCS3	10 (8)
miR-146a-5p (and other miRNAs w/seed GAGAACU)	 	mature microRNA	 	 	 	8.87E-03	NFKBIA,STAT1	 
LGALS3	 	other	 	 	 	8.87E-03	PRDM1,SOCS3	 
Ifn gamma	 	complex	 	 	 	9.05E-03	SOCS3,STAT1	8 (6)
phytohemagglutinin	 	chemical drug	 	 	 	9.55E-03	FOS,IL7R,STAT1	11 (12)
Nfat (family)	 	group	 	 	 	9.76E-03	LBH,TCF7	 
nicotinic acetylcholine receptor	 	complex	 	 	 	1.01E-02	FOS	 
poly(dG-dC)	 	chemical reagent	 	 	 	1.01E-02	STAT1	 
B-cell receptor	 	complex	 	 	 	1.01E-02	PRDM1	 
TH2 Cytokine	 	group	 	 	 	1.01E-02	SOCS3	 
HLA-DQ	 	complex	 	 	 	1.01E-02	FOS	 
PRKG2	 	kinase	 	 	 	1.01E-02	FOS	 
PDE6B	 	enzyme	 	 	 	1.01E-02	FOS	 
RAP1GAP	 	other	 	 	 	1.01E-02	FOS	 
AGR2	 	other	 	 	 	1.01E-02	FOS	 
DAB2	 	other	 	 	 	1.01E-02	FOS	 
STRA6	 	transporter	 	 	 	1.01E-02	SOCS3	 
MYCBP	 	transcription regulator	 	 	 	1.01E-02	LDHA	 
NUP107	 	other	 	 	 	1.01E-02	FOS	 
P2RY1	 	G-protein coupled receptor	 	 	 	1.01E-02	FOS	 
OXTR	 	G-protein coupled receptor	 	 	 	1.01E-02	FOS	 
ADCYAP1R1	 	G-protein coupled receptor	 	 	 	1.01E-02	FOS	 
CCR4	 	G-protein coupled receptor	 	 	 	1.01E-02	FOS	 
GLP1R	 	G-protein coupled receptor	 	 	 	1.01E-02	FOS	 
TNIK	 	kinase	 	 	 	1.01E-02	TCF7	 
VGF	 	growth factor	 	 	 	1.01E-02	FOS	 
AP20187	 	chemical reagent	 	 	 	1.01E-02	FOS	 
trimethyltin	 	chemical reagent	 	 	 	1.01E-02	FOS	 
volinanserin	 	chemical drug	 	 	 	1.01E-02	FOS	 
diazepam	 	chemical drug	 	 	 	1.01E-02	FOS	 
manidipine	 	chemical drug	 	 	 	1.01E-02	FOS	 
atropine	 	chemical drug	 	 	 	1.01E-02	FOS	 
Muscarinic cholinergic receptor	 	group	 	 	 	1.01E-02	FOS	 
glutamine	 	chemical - endogenous mammalian	 	 	 	1.01E-02	FOS,NFKBIA	 
arachidonic acid	 	chemical - endogenous mammalian	 	 	 	1.01E-02	FOS,NFKBIA	 
Ins1	 	other	 	 	 	1.02E-02	FOS,LDHA,SOCS3	 
IL10RA	 	transmembrane receptor	 	 	 	1.02E-02	GBP5,SOCS3,STAT1	 
PIK3CG	 	kinase	 	 	 	1.03E-02	GBP5,STAT1	 
caffeic acid phenethyl ester	 	chemical drug	 	 	 	1.03E-02	ATM,NFKBIA	 
Mapk	 	group	 	 	 	1.07E-02	FOS,STAT1	 
VIP	 	other	 	 	 	1.07E-02	FOS,NFKBIA	 
plicamycin	 	chemical drug	 	 	 	1.11E-02	PRDM1,SOCS3	 
camptothecin	 	chemical drug	 	 	 	1.12E-02	ATM,FOS,HLA-E,NFKBIA	 
PRKAA2	 	kinase	 	 	 	1.13E-02	LDHA,NFKBIA	 
bisindolylmaleimide I	 	chemical - kinase inhibitor	 	 	 	1.15E-02	FOS,NFKBIA	 
saikosaponin A	 	chemical reagent	 	 	 	1.15E-02	FOS	 
L-type Calcium Channel	 	complex	 	 	 	1.15E-02	FOS	 
TFIIA	 	complex	 	 	 	1.15E-02	FOS	 
CYTOR	 	other	 	 	 	1.15E-02	STAT1	 
CLCF1	 	cytokine	 	 	 	1.15E-02	SOCS3	 
IL-2R	 	complex	 	 	 	1.15E-02	FOS	 
parathyroid hormone-related protein	 	biologic drug	 	 	 	1.15E-02	FOS	 
ARHGEF1	 	other	 	 	 	1.15E-02	FOS	 
immune complex	 	complex	 	 	 	1.15E-02	SOCS3	 
IL22RA2	 	transmembrane receptor	 	 	 	1.15E-02	SOCS3	 
ACLY	 	enzyme	 	 	 	1.15E-02	PRDM1	 
CYSLTR1	 	G-protein coupled receptor	 	 	 	1.15E-02	FOS	 
DLG4	 	kinase	 	 	 	1.15E-02	FOS	 
ARAF	 	kinase	 	 	 	1.15E-02	FOS	 
GRB10	 	other	 	 	 	1.15E-02	FOS	 
PPP1CA	 	phosphatase	 	 	 	1.15E-02	FOS	 
TAPBP	 	transporter	 	 	 	1.15E-02	HLA-E	 
GALP	 	other	 	 	 	1.15E-02	FOS	 
PBX2	 	transcription regulator	 	 	 	1.15E-02	FOS	 
intralipid	 	chemical drug	 	 	 	1.15E-02	FOS	 
diltiazem	 	chemical drug	 	 	 	1.15E-02	FOS	 
raclopride	 	chemical drug	 	 	 	1.15E-02	FOS	 
R59949	 	chemical - kinase inhibitor	 	 	 	1.15E-02	FOS	 
coumestrol	 	chemical toxicant	 	 	 	1.15E-02	FOS	 
domoic acid	 	chemical toxicant	 	 	 	1.15E-02	FOS	 
GABP	 	complex	 	 	 	1.15E-02	IL7R	 
citalopram	 	chemical drug	 	 	 	1.15E-02	FOS	 
venlafaxine	 	chemical drug	 	 	 	1.15E-02	FOS	 
magnesium sulfate	 	chemical drug	 	 	 	1.15E-02	NFKBIA	 
ETV6-NTRK3	 	fusion gene/product	 	 	 	1.15E-02	STAT1	 
PCM1-JAK2	 	fusion gene/product	 	 	 	1.15E-02	SOCS3	 
N-methyl-3,4-methylenedioxyamphetamine	 	chemical drug	 	 	 	1.15E-02	FOS	 
aplidine	 	biologic drug	 	 	 	1.15E-02	FOS	 
buserelin	 	biologic drug	 	 	 	1.15E-02	FOS	 
cordycepin	 	chemical drug	 	 	 	1.15E-02	FOS	 
tosyllysine chloromethyl ketone	 	chemical - protease inhibitor	 	 	 	1.15E-02	NFKBIA	 
KIT	 	transmembrane receptor	 	 	 	1.17E-02	SOCS3,STAT1	 
imatinib	 	chemical drug	 	 	 	1.18E-02	SON,SRSF5,STAT1	 
Ige	 	complex	 	 	 	1.21E-02	IL7R,NFKBIA,SOCS3	 
losartan potassium	 	chemical drug	 	 	 	1.22E-02	FOS,SOCS3	 
GH1	 	growth factor	 	 	 	1.25E-02	FOS,SOCS3	 
RAC1	 	enzyme	 	 	 	1.25E-02	FOS,STAT1	 
TCF3	 	transcription regulator	 	 	 	1.25E-02	IL7R,PRDM1,SOCS3	 
cholecalciferol	 	chemical - endogenous mammalian	 	 	 	1.27E-02	FOS,RGS1	 
oleic acid	 	chemical - endogenous mammalian	 	 	 	1.27E-02	FOS,NFKBIA	 
