© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
RPS14	 	translation regulator	 	 	2.04E-04	MYC,S100A8	 
FOXO6	 	transcription regulator	 	 	2.04E-04	CCR2,MYC	 
STRAP	 	other	 	 	2.04E-04	JUN,MYC	33 (7)
DLST	 	enzyme	 	 	2.04E-04	JUN,PIK3R1	 
3,4-methylenedioxyamphetamine	 	chemical drug	 	 	2.04E-04	EIF4G2,JUN	 
tazemetostat	 	chemical drug	 	-0.632	2.06E-04	BRD2,CFLAR,MYC,NCOR1,NSD1,PREX1,RAF1,SPTAN1,TRRAP,ZBTB33	 
TLR9	 	transmembrane receptor	 	-0.507	2.08E-04	CAST,CCL5,CD300A,CD69,CERK,MYC,PRDM1,S100A8,XBP1	57 (17)
IFN Beta	 	group	 	-0.468	2.12E-04	CCL5,CD247,CD69,CD74,DPP4,EEF1A1,MYC	78 (18)
gentamicin	 	chemical drug	 	0.426	2.15E-04	DPP4,EEF1A1,JUN,MYC,NPM1,PDIA4,PNN,TAP1,ZFP36L1	 
MAP2K1	 	kinase	 	-1.340	2.22E-04	ABCB1,BIRC3,CCL5,CFLAR,DPP4,ENO1,JUN,MYC	75 (17)
curcumin	 	chemical drug	 	-0.022	2.23E-04	ABCB1,BIRC3,CCL5,CFLAR,DNAJB1,FTL,FYN,JUN,MYC,TPT1,VIM	81 (19)
OSM	 	cytokine	 	0.363	2.29E-04	BHLHE40,CCL5,HLA-C,IL32,ITGAL,JUN,LRRFIP1,MYC,PRDM1,S100A8,SEL1L,TAP1,TRRAP,VIM	83 (23)
ATF3	 	transcription regulator	 	0.398	2.31E-04	ARF1,BIRC3,CCL5,CD69,JUN,XBP1	63 (17)
CSF2	 	cytokine	 	-0.378	2.37E-04	ATM,BIRC3,CCR2,CCR5,CD69,CD74,IL32,ITGA4,JUN,MYC,SLAMF7,TPT1,XBP1	63 (16)
1'-acetoxychavicol acetate	 	chemical reagent	 	 	2.37E-04	BIRC3,CFLAR,MYC	75 (17)
Histone h4	 	group	 	 	2.40E-04	ABCB1,CCL5,CD247,CD69,CFLAR,PREX1,RASGRP1	 
thapsigargin	 	chemical toxicant	 	-0.006	2.46E-04	ABCB1,BIRC3,ERN1,ITGA4,JUN,LBH,MYC,XBP1	85 (21)
mir-15	 	microRNA	 	-1.957	2.53E-04	CCL5,CD69,DICER1,EIF4G2,RAF1	 
TNFSF13B	 	cytokine	 	0.000	2.53E-04	CD74,GPR183,JUN,MYC,PRDM1	62 (16)
calphostin C	 	chemical - kinase inhibitor	 	 	2.53E-04	ABCB1,MYC,P4HB,PDIA4,S100A8	66 (13)
ESR1	 	ligand-dependent nuclear receptor	 	0.430	2.54E-04	ABCB1,ABHD2,BCLAF1,BIRC3,CD69,CD74,CDC42SE2,ENO1,GNAS,HLA-C,IL17RA,JUN,MAN1A1,MYC,NSD1,PTPN4,RANBP2,S100B,SMC3,SPAG9,SPTAN1,SPTBN1,SSR3,VIM,XBP1	82 (17)
RBPJ	 	transcription regulator	 	0.343	2.60E-04	GLS,IL17RA,IL7R,JUN,MYC,PRDM1,RUNX3	39 (9)
NQO1	 	enzyme	 	0.000	2.71E-04	BIRC3,CCL5,CCR2,CFLAR	72 (19)
IGHM	 	transmembrane receptor	 	 	2.71E-04	CCL5,JUN,MYC,SLAMF7	66 (20)
TBX21	 	transcription regulator	 	-0.513	2.71E-04	CCR5,IL2RB,IL7R,PRDM1,RUNX3	63 (14)
tetrandrine	 	chemical drug	 	 	2.90E-04	ABCB1,JUN,YBX1	 
2-deoxyglucose	 	chemical drug	 	-0.562	2.90E-04	ABCB1,CCL5,CFLAR,JUN,MYC	80 (20)
pyrrolidine dithiocarbamate	 	chemical reagent	 	-0.928	2.99E-04	BIRC3,CCL5,CCR2,CCR5,MYC,RACK1	86 (22)
CTNNB1	 	transcription regulator	 	0.533	3.02E-04	ABCB1,ACTR3,ATM,BHLHE40,BTF3,CAPNS1,HNRNPA0,ITGA4,ITGAL,JUN,LBH,MYC,NOP53,PIK3R1,PKM,PRDM1,S100A8,SNRNP70,VIM	81 (18)
Nr1h	 	group	 	0.576	3.06E-04	CCL5,CCR2,CCR5,ITGAL,MYLIP,RUNX3,TAP1	43 (7)
CDK4/6	 	group	 	-1.342	3.10E-04	BCLAF1,C11orf58,EEF1B2,EIF5,ENO1	 
deferoxamine	 	chemical drug	 	0.670	3.12E-04	BHLHE40,CD300A,CFLAR,ENO1,IL32,JUN,MYC,PKM	84 (17)
Pam3-Cys-Ser-Lys4	 	chemical reagent	 	-1.205	3.18E-04	CCL5,CCR2,CCR5,CD69,IL32,ITGA4,JUN	65 (16)
etoposide	 	chemical drug	 	-0.078	3.22E-04	ABCB1,BIRC3,CCL5,CFLAR,EEF1A1,EEF1B2,JUN,MYC	79 (18)
peptidoglycan	 	chemical - endogenous non-mammalian	 	-0.928	3.29E-04	CCL5,CCR5,CD69,S100A8,TMSB10/TMSB4X,YBX1	57 (16)
PRKAA2	 	kinase	 	-1.455	3.29E-04	ERN1,P4HB,RAF1,VIM,YBX1,ZFP36L1	61 (7)
LCK	 	kinase	 	-1.342	3.31E-04	CD69,IL2RB,ITGAL,JUN,MYC	62 (19)
SYK	 	kinase	 	-1.522	3.46E-04	BIRC3,CCL5,CD247,CD69,DOCK10,FOXP1	67 (20)
CCAT2	 	other	 	 	3.50E-04	GLS,MYC,VIM	 
1,2-dithiol-3-thione	 	chemical reagent	 	1.414	3.55E-04	ARF1,ATP1A1,EIF4G2,LGALS8,PDIA4,PDIA6,RACK1,XBP1	11 (2)
PLAUR	 	transmembrane receptor	 	 	3.64E-04	CCL5,JUN,MYC,VIM	67 (20)
phenacetin	 	chemical drug	 	1.000	4.00E-04	BIRC3,MYC,TMSB10/TMSB4X,VIM	 
SPI1	 	transcription regulator	 	-0.444	4.04E-04	IL7R,ITGA4,JUN,MYC,PRDM1,PTPRC,RACK1,RUNX3,VIM	94 (20)
miR-127-3p (miRNAs w/seed CGGAUCC)	 	mature microRNA	 	 	4.06E-04	PRDM1,XBP1	 
SNX17	 	transporter	 	 	4.06E-04	CD69,ITGAL	 
GSK-2606414	 	chemical reagent	 	 	4.06E-04	P4HB,PDIA4	 
Endothelin	 	group	 	 	4.17E-04	CD74,JUN,MYC	61 (15)
ITGAL	-0.428	transmembrane receptor	 	 	4.17E-04	CD69,ITGA4,ITGAL	54 (10)
indirubin	 	chemical drug	 	 	4.17E-04	BIRC3,JUN,MYC	52 (14)
TLR4	 	transmembrane receptor	 	-0.398	4.21E-04	ATM,CAST,CCL5,CCR5,CERK,CFLAR,DUSP2,IL2RB,MYC,PRDM1,XBP1	83 (19)
CDKN1A	 	kinase	 	-0.651	4.26E-04	CAP1,DSE,IL32,MYC,NPM1,PTPRC,VEZT,VIM,YBX1	72 (7)
F2	 	peptidase	 	0.029	4.26E-04	BIRC3,CFLAR,DOCK10,IL32,JUN,LBH,MYC,PDIA4,S100B	62 (18)
cerivastatin	 	chemical drug	 	 	4.52E-04	ITGAL,JUN,MYC,S100A8,TMSB10/TMSB4X	79 (23)
arsenic trioxide	 	chemical drug	 	1.010	4.61E-04	CFLAR,MYC,NPM1,P4HB,PDIA4,PDIA6,PTPRC,S100A8,SLC25A6,XBP1	88 (20)
MYC	0.271	transcription regulator	 	1.211	4.64E-04	BRD2,CAPNS1,CAST,CD69,CFLAR,DUSP2,ENO1,GLS,GOT2,HNRNPA1,ITGAL,JUN,MYC,NPM1,PKM,PRDM1,PTPRC,RANBP2,TMSB10/TMSB4X,VIM,YBX1,ZFP36L1	70 (18)
RAC2	 	enzyme	 	 	4.79E-04	CAP1,CCR5,CD74,PKM	 
PDCD4	 	other	 	 	4.92E-04	JUN,MYC,YBX1	81 (17)
MST1R	 	kinase	 	 	4.92E-04	JUN,MYC,VIM	88 (19)
KRAS	 	enzyme	 	1.773	4.93E-04	ACTR3,BIRC3,CD74,EEF1A1,EIF5,ENO1,JUN,LBH,MYC,PABPC1,PKM,PTPRC,TAP1,VIM,ZFP36L1	90 (20)
MAP3K14	 	kinase	 	0.555	5.09E-04	BIRC3,CCL5,CFLAR,IL7R,XBP1	55 (17)
NFKB2	 	transcription regulator	 	 	5.09E-04	BIRC3,CCL5,CFLAR,GPR183,MYC	81 (17)
DYSF	 	other	 	 	5.09E-04	ACTR3,CD53,CD74,DNAJB1,FTL	 
romidepsin	 	biologic drug	 	-0.779	5.09E-04	CCL5,CFLAR,JUN,MYC,RAF1	76 (18)
RBM5	 	other	 	-0.254	5.22E-04	BIRC3,CD69,IL32,SCAF11	 
Pkc(s)	 	group	 	-0.050	5.31E-04	CCR2,CCR5,ERN1,JUN,P4HB,PDIA4,S100A8,XBP1	91 (19)
Salmonella enterica serotype abortus equi lipopolysaccharide	 	chemical toxicant	 	-0.216	5.35E-04	BIRC3,CCL5,CFLAR,DUSP2,IL32,IL7R,SLAMF7	74 (11)
5-azacytidine	 	chemical drug	Inhibited	-2.565	5.54E-04	ABCB1,ATM,FYN,ITGAL,MYC,PNRC1,RUNX3	59 (8)
CXCL8	 	cytokine	 	-1.950	5.70E-04	ABCB1,CD69,CD74,CFLAR,ITGAL	77 (16)
HNRNPA1	-0.368	enzyme	 	 	5.76E-04	HNRNPA1,MYC,PKM	 
poly rI:rC-RNA	 	biologic drug	 	-1.297	5.94E-04	BIRC3,BTN3A3,CCL5,CD69,CD74,CFLAR,HLA-C,IL32,JUN,MYC,NLRC5,TAP1,VIM	63 (17)
SPHK1	 	kinase	 	0.192	6.17E-04	BIRC3,CCL5,ERN1,JUN	68 (18)
salinosporamide A	 	chemical drug	 	 	6.68E-04	BIRC3,CFLAR,MYC	42 (9)
TNFRSF13B	 	transmembrane receptor	 	 	6.68E-04	CFLAR,PRDM1,XBP1	 
TGM2	 	enzyme	 	-0.164	6.70E-04	BIRC3,CD74,CFLAR,MYC,PNRC1,S100A8,SLAMF7,TAP1	84 (20)
ZMIZ2	 	transcription regulator	 	 	6.72E-04	JUN,MYC	 
GRAP2	 	other	 	 	6.72E-04	CD69,MYC	 
SPIB	 	transcription regulator	 	-0.692	6.74E-04	CCR2,CCR5,LRRFIP1,PRDM1,XBP1	 
CSF3	 	cytokine	 	1.780	6.80E-04	BIRC3,CCL5,ERAP2,GNLY,GPR183,JUN,MYC	84 (19)
epigallocatechin-gallate	 	chemical drug	 	-0.355	7.09E-04	CCL5,CFLAR,JUN,MYC,PDIA4,SEMA4D,TAP1,VIM	85 (17)
ALKBH5	 	enzyme	 	 	7.11E-04	EEF1D,EIF4G2,FYN,NCOR1,SPAG9	 
ITK	 	kinase	 	-0.868	7.11E-04	CCL5,IL2RB,MYC,PREX1,SLAMF7	45 (7)
nilotinib	 	chemical drug	 	-1.091	7.23E-04	ATM,MYC,RAF1,SMC3	 
PIK3R1	-0.334	kinase	 	1.253	7.50E-04	ATP1A1,ERN1,MYC,PIK3R1,PKM	61 (11)
homocysteine	 	chemical - endogenous mammalian	 	-0.555	7.50E-04	CCL5,EEF1A1,EEF1D,PKM,XBP1	 
CISH	 	other	 	 	7.68E-04	BACH2,MYC,PRDM1	 
KLF2	 	transcription regulator	 	0.707	8.29E-04	CCL5,CCR2,CCR5,IL7R,ITGA4,MYC,PRDM1	75 (13)
progesterone	 	chemical - endogenous mammalian	 	0.857	8.29E-04	ABCB1,ANKH,BHLHE40,BIRC3,CCR2,CCR5,DICER1,DPP4,JUN,MYC,PIK3R1,PKM,RACK1,VIM	77 (17)
Hsp90	 	group	 	1.446	8.33E-04	CD69,DNAJB1,ITGAL,MYC,NCR3	28 (4)
SMARCA4	 	transcription regulator	 	0.970	8.42E-04	ABCB1,ABHD2,CCR2,CD74,GMFG,GPR183,HLA-C,IL7R,JUN,MYC,TAP1,TMEM154,VIM,WIPF1	90 (20)
HSPA5	 	enzyme	 	-1.991	8.42E-04	CCL5,ERN1,P4HB,XBP1	14 (3)
BRD2	0.293	kinase	 	 	8.42E-04	CD300A,IL7R,MYC,P4HB	 
NLRP3	 	other	 	-0.277	8.76E-04	ATM,CCL5,CCR5,CD69,VIM	79 (16)
4-phenylbutyric acid	 	chemical - endogenous mammalian	 	0.200	8.76E-04	CCL5,CFLAR,ERN1,STK10,XBP1	71 (11)
ibrutinib	 	chemical drug	 	 	8.78E-04	CD69,ITGA4,MYC	56 (16)
MBP	 	other	 	 	8.78E-04	CD300A,MYC,PTPRC	 
inosine	 	chemical - endogenous mammalian	 	1.091	9.07E-04	ARPC1B,DPP4,FTL,VIM	 
ZFP36	 	transcription regulator	 	 	9.22E-04	BIRC3,JUN,PNRC1,PRDM1,S100A8	60 (13)
PTPN1	 	phosphatase	 	 	9.74E-04	ATM,CFLAR,DUSP2,PIK3R1	 
zerumbone	 	chemical - endogenous non-mammalian	 	 	9.98E-04	BIRC3,CFLAR,MYC	68 (14)
EGR1	 	transcription regulator	 	-1.600	1.00E-03	ABCB1,CCR2,FTL,FYN,GNAS,JUN,MYC	86 (15)
SERCA	 	group	 	 	1.00E-03	JUN,MYC	31 (7)
SP1	 	transcription regulator	 	1.000	1.01E-03	ABCB1,ABHD2,ANKH,ATM,CCL5,FYN,GNAS,IL2RB,JUN,MYC,PKM,PREX1,VIM	75 (20)
phytohemagglutinin	 	chemical drug	 	0.231	1.02E-03	AFF1,CCL5,CCR2,CD69,EIF5,IL7R,NRIP1,PTPRC,XBP1	70 (16)
topotecan	 	chemical drug	 	-1.026	1.03E-03	ARPC1B,CAMTA1,CCR2,CFLAR,ENO1,MYC,PUM2	 
PRKCD	 	kinase	 	0.586	1.07E-03	BIRC3,CCL5,FOXP1,IL32,JUN,LBH,MYC	53 (15)
Hbb-b1	 	transporter	 	0.000	1.07E-03	CCR2,CCR5,CD74,FTL,IL2RB	38 (7)
paclitaxel	 	chemical drug	 	0.218	1.09E-03	ABCB1,BHLHE40,BIRC3,CD53,CFLAR,JUN,MYC,RAF1,YBX1	73 (16)
NFE2L2	 	transcription regulator	 	0.785	1.09E-03	ARF1,ATP1A1,CCL5,EIF4G2,FTL,LGALS8,MATK,PDIA4,PDIA6,RACK1,XBP1	 
TLR2	 	transmembrane receptor	 	-1.299	1.10E-03	CAST,CCL5,CCR2,CCR5,CD69,ITGA4,XBP1	47 (12)
MOG	 	other	 	 	1.12E-03	CCL5,CCR2,CCR5,ITGAL	76 (19)
Ifnar	 	group	 	-1.342	1.12E-03	CCL5,CD74,ITGA4,NLRC5,TAP1	57 (11)
kaempferol	 	chemical toxicant	 	 	1.13E-03	CD69,IL32,JUN	54 (13)
IRF8	 	transcription regulator	 	-1.107	1.16E-03	CCL5,CCR2,CD74,IL17RA,MYC,PRDM1	69 (16)
BRD4	 	kinase	 	 	1.21E-03	BHLHE40,IL7R,ITGA4,MYC,PRDM1,XBP1	40 (7)
MTA3	 	transcription regulator	 	 	1.27E-03	MYC,PRDM1,XBP1	 
CD9	 	other	 	 	1.27E-03	CD69,DPP4,MYC	44 (7)
Pln	 	other	 	 	1.28E-03	ATP1A1,ENO1,RACK1,VIM	 
allopurinol	 	chemical drug	 	1.342	1.29E-03	BIRC3,CD69,MYC,TMSB10/TMSB4X,VIM	42 (7)
trichostatin A	 	chemical drug	 	-0.972	1.31E-03	ABCB1,BRD2,CAST,CFLAR,MYC,NCOR1,NSD1,PRDM1,PREX1,RAF1,RUNX3,SPTAN1,TMSB10/TMSB4X,TRRAP,VIM,XBP1,ZBTB33	95 (18)
MAP2K4	 	kinase	 	-1.098	1.37E-03	BIRC3,CCL5,CFLAR,JUN	72 (17)
CpG ODN 1668	 	chemical reagent	 	0.124	1.37E-03	CD69,CFLAR,PRDM1,XBP1	65 (16)
ID3	 	transcription regulator	 	-1.561	1.39E-03	CCL5,CCR5,IL2RB,IL7R,MYC,PIK3R1,PRDM1	50 (12)
sphingomyelinase	 	group	 	 	1.40E-03	JUN,MYC	56 (17)
ENO1	0.253	enzyme	 	 	1.40E-03	ENO1,MYC	40 (7)
alectinib	 	chemical drug	 	 	1.40E-03	WAS,WIPF1	16 (3)
Immunoglobulin Lambda Light Chain	 	group	 	 	1.40E-03	ERN1,XBP1	 
hydroxychloroquine	 	chemical drug	 	 	1.40E-03	CD69,CFLAR	 
ceramide	 	chemical - endogenous mammalian	 	 	1.42E-03	CFLAR,JUN,MYC	58 (18)
EDN1	 	cytokine	 	 	1.43E-03	ADAM12,JUN,MYC,NPM1,PDIA6,TPT1,VIM	75 (22)
IL17A	 	cytokine	 	0.119	1.44E-03	CCL5,IL17RA,IL32,JUN,MYC,PRDM1,S100A8,VIM	77 (16)
IL12B	 	cytokine	 	0.762	1.46E-03	CCL5,CCR5,ERN1,S100A8	 
TNFSF10	 	cytokine	 	0.964	1.48E-03	BIRC3,CD69,CFLAR,HLA-C,JUN	59 (16)
Tnf (family)	 	group	 	-0.786	1.54E-03	BIRC3,CCL5,CCR5,CFLAR,JUN,MYC	63 (18)
crizotinib	 	chemical drug	 	 	1.58E-03	VIM,WAS,WIPF1	65 (8)
PRKDC	 	kinase	 	 	1.58E-03	ATM,BIRC3,PREX1	 
CUX1	 	transcription regulator	 	 	1.65E-03	CCL5,MYC,PNN,VIM	40 (7)
CREBBP	 	transcription regulator	 	-1.172	1.72E-03	ADAM12,CCL5,CCR5,CD53,GNAS,IL18R1,IL2RB,IL7R,JUN,MYC	89 (18)
POLG	 	enzyme	 	 	1.75E-03	EEF1B2,RACK1,TPT1	 
hemozoin	 	chemical - endogenous non-mammalian	 	 	1.75E-03	CCR2,CCR5,S100A8	60 (13)
U0126	 	chemical - kinase inhibitor	 	0.454	1.75E-03	ABCB1,BHLHE40,BIRC3,CCL5,CCR2,CD69,CFLAR,EEF1A1,JUN,MYC,PABPC1,VIM	60 (17)
methylprednisolone	 	chemical drug	 	0.862	1.75E-03	ATP1A1,CD74,JUN,MYC,NCR3,NPM1,PNRC1,PTPRC,RAF1,TMSB10/TMSB4X,VIM,ZFP36L1	82 (21)
FLT3LG	 	cytokine	 	 	1.75E-03	CCR5,IL2RB,IL7R,PTPRC	50 (9)
ERG	 	transcription regulator	 	0.522	1.79E-03	BIRC3,DOCK10,FYN,MYO5A,PTPN4,VIM,WIPF1	 
cytokine	 	group	 	-0.277	1.82E-03	ADAM12,CCL5,CD69,DICER1,JUN,MYC	89 (22)
glutamine	 	chemical - endogenous mammalian	 	-0.243	1.83E-03	JUN,MYC,OAZ1,VIM,XBP1	70 (15)
U1 snRNP	 	complex	 	 	1.85E-03	CCL5,SLAMF7	 
LASP1	 	transporter	 	 	1.85E-03	ITGA4,VIM	 
PROKR1	 	G-protein coupled receptor	 	 	1.85E-03	MYC,VIM	 
RBCK1	 	transcription regulator	 	 	1.85E-03	ATP1A1,MYC	 
DIABLO	 	other	 	 	1.85E-03	BIRC3,CFLAR	 
NCR3	0.336	transmembrane receptor	 	 	1.85E-03	CCL5,NCR3	 
proteasome inhibitor	 	chemical drug	 	 	1.85E-03	CFLAR,MYC	34 (7)
R59949	 	chemical - kinase inhibitor	 	 	1.85E-03	MYC,RAF1	 
Fcer1	 	complex	 	 	1.86E-03	CCL5,CFLAR,FYN,JUN	64 (19)
BCL3	 	transcription regulator	 	1.131	1.86E-03	CCL5,CD69,JUN,S100A8	66 (15)
KLF3	 	transcription regulator	 	-0.333	1.91E-03	CAPNS1,CD69,IL17RA,MATK,MYO5A,PATJ,PSMC5,PUM2,VIM	 
caffeic acid phenethyl ester	 	chemical drug	 	-1.982	1.91E-03	ABCB1,ATM,BIRC3,FTL,VIM	45 (9)
KDM6B	 	enzyme	 	 	1.93E-03	CCL5,ITGAL,VIM	 
BAK1	 	other	 	 	1.93E-03	CCL5,PDIA6,XBP1	 
RPSA	 	translation regulator	 	 	1.93E-03	CCL5,DUSP2,TAP1	40 (7)
bardoxolone methyl	 	chemical drug	 	 	1.93E-03	BIRC3,CFLAR,MYC	58 (18)
PLN	 	transporter	 	 	1.97E-03	ATP1A1,ENO1,RACK1,VIM	 
napabucasin	 	chemical drug	 	-0.152	1.97E-03	ATM,FOXP1,ITGA4,MYC	 
gentamicin C	 	chemical drug	 	1.000	1.97E-03	BIRC3,MYC,TMSB10/TMSB4X,VIM	 
lomustine	 	chemical drug	 	1.000	1.97E-03	BIRC3,MYC,TMSB10/TMSB4X,VIM	 
FN1	 	enzyme	 	0.672	1.99E-03	BIRC3,CCL5,G3BP2,ITGA4,LGALS8,MYC,VIM	85 (17)
TCF4	 	transcription regulator	 	1.195	2.00E-03	BACH2,BHLHE40,JUN,MYC,PDIA4,PDIA6,PRDM1,SDF2L1,SLAMF7,XBP1	 
MYD88	 	other	 	0.171	2.05E-03	ATM,CCL5,CFLAR,IL32,ITGA4,JUN,MYC,S100A8	76 (21)
ID2	 	transcription regulator	 	0.447	2.10E-03	CCL5,CCR5,EEF1D,IL2RB,IL7R,MYC,PIK3R1	33 (7)
simvastatin	 	chemical drug	 	0.030	2.10E-03	CFLAR,ITGAL,LGALS8,MYC,NRIP1,RAF1,VIM	77 (16)
Z-LLL-CHO	 	chemical - protease inhibitor	 	0.028	2.11E-03	ATP1A1,BIRC3,CCL5,CFLAR,JUN,MYC,NCOR1,PRDM1,WAS	79 (17)
TAB1	 	enzyme	 	 	2.12E-03	BIRC3,CCL5,JUN	54 (16)
fluvoxamine	 	chemical drug	 	 	2.12E-03	CCR5,KAT6A,RACK1	 
CD3E	 	transmembrane receptor	 	 	2.21E-03	CD69,JUN,MYC,PIK3R1	62 (18)
triamterene	 	chemical drug	 	1.067	2.21E-03	BIRC3,MYC,TMSB10/TMSB4X,VIM	 
Jnk	 	group	 	-0.333	2.22E-03	BIRC3,CCL5,CD69,CFLAR,ITGA4,JUN,MYC	77 (19)
SIRT1	 	transcription regulator	 	0.208	2.22E-03	ABCB1,BCLAF1,BIRC3,CCL5,CD74,CFLAR,MYC,NLRC5,SNRNP70,TAP1	86 (18)
CD38	 	enzyme	Activated	2.411	2.28E-03	PDIA6,PKM,PRDM1,SDF2L1,VIM,XBP1	 
JUN	-0.289	transcription regulator	 	-0.078	2.29E-03	ABCB1,BIRC3,CAPNS1,CD247,CFLAR,DICER1,IL7R,JUN,MYC,SNRNP70,VIM	83 (17)
Stat3-Stat3	 	complex	 	 	2.33E-03	FTL,JUN,MYC	 
grape seed extract	 	chemical drug	 	 	2.33E-03	ENO1,MYC,VIM	 
CORT	 	other	 	 	2.33E-03	CCL5,CCR2,CCR5	 
HSF1	 	transcription regulator	 	-0.886	2.33E-03	ABCB1,CFLAR,DNAJB1,IL7R,JUN,NCOR1,SPTAN1	61 (8)
EGR2	 	transcription regulator	 	-0.208	2.35E-03	BHLHE40,CAST,IL7R,JUN,MYC,PRDM1	79 (18)
MEMO1	 	other	 	 	2.37E-03	JUN,MYC	50 (13)
CPEB4	 	other	 	 	2.37E-03	TNRC6B,WAC	 
CTDSP1	 	phosphatase	 	 	2.37E-03	MYC,VIM	 
EFNB1	 	other	 	 	2.37E-03	CFLAR,IL7R	 
YBX3	 	transcription regulator	 	 	2.37E-03	JUN,MYC	 
RTKN	 	other	 	 	2.37E-03	BIRC3,VIM	 
sapanisertib	 	chemical drug	 	 	2.37E-03	CCR5,PABPC1	 
PI3K (family)	 	group	 	1.498	2.43E-03	BIRC3,CFLAR,MYC,PKM,PREX1	81 (19)
miR-21-5p (and other miRNAs w/seed AGCUUAU)	 	mature microRNA	 	0.861	2.46E-03	CD69,IL32,LRRFIP1,PIK3R1	 
cisplatin	 	chemical drug	 	0.230	2.49E-03	BIRC3,CCL5,CCR5,CD53,CFLAR,DICER1,FYN,GOT2,JUN,MYC,NRIP1,TAP1,TMSB10/TMSB4X,VIM,YBX1	84 (20)
KIT	 	transmembrane receptor	 	 	2.53E-03	ANKH,CCR2,CD53,IL17RA,MYC	 
HLX	 	transcription regulator	 	 	2.55E-03	JUN,MYC,PRDM1	 
ZBTB7A	 	transcription regulator	 	 	2.55E-03	MYC,PKM,RUNX3	 
PRL	 	cytokine	 	0.682	2.56E-03	ACTR3,CD69,ENO1,JUN,MYC,P4HB,PDIA4,VIM	97 (24)
PLAU	 	peptidase	 	 	2.60E-03	CCL5,CCR5,S100A8,VIM	71 (12)
fenamic acid	 	chemical reagent	 	1.131	2.60E-03	BIRC3,MYC,TMSB10/TMSB4X,VIM	 
let-7	 	microRNA	Inhibited	-2.026	2.65E-03	ANKH,DICER1,EIF4G2,ITGA4,MYC,PKM,VIM	 
resiquimod	 	chemical drug	 	 	2.68E-03	CCL5,JUN,NLRC5,PKM,PRDM1,PTPRC,TMEM154,XBP1	62 (15)
MTTP	 	transporter	 	 	2.78E-03	ERN1,JUN,XBP1	 
bryostatin 1	 	chemical drug	 	 	2.78E-03	BIRC3,CCL5,MYC	71 (19)
daunorubicin	 	chemical drug	 	 	2.78E-03	ABCB1,MYC,TAP1	82 (19)
fisetin	 	chemical toxicant	 	 	2.78E-03	BIRC3,MYC,VIM	59 (14)
androgen	 	chemical drug	 	 	2.90E-03	JUN,MYC,PIK3R1,PTPRC,TPT1,YBX1	 
LINC01139	 	other	 	 	2.94E-03	BHLHE40,PKM	62 (7)
CNBP	 	transcription regulator	 	 	2.94E-03	MYC,PABPC1	 
DAB2IP	 	other	 	 	2.94E-03	MYC,VIM	59 (11)
miR-346 (and other miRNAs w/seed GUCUGCC)	 	mature microRNA	 	 	2.94E-03	CFLAR,NRIP1	 
NCR1	 	transmembrane receptor	 	 	2.94E-03	CCL5,CD69	45 (9)
Igkv1-117	 	other	 	 	2.94E-03	JUN,MYC	55 (14)
4-hydroxycinnamyl aldehyde	 	chemical - endogenous non-mammalian	 	 	2.94E-03	S100B,VIM	 
PLK1	 	kinase	 	 	3.02E-03	CFLAR,MYC,PIK3R1	44 (13)
ING1	 	transcription regulator	 	 	3.02E-03	CCL5,ERN1,TPT1	 
methylnitrosourea	 	chemical toxicant	 	 	3.02E-03	ATP1A1,CCL5,JUN	 
Akt	 	group	 	0.581	3.04E-03	BHLHE40,CFLAR,IL2RB,IL32,IL7R,JUN,MYC,XBP1	67 (21)
TRAF3IP2	 	other	 	 	3.19E-03	CCL5,CCR2,ITGAL,S100A8	75 (19)
EPAS1	 	transcription regulator	 	0.447	3.22E-03	BHLHE40,BIRC3,CCR2,CCR5,ENO1,GLS,NEAT1	 
GATA1	 	transcription regulator	 	-1.217	3.23E-03	BACH2,CCL5,CCR5,DICER1,GNAS,IL7R,MYC,RUNX3	25 (4)
JQ1	 	chemical reagent	 	-0.768	3.28E-03	BIRC3,CFLAR,MYC,PRDM1,RUNX3	83 (17)
EPO	 	cytokine	 	0.728	3.30E-03	EEF1A1,ITGA4,JUN,MYC,NPM1,SPTAN1,TPT1,YBX1	80 (17)
Brd4	 	kinase	 	 	3.35E-03	CCR2,CCR5,ITGAL,MYC	 
Alpha catenin	 	group	 	-1.091	3.39E-03	BIRC3,MYC,S100A8,VIM,WIPF1	52 (11)
Ifn	 	group	 	1.000	3.39E-03	CD69,IL32,ITGA4,S100A8,TAP1	 
DICER1	0.320	enzyme	 	-0.640	3.51E-03	CCR2,IL18R1,IL7R,ITGA4,JUN,MYC,RASGRP1,VIM	38 (10)
NTRK2	 	kinase	 	 	3.51E-03	ABCB1,MYC,PIK3R1,VIM	67 (17)
RELB	 	transcription regulator	 	1.222	3.51E-03	ABCB1,BIRC3,MYC,PRDM1	57 (13)
ARNT	 	transcription regulator	 	 	3.52E-03	BHLHE40,CCR5,ENO1,OAZ1,VIM	65 (7)
NORAD	 	other	 	 	3.54E-03	BHLHE40,IL32,JUN	 
XDH	 	enzyme	 	 	3.54E-03	CCR5,CD69,VIM	44 (8)
IKZF2	 	transcription regulator	 	 	3.54E-03	CD53,CD69,RUNX3	 
