© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
GP6 Signaling Pathway	1.29E00	3.36E-02	-2.000	CALM1 (includes others),FCER1G,LYN,PRKCB	
cAMP-mediated signaling	1.29E00	2.63E-02	0.000	CALM1 (includes others),DUSP1,FPR1,GNAS,MAPK1,RGS2	
ERK5 Signaling	1.28E00	4.17E-02	NaN	FOS,MAP3K3,YWHAB	
Actin Nucleation by ARP-WASP Complex	1.28E00	4.17E-02	NaN	ACTR2,ARPC2,RHOB	
Xenobiotic Metabolism Signaling	1.28E00	2.44E-02	NaN	CHST2,FTL,MAP3K3,MAPK1,NRIP1,PRKCB,RXRA	
IL-6 Signaling	1.23E00	3.2E-02	NaN	CD14,FOS,MAPK1,TNFRSF1B	
Acute Phase Response Signaling	1.23E00	2.79E-02	-1.000	FOS,FTL,MAPK1,SERPING1,TNFRSF1B	
Erythropoietin Signaling	1.23E00	3.95E-02	NaN	FOS,MAPK1,PRKCB	
Inhibition of Angiogenesis by TSP1	1.22E00	5.88E-02	NaN	CD36,MAPK1	
Atherosclerosis Signaling	1.22E00	3.17E-02	NaN	CD36,LYZ,MSR1,S100A8	
DNA Methylation and Transcriptional Repression Signaling	1.2E00	5.71E-02	NaN	H3-3A/H3-3B,MBD2	
Endocannabinoid Neuronal Synapse Pathway	1.2E00	3.12E-02	-1.000	GNB1,GNG2,MAPK1,PDIA3	
Synaptic Long Term Potentiation	1.19E00	3.1E-02	-1.000	CALM1 (includes others),MAPK1,PDIA3,PRKCB	
White Adipose Tissue Browning Pathway	1.19E00	3.1E-02	-2.000	FCER1G,GNAS,MAPK1,RXRA	
Agrin Interactions at Neuromuscular Junction	1.19E00	3.8E-02	NaN	ACTG1,ITGAL,MAPK1	
Thyroid Cancer Signaling	1.19E00	3.8E-02	NaN	FOS,MAPK1,TCF7L2	
Role of BRCA1 in DNA Damage Response	1.17E00	3.75E-02	NaN	ATM,CDKN1A,STAT1	
IL-17 Signaling	1.17E00	3.75E-02	NaN	CXCL10,MAPK1,TIMP1	
FLT3 Signaling in Hematopoietic Progenitor Cells	1.17E00	3.75E-02	NaN	MAPK1,STAT1,STAT2	
Adenine and Adenosine Salvage III	1.17E00	1.67E-01	NaN	ADA2	
Endothelin-1 Signaling	1.16E00	2.66E-02	-1.342	FOS,GNAS,MAPK1,PDIA3,PRKCB	
Synaptic Long Term Depression	1.15E00	2.65E-02	-1.342	GNAS,LYN,MAPK1,PDIA3,PRKCB	
NF-κB Activation by Viruses	1.15E00	3.66E-02	NaN	ITGAL,MAPK1,PRKCB	
PEDF Signaling	1.15E00	3.66E-02	NaN	MAPK1,TCF7L2,WASF2	
VEGF Family Ligand-Receptor Interactions	1.12E00	3.57E-02	NaN	FOS,MAPK1,PRKCB	
April Mediated Signaling	1.12E00	5.13E-02	NaN	FOS,MAPK1	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	1.1E00	1.43E-01	NaN	ADA2	
B Cell Activating Factor Signaling	1.08E00	4.88E-02	NaN	FOS,MAPK1	
Mechanisms of Viral Exit from Host Cells	1.08E00	4.88E-02	NaN	ACTG1,PRKCB	
Gap Junction Signaling	1.08E00	2.53E-02	NaN	ACTG1,GNAS,MAPK1,PDIA3,PRKCB	
Cardiac β-adrenergic Signaling	1.08E00	2.84E-02	NaN	GNAS,GNB1,GNG2,GRK3	
CTLA4 Signaling in Cytotoxic T Lymphocytes	1.06E00	3.37E-02	NaN	FCER1G,HLA-A,HLA-E	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	1.06E00	3.37E-02	NaN	CALM1 (includes others),FOS,MAPK1	
Role of IL-17F in Allergic Inflammatory Airway Diseases	1.06E00	4.76E-02	NaN	CXCL10,MAPK1	
Breast Cancer Regulation by Stathmin1	1.06E00	1.86E-02	NaN	C3AR1,CCR1,CX3CR1,FPR1,FPR3,GNB1,GNG2,GPR65,LPAR6,MAPK1,PRKCB	
Superoxide Radicals Degradation	1.05E00	1.25E-01	NaN	SOD1	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	1.05E00	1.25E-01	NaN	TYMP	
Oncostatin M Signaling	1.05E00	4.65E-02	NaN	MAPK1,STAT1	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	1.05E00	4.65E-02	NaN	CCR1,CXCL10	
Calcium Signaling	1.03E00	2.43E-02	NaN	ATP2B1,CALM1 (includes others),CALR,MAPK1,MYL6	
ErbB Signaling	1.01E00	3.19E-02	NaN	FOS,MAPK1,PRKCB	
G-Protein Coupled Receptor Signaling	1E00	2.21E-02	NaN	DUSP1,FPR1,GNAS,MAPK1,PRKCB,RGS2	
FAT10 Cancer Signaling Pathway	9.96E-01	4.35E-02	NaN	EEF1A1,TNFRSF1B	
PFKFB4 Signaling Pathway	9.96E-01	4.35E-02	NaN	GNAS,MAPK1	
nNOS Signaling in Neurons	9.83E-01	4.26E-02	NaN	CALM1 (includes others),PRKCB	
Stearate Biosynthesis I (Animals)	9.83E-01	4.26E-02	NaN	ACSL1,PPT1	
Amyotrophic Lateral Sclerosis Signaling	9.79E-01	3.09E-02	NaN	GLUL,GPX1,SOD1	
PAK Signaling	9.79E-01	3.09E-02	NaN	CFL1,MAPK1,MYL6	
p53 Signaling	9.71E-01	3.06E-02	NaN	ATM,CDKN1A,DRAM1	
Nitric Oxide Signaling in the Cardiovascular System	9.59E-01	3.03E-02	NaN	CALM1 (includes others),MAPK1,PRKCB	
Calcium Transport I	9.55E-01	1E-01	NaN	ATP2B1	
Aldosterone Signaling in Epithelial Cells	9.43E-01	2.53E-02	NaN	DUSP1,MAPK1,PDIA3,PRKCB	
Melanoma Signaling	9.36E-01	4E-02	NaN	CDKN1A,MAPK1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	9.36E-01	2.27E-02	NaN	CALM1 (includes others),FOS,MAPK1,TCF7L2,TNFRSF1B	
Sumoylation Pathway	9.21E-01	2.91E-02	NaN	ARHGDIB,FOS,RHOB	
Sperm Motility	9.17E-01	2.24E-02	-1.000	CALM1 (includes others),GNAS,LYN,PDIA3,PRKCB	
IGF-1 Signaling	9.14E-01	2.88E-02	NaN	FOS,MAPK1,YWHAB	
Dopamine-DARPP32 Feedback in cAMP Signaling	9.07E-01	2.45E-02	-1.000	CALM1 (includes others),GNAS,PDIA3,PRKCB	
CD27 Signaling in Lymphocytes	8.96E-01	3.77E-02	NaN	FOS,MAP3K3	
Glioblastoma Multiforme Signaling	8.93E-01	2.42E-02	0.000	CDKN1A,MAPK1,PDIA3,RHOB	
Telomerase Signaling	8.86E-01	2.8E-02	NaN	CDKN1A,MAPK1,TPP1	
Glycogen Degradation II	8.83E-01	8.33E-02	NaN	TYMP	
Tight Junction Signaling	8.73E-01	2.38E-02	NaN	ACTG1,FOS,MYL6,TNFRSF1B	
Pancreatic Adenocarcinoma Signaling	8.7E-01	2.75E-02	NaN	CDKN1A,MAPK1,STAT1	
Unfolded protein response	8.57E-01	3.57E-02	NaN	CALR,PPP1R15A	
Fatty Acid Activation	8.48E-01	7.69E-02	NaN	ACSL1	
Acyl-CoA Hydrolysis	8.48E-01	7.69E-02	NaN	PPT1	
Oleate Biosynthesis II (Animals)	8.48E-01	7.69E-02	NaN	SCD	
Leukotriene Biosynthesis	8.48E-01	7.69E-02	NaN	LTA4H	
CNTF Signaling	8.45E-01	3.51E-02	NaN	MAPK1,STAT1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	8.45E-01	3.51E-02	NaN	ATM,CDKN1A	
Cancer Drug Resistance By Drug Efflux	8.33E-01	3.45E-02	NaN	MAPK1,YBX1	
Endocannabinoid Developing Neuron Pathway	8.21E-01	2.61E-02	NaN	GNB1,GNG2,MAPK1	
DNA Double-Strand Break Repair by Homologous Recombination	8.18E-01	7.14E-02	NaN	ATM	
DNA Double-Strand Break Repair by Non-Homologous End Joining	8.18E-01	7.14E-02	NaN	ATM	
Glycogen Degradation III	8.18E-01	7.14E-02	NaN	TYMP	
PCP pathway	8.1E-01	3.33E-02	NaN	JUNB,PFN1	
SPINK1 Pancreatic Cancer Pathway	8.1E-01	3.33E-02	NaN	CTSA,CTSB	
Sphingosine-1-phosphate Signaling	8.04E-01	2.56E-02	NaN	MAPK1,PDIA3,RHOB	
Neuroprotective Role of THOP1 in Alzheimer's Disease	8.04E-01	2.56E-02	NaN	HLA-A,HLA-E,TPP1	
Role of Tissue Factor in Cancer	8.04E-01	2.56E-02	NaN	CFL1,LYN,MAPK1	
IL-2 Signaling	7.99E-01	3.28E-02	NaN	FOS,MAPK1	
Telomere Extension by Telomerase	7.93E-01	6.67E-02	NaN	HNRNPA2B1	
Adenosine Nucleotides Degradation II	7.93E-01	6.67E-02	NaN	ADA2	
Parkinson's Signaling	7.67E-01	6.25E-02	NaN	MAPK1	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	7.64E-01	3.12E-02	NaN	MAPK1,PLAC8	
Molecular Mechanisms of Cancer	7.59E-01	1.79E-02	NaN	ATM,CDKN1A,FOS,GNAS,MAPK1,PRKCB,RHOB	
PXR/RXR Activation	7.54E-01	3.08E-02	NaN	RXRA,SCD	
CD40 Signaling	7.54E-01	3.08E-02	NaN	FOS,MAPK1	
γ-linolenate Biosynthesis II (Animals)	7.42E-01	5.88E-02	NaN	ACSL1	
Mitochondrial L-carnitine Shuttle Pathway	7.42E-01	5.88E-02	NaN	ACSL1	
ErbB4 Signaling	7.35E-01	2.99E-02	NaN	MAPK1,PRKCB	
Cell Cycle: G1/S Checkpoint Regulation	7.35E-01	2.99E-02	NaN	ATM,CDKN1A	
Xenobiotic Metabolism PXR Signaling Pathway	7.28E-01	2.08E-02	0.000	CHST2,NRIP1,PRKCB,RXRA	
Purine Nucleotides Degradation II (Aerobic)	7.19E-01	5.56E-02	NaN	ADA2	
Role of JAK1 and JAK3 in γc Cytokine Signaling	7.14E-01	2.9E-02	NaN	MAPK1,STAT1	
Gα12/13 Signaling	7.12E-01	2.31E-02	NaN	LPAR6,MAPK1,MYL6	
Oxidative Ethanol Degradation III	6.99E-01	5.26E-02	NaN	ACSL1	
DNA damage-induced 14-3-3σ Signaling	6.99E-01	5.26E-02	NaN	ATM	
Apelin Muscle Signaling Pathway	6.99E-01	5.26E-02	NaN	GNAS	
Non-Small Cell Lung Cancer Signaling	6.78E-01	2.74E-02	NaN	MAPK1,RXRA	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	6.78E-01	2.74E-02	NaN	GNAS,PDIA3	
Estrogen-Dependent Breast Cancer Signaling	6.7E-01	2.7E-02	NaN	FOS,MAPK1	
Leptin Signaling in Obesity	6.7E-01	2.7E-02	NaN	MAPK1,PDIA3	
Iron homeostasis signaling pathway	6.68E-01	2.19E-02	NaN	CD163,FTL,MAPK1	
TREM1 Signaling	6.62E-01	2.67E-02	NaN	MAPK1,TLR4	
Putrescine Degradation III	6.6E-01	4.76E-02	NaN	SAT1	
Endoplasmic Reticulum Stress Pathway	6.6E-01	4.76E-02	NaN	CALR	
Senescence Pathway	6.6E-01	1.82E-02	-1.342	ATM,CALM1 (includes others),CDKN1A,ITSN2,MAPK1	
Ovarian Cancer Signaling	6.56E-01	2.16E-02	NaN	CD44,MAPK1,TCF7L2	
GDNF Family Ligand-Receptor Interactions	6.54E-01	2.63E-02	NaN	FOS,MAPK1	
Neurotrophin/TRK Signaling	6.54E-01	2.63E-02	NaN	FOS,MAPK1	
Macropinocytosis Signaling	6.54E-01	2.63E-02	NaN	CD14,PRKCB	
Polyamine Regulation in Colon Cancer	6.42E-01	4.55E-02	NaN	SAT1	
Endocannabinoid Cancer Inhibition Pathway	6.31E-01	2.1E-02	NaN	CDKN1A,MAPK1,TCF7L2	
BEX2 Signaling Pathway	6.29E-01	2.53E-02	NaN	CDKN1A,TCF7L2	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	6.25E-01	4.35E-02	NaN	RSAD2	
Ethanol Degradation IV	6.25E-01	4.35E-02	NaN	ACSL1	
Renal Cell Carcinoma Signaling	6.2E-01	2.5E-02	NaN	FOS,MAPK1	
Role of MAPK Signaling in the Pathogenesis of Influenza	6.2E-01	2.5E-02	NaN	CXCL10,MAPK1	
AMPK Signaling	6.18E-01	1.87E-02	-1.000	CDKN1A,EEF2,GNAS,MAPK1	
Cyclins and Cell Cycle Regulation	6.13E-01	2.47E-02	NaN	ATM,CDKN1A	
Tumoricidal Function of Hepatic Natural Killer Cells	6.09E-01	4.17E-02	NaN	ITGAL	
Glutathione Redox Reactions I	6.09E-01	4.17E-02	NaN	GPX1	
Sirtuin Signaling Pathway	5.95E-01	1.72E-02	0.000	ABCA1,H3-3A/H3-3B,MAPK1,SLC25A6,SOD1	
Factors Promoting Cardiogenesis in Vertebrates	5.92E-01	2E-02	NaN	PDIA3,PRKCB,TCF7L2	
HER-2 Signaling in Breast Cancer	5.9E-01	2.38E-02	NaN	CDKN1A,PRKCB	
HIPPO signaling	5.83E-01	2.35E-02	NaN	CD44,YWHAB	
Estrogen-mediated S-phase Entry	5.8E-01	3.85E-02	NaN	CDKN1A	
Gustation Pathway	5.72E-01	1.95E-02	NaN	GNB1,GNG2,LPAR6	
Ceramide Signaling	5.62E-01	2.27E-02	NaN	FOS,TNFRSF1B	
Acute Myeloid Leukemia Signaling	5.54E-01	2.25E-02	NaN	MAPK1,TCF7L2	
Prostate Cancer Signaling	5.42E-01	2.2E-02	NaN	CDKN1A,MAPK1	
Th17 Activation Pathway	5.42E-01	2.2E-02	NaN	FCER1G,IRAK3	
Huntington's Disease Signaling	5.23E-01	1.69E-02	-2.000	GNB1,GNG2,MAPK1,PRKCB	
Melanocyte Development and Pigmentation Signaling	5.23E-01	2.13E-02	NaN	GNAS,MAPK1	
FAK Signaling	5.17E-01	2.11E-02	NaN	ACTG1,MAPK1	
Neuregulin Signaling	5.1E-01	2.08E-02	NaN	MAPK1,PRKCB	
TGF-β Signaling	5.1E-01	2.08E-02	NaN	FOS,MAPK1	
4-1BB Signaling in T Lymphocytes	5.04E-01	3.12E-02	NaN	MAPK1	
ATM Signaling	5.04E-01	2.06E-02	NaN	ATM,CDKN1A	
Bladder Cancer Signaling	5.04E-01	2.06E-02	NaN	CDKN1A,MAPK1	
Ethanol Degradation II	5.04E-01	3.12E-02	NaN	ACSL1	
Fatty Acid β-oxidation I	5.04E-01	3.12E-02	NaN	ACSL1	
IL-9 Signaling	4.93E-01	3.03E-02	NaN	STAT1	
Apoptosis Signaling	4.92E-01	2.02E-02	NaN	MAPK1,TNFRSF1B	
Role of JAK2 in Hormone-like Cytokine Signaling	4.83E-01	2.94E-02	NaN	STAT1	
PI3K/AKT Signaling	4.75E-01	1.71E-02	NaN	CDKN1A,MAPK1,YWHAB	
Chronic Myeloid Leukemia Signaling	4.7E-01	1.94E-02	NaN	CDKN1A,MAPK1	
Mouse Embryonic Stem Cell Pluripotency	4.7E-01	1.94E-02	NaN	MAPK1,TCF7L2	
Cell Cycle Regulation by BTG Family Proteins	4.52E-01	2.7E-02	NaN	BTG1	
CDK5 Signaling	4.44E-01	1.85E-02	NaN	GNAS,MAPK1	
Antioxidant Action of Vitamin C	4.39E-01	1.83E-02	NaN	MAPK1,PDIA3	
Sertoli Cell-Sertoli Cell Junction Signaling	4.35E-01	1.62E-02	NaN	ACTG1,MAP3K3,MAPK1	
Inhibition of Matrix Metalloproteases	4.34E-01	2.56E-02	NaN	TIMP1	
nNOS Signaling in Skeletal Muscle Cells	4.18E-01	2.44E-02	NaN	CALM1 (includes others)	
NGF Signaling	4.15E-01	1.75E-02	NaN	MAP3K3,MAPK1	
Agranulocyte Adhesion and Diapedesis	4.07E-01	1.55E-02	NaN	ACTG1,CXCL10,MYL6	
Role of RIG1-like Receptors in Antiviral Innate Immunity	3.94E-01	2.27E-02	NaN	IFIH1	
IL-15 Production	3.83E-01	1.65E-02	NaN	LYN,STAT1	
Dermatan Sulfate Biosynthesis (Late Stages)	3.79E-01	2.17E-02	NaN	CHST2	
Ephrin A Signaling	3.73E-01	2.13E-02	NaN	CFL1	
Chondroitin Sulfate Biosynthesis (Late Stages)	3.66E-01	2.08E-02	NaN	CHST2	
PTEN Signaling	3.63E-01	1.59E-02	NaN	CDKN1A,MAPK1	
Myc Mediated Apoptosis Signaling	3.53E-01	2E-02	NaN	TNFRSF1B	
TNFR1 Signaling	3.53E-01	2E-02	NaN	FOS	
Amyloid Processing	3.53E-01	2E-02	NaN	MAPK1	
Lymphotoxin β Receptor Signaling	3.33E-01	1.89E-02	NaN	MAPK1	
Phototransduction Pathway	3.33E-01	1.89E-02	NaN	GNB1	
Human Embryonic Stem Cell Pluripotency	3.29E-01	1.48E-02	NaN	GNAS,TCF7L2	
STAT3 Pathway	3.29E-01	1.48E-02	NaN	CDKN1A,MAPK1	
Transcriptional Regulatory Network in Embryonic Stem Cells	3.28E-01	1.85E-02	NaN	H3-3A/H3-3B	
Role of IL-17A in Arthritis	3.22E-01	1.82E-02	NaN	MAPK1	
Chondroitin Sulfate Biosynthesis	3.17E-01	1.79E-02	NaN	CHST2	
Hereditary Breast Cancer Signaling	3.12E-01	1.43E-02	NaN	ATM,CDKN1A	
Dermatan Sulfate Biosynthesis	3.01E-01	1.69E-02	NaN	CHST2	
Endometrial Cancer Signaling	2.96E-01	1.67E-02	NaN	MAPK1	
Wnt/Ca+ pathway	2.87E-01	1.61E-02	NaN	PDIA3	
Phospholipases	2.81E-01	1.59E-02	NaN	PDIA3	
IL-17A Signaling in Airway Cells	2.72E-01	1.54E-02	NaN	MAPK1	
ErbB2-ErbB3 Signaling	2.72E-01	1.54E-02	NaN	MAPK1	
Pyridoxal 5'-phosphate Salvage Pathway	2.72E-01	1.54E-02	NaN	MAPK1	
Regulation of Cellular Mechanics by Calpain Protease	2.72E-01	1.54E-02	NaN	MAPK1	
Eicosanoid Signaling	2.68E-01	1.52E-02	NaN	LTA4H	
SPINK1 General Cancer Pathway	2.55E-01	1.45E-02	NaN	MAPK1	
Small Cell Lung Cancer Signaling	2.47E-01	1.41E-02	NaN	RXRA	
Heparan Sulfate Biosynthesis (Late Stages)	2.47E-01	1.41E-02	NaN	CHST2	
Basal Cell Carcinoma Signaling	2.43E-01	1.39E-02	NaN	TCF7L2	
Hypoxia Signaling in the Cardiovascular System	2.36E-01	1.35E-02	NaN	ATM	
FcγRIIB Signaling in B Lymphocytes	2.32E-01	1.33E-02	NaN	LYN	
IL-15 Signaling	2.32E-01	1.33E-02	NaN	MAPK1	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	2.22E-01	1.28E-02	NaN	TCF7L2	
Heparan Sulfate Biosynthesis	2.22E-01	1.28E-02	NaN	CHST2	
TR/RXR Activation	2.02E-01	1.19E-02	NaN	RXRA	
FGF Signaling	2.02E-01	1.19E-02	NaN	MAPK1	
BMP signaling pathway	1.99E-01	1.18E-02	NaN	MAPK1	
Mitochondrial Dysfunction	-0E00	5.85E-03	NaN	COX7C	
FXR/RXR Activation	-0E00	7.94E-03	NaN	RXRA	
HIF1α Signaling	-0E00	8.85E-03	NaN	MAPK1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	8.4E-03	NaN	MAPK1	
D-myo-inositol-5-phosphate Metabolism	-0E00	6.41E-03	NaN	DUSP1	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	-0E00	7.09E-03	NaN	DUSP1	
Superpathway of Inositol Phosphate Compounds	-0E00	5.05E-03	NaN	DUSP1	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	-0E00	7.09E-03	NaN	DUSP1	
3-phosphoinositide Degradation	-0E00	6.45E-03	NaN	DUSP1	
3-phosphoinositide Biosynthesis	-0E00	6.06E-03	NaN	DUSP1	
Salvage Pathways of Pyrimidine Ribonucleotides	-0E00	1.03E-02	NaN	MAPK1	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	1.04E-02	NaN	MAPK1,TCF7L2	
Oxidative Phosphorylation	-0E00	9.17E-03	NaN	COX7C	
Adipogenesis pathway	-0E00	7.46E-03	NaN	TXNIP	
Protein Ubiquitination Pathway	-0E00	1.1E-02	NaN	HLA-A,HLA-E,TAP1	
GABA Receptor Signaling	-0E00	1.05E-02	NaN	GNAS	
Wnt/β-catenin Signaling	-0E00	1.16E-02	NaN	CD44,TCF7L2	
Insulin Receptor Signaling	-0E00	7.14E-03	NaN	MAPK1	
NER Pathway	-0E00	9.71E-03	NaN	H3-3A/H3-3B	
