© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Intrinsic Prothrombin Activation Pathway	6.84E-01	2.38E-02	NaN	F5	
Role of IL-17F in Allergic Inflammatory Airway Diseases	6.84E-01	2.38E-02	NaN	CXCL8	
Retinol Biosynthesis	6.84E-01	2.38E-02	NaN	CES1	
3-phosphoinositide Degradation	6.78E-01	1.29E-02	NaN	DUSP1,SOCS3	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	6.76E-01	2.33E-02	NaN	CXCL8	
D-myo-inositol-5-phosphate Metabolism	6.74E-01	1.28E-02	NaN	DUSP1,SOCS3	
Regulation of eIF4 and p70S6K Signaling	6.7E-01	1.27E-02	NaN	MAPK14,PABPC1	
Role of RIG1-like Receptors in Antiviral Innate Immunity	6.66E-01	2.27E-02	NaN	NFKBIA	
HOTAIR Regulatory Pathway	6.58E-01	1.25E-02	NaN	NFKBIA,VIM	
Tec Kinase Signaling	6.42E-01	1.22E-02	NaN	ACTB,FOS	
nNOS Signaling in Neurons	6.4E-01	2.13E-02	NaN	CALM1 (includes others)	
Triacylglycerol Degradation	6.4E-01	2.13E-02	NaN	CES1	
Stearate Biosynthesis I (Animals)	6.4E-01	2.13E-02	NaN	ACSL1	
3-phosphoinositide Biosynthesis	6.38E-01	1.21E-02	NaN	DUSP1,SOCS3	
Myc Mediated Apoptosis Signaling	6.18E-01	2E-02	NaN	TNFRSF1B	
Amyloid Processing	6.18E-01	2E-02	NaN	MAPK14	
Germ Cell-Sertoli Cell Junction Signaling	6.16E-01	1.17E-02	NaN	ACTB,MAPK14	
PI3K/AKT Signaling	6E-01	1.14E-02	NaN	HSP90AB1,NFKBIA	
Lymphotoxin β Receptor Signaling	5.95E-01	1.89E-02	NaN	NFKBIA	
Role of Cytokines in Mediating Communication between Immune Cells	5.88E-01	1.85E-02	NaN	CXCL8	
NF-κB Signaling	5.87E-01	1.12E-02	NaN	NFKBIA,TNFRSF1B	
RhoGDI Signaling	5.83E-01	1.11E-02	NaN	ACTB,MYL6	
Unfolded protein response	5.75E-01	1.79E-02	NaN	HSPA8	
Estrogen Receptor Signaling	5.69E-01	9.15E-03	NaN	FOS,HSP90AB1,MYL6	
Glutamate Receptor Signaling	5.69E-01	1.75E-02	NaN	CALM1 (includes others)	
Sertoli Cell-Sertoli Cell Junction Signaling	5.67E-01	1.08E-02	NaN	ACTB,MAPK14	
Endothelin-1 Signaling	5.58E-01	1.06E-02	NaN	FOS,MAPK14	
Cardiac Hypertrophy Signaling (Enhanced)	5.51E-01	8.21E-03	0.000	CALM1 (includes others),CXCL8,MAPK14,TNFRSF1B	
PCP pathway	5.5E-01	1.67E-02	NaN	JUNB	
IL-2 Signaling	5.44E-01	1.64E-02	NaN	FOS	
ERK/MAPK Signaling	5.42E-01	1.04E-02	NaN	DUSP1,FOS	
Activation of IRF by Cytosolic Pattern Recognition Receptors	5.32E-01	1.59E-02	NaN	NFKBIA	
Thrombopoietin Signaling	5.32E-01	1.59E-02	NaN	FOS	
Superpathway of Inositol Phosphate Compounds	5.27E-01	1.01E-02	NaN	DUSP1,SOCS3	
Pyridoxal 5'-phosphate Salvage Pathway	5.2E-01	1.54E-02	NaN	PIM1	
Mitotic Roles of Polo-Like Kinase	5.14E-01	1.52E-02	NaN	HSP90AB1	
Serotonin Degradation	5.09E-01	1.49E-02	NaN	ALDH2	
Remodeling of Epithelial Adherens Junctions	5.04E-01	1.47E-02	NaN	ACTB	
Role of JAK1 and JAK3 in γc Cytokine Signaling	4.99E-01	1.45E-02	NaN	SOCS3	
Thrombin Signaling	4.98E-01	9.62E-03	NaN	MAPK14,MYL6	
Small Cell Lung Cancer Signaling	4.88E-01	1.41E-02	NaN	NFKBIA	
Melatonin Signaling	4.84E-01	1.39E-02	NaN	CALM1 (includes others)	
ERK5 Signaling	4.84E-01	1.39E-02	NaN	FOS	
Integrin Signaling	4.84E-01	9.39E-03	NaN	ACTB,ITGAM	
Role of NFAT in Cardiac Hypertrophy	4.81E-01	9.35E-03	NaN	CALM1 (includes others),MAPK14	
Estrogen-Dependent Breast Cancer Signaling	4.74E-01	1.35E-02	NaN	FOS	
Leptin Signaling in Obesity	4.74E-01	1.35E-02	NaN	SOCS3	
TREM1 Signaling	4.7E-01	1.33E-02	NaN	CXCL8	
Angiopoietin Signaling	4.7E-01	1.33E-02	NaN	NFKBIA	
GDNF Family Ligand-Receptor Interactions	4.65E-01	1.32E-02	NaN	FOS	
Neurotrophin/TRK Signaling	4.65E-01	1.32E-02	NaN	FOS	
Sperm Motility	4.58E-01	8.97E-03	NaN	CALM1 (includes others),CSF1R	
EIF2 Signaling	4.56E-01	8.93E-03	NaN	ACTB,PABPC1	
IL-3 Signaling	4.51E-01	1.27E-02	NaN	FOS	
Agrin Interactions at Neuromuscular Junction	4.51E-01	1.27E-02	NaN	ACTB	
Role of BRCA1 in DNA Damage Response	4.47E-01	1.25E-02	NaN	ACTB	
FLT3 Signaling in Hematopoietic Progenitor Cells	4.47E-01	1.25E-02	NaN	MAPK14	
Renal Cell Carcinoma Signaling	4.47E-01	1.25E-02	NaN	FOS	
Role of MAPK Signaling in the Pathogenesis of Influenza	4.47E-01	1.25E-02	NaN	MAPK14	
Molecular Mechanisms of Cancer	4.38E-01	7.67E-03	NaN	FOS,MAPK14,NFKBIA	
VEGF Family Ligand-Receptor Interactions	4.29E-01	1.19E-02	NaN	FOS	
FGF Signaling	4.29E-01	1.19E-02	NaN	MAPK14	
BMP signaling pathway	4.26E-01	1.18E-02	NaN	MAPK14	
Huntington's Disease Signaling	4.25E-01	8.44E-03	NaN	CTSD,HSPA8	
PDGF Signaling	4.23E-01	1.16E-02	NaN	FOS	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.93E-01	1.06E-02	NaN	ACTB	
FAK Signaling	3.88E-01	1.05E-02	NaN	ACTB	
Neuregulin Signaling	3.85E-01	1.04E-02	NaN	HSP90AB1	
α-Adrenergic Signaling	3.85E-01	1.04E-02	NaN	CALM1 (includes others)	
Bladder Cancer Signaling	3.82E-01	1.03E-02	NaN	CXCL8	
PAK Signaling	3.82E-01	1.03E-02	NaN	MYL6	
Salvage Pathways of Pyrimidine Ribonucleotides	3.82E-01	1.03E-02	NaN	PIM1	
p53 Signaling	3.79E-01	1.02E-02	NaN	MAPK14	
VEGF Signaling	3.75E-01	1.01E-02	NaN	ACTB	
Neuropathic Pain Signaling In Dorsal Horn Neurons	3.69E-01	9.9E-03	NaN	FOS	
Mouse Embryonic Stem Cell Pluripotency	3.63E-01	9.71E-03	NaN	MAPK14	
Telomerase Signaling	3.5E-01	9.35E-03	NaN	HSP90AB1	
Gαs Signaling	3.5E-01	9.35E-03	NaN	RGS2	
CDK5 Signaling	3.47E-01	9.26E-03	NaN	MAPK14	
Glioma Signaling	3.41E-01	9.09E-03	NaN	CALM1 (includes others)	
HGF Signaling	3.38E-01	9.01E-03	NaN	FOS	
Endocannabinoid Developing Neuron Pathway	3.27E-01	8.7E-03	NaN	MAPK14	
Fc Epsilon RI Signaling	3.21E-01	8.55E-03	NaN	MAPK14	
GP6 Signaling Pathway	3.17E-01	8.4E-03	NaN	CALM1 (includes others)	
IL-15 Production	3.12E-01	8.26E-03	NaN	CSF1R	
Gαi Signaling	3.02E-01	8E-03	NaN	FPR1	
FXR/RXR Activation	2.99E-01	7.94E-03	NaN	CLU	
P2Y Purigenic Receptor Signaling Pathway	2.97E-01	7.87E-03	NaN	FOS	
Endocannabinoid Neuronal Synapse Pathway	2.94E-01	7.81E-03	NaN	MAPK14	
Synaptic Long Term Potentiation	2.92E-01	7.75E-03	NaN	CALM1 (includes others)	
p70S6K Signaling	2.92E-01	7.75E-03	NaN	EEF2	
Adipogenesis pathway	2.81E-01	7.46E-03	NaN	TXNIP	
Androgen Signaling	2.77E-01	7.35E-03	NaN	CALM1 (includes others)	
Iron homeostasis signaling pathway	2.74E-01	7.3E-03	NaN	HP	
Hereditary Breast Cancer Signaling	2.68E-01	7.14E-03	NaN	ACTB	
Insulin Receptor Signaling	2.68E-01	7.14E-03	NaN	SOCS3	
Factors Promoting Cardiogenesis in Vertebrates	2.49E-01	6.67E-03	NaN	MAPK14	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	2.41E-01	6.49E-03	NaN	CXCL8	
Dopamine-DARPP32 Feedback in cAMP Signaling	2.25E-01	6.13E-03	NaN	CALM1 (includes others)	
Wnt/β-catenin Signaling	2.1E-01	5.78E-03	NaN	TLE3	
Axonal Guidance Signaling	-0E00	2.07E-03	NaN	MYL6	
CREB Signaling in Neurons	-0E00	4.83E-03	NaN	CALM1 (includes others)	
Colorectal Cancer Metastasis Signaling	-0E00	3.95E-03	NaN	FOS	
mTOR Signaling	-0E00	4.76E-03	NaN	EIF4B	
Breast Cancer Regulation by Stathmin1	-0E00	1.69E-03	NaN	FPR1	
Gap Junction Signaling	-0E00	5.05E-03	NaN	ACTB	
