© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
AMPK Signaling	2.6E00	9.81E-02	1.500	AK2,ARID1A,CDKN1A,CPT1A,CREB5,EPM2A,INSR,MAP2K3,PIK3CD,PPM1F,PPM1L,PPP2R5C,PRKAB2,PRKAR1A,RAB1A,RAB22A,RAB39A,RAB7A,SMARCC1,TSC1,TSC2	
Telomerase Signaling	2.58E00	1.21E-01	-1.265	ABL1,CDKN1A,ELF1,ETS1,HDAC9,HSP90AB1,HSP90B1,NRAS,PIK3CD,PPM1L,PPP2R5C,RAP1A,TPP1	
Small Cell Lung Cancer Signaling	2.57E00	1.41E-01	1.134	ABL1,APAF1,BID,BIRC2,CDKN1B,IKBKB,NFKB1,PIAS3,PIK3CD,PTEN	
FAK Signaling	2.57E00	1.26E-01	NaN	ACTG1,ARHGEF6,ARHGEF7,CSK,NRAS,PAK1,PAK2,PIK3CD,PTEN,RAC1,RAP1A,TLN1	
Semaphorin Signaling in Neurons	2.55E00	1.5E-01	NaN	CDC42,DPYSL2,PAK1,PAK2,RAC1,RAC2,RHOA,RHOC,RHOT1	
IL-15 Production	2.54E00	1.16E-01	2.673	ABL1,ABL2,BTK,CLK4,CSF1R,CSK,EPHB4,INSR,IRF1,JAK3,MAP2K3,NFKB1,SYK,ZAP70	
α-Adrenergic Signaling	2.53E00	1.25E-01	1.000	ADCY9,CALM1 (includes others),EPM2A,GNAI2,GNAI3,GNAQ,NRAS,PHKB,PRKAR1A,PRKCD,RAP1A,SLC8A1	
T Cell Exhaustion Signaling Pathway	2.52E00	1.03E-01	0.905	GZMB,HAVCR2,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,HLA-DRB5,IL10RA,IL10RB,JAK3,NRAS,PIK3CD,PPM1L,PPP2R5C,RAP1A,TGFBR2,VEGFA,ZAP70	
HER-2 Signaling in Breast Cancer	2.52E00	1.31E-01	NaN	AREG,CDC42,CDKN1A,CDKN1B,ITGB2,NRAS,PIK3CD,PRKCD,RAP1A,TSC1,TSC2	
Pancreatic Adenocarcinoma Signaling	2.51E00	1.19E-01	1.000	ABL1,CDC42,CDKN1A,CDKN1B,E2F4,HMOX1,JAK3,NFKB1,PIK3CD,RAC1,TGFBR2,VEGFA,VEGFB	
Induction of Apoptosis by HIV1	2.5E00	1.48E-01	0.333	APAF1,BID,BIRC2,IKBKB,MAP3K14,NFKB1,SLC25A3,SLC25A4,SLC25A5	
Endoplasmic Reticulum Stress Pathway	2.49E00	2.38E-01	1.342	ATF6,CALR,DNAJC3,HSP90B1,TAOK3	
Glioma Invasiveness Signaling	2.44E00	1.35E-01	-0.378	CDC42,NRAS,PIK3CD,RAC1,RAC2,RAP1A,RHOA,RHOC,RHOT1,TIMP1	
Huntington's Disease Signaling	2.4E00	9.28E-02	-0.905	APAF1,ATP5PB,CASP1,CASP4,CLTB,CLTC,CREB5,DLG4,DNAJC5,DNM1L,DNM2,GNAQ,HDAC9,HSPA8,PIK3CD,PRKCD,PSME1,REST,STX16,TCERG1,UBA52,UBB	
RANK Signaling in Osteoclasts	2.36E00	1.25E-01	0.905	BIRC2,CALM1 (includes others),CHP1,GSN,IKBKB,MAP3K14,MAP3K4,MAP3K6,NFKB1,PIK3CD,TAB2	
Toll-like Receptor Signaling	2.35E00	1.32E-01	1.633	IKBKB,IL18,IRAK1,MAP2K3,MAP3K14,NFKB1,TAB2,TNFAIP3,UBA52,UBB	
Macropinocytosis Signaling	2.35E00	1.32E-01	0.000	CDC42,CSF1R,ITGB2,NRAS,PAK1,PIK3CD,PRKCD,RAC1,RAP1A,RHOA	
P2Y Purigenic Receptor Signaling Pathway	2.35E00	1.1E-01	-0.535	ADCY9,CREB5,GNAI2,GNAI3,GNAQ,NFKB1,NRAS,P2RY1,P2RY12,PDIA3,PIK3CD,PRKAR1A,PRKCD,RAP1A	
CD27 Signaling in Lymphocytes	2.34E00	1.51E-01	2.828	APAF1,BID,IKBKB,MAP2K3,MAP3K14,MAP3K4,MAP3K6,NFKB1	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	2.33E00	1.06E-01	2.324	ACP1,DUSP1,DUSP23,DUSP5,IGBP1,INPP5B,NUDT16,OCRL,PIKFYVE,PPP1CC,PPP1R14B,PTEN,RNGTT,SOCS3,TPTE	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	2.33E00	1.06E-01	2.324	ACP1,DUSP1,DUSP23,DUSP5,IGBP1,INPP5B,NUDT16,OCRL,PIKFYVE,PPP1CC,PPP1R14B,PTEN,RNGTT,SOCS3,TPTE	
Endocannabinoid Developing Neuron Pathway	2.31E00	1.13E-01	0.000	ADCY9,CDKN1B,CREB5,GNAI2,GNAI3,MAP2K3,NRAS,PIK3CD,PRKAR1A,RAC1,RAC2,RAP1A,RHOA	
D-myo-inositol-5-phosphate Metabolism	2.29E00	1.03E-01	2.500	ACP1,DUSP1,DUSP23,DUSP5,IGBP1,INPP5B,NUDT16,OCRL,PIKFYVE,PIP4P2,PPP1CC,PPP1R14B,PTEN,RNGTT,SOCS3,TPTE	
p70S6K Signaling	2.29E00	1.09E-01	0.000	BTK,GNAI2,GNAI3,GNAQ,NRAS,PDIA3,PIK3CD,PPM1L,PPP2R5C,PRKCD,RAP1A,SYK,YWHAH,YWHAZ	
Chronic Myeloid Leukemia Signaling	2.28E00	1.17E-01	NaN	ABL1,CDKN1A,CDKN1B,CTBP2,E2F4,HDAC9,IKBKB,NFKB1,NRAS,PIK3CD,RAP1A,TGFBR2	
Xenobiotic Metabolism General Signaling Pathway	2.27E00	1.05E-01	1.291	AHR,FTL,GSTK1,GSTP1,HMOX1,MAF,MAP2K3,MAP3K14,MAP3K4,MAP3K6,NQO2,NRAS,PIK3CD,PRKCD,RAP1A	
Th1 and Th2 Activation Pathway	2.27E00	9.94E-02	NaN	HAVCR2,HLA-A,HLA-DQB1,HLA-DRB1,HLA-DRB5,IFNGR1,IL10RA,IL10RB,IL18,IRF1,ITGB2,JAK3,MAF,NFKB1,PIK3CD,SOCS3,TGFBR2	
IL-1 Signaling	2.25E00	1.21E-01	1.134	ADCY9,GNAI2,GNAI3,GNAQ,IKBKB,IRAK1,MAP2K3,MAP3K14,NFKB1,PRKAR1A,TAB2	
Death Receptor Signaling	2.25E00	1.21E-01	-0.302	ACIN1,ACTG1,APAF1,BID,BIRC2,IKBKB,MAP3K14,NFKB1,TNFRSF10B,TNFRSF25,TNKS2	
Sphingomyelin Metabolism	2.24E00	3.75E-01	NaN	SMPD1,SMPD3,SMPD4	
IL-3 Signaling	2.23E00	1.27E-01	0.632	CHP1,IL3RA,INPP5D,NRAS,PAK1,PIK3CD,PRKCD,RAC1,RAP1A,RAPGEF1	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	2.21E00	1.76E-01	NaN	APAF1,B2M,BID,GZMB,HLA-A,HLA-C	
JAK/Stat Signaling	2.19E00	1.25E-01	-0.632	CDKN1A,GNAQ,JAK3,NFKB1,NRAS,PIAS2,PIAS3,PIK3CD,RAP1A,SOCS3	
Cyclins and Cell Cycle Regulation	2.15E00	1.23E-01	-1.134	ABL1,BTRC,CCND3,CDKN1A,CDKN1B,CDKN2D,E2F4,HDAC9,PPM1L,PPP2R5C	
IL-10 Signaling	2.14E00	1.3E-01	NaN	HMOX1,IKBKB,IL10RA,IL10RB,IL18,MAP2K3,MAP3K14,NFKB1,SOCS3	
Inhibition of ARE-Mediated mRNA Degradation Pathway	2.09E00	1.07E-01	-0.832	AGO2,CNOT10,DCP2,MAPKAPK2,PPM1L,PPP2R5C,PRKAR1A,PSME1,TNFSF13,YWHAH,YWHAZ,ZFP36,ZFP36L2	
Oxidative Phosphorylation	2.08E00	1.1E-01	1.155	ATP5MGL,ATP5PB,COX7A2,COX7B,NDUFA12,NDUFA13,NDUFA4,NDUFB8,UQCR10,UQCR11,UQCRB,UQCRFS1	
Ephrin A Signaling	2.08E00	1.49E-01	NaN	CDC42,PAK1,PIK3CD,RAC1,RHOA,VAV2,VAV3	
3-phosphoinositide Biosynthesis	2.06E00	9.7E-02	2.000	ACP1,DUSP1,DUSP23,DUSP5,IGBP1,INPP5B,NUDT16,OCRL,PIK3CD,PIKFYVE,PPP1CC,PPP1R14B,PTEN,RNGTT,SOCS3,TPTE	
Nur77 Signaling in T Lymphocytes	2.06E00	1.36E-01	NaN	APAF1,CALM1 (includes others),CHP1,HDAC9,HLA-A,HLA-DQB1,HLA-DRB1,HLA-DRB5	
ATM Signaling	2.04E00	1.13E-01	0.632	ABL1,BID,CDKN1A,CREB5,HERC2,MDM4,PPM1L,PPP1CC,PPP2R5C,TRIM28,TRRAP	
PAK Signaling	2.04E00	1.13E-01	0.302	ARHGEF6,ARHGEF7,CDC42,MYL12A,MYL6B,NRAS,PAK1,PAK2,PIK3CD,RAC1,RAP1A	
Graft-versus-Host Disease Signaling	2.03E00	1.46E-01	NaN	GZMB,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,HLA-DRB5,IL18	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	2.02E00	8.11E-02	-0.577	B2M,CASP1,CASP4,CDC42,CHP1,CREB5,ELF1,GNAI2,GNAI3,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,HLA-DRB5,MAP2K3,NRAS,PIK3CD,PPM1L,PPP2R5C,RAC1,RAC2,RAP1A,RHOA,RHOC,RHOT1,SELPLG,SYK	
HIPPO signaling	2.01E00	1.18E-01	0.000	BTRC,DLG4,MST1,NF2,PPM1L,PPP1CC,PPP1R14B,PPP2R5C,YWHAH,YWHAZ	
T Helper Cell Differentiation	1.99E00	1.23E-01	NaN	HLA-A,HLA-DQB1,HLA-DRB1,HLA-DRB5,IFNGR1,IL10RA,IL10RB,IL18,TGFBR2	
Superpathway of Inositol Phosphate Compounds	1.97E00	9.09E-02	1.886	ACP1,DUSP1,DUSP23,DUSP5,IGBP1,INPP5B,INPP5D,NUDT16,OCRL,PIK3CD,PIKFYVE,PIP4P2,PPP1CC,PPP1R14B,PTEN,RNGTT,SOCS3,TPTE	
PDGF Signaling	1.97E00	1.16E-01	0.632	ABL1,ABL2,ACP1,INPP5B,INPP5D,JAK3,NRAS,OCRL,PIK3CD,RAP1A	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	1.97E00	2.22E-01	0.000	INPP5B,INPP5D,OCRL,PTEN	
Type II Diabetes Mellitus Signaling	1.93E00	9.86E-02	-0.378	ACSL1,ACSL4,CD36,IKBKB,INSR,MAP3K14,NFKB1,PIK3CD,PRKAB2,PRKCD,SMPD1,SMPD3,SMPD4,SOCS3	
Opioid Signaling Pathway	1.9E00	8.5E-02	0.894	ADCY9,AP1B1,AP2S1,CALM1 (includes others),CAMK1D,CDC42,CDKN1B,CLTB,CLTC,CREB5,GNAI2,GNAI3,MAP2K3,NFKB1,NRAS,PRKAR1A,PRKCD,RAC1,RAC2,RAP1A,RGS1	
Cardiac Hypertrophy Signaling (Enhanced)	1.9E00	7.39E-02	0.845	ADCY9,APEX1,ATF6,CALM1 (includes others),CHP1,CYBB,DIAPH1,GNAI2,GNAI3,GNAQ,HDAC9,IKBKB,IL10RA,IL10RB,IL13RA1,IL18,IL3RA,MAP2K3,MAP3K14,MAP3K4,MAP3K6,MAPKAPK2,MKNK2,NFKB1,NRAS,PDE7A,PDIA3,PIK3CD,PRKAR1A,PRKCD,PTEN,RAP1A,RHOA,TGFBR2,TNFSF13,TSC2	
Granzyme A Signaling	1.88E00	2.11E-01	NaN	ANP32A,APEX1,H1-10,H1-3	
Acute Myeloid Leukemia Signaling	1.88E00	1.12E-01	0.378	CSF1R,IDH2,IDH3B,MAP2K3,NFKB1,NRAS,PIK3CD,PIM1,RAP1A,TCF4	
Gα12/13 Signaling	1.88E00	1E-01	1.387	BTK,CDC42,IKBKB,LPAR4,MYL12A,MYL6B,NFKB1,NRAS,PIK3CD,RAP1A,RHOA,VAV2,VAV3	
Crosstalk between Dendritic Cells and Natural Killer Cells	1.88E00	1.12E-01	0.000	ACTG1,HLA-A,HLA-C,HLA-DRB1,HLA-DRB5,IL18,IL3RA,NFKB1,TLN1,TYROBP	
Glutathione Redox Reactions II	1.85E00	5E-01	NaN	PDIA3,TXNDC12	
PPARα/RXRα Activation	1.83E00	8.95E-02	0.258	ADCY9,CD36,GNAQ,HSP90AB1,HSP90B1,IKBKB,INSR,MAP2K3,MAP3K14,NCOA3,NFKB1,NRAS,PDIA3,PRKAB2,PRKAR1A,RAP1A,TGFBR2	
IL-12 Signaling and Production in Macrophages	1.82E00	9.85E-02	NaN	IFNGR1,IKBKB,IL18,IRF1,IRF8,MAF,MST1,NCOA1,NFKB1,PIK3CD,PRKCD,RAB7A,S100A8	
p38 MAPK Signaling	1.82E00	1.02E-01	1.155	CREB5,DUSP1,H3-3A/H3-3B,IL18,IRAK1,MAP2K3,MAP4K1,MAPKAPK2,MKNK2,PLA2G12A,TAB2,TGFBR2	
CD40 Signaling	1.82E00	1.23E-01	0.707	IKBKB,JAK3,MAP2K3,MAP3K14,MAPKAPK2,NFKB1,PIK3CD,TNFAIP3	
Mechanisms of Viral Exit from Host Cells	1.81E00	1.46E-01	NaN	ACTG1,CHMP2A,CHMP4B,PRKCD,SH3GLB1,VPS28	
TNFR2 Signaling	1.81E00	1.67E-01	1.000	BIRC2,IKBKB,MAP3K14,NFKB1,TNFAIP3	
VDR/RXR Activation	1.81E00	1.15E-01	1.633	CDKN1A,CDKN1B,MXD1,NCOA1,NCOA3,PRKCD,PSMC5,RUNX2,YY1	
CDP-diacylglycerol Biosynthesis I	1.8E00	2E-01	2.000	AGPAT3,AGPAT4,GPAT3,MBOAT2	
Cholecystokinin/Gastrin-mediated Signaling	1.8E00	1.01E-01	1.000	CDC42,GNAQ,IL18,MAP2K3,NRAS,PRKCD,RAC1,RAC2,RAP1A,RHOA,RHOC,RHOT1	
Calcium-induced T Lymphocyte Apoptosis	1.78E00	1.21E-01	0.000	CALM1 (includes others),CHP1,HLA-A,HLA-DQB1,HLA-DRB1,HLA-DRB5,PRKCD,ZAP70	
Dopamine-DARPP32 Feedback in cAMP Signaling	1.77E00	9.2E-02	-0.775	ADCY9,CALM1 (includes others),CHP1,CREB5,CSNK1G2,GNAI2,GNAI3,GNAQ,PDIA3,PPM1L,PPP1CC,PPP1R14B,PPP2R5C,PRKAR1A,PRKCD	
Acute Phase Response Signaling	1.75E00	8.94E-02	1.155	C2,FTL,HMOX1,IKBKB,IL18,IRAK1,MAP2K3,MAP3K14,NFKB1,NR3C1,NRAS,PIK3CD,RAP1A,SERPINF1,SOCS3,TCF4	
NF-κB Signaling	1.75E00	8.94E-02	1.000	BTRC,IGF2R,IKBKB,IL18,INSR,IRAK1,MAP3K14,NFKB1,NRAS,PIK3CD,RAP1A,TAB2,TGFBR2,TNFAIP3,TNIP1,ZAP70	
Cell Cycle: G1/S Checkpoint Regulation	1.74E00	1.19E-01	1.134	ABL1,BTRC,CCND3,CDKN1A,CDKN1B,CDKN2D,E2F4,HDAC9	
HMGB1 Signaling	1.73E00	9.09E-02	1.387	CDC42,HMGB1,IFNGR1,IL18,MAP2K3,NFKB1,NRAS,PIK3CD,RAC1,RAC2,RAP1A,RHOA,RHOC,RHOT1,TNFSF13	
G Beta Gamma Signaling	1.72E00	9.84E-02	0.577	ARHGEF6,BTK,CDC42,DNM2,GNAI2,GNAI3,GNAQ,NRAS,PAK1,PRKAR1A,PRKCD,RAP1A	
BAG2 Signaling Pathway	1.71E00	1.4E-01	0.000	CDKN1A,HSPA8,MAPKAPK2,NFKB1,PSME1,SIRT3	
Senescence Pathway	1.69E00	8E-02	0.894	ANAPC11,ANAPC5,CALM1 (includes others),CDKN1A,CDKN1B,CHP1,E2F4,ELF1,ETS1,IKBKB,MAP2K3,MAPKAPK2,NFKB1,NRAS,PDK3,PIK3CD,PPM1L,PPP2R5C,PTEN,RAP1A,TGFBR2,TMEM173	
PEDF Signaling	1.68E00	1.1E-01	0.333	IKBKB,NFKB1,NRAS,PIK3CD,RAC1,RAP1A,RHOA,SERPINF1,TCF4	
CCR3 Signaling in Eosinophils	1.67E00	9.68E-02	0.000	CALM1 (includes others),GNAI2,GNAI3,NRAS,PAK1,PAK2,PIK3CD,PLA2G12A,PRKCD,RAC1,RAP1A,RHOA	
Tight Junction Signaling	1.67E00	8.93E-02	NaN	ACTG1,CDC42,MPDZ,MYH9,MYL6B,NFKB1,PPM1L,PPP2R5C,PRKAR1A,PTEN,RAC1,RHOA,STX16,TGFBR2,VASP	
Polyamine Regulation in Colon Cancer	1.66E00	1.82E-01	NaN	MXD1,OAZ1,PSME1,TCF4	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	1.66E00	1.82E-01	2.000	AGPAT3,AGPAT4,GPAT3,MBOAT2	
IL-6 Signaling	1.64E00	9.6E-02	1.155	IKBKB,IL18,MAP2K3,MAP3K14,MAPKAPK2,MCL1,NFKB1,NRAS,PIK3CD,RAP1A,SOCS3,VEGFA	
Phagosome Formation	1.64E00	9.6E-02	NaN	CDC42,FCER1A,ITGB2,PDIA3,PIK3CD,PRKCD,RAC1,RAC2,RHOA,RHOC,RHOT1,SYK	
Amyotrophic Lateral Sclerosis Signaling	1.64E00	1.03E-01	-0.632	APAF1,BID,BIRC2,CASP1,PAK1,PIK3CD,RAC1,SSR4,VEGFA,VEGFB	
Salvage Pathways of Pyrimidine Ribonucleotides	1.64E00	1.03E-01	1.667	APOBEC3F,CMPK2,IRAK1,MAP2K3,MAP3K6,PAK1,PAK2,PIM1,PRKCD,UCK1	
14-3-3-mediated Signaling	1.6E00	9.45E-02	-1.265	CDKN1B,NRAS,PDIA3,PIK3CD,PRKCD,RAP1A,TSC1,TSC2,TUBA1B,TUBB,YWHAH,YWHAZ	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	1.59E00	1.74E-01	0.000	INPP5B,INPP5D,OCRL,PTEN	
PFKFB4 Signaling Pathway	1.58E00	1.3E-01	-0.816	CREB5,FBP1,MAP2K3,NCOA3,PRKAR1A,TKT	
Apoptosis Signaling	1.58E00	1.01E-01	-2.333	ACIN1,APAF1,BID,BIRC2,IKBKB,MAP3K14,MCL1,NFKB1,NRAS,RAP1A	
Apelin Cardiomyocyte Signaling Pathway	1.58E00	1.01E-01	0.000	GNAI2,GNAI3,HIF1A,MYL12A,MYL6B,PDIA3,PIK3CD,PRKCD,SLC8A1,SLC9A8	
Melatonin Signaling	1.57E00	1.11E-01	0.000	CALM1 (includes others),GNAI2,GNAI3,GNAQ,MAP2K3,PDIA3,PRKAR1A,PRKCD	
Aryl Hydrocarbon Receptor Signaling	1.57E00	9.09E-02	0.333	AHR,APAF1,CCND3,CDKN1A,CDKN1B,GSTK1,GSTP1,HSP90AB1,HSP90B1,NCOA3,NFKB1,NQO2,POLA1	
eNOS Signaling	1.55E00	8.81E-02	-0.302	ADCY9,CALM1 (includes others),DNM2,GNAQ,HSP90AB1,HSP90B1,HSPA8,LPAR4,PIK3CD,PRKAB2,PRKAR1A,PRKCD,VEGFA,VEGFB	
Apelin Endothelial Signaling Pathway	1.54E00	9.57E-02	0.302	ADCY9,CALM1 (includes others),GNAI2,GNAI3,HIF1A,NFKB1,NRAS,PIK3CD,PRKAB2,PRKCD,RAP1A	
Colorectal Cancer Metastasis Signaling	1.53E00	7.91E-02	0.728	ADCY9,CDC42,E2F4,IFNGR1,JAK3,NFKB1,NRAS,PIK3CD,PRKAR1A,PTGER4,RAC1,RAC2,RAP1A,RHOA,RHOC,RHOT1,TCF4,TGFBR2,VEGFA,VEGFB	
Tumoricidal Function of Hepatic Natural Killer Cells	1.53E00	1.67E-01	-2.000	APAF1,BID,GZMB,SRGN	
Glutathione Redox Reactions I	1.53E00	1.67E-01	1.000	CLIC2,GPX4,GSTK1,GSTP1	
TCA Cycle II (Eukaryotic)	1.53E00	1.67E-01	2.000	CS,IDH3B,MDH2,OGDH	
Hypoxia Signaling in the Cardiovascular System	1.51E00	1.08E-01	2.000	CREB5,HIF1A,HSP90AB1,HSP90B1,PTEN,UBE2G2,UBE2J1,VEGFA	
Xenobiotic Metabolism Signaling	1.5E00	7.67E-02	NaN	AHR,CAMK1D,FTL,GSTK1,GSTP1,HMOX1,HSP90AB1,HSP90B1,MAF,MAP2K3,MAP3K14,MAP3K4,MAP3K6,NCOA1,NFKB1,NQO2,NRAS,PIK3CD,PPM1L,PPP2R5C,PRKCD,RAP1A	
Ceramide Signaling	1.5E00	1.02E-01	0.816	NFKB1,NRAS,PIK3CD,PPM1L,PPP2R5C,RAP1A,SMPD1,SMPD3,SMPD4	
B Cell Development	1.49E00	1.39E-01	NaN	HLA-A,HLA-DQB1,HLA-DRB1,HLA-DRB5,SPN	
EIF2 Signaling	1.49E00	8.04E-02	0.000	AGO2,EIF1,EIF2AK4,EIF3D,EIF3E,EIF3I,EIF3M,EIF5,EIF5B,HNRNPA1,INSR,NRAS,PABPC1,PIK3CD,PPP1CC,RAP1A,UBA52,VEGFA	
Angiopoietin Signaling	1.48E00	1.07E-01	0.378	IKBKB,NFKB1,NRAS,PAK1,PAK2,PIK3CD,RAP1A,TNIP1	
Renin-Angiotensin Signaling	1.47E00	9.32E-02	0.000	ADCY9,GNAQ,NFKB1,NRAS,PAK1,PAK2,PIK3CD,PRKAR1A,PRKCD,RAC1,RAP1A	
Autoimmune Thyroid Disease Signaling	1.46E00	1.22E-01	NaN	GZMB,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,HLA-DRB5	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	1.46E00	1.22E-01	1.342	ABL1,BTRC,CDKN1A,MDM4,YWHAH,YWHAZ	
PPAR Signaling	1.45E00	9.62E-02	-0.632	HSP90AB1,HSP90B1,IKBKB,IL18,INSR,MAP3K14,NCOA1,NFKB1,NRAS,RAP1A	
Telomere Extension by Telomerase	1.44E00	2E-01	NaN	HNRNPA1,HNRNPA2B1,TNKS2	
Osteoarthritis Pathway	1.44E00	8.06E-02	-1.069	CASP1,CASP4,CREB5,HIF1A,HMGB1,NAMPT,NFKB1,OCRL,PRKAB2,RAC1,RUNX2,S100A8,S100A9,TCF4,TGFBR2,VEGFA,VEGFB	
Myc Mediated Apoptosis Signaling	1.43E00	1.2E-01	-2.449	APAF1,BID,IKBKB,MCL1,NFKB1,PRKAR1A	
Th17 Activation Pathway	1.42E00	9.89E-02	2.333	AHR,HIF1A,HSP90AB1,HSP90B1,IRAK1,JAK3,NFKB1,PTGER4,SOCS3	
Docosahexaenoic Acid (DHA) Signaling	1.4E00	1.32E-01	NaN	APAF1,APP,BID,PIK3CD,SERPINF1	
Role of NFAT in Cardiac Hypertrophy	1.39E00	7.94E-02	-0.500	ADCY9,CALM1 (includes others),CAMK1D,CHP1,GNAI2,GNAI3,GNAQ,HDAC9,MAP2K3,NRAS,PDIA3,PIK3CD,PRKAR1A,PRKCD,RAP1A,SLC8A1,TGFBR2	
UVC-Induced MAPK Signaling	1.39E00	1.18E-01	0.000	NRAS,PRKCD,RAP1A,SMPD1,SMPD3,SMPD4	
Dendritic Cell Maturation	1.38E00	8.2E-02	0.000	B2M,CREB5,HLA-A,HLA-C,HLA-DQB1,HLA-DRB1,HLA-DRB5,IKBKB,IL18,IRF8,MAP3K14,NFKB1,PDIA3,PIK3CD,TYROBP	
Iron homeostasis signaling pathway	1.38E00	8.76E-02	NaN	ATP6AP1,ATP6V0A2,ATP6V1B2,BTRC,FECH,FTL,HFE,HIF1A,HMOX1,IREB2,JAK3,SLC39A14	
Granzyme B Signaling	1.37E00	1.88E-01	NaN	APAF1,BID,GZMB	
Pyridoxal 5'-phosphate Salvage Pathway	1.37E00	1.08E-01	0.816	IRAK1,MAP2K3,MAP3K6,PAK1,PAK2,PIM1,PRKCD	
Phosphatidylcholine Biosynthesis I	1.35E00	2.86E-01	NaN	CHKB,CHPT1	
Glycogen Biosynthesis II (from UDP-D-Glucose)	1.35E00	2.86E-01	NaN	EPM2A,UGP2	
ErbB Signaling	1.34E00	9.57E-02	0.333	AREG,CDC42,MAP2K3,NRAS,PAK1,PAK2,PIK3CD,PRKCD,RAP1A	
Mitotic Roles of Polo-Like Kinase	1.34E00	1.06E-01	NaN	ANAPC11,ANAPC5,HSP90AB1,HSP90B1,PPM1L,PPP2R5C,SLK	
IL-17 Signaling	1.34E00	1E-01	NaN	MAP2K3,MAP3K14,MAPKAPK2,NFKB1,NRAS,PIK3CD,RAP1A,TIMP1	
Chemokine Signaling	1.34E00	1E-01	0.707	CALM1 (includes others),CAMK1D,GNAI2,GNAI3,GNAQ,NRAS,RAP1A,RHOA	
Lymphotoxin β Receptor Signaling	1.32E00	1.13E-01	0.447	APAF1,BIRC2,IKBKB,MAP3K14,NFKB1,PIK3CD	
Mitochondrial L-carnitine Shuttle Pathway	1.3E00	1.76E-01	NaN	ACSL1,ACSL4,CPT1A	
D-myo-inositol (1,4,5)-trisphosphate Degradation	1.3E00	1.76E-01	NaN	INPP5B,INPP5D,OCRL	
Neuregulin Signaling	1.29E00	9.38E-02	0.378	AREG,CDKN1B,DLG4,HSP90AB1,HSP90B1,NRAS,PRKCD,PTEN,RAP1A	
TGF-β Signaling	1.29E00	9.38E-02	0.333	CDC42,IRF7,MAP2K3,MAP4K1,NRAS,RAP1A,RUNX2,TGFBR2,TGIF1	
Regulation of eIF4 and p70S6K Signaling	1.29E00	8.28E-02	-0.447	AGO2,EIF1,EIF3D,EIF3E,EIF3I,EIF3M,EIF4EBP2,NRAS,PABPC1,PIK3CD,PPM1L,PPP2R5C,RAP1A	
NF-κB Activation by Viruses	1.28E00	9.76E-02	0.707	IKBKB,ITGB2,MAP3K14,NFKB1,NRAS,PIK3CD,PRKCD,RAP1A	
Role of p14/p19ARF in Tumor Suppression	1.26E00	1.38E-01	NaN	NPM1,PIK3CD,RAC1,UBTF	
Sperm Motility	1.25E00	7.62E-02	-1.342	ABL1,ABL2,BTK,CALM1 (includes others),CLK4,CSF1R,CSK,EPHB4,INSR,JAK3,MAP2K3,PDIA3,PLA2G12A,PRKAR1A,PRKCD,SYK,ZAP70	
p53 Signaling	1.25E00	9.18E-02	1.000	APAF1,CDKN1A,HDAC9,HIF1A,MDM4,PIK3CD,PTEN,TNFRSF10B,TP53INP1	
HIF1α Signaling	1.25E00	8.85E-02	NaN	APEX1,ELOB,HIF1A,NCOA1,NRAS,PIK3CD,RAP1A,SLC2A3,VEGFA,VEGFB	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	1.24E00	1.67E-01	NaN	INPP5B,INPP5D,OCRL	
HOTAIR Regulatory Pathway	1.24E00	8.13E-02	0.000	AGO2,CDKN1A,H3-3A/H3-3B,IRF1,KMT2A,NFKB1,PIK3CD,PTEN,REST,RHOC,SETDB1,TCF4,YY1	
Synaptic Long Term Potentiation	1.23E00	8.53E-02	-0.302	CALM1 (includes others),CHP1,CREB5,GNAQ,NRAS,PDIA3,PPP1CC,PPP1R14B,PRKAR1A,PRKCD,RAP1A	
Corticotropin Releasing Hormone Signaling	1.22E00	8.28E-02	1.000	ADCY9,ARPC5,CALM1 (includes others),CREB5,GNAI2,GNAI3,GNAQ,JUND,PRKAR1A,PRKCD,RAP1A,VEGFA	
GADD45 Signaling	1.18E00	1.58E-01	NaN	CCND3,CDKN1A,MAP3K4	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	1.18E00	7.05E-02	NaN	CALM1 (includes others),CHP1,CREB5,GNAQ,IKBKB,IL18,IRAK1,MAP2K3,MAP3K14,MAPKAPK2,NFKB1,NRAS,PDIA3,PIK3CD,PRKCD,RAC1,RAP1A,RHOA,SOCS3,TCF4,VEGFA,VEGFB	
