© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
BAG2 Signaling Pathway	1.73E00	6.98E-02	NaN	CDKN1A,CTSB,MAPK1	
Sphingosine-1-phosphate Signaling	1.72E00	4.27E-02	-1.000	MAPK1,PLCB2,RAC1,RAC2,RHOC	
Role of Tissue Factor in Cancer	1.72E00	4.27E-02	NaN	CFL1,HCK,LYN,MAPK1,RAC1	
VDR/RXR Activation	1.72E00	5.13E-02	1.000	CD14,CDKN1A,PRKCB,RXRA	
p38 MAPK Signaling	1.71E00	4.24E-02	-0.447	DUSP1,IRAK3,MAPKAPK3,STAT1,TNFRSF1B	
Role of RIG1-like Receptors in Antiviral Innate Immunity	1.7E00	6.82E-02	NaN	IFIH1,IRF7,NFKBIA	
FLT3 Signaling in Hematopoietic Progenitor Cells	1.68E00	5E-02	0.000	CBL,INPP5D,MAPK1,STAT1	
IL-15 Production	1.67E00	4.13E-02	-1.342	CSF1R,HCK,JAK1,LYN,STAT1	
Prolactin Signaling	1.66E00	4.94E-02	0.000	FOS,MAPK1,PRKCB,STAT1	
Glioblastoma Multiforme Signaling	1.66E00	3.64E-02	-1.342	CDKN1A,MAPK1,PLCB2,RAC1,RAC2,RHOC	
FAT10 Cancer Signaling Pathway	1.65E00	6.52E-02	NaN	EEF1A1,NFKBIA,TNFRSF1B	
Purine Nucleotides Degradation II (Aerobic)	1.64E00	1.11E-01	NaN	ADA2,NT5C3A	
14-3-3-mediated Signaling	1.59E00	3.94E-02	-1.000	CBL,FOS,MAPK1,PLCB2,PRKCB	
P2Y Purigenic Receptor Signaling Pathway	1.59E00	3.94E-02	-1.342	FOS,GNB1,MAPK1,PLCB2,PRKCB	
Hematopoiesis from Pluripotent Stem Cells	1.58E00	6.12E-02	NaN	FCER1G,IGHG1,IGHG4	
GNRH Signaling	1.58E00	3.47E-02	-0.816	FOS,GNB1,MAPK1,PLCB2,PRKCB,RAC1	
TNFR1 Signaling	1.56E00	6E-02	NaN	FOS,NFKBIA,TNFAIP3	
Inflammasome pathway	1.56E00	1E-01	NaN	CTSB,TLR4	
RANK Signaling in Osteoclasts	1.55E00	4.55E-02	NaN	CBL,FOS,MAPK1,NFKBIA	
UVC-Induced MAPK Signaling	1.54E00	5.88E-02	NaN	FOS,MAPK1,PRKCB	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	1.53E00	4.49E-02	NaN	FOS,MAPK1,NFKBIA,RAC1	
UVB-Induced MAPK Signaling	1.51E00	5.77E-02	NaN	FOS,MAPK1,PRKCB	
Amyotrophic Lateral Sclerosis Signaling	1.41E00	4.12E-02	NaN	CAPNS1,GLUL,GPX1,RAC1	
CNTF Signaling	1.41E00	5.26E-02	NaN	JAK1,MAPK1,STAT1	
Diphthamide Biosynthesis	1.41E00	3.33E-01	NaN	EEF2	
Anandamide Degradation	1.41E00	3.33E-01	NaN	NAAA	
Tumoricidal Function of Hepatic Natural Killer Cells	1.41E00	8.33E-02	NaN	ITGAL,SRGN	
Type II Diabetes Mellitus Signaling	1.41E00	3.52E-02	-0.447	CD36,MAPK1,NFKBIA,PRKCB,TNFRSF1B	
PPARα/RXRα Activation	1.41E00	3.16E-02	0.000	CD36,MAPK1,NFKBIA,PLCB2,PRKCB,RXRA	
UVA-Induced MAPK Signaling	1.4E00	4.08E-02	NaN	FOS,MAPK1,PLCB2,STAT1	
Apelin Cardiomyocyte Signaling Pathway	1.39E00	4.04E-02	-2.000	MAPK1,MYL6,PLCB2,PRKCB	
IL-17A Signaling in Gastric Cells	1.38E00	8E-02	NaN	FOS,MAPK1	
Neuropathic Pain Signaling In Dorsal Horn Neurons	1.36E00	3.96E-02	-1.000	FOS,MAPK1,PLCB2,PRKCB	
SAPK/JNK Signaling	1.35E00	3.92E-02	-1.000	FCER1G,GNB1,RAC1,RAC2	
Lipid Antigen Presentation by CD1	1.35E00	7.69E-02	NaN	B2M,FCER1G	
Glycolysis I	1.35E00	7.69E-02	NaN	ALDOA,PGK1	
Gluconeogenesis I	1.35E00	7.69E-02	NaN	ALDOA,PGK1	
Induction of Apoptosis by HIV1	1.34E00	4.92E-02	NaN	NFKBIA,SLC25A6,TNFRSF1B	
IL-2 Signaling	1.34E00	4.92E-02	NaN	FOS,JAK1,MAPK1	
Autophagy	1.34E00	4.92E-02	NaN	CTSB,CTSC,CTSL	
Breast Cancer Regulation by Stathmin1	1.32E00	2.2E-02	NaN	ADGRE1,C3AR1,CCR1,FFAR2,FPR1,FPR3,GNB1,MAPK1,PLCB2,PPP1CB,PRKCB,RAC1,RAC2	
Pentose Phosphate Pathway (Oxidative Branch)	1.29E00	2.5E-01	NaN	PGD	
N-acetylglucosamine Degradation II	1.29E00	2.5E-01	NaN	NAGK	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	1.29E00	4.69E-02	NaN	MAPK1,NFKBIA,PLAC8	
Gαs Signaling	1.28E00	3.74E-02	-1.000	GNB1,HCK,MAPK1,RGS2	
IL-17A Signaling in Airway Cells	1.27E00	4.62E-02	NaN	JAK1,MAPK1,NFKBIA	
Regulation of Cellular Mechanics by Calpain Protease	1.27E00	4.62E-02	NaN	CAPNS1,ITGA4,MAPK1	
Antioxidant Action of Vitamin C	1.26E00	3.67E-02	0.000	HMOX1,MAPK1,NFKBIA,PLCB2	
Osteoarthritis Pathway	1.23E00	2.84E-02	NaN	ITGA4,RAC1,S100A8,S100A9,TLR4,TNFRSF1B	
G Protein Signaling Mediated by Tubby	1.21E00	6.45E-02	NaN	GNB1,PLCB2	
Role of JAK1 and JAK3 in γc Cytokine Signaling	1.21E00	4.35E-02	NaN	JAK1,MAPK1,STAT1	
SPINK1 General Cancer Pathway	1.21E00	4.35E-02	NaN	JAK1,MAPK1,MT2A	
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	1.2E00	2E-01	NaN	NAGK	
Endocannabinoid Developing Neuron Pathway	1.19E00	3.48E-02	-1.000	GNB1,MAPK1,RAC1,RAC2	
Apelin Endothelial Signaling Pathway	1.19E00	3.48E-02	-1.000	FOS,MAPK1,PLCB2,PRKCB	
4-1BB Signaling in T Lymphocytes	1.18E00	6.25E-02	NaN	MAPK1,NFKBIA	
G-Protein Coupled Receptor Signaling	1.17E00	2.57E-02	NaN	DUSP1,FPR1,MAPK1,NFKBIA,PLCB2,PRKCB,RGS2	
Melatonin Signaling	1.16E00	4.17E-02	NaN	MAPK1,PLCB2,PRKCB	
IL-9 Signaling	1.16E00	6.06E-02	NaN	JAK1,STAT1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.16E00	2.73E-02	NaN	CBL,CSF1R,FOS,MAPK1,NFKBIA,TNFRSF1B	
Non-Small Cell Lung Cancer Signaling	1.15E00	4.11E-02	NaN	MAPK1,RASSF5,RXRA	
GP6 Signaling Pathway	1.15E00	3.36E-02	-1.000	FCER1G,LYN,PRKCB,RAC1	
Sperm Motility	1.13E00	2.69E-02	NaN	CSF1R,HCK,JAK1,LYN,PLCB2,PRKCB	
LPS/IL-1 Mediated Inhibition of RXR Function	1.13E00	2.68E-02	0.447	CD14,CHST2,NR1H3,RXRA,TLR4,TNFRSF1B	
Adenine and Adenosine Salvage III	1.12E00	1.67E-01	NaN	ADA2	
GDNF Family Ligand-Receptor Interactions	1.11E00	3.95E-02	NaN	FOS,MAPK1,RAC1	
Atherosclerosis Signaling	1.08E00	3.17E-02	NaN	CD36,ITGA4,MSR1,S100A8	
Role of BRCA1 in DNA Damage Response	1.06E00	3.75E-02	NaN	ACTB,CDKN1A,STAT1	
IL-17 Signaling	1.06E00	3.75E-02	NaN	JAK1,MAPK1,TIMP1	
Renal Cell Carcinoma Signaling	1.06E00	3.75E-02	NaN	FOS,MAPK1,RAC1	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	1.06E00	1.43E-01	NaN	ADA2	
Synaptic Long Term Potentiation	1.05E00	3.1E-02	-1.000	MAPK1,PLCB2,PPP1CB,PRKCB	
Huntington's Disease Signaling	1.04E00	2.53E-02	-1.633	CAPNS1,GNB1,MAPK1,PLCB2,PRKCB,SGK1	
Sertoli Cell-Sertoli Cell Junction Signaling	1.02E00	2.7E-02	NaN	ACTB,ACTG1,ITGA4,MAPK1,RAC1	
VEGF Family Ligand-Receptor Interactions	1.01E00	3.57E-02	NaN	FOS,MAPK1,PRKCB	
FGF Signaling	1.01E00	3.57E-02	NaN	MAPK1,PTPN6,RAC1	
Superoxide Radicals Degradation	1E00	1.25E-01	NaN	SOD2	
Pyrimidine Ribonucleotides Interconversion	1E00	4.88E-02	NaN	CMPK2,DDX3X	
Endothelin-1 Signaling	9.96E-01	2.66E-02	-0.447	FOS,HMOX1,MAPK1,PLCB2,PRKCB	
STAT3 Pathway	9.96E-01	2.96E-02	NaN	CDKN1A,MAPK1,PTPN6,RAC1	
Xenobiotic Metabolism CAR Signaling Pathway	9.87E-01	2.65E-02	-0.447	CHST2,MAPK1,PRKCB,RACK1,RXRA	
Pyrimidine Ribonucleotides De Novo Biosynthesis	9.63E-01	4.65E-02	NaN	CMPK2,DDX3X	
Pathogenesis of Multiple Sclerosis	9.51E-01	1.11E-01	NaN	CCR1	
Sucrose Degradation V (Mammalian)	9.51E-01	1.11E-01	NaN	ALDOA	
Prostate Cancer Signaling	9.32E-01	3.3E-02	NaN	CDKN1A,MAPK1,NFKBIA	
Adrenomedullin signaling pathway	9.32E-01	2.54E-02	-0.447	ADM,FOS,MAPK1,PLCB2,RXRA	
Th17 Activation Pathway	9.32E-01	3.3E-02	NaN	FCER1G,IRAK3,JAK1	
Aryl Hydrocarbon Receptor Signaling	9.28E-01	2.8E-02	0.000	CDKN1A,FOS,MAPK1,RXRA	
Gap Junction Signaling	9.24E-01	2.53E-02	NaN	ACTB,ACTG1,MAPK1,PLCB2,PRKCB	
Superpathway of Inositol Phosphate Compounds	9.24E-01	2.53E-02	-2.236	DUSP1,INPP5D,PLCB2,PTPN6,PTPRC	
Pentose Phosphate Pathway	9.1E-01	1E-01	NaN	PGD	
ErbB Signaling	9.03E-01	3.19E-02	NaN	FOS,MAPK1,PRKCB	
nNOS Signaling in Neurons	9E-01	4.26E-02	NaN	CAPNS1,PRKCB	
Ephrin A Signaling	9E-01	4.26E-02	NaN	CFL1,RAC1	
Neuregulin Signaling	8.83E-01	3.12E-02	NaN	ITGA4,MAPK1,PRKCB	
α-Adrenergic Signaling	8.83E-01	3.12E-02	NaN	GNB1,MAPK1,PRKCB	
TGF-β Signaling	8.83E-01	3.12E-02	NaN	FOS,IRF7,MAPK1	
Relaxin Signaling	8.73E-01	2.67E-02	-1.000	FOS,GNB1,MAPK1,NFKBIA	
Bladder Cancer Signaling	8.73E-01	3.09E-02	NaN	CDKN1A,MAPK1,THBS1	
Melanoma Signaling	8.57E-01	4E-02	NaN	CDKN1A,MAPK1	
Myc Mediated Apoptosis Signaling	8.57E-01	4E-02	NaN	MCL1,TNFRSF1B	
Amyloid Processing	8.57E-01	4E-02	NaN	CAPNS1,MAPK1	
3-phosphoinositide Degradation	8.36E-01	2.58E-02	-2.000	DUSP1,INPP5D,PTPN6,PTPRC	
Guanosine Nucleotides Degradation III	8.36E-01	8.33E-02	NaN	NT5C3A	
D-myo-inositol-5-phosphate Metabolism	8.3E-01	2.56E-02	-2.000	DUSP1,PLCB2,PTPN6,PTPRC	
AMPK Signaling	8.24E-01	2.34E-02	NaN	ACTB,CDKN1A,EEF2,MAPK1,PPM1F	
CD27 Signaling in Lymphocytes	8.15E-01	3.77E-02	NaN	FOS,NFKBIA	
Lymphotoxin β Receptor Signaling	8.15E-01	3.77E-02	NaN	MAPK1,NFKBIA	
Senescence Pathway	8.15E-01	2.18E-02	-0.816	CAPNS1,CDKN1A,MAPK1,MAPKAPK3,RASSF5,SOD2	
IGF-1 Signaling	8.07E-01	2.88E-02	NaN	FOS,JAK1,MAPK1	
Oleate Biosynthesis II (Animals)	8.04E-01	7.69E-02	NaN	FADS1	
Leukotriene Biosynthesis	8.04E-01	7.69E-02	NaN	LTA4H	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	8.04E-01	7.69E-02	NaN	NT5C3A	
Role of IL-17A in Arthritis	7.9E-01	3.64E-02	NaN	MAPK1,NFKBIA	
Glutamate Receptor Signaling	7.67E-01	3.51E-02	NaN	GLUL,GNB1	
Glioma Signaling	7.57E-01	2.73E-02	NaN	CDKN1A,MAPK1,PRKCB	
Xenobiotic Metabolism Signaling	7.57E-01	2.09E-02	NaN	CHST2,FTL,HMOX1,MAPK1,PRKCB,RXRA	
Choline Biosynthesis III	7.47E-01	6.67E-02	NaN	HMOX1	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	7.42E-01	2.68E-02	NaN	FFAR2,PLCB2,PRKCB	
PCP pathway	7.33E-01	3.33E-02	NaN	PFN1,RAC1	
Parkinson's Signaling	7.21E-01	6.25E-02	NaN	MAPK1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	7.03E-01	2.56E-02	NaN	HLA-A,HLA-B,HLA-E	
Phospholipases	7.01E-01	3.17E-02	NaN	HMOX1,PLCB2	
γ-linolenate Biosynthesis II (Animals)	6.97E-01	5.88E-02	NaN	FADS1	
D-myo-inositol (1,4,5)-trisphosphate Degradation	6.97E-01	5.88E-02	NaN	INPP5D	
Netrin Signaling	6.8E-01	3.08E-02	NaN	RAC1,RAC2	
Pyridoxal 5'-phosphate Salvage Pathway	6.8E-01	3.08E-02	NaN	MAPK1,SGK1	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	6.76E-01	5.56E-02	NaN	INPP5D	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	6.76E-01	5.56E-02	NaN	INPP5D	
G Beta Gamma Signaling	6.68E-01	2.46E-02	NaN	GNB1,MAPK1,PRKCB	
ErbB4 Signaling	6.62E-01	2.99E-02	NaN	MAPK1,PRKCB	
GADD45 Signaling	6.56E-01	5.26E-02	NaN	CDKN1A	
Gαi Signaling	6.48E-01	2.4E-02	NaN	FPR1,GNB1,MAPK1	
Synaptic Long Term Depression	6.29E-01	2.12E-02	-2.000	LYN,MAPK1,PLCB2,PRKCB	
Endocannabinoid Neuronal Synapse Pathway	6.29E-01	2.34E-02	NaN	GNB1,MAPK1,PLCB2	
Small Cell Lung Cancer Signaling	6.23E-01	2.82E-02	NaN	NFKBIA,RXRA	
White Adipose Tissue Browning Pathway	6.22E-01	2.33E-02	NaN	FCER1G,MAPK1,RXRA	
Gα12/13 Signaling	6.16E-01	2.31E-02	NaN	MAPK1,MYL6,NFKBIA	
ERK5 Signaling	6.14E-01	2.78E-02	NaN	FOS,SGK1	
Xenobiotic Metabolism PXR Signaling Pathway	6.13E-01	2.08E-02	-1.000	CHST2,PPP1CB,PRKCB,RXRA	
Agranulocyte Adhesion and Diapedesis	6.09E-01	2.07E-02	NaN	ACTB,ACTG1,ITGA4,MYL6	
Estrogen-Dependent Breast Cancer Signaling	5.99E-01	2.7E-02	NaN	FOS,MAPK1	
Leptin Signaling in Obesity	5.99E-01	2.7E-02	NaN	MAPK1,PLCB2	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	5.99E-01	4.55E-02	NaN	CMPK2	
FcγRIIB Signaling in B Lymphocytes	5.9E-01	2.67E-02	NaN	INPP5D,LYN	
IL-15 Signaling	5.9E-01	2.67E-02	NaN	JAK1,MAPK1	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	5.83E-01	4.35E-02	NaN	RSAD2	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	5.83E-01	4.35E-02	NaN	INPP5D	
Neurotrophin/TRK Signaling	5.82E-01	2.63E-02	NaN	FOS,MAPK1	
Androgen Signaling	5.8E-01	2.21E-02	NaN	GNB1,MAPK1,PRKCB	
Glutathione Redox Reactions I	5.67E-01	4.17E-02	NaN	GPX1	
Thyroid Cancer Signaling	5.58E-01	2.53E-02	NaN	FOS,MAPK1	
BEX2 Signaling Pathway	5.58E-01	2.53E-02	NaN	CDKN1A,NFKBIA	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	5.51E-01	4E-02	NaN	PLCB2	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	5.51E-01	2.13E-02	NaN	DUSP1,PTPN6,PTPRC	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	5.51E-01	2.13E-02	NaN	DUSP1,PTPN6,PTPRC	
Cardiac β-adrenergic Signaling	5.51E-01	2.13E-02	NaN	GNB1,GRK3,PPP1CB	
CREB Signaling in Neurons	5.42E-01	1.93E-02	NaN	GNB1,MAPK1,PLCB2,PRKCB	
Estrogen-mediated S-phase Entry	5.38E-01	3.85E-02	NaN	CDKN1A	
NAD Salvage Pathway II	5.38E-01	3.85E-02	NaN	NT5C3A	
Apelin Adipocyte Signaling Pathway	5.36E-01	2.44E-02	NaN	GPX1,MAPK1	
Corticotropin Releasing Hormone Signaling	5.3E-01	2.07E-02	NaN	FOS,MAPK1,PRKCB	
HER-2 Signaling in Breast Cancer	5.21E-01	2.38E-02	NaN	CDKN1A,PRKCB	
HIPPO signaling	5.14E-01	2.35E-02	NaN	CD44,PPP1CB	
Role of NFAT in Cardiac Hypertrophy	5.13E-01	1.87E-02	-2.000	GNB1,MAPK1,PLCB2,PRKCB	
Role of p14/p19ARF in Tumor Suppression	4.98E-01	3.45E-02	NaN	RAC1	
Ceramide Signaling	4.95E-01	2.27E-02	NaN	FOS,TNFRSF1B	
Acute Myeloid Leukemia Signaling	4.88E-01	2.25E-02	NaN	CSF1R,MAPK1	
Sirtuin Signaling Pathway	4.78E-01	1.72E-02	NaN	MAPK1,NR1H3,PGK1,SLC25A6,SOD2	
Melanocyte Development and Pigmentation Signaling	4.57E-01	2.13E-02	NaN	MAPK1,PTPN6	
cAMP-mediated signaling	4.57E-01	1.75E-02	1.000	DUSP1,FPR1,MAPK1,RGS2	
Circadian Rhythm Signaling	4.52E-01	3.03E-02	NaN	BHLHE40	
Dopamine-DARPP32 Feedback in cAMP Signaling	4.45E-01	1.84E-02	NaN	PLCB2,PPP1CB,PRKCB	
ATM Signaling	4.4E-01	2.06E-02	NaN	CDKN1A,NFKBIA	
3-phosphoinositide Biosynthesis	4.37E-01	1.82E-02	NaN	DUSP1,PTPN6,PTPRC	
p53 Signaling	4.34E-01	2.04E-02	NaN	CDKN1A,THBS1	
DNA Methylation and Transcriptional Repression Signaling	4.33E-01	2.86E-02	NaN	MBD2	
TWEAK Signaling	4.33E-01	2.86E-02	NaN	NFKBIA	
Nitric Oxide Signaling in the Cardiovascular System	4.29E-01	2.02E-02	NaN	MAPK1,PRKCB	
Cell Cycle Regulation by BTG Family Proteins	4.13E-01	2.7E-02	NaN	BTG1	
Chronic Myeloid Leukemia Signaling	4.08E-01	1.94E-02	NaN	CDKN1A,MAPK1	
Mouse Embryonic Stem Cell Pluripotency	4.08E-01	1.94E-02	NaN	JAK1,MAPK1	
Inhibition of Matrix Metalloproteases	3.96E-01	2.56E-02	NaN	TIMP1	
Telomerase Signaling	3.88E-01	1.87E-02	NaN	CDKN1A,MAPK1	
CDK5 Signaling	3.83E-01	1.85E-02	NaN	MAPK1,PPP1CB	
Role of IL-17F in Allergic Inflammatory Airway Diseases	3.72E-01	2.38E-02	NaN	MAPK1	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	3.64E-01	2.33E-02	NaN	CCR1	
IL-23 Signaling Pathway	3.57E-01	2.27E-02	NaN	NFKBIA	
NGF Signaling	3.56E-01	1.75E-02	NaN	MAPK1,RAC1	
Cardiac Hypertrophy Signaling (Enhanced)	3.43E-01	1.44E-02	-2.646	GNB1,ITGA4,MAPK1,MAPKAPK3,PLCB2,PRKCB,TNFRSF1B	
Dermatan Sulfate Biosynthesis (Late Stages)	3.42E-01	2.17E-02	NaN	CHST2	
PFKFB4 Signaling Pathway	3.42E-01	2.17E-02	NaN	MAPK1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	3.34E-01	1.68E-02	NaN	JAK1,MAPK1	
Chondroitin Sulfate Biosynthesis (Late Stages)	3.29E-01	2.08E-02	NaN	CHST2	
Inhibition of ARE-Mediated mRNA Degradation Pathway	3.23E-01	1.64E-02	NaN	MAPK1,TNFRSF1B	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	3.22E-01	2.04E-02	NaN	CDKN1A	
FXR/RXR Activation	3.08E-01	1.59E-02	NaN	NR1H3,RXRA	
Phototransduction Pathway	2.98E-01	1.89E-02	NaN	GNB1	
Chondroitin Sulfate Biosynthesis	2.82E-01	1.79E-02	NaN	CHST2	
Unfolded protein response	2.82E-01	1.79E-02	NaN	HSPH1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	2.77E-01	1.75E-02	NaN	CDKN1A	
Cancer Drug Resistance By Drug Efflux	2.72E-01	1.72E-02	NaN	MAPK1	
Dermatan Sulfate Biosynthesis	2.67E-01	1.69E-02	NaN	CHST2	
Ovarian Cancer Signaling	2.64E-01	1.44E-02	NaN	CD44,MAPK1	
Endometrial Cancer Signaling	2.62E-01	1.67E-02	NaN	MAPK1	
Retinoic acid Mediated Apoptosis Signaling	2.62E-01	1.67E-02	NaN	RXRA	
SPINK1 Pancreatic Cancer Pathway	2.62E-01	1.67E-02	NaN	CTSB	
Hereditary Breast Cancer Signaling	2.6E-01	1.43E-02	NaN	ACTB,CDKN1A	
Wnt/Ca+ pathway	2.53E-01	1.61E-02	NaN	PLCB2	
Endocannabinoid Cancer Inhibition Pathway	2.52E-01	1.4E-02	NaN	CDKN1A,MAPK1	
PXR/RXR Activation	2.4E-01	1.54E-02	NaN	RXRA	
ErbB2-ErbB3 Signaling	2.4E-01	1.54E-02	NaN	MAPK1	
Eicosanoid Signaling	2.36E-01	1.52E-02	NaN	LTA4H	
Factors Promoting Cardiogenesis in Vertebrates	2.32E-01	1.33E-02	NaN	PLCB2,PRKCB	
Cell Cycle: G1/S Checkpoint Regulation	2.31E-01	1.49E-02	NaN	CDKN1A	
Heparan Sulfate Biosynthesis (Late Stages)	2.16E-01	1.41E-02	NaN	CHST2	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.09E-01	1.37E-02	NaN	PLCB2	
Hypoxia Signaling in the Cardiovascular System	2.06E-01	1.35E-02	NaN	NFKBIA	
Angiopoietin Signaling	2.02E-01	1.33E-02	NaN	NFKBIA	
Mitochondrial Dysfunction	-0E00	5.85E-03	NaN	SOD2	
TR/RXR Activation	-0E00	1.19E-02	NaN	RXRA	
HIF1α Signaling	-0E00	8.85E-03	NaN	MAPK1	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	1.25E-02	NaN	MAPK1	
Cyclins and Cell Cycle Regulation	-0E00	1.23E-02	NaN	CDKN1A	
eNOS Signaling	-0E00	6.29E-03	NaN	PRKCB	
Heparan Sulfate Biosynthesis	-0E00	1.28E-02	NaN	CHST2	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	1.04E-02	NaN	JAK1,MAPK1	
Adipogenesis pathway	-0E00	7.46E-03	NaN	TXNIP	
Wnt/β-catenin Signaling	-0E00	5.78E-03	NaN	CD44	
Dopamine Receptor Signaling	-0E00	1.3E-02	NaN	PPP1CB	
BMP signaling pathway	-0E00	1.18E-02	NaN	MAPK1	
Gustation Pathway	-0E00	1.3E-02	NaN	GNB1,PLCB2	
Calcium Signaling	-0E00	9.71E-03	NaN	MAPK1,MYL6	
