© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
HOXA9	 	transcription regulator	 	 	 	1.23E-04	IL7R,JUNB,MYC,PIM1	 
TBP	 	transcription regulator	 	 	 	1.24E-04	FOS,MYC,NFKBIA	15 (15)
sirolimus	 	chemical drug	 	-1.638	 	1.25E-04	FOS,H3-3A/H3-3B,JUNB,MYC,PIM1,SOCS3	20 (19)
OSM	 	cytokine	 	1.219	 	1.28E-04	FOS,HLA-C,IL6ST,JUNB,MYC,SOCS3	16 (15)
Igm	 	complex	 	 	 	1.30E-04	CD69,MYC,PIM1	11 (5)
CST3	 	other	 	 	 	1.33E-04	FOS,NFKBIA	 
miR-375-3p (miRNAs w/seed UUGUUCG)	 	mature microRNA	 	 	 	1.33E-04	MYC,PDK1	 
KLF2	 	transcription regulator	 	-1.980	 	1.34E-04	IL7R,JUNB,MYC,NFKBIA	14 (9)
FOS	0.330	transcription regulator	 	0.105	 	1.37E-04	ACTG1,FOS,JUNB,MALAT1,MYC,SOCS3	13 (6)
15-deoxy-delta-12,14 -PGJ 2	 	chemical - endogenous mammalian	 	0.882	 	1.46E-04	FOS,MYC,NFKBIA,SOCS3	14 (20)
PD98059	 	chemical - kinase inhibitor	Inhibited	-2.400	 	1.46E-04	CD69,FOS,JUNB,MYC,PIM1,SOCS3	18 (14)
GLI3	 	transcription regulator	 	 	 	1.48E-04	CD69,JUNB,NFKBIZ	 
gemfibrozil	 	chemical drug	 	 	 	1.48E-04	MYC,NFKBIA,SOCS3	 
SP1	 	transcription regulator	 	 	 	1.50E-04	FOS,LTB,MYC,NFKBIA,PDK1,PIM1	18 (15)
ETS2	 	transcription regulator	 	 	 	1.54E-04	FOS,JUNB,MYC	10 (8)
GnRH-A	 	chemical reagent	 	 	 	1.54E-04	FOS,JUNB,NFKBIZ	10 (7)
ELK4	 	transcription regulator	 	 	 	1.57E-04	FOS,JUNB	 
RPS6KA4	 	kinase	 	 	 	1.57E-04	FOS,JUNB	6 (5)
PRKCD	 	kinase	 	0.849	 	1.58E-04	FOS,JUNB,MYC,NFKBIA	14 (18)
ATG7	 	enzyme	 	 	 	1.61E-04	MYC,NFKBIA,SOCS3	 
STAT1	 	transcription regulator	 	0.731	bias	1.70E-04	FOS,HLA-E,MYC,PIM1,SOCS3	18 (18)
MAP2K1	 	kinase	 	 	 	1.71E-04	FOS,MYC,NFKBIA,PIM1	14 (17)
RELB	 	transcription regulator	 	 	 	1.74E-04	LTB,MYC,NFKBIA	13 (7)
Il3	 	cytokine	 	 	 	1.81E-04	FOS,MYC,PIM1	17 (12)
IFI16	 	transcription regulator	 	 	 	1.81E-04	IL7R,NFKBIA,PIM1	 
Y 27632	 	chemical drug	 	 	 	1.81E-04	ACTG1,FOS,MYC	4 (4)
GTF2I	 	transcription regulator	 	 	 	1.83E-04	FOS,MYC	4 (4)
prazosin	 	chemical drug	 	 	 	1.83E-04	FOS,MYC	4 (5)
pentobarbital	 	chemical drug	 	 	 	1.83E-04	FOS,JUNB	 
Cd2+	 	chemical toxicant	 	 	 	1.83E-04	FOS,MYC	6 (5)
IL10	 	cytokine	 	0.912	 	1.88E-04	FOS,IL6ST,IL7R,LTB,SOCS3	18 (16)
ID3	 	transcription regulator	 	 	 	1.89E-04	IL7R,LTB,MYC,SOCS3	13 (7)
P38 MAPK	 	group	 	1.991	bias	1.92E-04	CD69,FOS,JUNB,MYC,SOCS3	16 (20)
IRAK4	 	kinase	 	 	 	1.95E-04	FOS,NFKBIA,NFKBIZ	12 (5)
PRNP	 	other	 	 	 	1.95E-04	HSPA8,MYC,NFKBIA	 
MAP3K14	 	kinase	 	 	 	2.03E-04	IL7R,LTB,NFKBIA	13 (7)
PTPN11	 	phosphatase	 	 	 	2.03E-04	FOS,PIM1,SOCS3	17 (16)
(+)-MK-801	 	chemical drug	 	 	 	2.03E-04	FOS,JUNB,NFKBIA	7 (5)
delta-9-tetrahydrocannabinol	 	chemical drug	 	 	 	2.03E-04	CD69,FOS,SOCS3	15 (11)
wortmannin	 	chemical - kinase inhibitor	 	 	 	2.08E-04	FOS,MYC,NFKBIA,SOCS3	15 (20)
HOXB4	 	transcription regulator	 	 	 	2.11E-04	JUNB,MYC	 
NFATC2	 	transcription regulator	 	1.991	 	2.24E-04	MYC,NFKBIA,NFKBIZ,SOCS3	15 (12)
MTPN	 	transcription regulator	 	 	 	2.27E-04	FOS,LTB,MYC	13 (7)
BMP2	 	growth factor	 	-0.014	 	2.28E-04	FOS,JUNB,KLF9,MYC	15 (15)
FN1	 	enzyme	 	1.667	 	2.41E-04	FOS,MYC,NFKBIA,SOCS3	14 (17)
H1-2	 	other	 	 	 	2.41E-04	LTB,MYC	 
IL2RB	 	transmembrane receptor	 	 	 	2.41E-04	FOS,MYC	 
CFTR	 	ion channel	 	 	 	2.43E-04	NFKBIA,NFKBIZ,SOCS3	 
PSEN1	 	peptidase	 	 	 	2.45E-04	ACTG1,FOS,HLA-E,HSPA8,MYC	14 (7)
ID2	 	transcription regulator	 	 	 	2.49E-04	IL7R,LTB,MYC,SOCS3	13 (7)
simvastatin	 	chemical drug	 	 	 	2.49E-04	FOS,MYC,NFKBIA,SOCS3	14 (15)
progesterone	 	chemical - endogenous mammalian	 	0.562	 	2.58E-04	FOS,HSPA8,KLF9,MYC,NFKBIA,PDK1	15 (12)
Jnk	 	group	 	 	 	2.58E-04	CD69,FOS,MYC,SOCS3	19 (19)
PIK3R1	 	kinase	 	 	 	2.61E-04	FOS,MYC,PDK1	13 (13)
amphetamine	 	chemical drug	 	 	 	2.61E-04	FOS,HSPA8,JUNB	 
isobutylmethylxanthine	 	chemical toxicant	 	 	 	2.63E-04	FOS,JUNB,MYC,PDK1	17 (19)
IgG	 	complex	 	 	 	2.63E-04	CD69,HLA-E,MYC,PIM1	15 (9)
CSF1	 	cytokine	 	1.921	bias	2.68E-04	FOS,IL6ST,JUNB,MYC	15 (17)
genistein	 	chemical drug	 	-0.751	 	2.71E-04	FOS,JUNB,MYC,PIM1,STK17B	19 (23)
pCPT-cAMP	 	chemical - kinase inhibitor	 	 	 	2.73E-04	FOS,JUNB	 
PLC	 	group	 	 	 	2.73E-04	FOS,MYC	9 (5)
PPP1R1B	 	phosphatase	 	 	 	2.73E-04	FOS,MYC	9 (8)
PHB2	 	transcription regulator	 	 	 	2.73E-04	IL6ST,SOCS3	 
mir-451	 	microRNA	 	 	 	2.73E-04	CD69,MYC	 
PDGFRA	 	kinase	 	 	 	2.73E-04	FOS,MYC	10 (5)
NCAM1	 	other	 	 	 	2.73E-04	MALAT1,NFKBIA	 
silicon dioxide	 	chemical drug	 	 	 	2.73E-04	FOS,JUNB	7 (7)
7-nitroindazole	 	chemical reagent	 	 	 	2.73E-04	FOS,NFKBIA	 
nimodipine	 	chemical drug	 	 	 	2.73E-04	FOS,MYC	 
TP53	 	transcription regulator	 	-0.477	 	2.76E-04	CCNL1,FOS,HSPA8,JUNB,MYC,NFKBIA,PDK1,PIM1,SFPQ,TMSB10/TMSB4X	17 (15)
COL18A1	 	other	 	 	 	2.89E-04	FOS,JUNB,MYC	19 (19)
niacinamide	 	chemical - endogenous mammalian	 	 	 	2.89E-04	CCNL1,JUNB,MYC	 
tert-butyl-hydroquinone	 	chemical reagent	 	 	 	2.89E-04	FOS,HSPA8,JUNB	 
ZFP36	 	transcription regulator	 	 	 	2.98E-04	FOS,NFKBIA,PIM1	 
N(6)-(3-iodobenzyl)-5'-N-methylcarboxamidoadenosine	 	chemical drug	 	 	 	3.07E-04	FOS,MYC	 
RNF20	 	enzyme	 	 	 	3.07E-04	FOS,MYC	 
Endothelin	 	group	 	 	 	3.07E-04	FOS,MYC	6 (5)
S100B	 	other	 	 	 	3.07E-04	FOS,MYC	8 (7)
GFI1B	 	transcription regulator	 	 	 	3.07E-04	MYC,SOCS3	 
RPS6KA3	 	kinase	 	 	 	3.07E-04	FOS,MYC	10 (9)
YY2	 	transcription regulator	 	 	 	3.07E-04	FOS,MYC	 
quinpirole	 	chemical reagent	 	 	 	3.07E-04	FOS,JUNB	6 (5)
GDF2	 	growth factor	 	 	 	3.08E-04	FOS,MYC,NFKBIA	 
TCF	 	group	 	 	 	3.08E-04	FOS,JUNB,MYC	8 (3)
SLC13A1	 	transporter	 	 	 	3.18E-04	ACTG1,HSPA8,KLF9	 
CALCA	 	other	 	 	 	3.39E-04	AHNAK,FOS,JUNB	10 (4)
STAT6	 	transcription regulator	 	 	 	3.42E-04	AHNAK,CD69,IL6ST,LTB,NFKBIA	15 (7)
prostaglandin E1	 	chemical - endogenous mammalian	 	 	 	3.43E-04	FOS,MYC	 
calcipotriene	 	chemical drug	 	 	 	3.43E-04	FOS,JUNB	5 (6)
IL31	 	other	 	 	 	3.43E-04	JUNB,SOCS3	 
ADRB3	 	G-protein coupled receptor	 	 	 	3.43E-04	FOS,JUNB	6 (5)
MST1R	 	kinase	 	 	 	3.43E-04	FOS,MYC	14 (12)
cuprizone	 	chemical toxicant	 	 	 	3.43E-04	FOS,SOCS3	 
TEAD4	 	transcription regulator	 	 	 	3.50E-04	ARID5B,JUNB,NFKBIZ	 
CEBPB	 	transcription regulator	 	1.015	 	3.50E-04	FOS,HSPA8,MYC,NFKBIZ,SOCS3	17 (11)
tretinoin	 	chemical - endogenous mammalian	 	-1.012	 	3.55E-04	AHNAK,FOS,HLA-C,IL6ST,KLF9,MYC,PDK1,PIM1,TMSB10/TMSB4X	 
KRAS	 	enzyme	 	 	 	3.56E-04	AHNAK,FOS,JUNB,MYC,NFKBIA,PIM1	17 (21)
allopurinol	 	chemical drug	 	 	 	3.72E-04	CD69,MYC,TMSB10/TMSB4X	 
HDAC3	 	transcription regulator	 	 	 	3.72E-04	FOS,MYC,NFKBIA	15 (13)
imiquimod	 	chemical drug	 	 	 	3.72E-04	FOS,JUNB,SOCS3	13 (10)
IAPP	 	other	 	 	 	3.80E-04	FOS,MYC	6 (5)
actinomycin D	 	biologic drug	 	-1.980	 	3.86E-04	FOS,IL7R,MYC,SOCS3	18 (22)
indomethacin	 	chemical drug	 	-0.068	 	3.98E-04	FOS,MYC,PIM1,TMSB10/TMSB4X	13 (7)
lysophosphatidic acid	 	chemical - other	 	 	 	4.07E-04	FOS,JUNB,MYC	15 (21)
Pdgf (complex)	 	complex	 	 	 	4.07E-04	FOS,JUNB,MYC	14 (22)
TLR9	 	transmembrane receptor	 	1.981	bias	4.10E-04	CD69,MYC,NFKBIZ,SOCS3	18 (18)
GATA3	 	transcription regulator	 	 	 	4.17E-04	FOS,IL7R,LTB,MYC	14 (9)
butyric acid	 	chemical - endogenous mammalian	 	-0.765	 	4.18E-04	FOS,MYC,NFKBIA,PDK1,SOCS3	15 (19)
Ras homolog	 	group	 	 	 	4.20E-04	FOS,MYC	12 (11)
SP100	 	transcription regulator	 	 	 	4.20E-04	FOS,HSPA8	 
SMARCE1	 	transcription regulator	 	 	 	4.20E-04	FOS,MYC	 
NLRC5	 	transcription regulator	 	 	 	4.20E-04	HLA-C,HLA-E	 
DDX5	 	enzyme	 	 	 	4.20E-04	FOS,MYC	6 (7)
pilocarpine	 	chemical drug	 	 	 	4.20E-04	FOS,JUNB	 
lenalidomide	 	chemical drug	 	-1.000	 	4.23E-04	ACTG1,MYC,NFKBIZ,PDK1	 
ERK	 	group	 	1.966	 	4.23E-04	FOS,JUNB,MYC,NFKBIZ	12 (19)
tacrolimus	 	chemical drug	 	-1.091	 	4.50E-04	FOS,JUNB,MYC,NFKBIA	17 (17)
puromycin aminonucleoside	 	chemical reagent	 	 	 	4.56E-04	ACTG1,MYC,TMSB10/TMSB4X	 
ETS	 	group	 	 	 	4.62E-04	FOS,LTB	 
IPMK	 	kinase	 	 	 	4.62E-04	FOS,JUNB	7 (5)
IL2RA	 	transmembrane receptor	 	 	 	4.62E-04	FOS,MYC	7 (4)
ACVR1C	 	kinase	 	 	 	4.62E-04	FOS,JUNB	5 (6)
EPCAM	 	other	 	 	 	4.62E-04	FOS,MYC	 
IKZF1	 	transcription regulator	 	 	 	4.64E-04	IL6ST,IL7R,MYC,NFKBIZ	 
HTT	 	transcription regulator	 	 	 	4.98E-04	FOS,HSPA8,JUNB,KLF9,PDK1,SFPQ	13 (7)
HTATIP2	 	transcription regulator	 	 	 	5.05E-04	FOS,MYC	 
ibrutinib	 	chemical drug	 	 	 	5.05E-04	CD69,MYC	 
IL17A	 	cytokine	 	1.951	bias	5.07E-04	FOS,MYC,NFKBIZ,SOCS3	19 (19)
Mapk	 	group	 	 	 	5.09E-04	FOS,JUNB,MYC	16 (22)
VIP	 	other	 	 	 	5.09E-04	FOS,MYC,NFKBIA	13 (17)
NR5A2	 	ligand-dependent nuclear receptor	 	 	 	5.37E-04	FOS,JUNB,MYC	8 (3)
RACK1	 	enzyme	 	 	 	5.51E-04	FOS,MYC	7 (11)
Mt2	 	other	 	 	 	5.51E-04	FOS,MYC	 
bisindolylmaleimide iv	 	chemical - kinase inhibitor	 	 	 	5.51E-04	FOS,MYC	10 (11)
chelerythrine	 	chemical drug	 	 	 	5.51E-04	NFKBIA,PIM1	 
SYK	 	kinase	 	 	 	5.66E-04	CD69,GIMAP7,PIM1	 
cyclic AMP	 	chemical - endogenous mammalian	 	1.927	 	5.68E-04	FOS,JUNB,MYC,SOCS3	16 (18)
AGT	 	growth factor	 	1.941	 	5.73E-04	FOS,IL6ST,MYC,NFKBIA,SOCS3	16 (19)
NOTCH1	 	transcription regulator	 	 	 	5.76E-04	FOS,HSPA8,IL7R,MYC	13 (8)
SPI1	 	transcription regulator	 	 	 	5.76E-04	FOS,HSPA8,IL7R,MYC	5 (2)
GNA15	 	enzyme	 	 	 	5.81E-04	CD69,HLA-E,MYC	 
SB-431542	 	chemical reagent	 	 	 	5.81E-04	CD69,FOS,MYC	19 (16)
F2	 	peptidase	 	1.931	bias	5.93E-04	FOS,JUNB,MYC,NFKBIA	15 (19)
hyaluronic acid	 	chemical - endogenous mammalian	 	 	 	5.96E-04	FOS,NFKBIA,SOCS3	16 (20)
SOX6	 	transcription regulator	 	 	 	5.98E-04	MYC,SOCS3	 
COMMD1	 	transporter	 	 	 	5.98E-04	NFKBIA,PDK1	 
TRPV4	 	ion channel	 	 	 	5.98E-04	FOS,SOCS3	 
vorinostat	 	chemical drug	 	-1.154	 	6.18E-04	CD69,MYC,NFKBIA,SOCS3	15 (18)
Insulin	 	group	 	1.283	 	6.24E-04	FOS,HSPA8,MYC,NFKBIA,PDK1	14 (17)
calcimycin	 	chemical reagent	 	 	 	6.27E-04	FOS,JUNB,MYC	15 (20)
arsenite	 	chemical toxicant	 	 	 	6.27E-04	FOS,MYC,TRA2B	7 (10)
GH1	 	growth factor	 	 	 	6.43E-04	FOS,JUNB,SOCS3	15 (17)
CD9	 	other	 	 	 	6.47E-04	CD69,MYC	 
NOS1	 	enzyme	 	 	 	6.47E-04	FOS,PDK1	 
acetylcholine	 	chemical - endogenous mammalian	 	 	 	6.47E-04	FOS,SOCS3	 
curdlan	 	chemical - endogenous non-mammalian	 	 	 	6.47E-04	CD69,FOS	 
NFKB1	 	transcription regulator	 	 	 	6.52E-04	FOS,LTB,MYC,NFKBIA	15 (13)
MAP2K2	 	kinase	 	 	 	6.98E-04	FOS,MYC	12 (9)
ozone	 	chemical toxicant	 	 	 	6.98E-04	FOS,JUNB	 
ceramide	 	chemical - endogenous mammalian	 	 	 	6.98E-04	FOS,MYC	14 (16)
GSK3B	 	kinase	 	 	 	7.09E-04	FOS,MYC,NFKBIZ	14 (13)
GW3965	 	chemical reagent	 	 	 	7.09E-04	MYLIP,NFKBIA,SOCS3	 
HGF	 	growth factor	 	1.928	bias	7.09E-04	FOS,IL6ST,MYC,PIM1,SOCS3	16 (16)
PGR	 	ligand-dependent nuclear receptor	 	 	 	7.16E-04	FOS,KLF9,MYC,NFKBIA	19 (19)
staurosporine	 	chemical - kinase inhibitor	 	 	 	7.26E-04	FOS,MYC,PIM1	22 (16)
YY1	 	transcription regulator	 	 	 	7.35E-04	FOS,MYC,NFKBIZ,SFPQ	 
PRKCA	 	kinase	 	 	 	7.44E-04	FOS,MYC,NFKBIA	17 (19)
MIF	 	cytokine	 	 	 	7.44E-04	FOS,IL6ST,IL7R	6 (3)
CD69	0.377	transmembrane receptor	 	 	 	7.51E-04	CD69,SOCS3	 
apomorphine	 	chemical drug	 	 	 	7.51E-04	FOS,IL6ST	 
GNAQ	 	enzyme	 	 	 	7.62E-04	FOS,MYC,PDK1	14 (12)
STK11	 	kinase	 	0.000	 	7.75E-04	JUNB,LTB,MYC,STK17B	 
estrogen	 	chemical drug	 	1.912	 	7.75E-04	FOS,JUNB,MYC,PIM1	17 (22)
corticosterone	 	chemical - endogenous mammalian	 	 	 	7.98E-04	FOS,KLF9,MYC	 
FGF1	 	growth factor	 	 	 	7.98E-04	FOS,LTB,MYC	5 (5)
GRP	 	growth factor	 	 	 	8.06E-04	FOS,MYC	11 (11)
HOXB13	 	transcription regulator	 	 	 	8.06E-04	MYC,NFKBIA	 
vitamin K3	 	chemical drug	 	 	 	8.06E-04	FOS,MYC	5 (7)
ARRB1	 	other	 	 	 	8.63E-04	JUNB,MYC	6 (5)
glucocorticoid	 	chemical drug	 	 	 	8.79E-04	CD69,MYC,NFKBIA,SOCS3	15 (16)
IRS1	 	enzyme	 	 	 	8.93E-04	FOS,MYC,NFKBIA	17 (22)
WNT1	 	cytokine	 	 	 	9.13E-04	FOS,JUNB,MYC	16 (16)
VAV1	 	transcription regulator	 	 	 	9.22E-04	CD69,FOS	10 (6)
APEX1	 	enzyme	 	 	 	9.22E-04	FOS,JUNB	 
VAV2	 	transcription regulator	 	 	 	9.22E-04	CD69,FOS	 
VEGFA	 	growth factor	 	 	 	9.24E-04	FOS,JUNB,PIM1,TMSB10/TMSB4X	13 (6)
ERK1/2	 	group	 	 	 	9.70E-04	FOS,JUNB,MYC,SOCS3	15 (15)
Stat3-Stat3	 	complex	 	 	 	9.83E-04	MYC,SOCS3	 
grape seed extract	 	chemical drug	 	 	 	9.83E-04	HSPA8,MYC	 
PRKCZ	 	kinase	 	 	 	9.83E-04	MYC,NFKBIA	5 (6)
PRLR	 	transmembrane receptor	 	 	 	9.83E-04	MYC,PIM1	 
EGF	 	growth factor	 	1.372	 	1.01E-03	FOS,IL7R,JUNB,MYC,SOCS3	16 (20)
Fgf	 	group	 	 	 	1.04E-03	FOS,JUNB	6 (5)
ZBTB7A	 	transcription regulator	 	 	 	1.04E-03	FOS,MYC	3 (2)
ITGB1	 	transmembrane receptor	 	 	 	1.06E-03	FOS,JUNB,MYC	14 (20)
ETV6-RUNX1	 	fusion gene/product	 	0.000	bias	1.09E-03	LTB,MYC,PIM1,STK17B	 
IRF8	 	transcription regulator	 	 	 	1.10E-03	ARID5B,FOS,MYC	 
mibolerone	 	chemical drug	 	 	 	1.10E-03	AHNAK,HLA-E,MYC	 
GAB2	 	other	 	 	 	1.11E-03	CD69,FOS	10 (6)
PLAT	 	peptidase	 	 	 	1.11E-03	FOS,MYC	3 (3)
honokiol	 	chemical - endogenous non-mammalian	 	 	 	1.11E-03	FOS,JUNB	 
ADRB	 	group	 	 	 	1.13E-03	FOS,JUNB,NFKBIA	7 (5)
SOCS1	 	other	 	 	 	1.13E-03	CD69,FOS,SOCS3	15 (14)
tamoxifen	 	chemical drug	 	 	 	1.14E-03	AHNAK,FOS,JUNB,MYC	16 (17)
TICAM1	 	other	 	 	 	1.17E-03	NFKBIA,NFKBIZ,SOCS3	13 (9)
sulforafan	 	chemical drug	 	 	 	1.17E-03	FOS,NFKBIA,SOCS3	13 (16)
diclofenac	 	chemical drug	 	 	 	1.18E-03	FOS,MYC	 
formaldehyde	 	chemical - endogenous mammalian	 	 	 	1.18E-03	FOS,JUNB	 
mifepristone	 	chemical drug	 	0.137	 	1.20E-03	FOS,JUNB,MYC,NFKBIA	14 (15)
8-bromoguanosine 3',5'-cyclic monophosphate	 	chemical - kinase inhibitor	 	 	 	1.24E-03	FOS,JUNB	6 (5)
MMP2	 	peptidase	 	 	 	1.24E-03	IL6ST,MYC	 
NLRP12	 	other	 	 	 	1.24E-03	HLA-C,HLA-E	 
imatinib	 	chemical drug	 	-1.192	 	1.25E-03	HSPA8,MYC,PIM1,TRA2B	 
Histone h4	 	group	 	 	 	1.27E-03	CD69,FOS,SOCS3	 
arsenic trioxide	 	chemical drug	 	1.000	 	1.28E-03	HSPA8,MYC,NFKBIA,PIM1	17 (17)
HMGA1	 	transcription regulator	 	 	 	1.29E-03	FOS,JUNB,MYC	16 (13)
Tnf (family)	 	group	 	 	 	1.29E-03	MYC,NFKBIA,SOCS3	15 (14)
GFI1	 	transcription regulator	 	 	 	1.29E-03	IL7R,MYC,NFKBIA	13 (7)
KLF3	 	transcription regulator	 	-1.000	 	1.31E-03	AHNAK,CD69,FOS,HNRNPH1	 
xanthohumol	 	chemical drug	 	 	 	1.31E-03	FOS,MYC	 
TRH	 	other	 	 	 	1.31E-03	FOS,JUNB	10 (8)
IKZF2	 	transcription regulator	 	 	 	1.31E-03	CD69,HLA-E	 
CAMK4	 	kinase	 	 	 	1.31E-03	FOS,JUNB	2 (2)
FGFR3	 	kinase	 	 	 	1.31E-03	FOS,LTB	 
calcitriol	 	chemical drug	 	-0.339	 	1.31E-03	CD69,FOS,MYC,NFKBIA,SOCS3	16 (14)
RBPJ	 	transcription regulator	 	 	 	1.32E-03	FOS,IL7R,MYC	13 (8)
JAK2	 	kinase	 	 	 	1.35E-03	FOS,MYC,SOCS3	18 (19)
26s Proteasome	 	complex	 	 	 	1.37E-03	JUNB,MYC,SOCS3	15 (21)
H89	 	chemical - kinase inhibitor	 	 	 	1.37E-03	FOS,MYC,NFKBIA	18 (19)
Z-LLL-CHO	 	chemical - protease inhibitor	 	0.617	 	1.38E-03	FOS,HSPA8,MYC,NFKBIA	14 (15)
steroid	 	chemical - endogenous mammalian	 	 	 	1.39E-03	FOS,MYC	6 (5)
FOXO3	 	transcription regulator	 	0.762	 	1.40E-03	FOS,JUNB,MYC,NFKBIA	20 (21)
Nr1h	 	group	 	 	 	1.42E-03	LTB,MYLIP,NFKBIZ	 
N(6)-methyl-2'-deoxyadenosine	 	chemical reagent	 	 	 	1.45E-03	SOCS3	 
peptide YY 3-36	 	biologic drug	 	 	 	1.45E-03	FOS	 
G protein alpha	 	group	 	 	 	1.45E-03	FOS	 
growth factor receptor	 	group	 	 	 	1.45E-03	FOS	 
davunetide	 	biologic drug	 	 	 	1.45E-03	CD69	 
Ahr-aryl hydrocarbon-RelA	 	complex	 	 	 	1.45E-03	MYC	 
GSK 189254	 	chemical drug	 	 	 	1.45E-03	FOS	 
pridopidine	 	chemical drug	 	 	 	1.45E-03	FOS	 
SRF-ELK1	 	complex	 	 	 	1.45E-03	FOS	 
Ctf2	 	cytokine	 	 	 	1.45E-03	SOCS3	 
MACROD1	 	enzyme	 	 	 	1.45E-03	NFKBIA	 
exendin(9-39) amide	 	biologic drug	 	 	 	1.45E-03	FOS	 
FGF14	 	growth factor	 	 	 	1.45E-03	FOS	 
TCF4-CTNNβ	 	complex	 	 	 	1.45E-03	MYC	 
vasopressins	 	biologic drug	 	 	 	1.45E-03	FOS	 
mediator	 	complex	 	 	 	1.45E-03	FOS	 
RAB7	 	group	 	 	 	1.45E-03	MYC	 
GLIPR1	 	other	 	 	 	1.45E-03	MYC	 
NSMCE3	 	other	 	 	 	1.45E-03	MYC	 
ARHGEF17	 	other	 	 	 	1.45E-03	FOS	 
CAVIN1	 	transcription regulator	 	 	 	1.45E-03	MYC	 
RBMS1	 	other	 	 	 	1.45E-03	MYC	 
KIFAP3	 	other	 	 	 	1.45E-03	FOS	 
PPY	 	other	 	 	 	1.45E-03	FOS	 
CDC45	 	other	 	 	 	1.45E-03	MYC	 
CCR8	 	G-protein coupled receptor	 	 	 	1.45E-03	CD69	 
GPHA2	 	other	 	 	 	1.45E-03	FOS	 
mir-363	 	microRNA	 	 	 	1.45E-03	MYC	 
NPVF	 	other	 	 	 	1.45E-03	FOS	 
CNOT9	 	other	 	 	 	1.45E-03	MYC	 
EPSTI1	 	other	 	 	 	1.45E-03	NFKBIA	 
HUNK	 	kinase	 	 	 	1.45E-03	MYC	 
SLC1A2	 	transporter	 	 	 	1.45E-03	FOS	 
GPHB5	 	other	 	 	 	1.45E-03	FOS	 
SCN7A	 	ion channel	 	 	 	1.45E-03	FOS	 
ANKS1A	 	other	 	 	 	1.45E-03	FOS	 
Sin3b	 	transcription regulator	 	 	 	1.45E-03	MYC	 
EPGN	 	growth factor	 	 	 	1.45E-03	FOS	 
TAX1BP3	 	transcription regulator	 	 	 	1.45E-03	FOS	 
PTPRH	 	phosphatase	 	 	 	1.45E-03	CD69	 
PRDM2	 	transcription regulator	 	 	 	1.45E-03	MYC	 
RAB5B	 	enzyme	 	 	 	1.45E-03	FOS	 
cytarabine/filgrastim/fludarabine phosphate	 	biologic drug	 	 	 	1.45E-03	FOS	 
INHBE	 	growth factor	 	 	 	1.45E-03	JUNB	 
EXOSC10	 	kinase	 	 	 	1.45E-03	FOS	 
PPP2R3A	 	phosphatase	 	 	 	1.45E-03	MYC	 
ZBTB14	 	transcription regulator	 	 	 	1.45E-03	MYC	 
RPS20	 	other	 	 	 	1.45E-03	MYC	 
NMS-873	 	chemical reagent	 	 	 	1.45E-03	MYC	 
RPL21	 	other	 	 	 	1.45E-03	MYC	 
PRN694	 	chemical - kinase inhibitor	 	 	 	1.45E-03	CD69	 
guanfacine	 	chemical drug	 	 	 	1.45E-03	FOS	 
ondansetron	 	chemical drug	 	 	 	1.45E-03	FOS	 
SU6657	 	chemical - kinase inhibitor	 	 	 	1.45E-03	MYC	 
flurothyl	 	chemical drug	 	 	 	1.45E-03	FOS	 
L 733060	 	chemical reagent	 	 	 	1.45E-03	FOS	 
selfotel	 	chemical drug	 	 	 	1.45E-03	FOS	 
(R)-5-(2-azetidnylmethoxy)-2-chloropyridine	 	chemical drug	 	 	 	1.45E-03	FOS	 
GS-626510	 	chemical reagent	 	 	 	1.45E-03	MYC	 
pubchem compound 353999	 	chemical reagent	 	 	 	1.45E-03	MYC	 
GYKI 52466	 	chemical drug	 	 	 	1.45E-03	FOS	 
ACS-1	 	chemical reagent	 	 	 	1.45E-03	MYC	 
ONO-8711	 	chemical drug	 	 	 	1.45E-03	FOS	 
2-nitrophenyl EGTA	 	chemical reagent	 	 	 	1.45E-03	AHNAK	 
FUS-ERG	 	fusion gene/product	 	 	 	1.45E-03	PIM1	 
BRD4-NUTM1	 	fusion gene/product	 	 	 	1.45E-03	MYC	 
EWSR1-ERG	 	fusion gene/product	 	 	 	1.45E-03	PIM1	 
SU11333	 	chemical - kinase inhibitor	 	 	 	1.45E-03	MYC	 
CTOP	 	chemical reagent	 	 	 	1.45E-03	FOS	 
Ac-DEVD-CHO	 	chemical reagent	 	 	 	1.45E-03	FOS	 
ibutamoren	 	chemical drug	 	 	 	1.45E-03	FOS	 
3-methoxyapigenin	 	chemical - endogenous non-mammalian	 	 	 	1.45E-03	MYC	 
LY 354740	 	chemical drug	 	 	 	1.45E-03	FOS	 
droxidopa	 	chemical drug	 	 	 	1.45E-03	FOS	 
S(-)-carbidopa	 	chemical drug	 	 	 	1.45E-03	FOS	 
sarcosine	 	chemical - endogenous mammalian	 	 	 	1.45E-03	FOS	 
CARM1	 	transcription regulator	 	 	 	1.46E-03	FOS,MYC	 
sorafenib	 	chemical drug	 	 	 	1.46E-03	CD69,PIM1	 
CGS 21680	 	chemical reagent	 	 	 	1.46E-03	CD69,FOS	 
