© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
FLT3 Signaling in Hematopoietic Progenitor Cells	3.43E00	1.38E-01	-1.508	ATF4,GRB2,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2,STAT4,STAT6	
Telomerase Signaling	3.4E00	1.21E-01	-1.508	ELF1,ELK3,ETS1,GRB2,HDAC1,HSP90B1,MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2,TPP1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.38E00	1.28E-01	-1.155	ACTG1,ACTR2,ARPC1B,CDC42,FYB1,MAPK1,PIK3R1,PRKCB,PRKCH,PTEN,TLN1,YES1	
DNA Methylation and Transcriptional Repression Signaling	3.36E00	2E-01	NaN	ARID4B,CHD4,DNMT1,H4C3,HDAC1,SAP130,SAP18	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	3.35E00	8.33E-02	NaN	ATF4,CALM1 (includes others),CCL5,FOS,IL16,IL18R1,JUN,LTA,MAPK1,NFATC2,NFKBIA,PDGFD,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,ROCK1,RRAS2,TCF7,TGFB1,TNFRSF1B,TRAF3IP2	
Epithelial Adherens Junction Signaling	3.33E00	1.05E-01	NaN	ACTG1,ACTN4,ACTR2,ARPC1B,CDC42,IQGAP1,MYL6,PTEN,RAP1B,RAPGEF1,RRAS2,TCF7,TGFBR3,TUBB2B,VCL,YES1	
Lipid Antigen Presentation by CD1	3.3E00	2.31E-01	NaN	AP2B1,AP2M1,B2M,CALR,PDIA3,PSAP	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	3.27E00	8.11E-02	-2.200	ATF4,B2M,CD3D,CD3G,CD44,CDC42,DNMT1,ELF1,FNBP1,FOS,GNAI2,GRB2,HLA-C,HLA-DOA,HLA-E,ICOS,ITGAL,JUN,MAPK1,MSN,NFATC2,PIK3CD,PIK3R1,RAP1B,ROCK1,RRAS2,YES1	
IL-6 Signaling	3.26E00	1.12E-01	-0.535	ABCB1,FOS,GRB2,JUN,MAPK1,MCL1,NFKBIA,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2,TNFRSF1B	
Hereditary Breast Cancer Signaling	3.24E00	1.07E-01	NaN	ARID1A,ARID2,BRD7,EP300,GADD45B,HDAC1,PIK3CD,PIK3R1,PTEN,RAP1B,RRAS2,SMARCA4,UBA52,UBB,UBC	
UVA-Induced MAPK Signaling	3.22E00	1.22E-01	-0.378	FOS,JUN,MAPK1,PARP1,PARP10,PDIA3,PIK3CD,PIK3R1,PLCL1,RAP1B,RRAS2,TNKS	
Apelin Cardiomyocyte Signaling Pathway	3.18E00	1.21E-01	-1.155	GNAI2,MAPK1,MYL12A,MYL12B,MYL6,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,TGFB1	
Aldosterone Signaling in Epithelial Cells	3.15E00	1.01E-01	0.632	DNAJB1,DNAJB14,DNAJC13,DNAJC4,HSP90B1,HSPA8,MAPK1,PDIA3,PIK3CD,PIK3R1,PIP4K2C,PLCL1,PRKCB,PRKCH,RAF1,SLC12A2	
Aryl Hydrocarbon Receptor Signaling	3.14E00	1.05E-01	0.535	CCND3,CDK2,CDKN1B,EP300,FOS,GSTK1,HSP90B1,JUN,MAPK1,MED1,NCOR2,NRIP1,RBL2,SMARCA4,TGFB1	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	3.14E00	1.63E-01	1.134	CDC25B,EP300,FBXL5,SKP1,TOP2B,TRIP12,YWHAQ,YWHAZ	
PPARα/RXRα Activation	3.12E00	9.47E-02	0.535	ADIPOR2,EP300,GRB2,HSP90B1,JUN,MAPK1,MED1,NCOR1,NCOR2,NFKBIA,PDIA3,PLCL1,PRKCB,RAF1,RAP1B,RRAS2,TGFB1,TGFBR3	
Granzyme A Signaling	3.11E00	2.63E-01	NaN	EP300,H1-10,H1-3,PRF1,SET	
Cardiac Hypertrophy Signaling (Enhanced)	3.08E00	7.19E-02	0.343	AKAP13,CALM1 (includes others),DIAPH1,DLG1,EP300,GDE1,GNAI2,GNG2,HDAC1,IGF1R,IL10RA,IL11RA,IL18R1,ITGA4,JUN,LTA,MAP3K13,MAPK1,MPPE1,NFATC2,PDE3B,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,PTEN,RAF1,RAP1B,ROCK1,RRAS2,TGFB1,TGFBR3,TNFRSF1B	
TNFR1 Signaling	3.08E00	1.6E-01	1.134	BIRC3,CDC42,FOS,JUN,NFKBIA,PAK2,TANK,TNFAIP3	
RANK Signaling in Osteoclasts	3.07E00	1.25E-01	0.333	BIRC3,CALM1 (includes others),FOS,JUN,MAP3K13,MAPK1,NFATC2,NFKBIA,PIK3CD,PIK3R1,RAF1	
Role of Tissue Factor in Cancer	3.03E00	1.11E-01	NaN	CDC42,CFL1,ITGA6,LCK,LIMK1,MAPK1,PIK3CD,PIK3R1,PTEN,PTPN11,RAP1B,RRAS2,YES1	
Chronic Myeloid Leukemia Signaling	3.02E00	1.17E-01	NaN	CDKN1B,GRB2,HDAC1,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RBL2,RRAS2,TGFB1	
UVC-Induced MAPK Signaling	3.02E00	1.57E-01	0.707	FOS,JUN,MAPK1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
GDNF Family Ligand-Receptor Interactions	3.01E00	1.32E-01	-0.632	CDC42,FOS,GRB2,JUN,MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2	
Synaptogenesis Signaling Pathway	3E00	8.01E-02	-0.816	ACTR2,AP2B1,AP2M1,ARPC1B,ATF4,CALM1 (includes others),CDC42,CFL1,GRB2,HSPA8,LCK,LIMK1,MAPK1,NAP1L1,PIK3CD,PIK3R1,RAB5A,RAF1,RAP1B,RAPGEF1,RRAS2,STXBP3,SYNGAP1,TLN1,YES1	
Renin-Angiotensin Signaling	3E00	1.1E-01	-0.277	CCL5,FOS,GRB2,JUN,MAPK1,PAK2,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Tec Kinase Signaling	2.97E00	9.76E-02	-0.277	ACTG1,CDC42,FNBP1,FOS,GNAI2,GNG2,ITGA4,LCK,PAK2,PIK3CD,PIK3R1,PRKCB,PRKCH,STAT4,STAT6,YES1	
Glioblastoma Multiforme Signaling	2.94E00	9.7E-02	-0.258	CDC42,CDK2,CDKN1B,FNBP1,GRB2,IGF1R,MAPK1,PDGFD,PDIA3,PIK3CD,PIK3R1,PLCL1,PTEN,RAF1,RAP1B,RRAS2	
3-phosphoinositide Biosynthesis	2.94E00	9.7E-02	0.500	ATP1A1,CDC25B,DUSP28,DUSP5,INPP5B,MTMR4,PIK3CD,PIK3R1,PIP4K2C,PPP1R12C,PPTC7,PTEN,PTPN11,PTPRC,PTPRJ,SET	
VDR/RXR Activation	2.92E00	1.28E-01	0.000	CCL5,CDKN1B,EP300,MED1,NCOR1,NCOR2,PRKCB,PRKCH,PSMC5,YY1	
CD40 Signaling	2.92E00	1.38E-01	-1.000	FOS,JUN,LTA,MAPK1,NFKBIA,PIK3CD,PIK3R1,TANK,TNFAIP3	
IL-7 Signaling Pathway	2.92E00	1.28E-01	-1.897	BCL2,CCND3,CDK2,CDKN1B,GRB2,JUN,MAPK1,MCL1,PIK3CD,PIK3R1	
Role of NFAT in Cardiac Hypertrophy	2.92E00	8.88E-02	0.000	CALM1 (includes others),EP300,GNAI2,GNG2,GRB2,HDAC1,IGF1R,MAPK1,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,RCAN3,RRAS2,TGFB1	
Axonal Guidance Signaling	2.84E00	7.02E-02	NaN	ABLIM1,ACTR2,ARHGEF6,ARPC1B,CDC42,CFL1,GNAI2,GNG2,GRB2,ITGA4,LIMK1,MAPK1,MMP11,MYL12A,MYL12B,MYL6,NFATC2,PAK2,PDGFD,PDIA3,PIK3CD,PIK3R1,PITRM1,PLCL1,PRKCB,PRKCH,PTPN11,RAF1,RAP1B,ROCK1,RRAS2,SEMA4D,TUBB2B,WIPF1	
Sertoli Cell-Sertoli Cell Junction Signaling	2.84E00	9.19E-02	NaN	ACTG1,ACTN4,CDC42,CLDN12,DLG1,ITGA4,JUN,MAP3K13,MAPK1,PTEN,RAF1,RAP1B,RRAS2,SPTBN1,TGFBR3,TUBB2B,VCL	
CCR5 Signaling in Macrophages	2.83E00	1.17E-01	0.000	CALM1 (includes others),CCL5,CD3D,CD3G,FOS,GNAI2,GNG2,JUN,MAPK1,PRKCB,PRKCH	
Melanocyte Development and Pigmentation Signaling	2.83E00	1.17E-01	-2.111	ATF4,BCL2,EP300,GRB2,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2	
ErbB4 Signaling	2.83E00	1.34E-01	-1.000	GRB2,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
PKCθ Signaling in T Lymphocytes	2.79E00	9.68E-02	0.258	CD3D,CD3G,FOS,GRB2,HLA-DOA,JUN,LCK,MAP3K13,MAPK1,NFATC2,NFKBIA,PIK3CD,PIK3R1,RAP1B,RRAS2	
D-myo-inositol-5-phosphate Metabolism	2.76E00	9.62E-02	0.775	ATP1A1,CDC25B,DUSP28,DUSP5,INPP5B,MTMR4,PIP4K2A,PIP4K2C,PPP1R12C,PPTC7,PTEN,PTPN11,PTPRC,PTPRJ,SET	
PEDF Signaling	2.76E00	1.22E-01	0.333	BCL2,MAPK1,NFKBIA,PIK3CD,PIK3R1,RAF1,RAP1B,ROCK1,RRAS2,TCF7	
GNRH Signaling	2.73E00	9.25E-02	-0.258	ATF4,CALM1 (includes others),CDC42,FOS,GNAI2,GNG2,GRB2,JUN,MAP3K13,MAPK1,PAK2,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Gαq Signaling	2.71E00	9.49E-02	-1.155	CALM1 (includes others),CDC42,CSK,EPM2A,FNBP1,GNG2,MAPK1,NFATC2,NFKBIA,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,ROCK1	
CNTF Signaling	2.7E00	1.4E-01	-1.414	GRB2,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2	
HER-2 Signaling in Breast Cancer	2.68E00	1.19E-01	NaN	CDC42,CDKN1B,GRB2,ITGB7,PIK3CD,PIK3R1,PRKCB,PRKCH,RAP1B,RRAS2	
VEGF Family Ligand-Receptor Interactions	2.68E00	1.19E-01	-0.632	FOS,GRB2,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Cancer Drug Resistance By Drug Efflux	2.65E00	1.38E-01	NaN	ABCB1,MAPK1,PIK3CD,PIK3R1,PTEN,RAF1,RAP1B,RRAS2	
NGF Signaling	2.64E00	1.05E-01	-1.508	ATF4,CDC42,GRB2,MAP3K13,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,ROCK1,RRAS2	
IL-4 Signaling	2.64E00	1.18E-01	NaN	GRB2,HLA-DOA,INPP5B,NFATC2,NR3C1,PIK3CD,PIK3R1,RAP1B,RRAS2,STAT6	
Gα12/13 Signaling	2.61E00	1E-01	-1.155	CDC42,JUN,MAPK1,MYL12A,MYL12B,MYL6,NFKBIA,PIK3CD,PIK3R1,RAF1,RAP1B,ROCK1,RRAS2	
ERK5 Signaling	2.61E00	1.25E-01	-0.333	ATF4,ELK4,FOS,PTPN11,RAP1B,RRAS2,WNK1,YWHAQ,YWHAZ	
Apelin Endothelial Signaling Pathway	2.61E00	1.04E-01	0.000	CALM1 (includes others),FOS,GNAI2,JUN,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Ephrin A Signaling	2.57E00	1.49E-01	NaN	CDC42,CFL1,LIMK1,PIK3CD,PIK3R1,PTPN11,ROCK1	
T Helper Cell Differentiation	2.57E00	1.23E-01	NaN	GATA3,HLA-DOA,ICOS,IL10RA,IL18R1,STAT4,STAT6,TGFB1,TNFRSF1B	
Opioid Signaling Pathway	2.57E00	8.1E-02	-0.688	AP2B1,AP2M1,ATF4,CALM1 (includes others),CDC42,CDKN1B,EP300,FOS,GNAI2,GNG2,GRK3,LCK,MAPK1,NFKBIA,PRKCB,PRKCH,RAF1,RAP1B,RRAS2,YES1	
Semaphorin Signaling in Neurons	2.55E00	1.33E-01	NaN	CDC42,CFL1,FNBP1,LIMK1,MAPK1,PAK2,ROCK1,SEMA4D	
Endometrial Cancer Signaling	2.55E00	1.33E-01	-1.134	GRB2,MAPK1,PIK3CD,PIK3R1,PTEN,RAF1,RAP1B,RRAS2	
Estrogen-Dependent Breast Cancer Signaling	2.53E00	1.22E-01	-0.333	ATF4,FOS,IGF1R,JUN,MAPK1,PIK3CD,PIK3R1,RAP1B,RRAS2	
Hypoxia Signaling in the Cardiovascular System	2.53E00	1.22E-01	-0.447	ATF4,BIRC6,EP300,HSP90B1,JUN,NFKBIA,PTEN,UBE2I,UBE2V1	
Gap Junction Signaling	2.52E00	8.59E-02	NaN	ACTG1,CSNK1G2,CSNK1G3,GNAI2,GRB2,MAPK1,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2,SGSM3,TUBB2B	
Superpathway of Inositol Phosphate Compounds	2.52E00	8.59E-02	0.243	ATP1A1,CDC25B,DUSP28,DUSP5,INPP5B,MTMR4,PIK3CD,PIK3R1,PIP4K2A,PIP4K2C,PPP1R12C,PPTC7,PTEN,PTPN11,PTPRC,PTPRJ,SET	
Angiopoietin Signaling	2.49E00	1.2E-01	-0.378	GRB2,NFKBIA,PAK2,PIK3CD,PIK3R1,PTPN11,RAP1B,RRAS2,TNIP1	
Dendritic Cell Maturation	2.48E00	8.74E-02	0.258	ATF4,B2M,CD83,COL5A3,HLA-C,HLA-DOA,HLA-E,LTA,MAPK1,NFKBIA,PDIA3,PIK3CD,PIK3R1,PLCL1,STAT4,TNFRSF1B	
Cholecystokinin/Gastrin-mediated Signaling	2.48E00	1.01E-01	-0.302	CDC42,FNBP1,FOS,GRB2,JUN,MAPK1,PRKCB,PRKCH,RAF1,RAP1B,ROCK1,RRAS2	
Toll-like Receptor Signaling	2.45E00	1.18E-01	0.447	FOS,JUN,MAPK1,NFKBIA,SIGIRR,TNFAIP3,UBA52,UBB,UBC	
Melanoma Signaling	2.41E00	1.4E-01	-0.816	MAPK1,PIK3CD,PIK3R1,PTEN,RAF1,RAP1B,RRAS2	
Inhibition of ARE-Mediated mRNA Degradation Pathway	2.4E00	9.84E-02	-1.732	AGO2,DDX6,LTA,MAPK1,PAPOLA,PSME2,TIA1,TNFRSF1B,XRN1,YWHAQ,YWHAZ,ZFP36L1	
3-phosphoinositide Degradation	2.37E00	9.03E-02	1.069	ATP1A1,CDC25B,DUSP28,DUSP5,INPP5B,MTMR1,MTMR4,PPP1R12C,PPTC7,PTEN,PTPN11,PTPRC,PTPRJ,SET	
Insulin Receptor Signaling	2.34E00	9.29E-02	-2.309	EPM2A,GRB2,INPP5B,MAPK1,PDE3B,PIK3CD,PIK3R1,PTEN,PTPN11,RAF1,RAP1B,RAPGEF1,RRAS2	
Thyroid Cancer Signaling	2.33E00	1.14E-01	-0.333	FOS,JUN,MAPK1,PIK3CD,PIK3R1,PTEN,RAP1B,RRAS2,TCF7	
Pancreatic Adenocarcinoma Signaling	2.32E00	1.01E-01	-1.000	BCL2,CDC42,CDK2,CDKN1B,GRB2,MAPK1,PIK3CD,PIK3R1,RAF1,RALBP1,TGFB1	
UVB-Induced MAPK Signaling	2.32E00	1.35E-01	-0.378	FOS,JUN,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	2.31E00	9.22E-02	0.832	ATP1A1,CDC25B,DUSP28,DUSP5,INPP5B,MTMR4,PPP1R12C,PPTC7,PTEN,PTPN11,PTPRC,PTPRJ,SET	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	2.31E00	9.22E-02	0.832	ATP1A1,CDC25B,DUSP28,DUSP5,INPP5B,MTMR4,PPP1R12C,PPTC7,PTEN,PTPN11,PTPRC,PTPRJ,SET	
Type I Diabetes Mellitus Signaling	2.26E00	9.91E-02	0.378	BCL2,CD3D,CD3G,HLA-C,HLA-DOA,HLA-E,LTA,MAPK1,NFKBIA,PRF1,TNFRSF1B	
mTOR Signaling	2.26E00	8.1E-02	-1.414	CDC42,EIF3A,EIF3D,EIF3F,EIF3G,EIF3L,EIF4A2,EIF4G1,EIF4G2,FNBP1,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,RAP1B,RRAS2	
α-Adrenergic Signaling	2.26E00	1.04E-01	0.000	CALM1 (includes others),EPM2A,GNAI2,GNG2,MAPK1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Cell Cycle: G1/S Checkpoint Regulation	2.25E00	1.19E-01	0.447	CCND3,CDK2,CDKN1B,FBXL5,HDAC1,RBL2,SKP1,TGFB1	
Remodeling of Epithelial Adherens Junctions	2.21E00	1.18E-01	0.000	ACTG1,ACTN4,ACTR2,ARPC1B,IQGAP1,RAB5A,TUBB2B,VCL	
p53 Signaling	2.19E00	1.02E-01	0.816	BCL2,CDK2,EP300,GADD45B,HDAC1,JUN,MED1,PIK3CD,PIK3R1,PTEN	
EGF Signaling	2.18E00	1.27E-01	-0.378	FOS,GRB2,JUN,MAPK1,PIK3CD,PIK3R1,RAF1	
Role of JAK1 and JAK3 in γc Cytokine Signaling	2.18E00	1.16E-01	NaN	GRB2,MAPK1,PIK3CD,PIK3R1,PTPN11,RAP1B,RRAS2,STAT6	
Unfolded protein response	2.14E00	1.25E-01	-1.134	ATF4,BCL2,CALR,ERN1,HSP90B1,HSPA8,UBXN4	
Fc Epsilon RI Signaling	2.1E00	9.4E-02	-1.508	GRB2,INPP5B,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,PTPN11,RAF1,RAP1B,RRAS2	
SAPK/JNK Signaling	2.07E00	9.8E-02	-0.632	CDC42,GNG2,GRB2,JUN,LCK,MAP3K13,PIK3CD,PIK3R1,RAP1B,RRAS2	
Melatonin Signaling	2.07E00	1.11E-01	0.378	CALM1 (includes others),GNAI2,MAPK1,PDIA3,PLCL1,PRKCB,PRKCH,RAF1	
Phagosome Maturation	2.06E00	8.61E-02	NaN	ATP6V1G1,B2M,CALR,CTSC,CTSW,DYNC1H1,HLA-C,HLA-E,LAMP1,RAB5A,TCIRG1,TUBB2B,VPS16	
Endoplasmic Reticulum Stress Pathway	2.03E00	1.9E-01	-1.000	ATF4,CALR,ERN1,HSP90B1	
Nur77 Signaling in T Lymphocytes	2.02E00	1.19E-01	NaN	BCL2,CALM1 (includes others),CD3D,CD3G,EP300,HDAC1,HLA-DOA	
Leptin Signaling in Obesity	2E00	1.08E-01	-2.449	GRB2,MAPK1,PDE3B,PDIA3,PIK3CD,PIK3R1,PLCL1,PTPN11	
Glioma Invasiveness Signaling	2E00	1.08E-01	-1.890	CD44,CDC42,FNBP1,MAPK1,PIK3CD,PIK3R1,RAP1B,RRAS2	
CREB Signaling in Neurons	1.98E00	7.73E-02	-0.775	ATF4,CALM1 (includes others),EP300,GNAI2,GNG2,GRB2,MAPK1,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
OX40 Signaling Pathway	1.97E00	1E-01	-0.447	B2M,BCL2,CD3D,CD3G,HLA-C,HLA-DOA,HLA-E,JUN,NFKBIA	
G Beta Gamma Signaling	1.97E00	9.02E-02	-0.905	ARHGEF6,CDC42,GNAI2,GNG2,GRB2,MAPK1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
IL-15 Signaling	1.96E00	1.07E-01	-0.707	LCK,MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2,STAT6	
Wnt/β-catenin Signaling	1.96E00	8.09E-02	0.378	AXIN2,CD44,CSNK1G2,CSNK1G3,EP300,HDAC1,JUN,TCF7,TGFB1,TGFBR3,TLE1,UBA52,UBB,UBC	
Antiproliferative Role of Somatostatin Receptor 2	1.9E00	1.04E-01	-2.121	CDKN1B,GNG2,MAPK1,PIK3CD,PIK3R1,PTPN11,RAP1B,RRAS2	
IL-17A Signaling in Fibroblasts	1.89E00	1.43E-01	NaN	FOS,JUN,MAPK1,NFKBIA,TRAF3IP2	
Xenobiotic Metabolism General Signaling Pathway	1.86E00	8.39E-02	-1.155	EP300,FTL,GSTK1,MAP3K13,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Acute Phase Response Signaling	1.84E00	7.82E-02	-0.277	FOS,FTL,GRB2,JUN,MAPK1,NFKBIA,NR3C1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2,TNFRSF1B	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	1.83E00	1.09E-01	-2.449	CCL5,GNAI2,MAPK1,NFKBIA,PIK3CD,PIK3R1,PLAC8	
Primary Immunodeficiency Signaling	1.82E00	1.2E-01	NaN	CD3D,CD8A,ICOS,IGHA1,LCK,PTPRC	
Pyridoxal 5'-phosphate Salvage Pathway	1.8E00	1.08E-01	1.890	CDK2,FAM20B,LIMK1,MAPK1,PAK2,PRKCH,PRPF4B	
Synaptic Long Term Potentiation	1.8E00	8.53E-02	0.302	ATF4,CALM1 (includes others),EP300,MAPK1,PDIA3,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
Cyclins and Cell Cycle Regulation	1.77E00	9.88E-02	-1.000	CCND3,CDK2,CDKN1B,FBXL5,HDAC1,RAF1,SKP1,TGFB1	
Amyotrophic Lateral Sclerosis Signaling	1.77E00	9.28E-02	1.000	BCL2,BIRC3,CAPN7,CAPNS1,PIK3CD,PIK3R1,RAB5A,SOD1,SSR4	
Salvage Pathways of Pyrimidine Ribonucleotides	1.77E00	9.28E-02	1.667	APOBEC3G,CDADC1,CDK2,FAM20B,LIMK1,MAPK1,PAK2,PRKCH,PRPF4B	
HMGB1 Signaling	1.77E00	7.88E-02	-0.832	CDC42,FNBP1,FOS,HMGB1,JUN,LTA,MAPK1,PIK3CD,PIK3R1,RAP1B,RRAS2,TGFB1,TNFRSF1B	
IL-17A Signaling in Gastric Cells	1.76E00	1.6E-01	NaN	CCL5,FOS,JUN,MAPK1	
Cellular Effects of Sildenafil (Viagra)	1.75E00	8.4E-02	NaN	ACTG1,CALM1 (includes others),MPRIP,MYL12A,MYL12B,MYL6,PABPC4,PDE3B,PDIA3,PLCL1,SLC4A10	
IL-12 Signaling and Production in Macrophages	1.73E00	8.33E-02	NaN	EP300,FOS,JUN,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH,STAT4,STAT6,TGFB1	
Endocannabinoid Developing Neuron Pathway	1.73E00	8.7E-02	-1.897	ATF4,CDKN1B,GNAI2,GNG2,MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2	
Relaxin Signaling	1.71E00	8E-02	-1.414	FOS,GDE1,GNAI2,GNG2,JUN,MAPK1,MPPE1,NFKBIA,PDE3B,PIK3CD,PIK3R1,RAP1B	
Lymphotoxin β Receptor Signaling	1.7E00	1.13E-01	-1.342	EP300,LTA,MAPK1,NFKBIA,PIK3CD,PIK3R1	
April Mediated Signaling	1.7E00	1.28E-01	-0.447	FOS,JUN,MAPK1,NFATC2,NFKBIA	
tRNA Charging	1.7E00	1.28E-01	0.447	EPRS1,FARSB,IARS2,KARS1,LARS1	
Sphingosine-1-phosphate Signaling	1.68E00	8.55E-02	-1.000	CDC42,FNBP1,GNAI2,MAPK1,PDGFD,PDIA3,PIK3CD,PIK3R1,PLCL1,S1PR5	
Neuroinflammation Signaling Pathway	1.68E00	6.67E-02	-2.065	ATF4,B2M,BCL2,BIRC3,BIRC6,CCL5,FOS,GLS,HLA-C,HLA-DOA,HLA-E,HMGB1,JUN,MAPK1,NFATC2,PIK3CD,PIK3R1,S100B,TGFB1,TGFBR3	
Telomere Extension by Telomerase	1.68E00	2E-01	NaN	HNRNPA2B1,PINX1,TNKS	
Endothelin-1 Signaling	1.67E00	7.45E-02	0.000	FOS,GNAI2,GRB2,JUN,MAPK1,PDIA3,PIK3CD,PIK3R1,PLCL1,PRKCB,PRKCH,RAF1,RAP1B,RRAS2	
STAT3 Pathway	1.67E00	8.15E-02	0.000	BCL2,IGF1R,IL10RA,IL11RA,IL18R1,MAPK1,RAF1,RAP1B,RRAS2,TGFB1,TGFBR3	
GP6 Signaling Pathway	1.64E00	8.4E-02	0.000	APBB1IP,CALM1 (includes others),COL5A1,COL5A3,PIK3CD,PIK3R1,PRKCB,PRKCH,RAP1B,TLN1	
Mouse Embryonic Stem Cell Pluripotency	1.62E00	8.74E-02	-1.414	GRB2,MAPK1,PIK3CD,PIK3R1,PTPN11,RAF1,RAP1B,RRAS2,TCF7	
B Cell Activating Factor Signaling	1.61E00	1.22E-01	NaN	FOS,JUN,MAPK1,NFATC2,NFKBIA	
Growth Hormone Signaling	1.61E00	9.86E-02	-0.816	FOS,IGF1R,MAPK1,PIK3CD,PIK3R1,PRKCB,PRKCH	
Small Cell Lung Cancer Signaling	1.61E00	9.86E-02	-1.342	BCL2,CDK2,CDKN1B,NFKBIA,PIK3CD,PIK3R1,PTEN	
Agranulocyte Adhesion and Diapedesis	1.59E00	7.25E-02	NaN	ACTG1,CCL28,CCL4L1/CCL4L2,CCL5,CLDN12,GLG1,GNAI2,ITGA4,ITGA6,ITGB7,MMP11,MSN,MYL6,SELL	
Ephrin B Signaling	1.58E00	9.72E-02	-1.342	CDC42,CFL1,GNAI2,GNG2,LIMK1,MAPK1,ROCK1	
MIF Regulation of Innate Immunity	1.57E00	1.19E-01	1.342	CD74,FOS,JUN,MAPK1,NFKBIA	
Acute Myeloid Leukemia Signaling	1.55E00	8.99E-02	-1.134	GRB2,MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2,TCF7	
Non-Small Cell Lung Cancer Signaling	1.55E00	9.59E-02	-1.134	GRB2,MAPK1,PIK3CD,PIK3R1,RAF1,RAP1B,RRAS2	
Oncostatin M Signaling	1.53E00	1.16E-01	-0.447	GRB2,MAPK1,RAF1,RAP1B,RRAS2	
Glycogen Biosynthesis II (from UDP-D-Glucose)	1.52E00	2.86E-01	NaN	EPM2A,UGP2	
Adrenomedullin signaling pathway	1.52E00	7.11E-02	1.069	BCL2,CALM1 (includes others),CSK,FOS,GRB2,LTA,MAPK1,PDIA3,PIK3CD,PIK3R1,PLCL1,RAF1,RAP1B,RRAS2	
Endocannabinoid Cancer Inhibition Pathway	1.5E00	7.69E-02	1.265	ATF4,CCND3,CDKN1B,GNAI2,MAPK1,PIK3CD,PIK3R1,RAF1,ROCK1,TCF7,VIM	
Granulocyte Adhesion and Diapedesis	1.49E00	7.22E-02	NaN	CCL28,CCL4L1/CCL4L2,CCL5,CLDN12,GLG1,GNAI2,ITGA4,ITGA6,ITGAL,MMP11,MSN,SELL,TNFRSF1B	
Corticotropin Releasing Hormone Signaling	1.47E00	7.59E-02	-0.333	ATF4,CALM1 (includes others),FOS,GNAI2,JUN,JUND,MAPK1,PRKCB,PRKCH,RAF1,RAP1B	
iNOS Signaling	1.46E00	1.11E-01	1.000	CALM1 (includes others),FOS,JUN,MAPK1,NFKBIA	
