© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
eNOS Signaling	9.55E-01	2.52E-02	NaN	GNAS,HSP90B1,HSPA5,PRKCB	
Myc Mediated Apoptosis Signaling	9.47E-01	4E-02	NaN	APAF1,CFLAR	
Amyloid Processing	9.47E-01	4E-02	NaN	APP,MAPK14	
Sumoylation Pathway	9.36E-01	2.91E-02	NaN	ETS1,JUN,NFKBIA	
PPAR Signaling	9.28E-01	2.88E-02	NaN	HSP90B1,JUN,NFKBIA	
IGF-1 Signaling	9.28E-01	2.88E-02	NaN	IRS2,JAK1,JUN	
Tight Junction Signaling	8.89E-01	2.38E-02	NaN	ACTB,ACTG1,JUN,MYL6	
Glycogen Degradation II	8.86E-01	8.33E-02	NaN	PYGL	
CNTF Signaling	8.54E-01	3.51E-02	NaN	JAK1,STAT1	
Oleate Biosynthesis II (Animals)	8.54E-01	7.69E-02	NaN	SCD	
NAD Phosphorylation and Dephosphorylation	8.54E-01	7.69E-02	NaN	NADK	
UDP-N-acetyl-D-galactosamine Biosynthesis II	8.54E-01	7.69E-02	NaN	GPI	
MSP-RON Signaling Pathway	8.45E-01	3.45E-02	NaN	ACTB,ACTG1	
Cardiac Hypertrophy Signaling	8.42E-01	2.08E-02	-0.447	GNAS,JUN,MAP3K1,MAPK14,MYL6	
Apelin Endothelial Signaling Pathway	8.33E-01	2.61E-02	NaN	GNAS,JUN,PRKCB	
DNA Double-Strand Break Repair by Homologous Recombination	8.27E-01	7.14E-02	NaN	ATM	
DNA Double-Strand Break Repair by Non-Homologous End Joining	8.27E-01	7.14E-02	NaN	ATM	
Glycogen Degradation III	8.27E-01	7.14E-02	NaN	PYGL	
Colanic Acid Building Blocks Biosynthesis	8.27E-01	7.14E-02	NaN	GPI	
Neuroprotective Role of THOP1 in Alzheimer's Disease	8.18E-01	2.56E-02	NaN	APP,CTSG,HLA-E	
IL-2 Signaling	8.1E-01	3.28E-02	NaN	JAK1,JUN	
Cholecystokinin/Gastrin-mediated Signaling	8.04E-01	2.52E-02	NaN	JUN,MAPK14,PRKCB	
Superpathway of Citrulline Metabolism	7.99E-01	6.67E-02	NaN	ARG1	
LXR/RXR Activation	7.88E-01	2.48E-02	NaN	LYZ,S100A8,SCD	
Hepatic Cholestasis	7.83E-01	2.16E-02	NaN	JUN,LTB,NFKBIA,PRKCB	
Colorectal Cancer Metastasis Signaling	7.77E-01	1.98E-02	-0.447	GNAS,JAK1,JUN,MMP8,STAT1	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	7.75E-01	3.12E-02	NaN	CCL5,NFKBIA	
Granzyme B Signaling	7.72E-01	6.25E-02	NaN	APAF1	
Parkinson's Signaling	7.72E-01	6.25E-02	NaN	MAPK14	
CCR3 Signaling in Eosinophils	7.67E-01	2.42E-02	NaN	GNAS,MAPK14,PRKCB	
Endothelin-1 Signaling	7.67E-01	2.13E-02	-1.000	GNAS,JUN,MAPK14,PRKCB	
Regulation of Cellular Mechanics by Calpain Protease	7.64E-01	3.08E-02	NaN	ACTN1,EZR	
IL-6 Signaling	7.59E-01	2.4E-02	NaN	JUN,MAPK14,NFKBIA	
Atherosclerosis Signaling	7.52E-01	2.38E-02	NaN	CXCR4,LYZ,S100A8	
14-3-3-mediated Signaling	7.45E-01	2.36E-02	NaN	JUN,PRKCB,TUBB	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	7.26E-01	5.56E-02	NaN	CCL5	
Natural Killer Cell Signaling	7.17E-01	2.03E-02	1.000	HLA-E,HSPA5,MAP3K1,MAPK14	
Growth Hormone Signaling	7.08E-01	2.82E-02	NaN	PRKCB,STAT1	
Small Cell Lung Cancer Signaling	7.08E-01	2.82E-02	NaN	APAF1,NFKBIA	
GADD45 Signaling	7.06E-01	5.26E-02	NaN	ATM	
DNA damage-induced 14-3-3σ Signaling	7.06E-01	5.26E-02	NaN	ATM	
Apelin Muscle Signaling Pathway	7.06E-01	5.26E-02	NaN	GNAS	
G-Protein Coupled Receptor Signaling	6.88E-01	1.84E-02	NaN	DUSP1,DUSP6,GNAS,NFKBIA,PRKCB	
Androgen Signaling	6.86E-01	2.21E-02	NaN	GNAS,JUN,PRKCB	
Inflammasome pathway	6.86E-01	5E-02	NaN	NLRC4	
Protein Ubiquitination Pathway	6.84E-01	1.83E-02	NaN	BIRC3,HLA-E,HSP90B1,HSPA5,UBA52	
Senescence Pathway	6.76E-01	1.82E-02	-0.447	ATM,ETS1,JUN,MAPK14,ZFP36L1	
TREM1 Signaling	6.72E-01	2.67E-02	NaN	MPO,NLRC4	
FcγRIIB Signaling in B Lymphocytes	6.72E-01	2.67E-02	NaN	CD79A,CD79B	
IL-15 Signaling	6.72E-01	2.67E-02	NaN	JAK1,MAPK14	
Maturity Onset Diabetes of Young (MODY) Signaling	6.66E-01	4.76E-02	NaN	GAPDH	
GDNF Family Ligand-Receptor Interactions	6.64E-01	2.63E-02	NaN	IRS2,JUN	
Thrombin Signaling	6.62E-01	1.92E-02	NaN	GNAS,MAPK14,MYL6,PRKCB	
Hereditary Breast Cancer Signaling	6.62E-01	2.14E-02	NaN	ACTB,ATM,UBA52	
Role of NFAT in Cardiac Hypertrophy	6.33E-01	1.87E-02	-1.000	GNAS,MAP3K1,MAPK14,PRKCB	
FLT3 Signaling in Hematopoietic Progenitor Cells	6.31E-01	2.5E-02	NaN	MAPK14,STAT1	
Role of MAPK Signaling in the Pathogenesis of Influenza	6.31E-01	2.5E-02	NaN	CCL5,MAPK14	
Xenobiotic Metabolism Signaling	6.27E-01	1.74E-02	NaN	FTL,HSP90B1,MAP3K1,MAPK14,PRKCB	
Vitamin-C Transport	6.16E-01	4.17E-02	NaN	STOM	
Apelin Adipocyte Signaling Pathway	6.14E-01	2.44E-02	NaN	CYBB,MAPK14	
Relaxin Signaling	6.06E-01	2E-02	NaN	GNAS,JUN,NFKBIA	
FGF Signaling	6E-01	2.38E-02	NaN	MAP3K1,MAPK14	
BMP signaling pathway	5.92E-01	2.35E-02	NaN	JUN,MAPK14	
Lipid Antigen Presentation by CD1	5.85E-01	3.85E-02	NaN	CANX	
Gαq Signaling	5.64E-01	1.9E-02	NaN	GNAS,NFKBIA,PRKCB	
Prostate Cancer Signaling	5.51E-01	2.2E-02	NaN	HSP90B1,NFKBIA	
Th17 Activation Pathway	5.51E-01	2.2E-02	NaN	HSP90B1,JAK1	
HMGB1 Signaling	5.3E-01	1.82E-02	NaN	JUN,LTB,MAPK14	
FAK Signaling	5.26E-01	2.11E-02	NaN	ACTB,ACTG1	
GABA Receptor Signaling	5.26E-01	2.11E-02	NaN	GNAS,UBA52	
G Protein Signaling Mediated by Tubby	5.21E-01	3.23E-02	NaN	GNAS	
Neuregulin Signaling	5.2E-01	2.08E-02	NaN	HSP90B1,PRKCB	
TGF-β Signaling	5.2E-01	2.08E-02	NaN	JUN,MAPK14	
Amyotrophic Lateral Sclerosis Signaling	5.13E-01	2.06E-02	NaN	APAF1,BIRC3	
Mitochondrial Dysfunction	5.03E-01	1.75E-02	NaN	APP,COX4I1,PRDX5	
Nitric Oxide Signaling in the Cardiovascular System	5.02E-01	2.02E-02	NaN	HSP90B1,PRKCB	
Wnt/β-catenin Signaling	4.95E-01	1.73E-02	NaN	CD44,JUN,UBA52	
SAPK/JNK Signaling	4.84E-01	1.96E-02	NaN	JUN,MAP3K1	
Mouse Embryonic Stem Cell Pluripotency	4.79E-01	1.94E-02	NaN	JAK1,MAPK14	
NER Pathway	4.79E-01	1.94E-02	NaN	H3-3A/H3-3B,TOP2A	
DNA Methylation and Transcriptional Repression Signaling	4.78E-01	2.86E-02	NaN	H3-3A/H3-3B	
NF-κB Signaling	4.7E-01	1.68E-02	NaN	MAP3K1,NFKBIA,PRKCB	
Complement System	4.58E-01	2.7E-02	NaN	CD59	
Telomerase Signaling	4.57E-01	1.87E-02	NaN	ETS1,HSP90B1	
Gαs Signaling	4.57E-01	1.87E-02	NaN	ADD3,GNAS	
CDK5 Signaling	4.52E-01	1.85E-02	NaN	GNAS,MAPK14	
Pancreatic Adenocarcinoma Signaling	4.47E-01	1.83E-02	NaN	JAK1,STAT1	
Antioxidant Action of Vitamin C	4.47E-01	1.83E-02	NaN	MAPK14,NFKBIA	
Antiproliferative Role of TOB in T Cell Signaling	4.4E-01	2.56E-02	NaN	PABPC1	
Inhibition of Matrix Metalloproteases	4.4E-01	2.56E-02	NaN	MMP8	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.33E-01	1.79E-02	NaN	GNAS,PRKCB	
Xenobiotic Metabolism CAR Signaling Pathway	4.32E-01	1.59E-02	NaN	HSP90B1,PRKCB,RACK1	
Role of IL-17F in Allergic Inflammatory Airway Diseases	4.15E-01	2.38E-02	NaN	IL17RA	
Fc Epsilon RI Signaling	4.09E-01	1.71E-02	NaN	MAPK14,PRKCB	
Role of Tissue Factor in Cancer	4.09E-01	1.71E-02	NaN	MAPK14,P4HB	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	4.07E-01	2.33E-02	NaN	CCL5	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	4E-01	1.68E-02	NaN	JAK1,TCL1A	
GP6 Signaling Pathway	4E-01	1.68E-02	NaN	COL17A1,PRKCB	
Role of RIG1-like Receptors in Antiviral Innate Immunity	3.99E-01	2.27E-02	NaN	NFKBIA	
IL-23 Signaling Pathway	3.99E-01	2.27E-02	NaN	NFKBIA	
IL-15 Production	3.91E-01	1.65E-02	NaN	JAK1,STAT1	
G Beta Gamma Signaling	3.87E-01	1.64E-02	NaN	GNAS,PRKCB	
nNOS Signaling in Neurons	3.78E-01	2.13E-02	NaN	PRKCB	
P2Y Purigenic Receptor Signaling Pathway	3.67E-01	1.57E-02	NaN	JUN,PRKCB	
Adipogenesis pathway	3.4E-01	1.49E-02	NaN	TXNIP,XBP1	
Role of Cytokines in Mediating Communication between Immune Cells	3.33E-01	1.85E-02	NaN	IL24	
Transcriptional Regulatory Network in Embryonic Stem Cells	3.33E-01	1.85E-02	NaN	H3-3A/H3-3B	
Sperm Motility	3.24E-01	1.35E-02	NaN	GNAS,JAK1,PRKCB	
Cell Cycle Control of Chromosomal Replication	3.21E-01	1.79E-02	NaN	TOP2A	
Insulin Receptor Signaling	3.19E-01	1.43E-02	NaN	IRS2,JAK1	
Axonal Guidance Signaling	3.16E-01	1.24E-02	NaN	CXCR4,GNAS,MMP8,MYL6,PRKCB,TUBB	
Role of CHK Proteins in Cell Cycle Checkpoint Control	3.16E-01	1.75E-02	NaN	ATM	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	3.16E-01	1.42E-02	NaN	DUSP1,PTPRC	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	3.16E-01	1.42E-02	NaN	DUSP1,PTPRC	
Glutamate Receptor Signaling	3.16E-01	1.75E-02	NaN	SLC38A1	
cAMP-mediated signaling	3.12E-01	1.32E-02	NaN	DUSP1,DUSP6,GNAS	
PCP pathway	3E-01	1.67E-02	NaN	JUN	
SPINK1 Pancreatic Cancer Pathway	3E-01	1.67E-02	NaN	ELANE	
Factors Promoting Cardiogenesis in Vertebrates	2.87E-01	1.33E-02	NaN	MAPK14,PRKCB	
PXR/RXR Activation	2.77E-01	1.54E-02	NaN	SCD	
ErbB2-ErbB3 Signaling	2.77E-01	1.54E-02	NaN	JUN	
Superpathway of Melatonin Degradation	2.77E-01	1.54E-02	NaN	MPO	
Mitotic Roles of Polo-Like Kinase	2.72E-01	1.52E-02	NaN	HSP90B1	
3-phosphoinositide Degradation	2.72E-01	1.29E-02	NaN	DUSP1,PTPRC	
Eicosanoid Signaling	2.72E-01	1.52E-02	NaN	ALOX5AP	
D-myo-inositol-5-phosphate Metabolism	2.7E-01	1.28E-02	NaN	DUSP1,PTPRC	
ErbB4 Signaling	2.68E-01	1.49E-02	NaN	PRKCB	
Cell Cycle: G1/S Checkpoint Regulation	2.68E-01	1.49E-02	NaN	ATM	
Opioid Signaling Pathway	2.66E-01	1.21E-02	NaN	GNAS,NFKBIA,PRKCB	
SPINK1 General Cancer Pathway	2.6E-01	1.45E-02	NaN	JAK1	
Dopamine-DARPP32 Feedback in cAMP Signaling	2.51E-01	1.23E-02	NaN	GNAS,PRKCB	
Melatonin Signaling	2.47E-01	1.39E-02	NaN	PRKCB	
3-phosphoinositide Biosynthesis	2.46E-01	1.21E-02	NaN	DUSP1,PTPRC	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	2.43E-01	1.37E-02	NaN	GNAS	
Estrogen-Dependent Breast Cancer Signaling	2.4E-01	1.35E-02	NaN	JUN	
Glioma Invasiveness Signaling	2.4E-01	1.35E-02	NaN	CD44	
Angiopoietin Signaling	2.37E-01	1.33E-02	NaN	NFKBIA	
Neurotrophin/TRK Signaling	2.33E-01	1.32E-02	NaN	JUN	
Macropinocytosis Signaling	2.33E-01	1.32E-02	NaN	PRKCB	
Cyclins and Cell Cycle Regulation	2.15E-01	1.23E-02	NaN	ATM	
HER-2 Signaling in Breast Cancer	2.06E-01	1.19E-02	NaN	PRKCB	
VEGF Family Ligand-Receptor Interactions	2.06E-01	1.19E-02	NaN	PRKCB	
HIPPO signaling	2.03E-01	1.18E-02	NaN	CD44	
Synaptic Long Term Potentiation	-0E00	7.75E-03	NaN	PRKCB	
Synaptic Long Term Depression	-0E00	1.06E-02	NaN	GNAS,PRKCB	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	8.93E-03	NaN	JUN,MAP3K1	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	1.12E-02	NaN	HLA-E	
Reelin Signaling in Neurons	-0E00	7.75E-03	NaN	APP	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	9.9E-03	NaN	PRKCB	
Human Embryonic Stem Cell Pluripotency	-0E00	7.41E-03	NaN	GNAS	
Melanocyte Development and Pigmentation Signaling	-0E00	1.06E-02	NaN	GNAS	
CREB Signaling in Neurons	-0E00	9.66E-03	NaN	GNAS,PRKCB	
Glioma Signaling	-0E00	9.09E-03	NaN	PRKCB	
Bladder Cancer Signaling	-0E00	1.03E-02	NaN	MMP8	
PAK Signaling	-0E00	1.03E-02	NaN	MYL6	
Ovarian Cancer Signaling	-0E00	7.19E-03	NaN	CD44	
Breast Cancer Regulation by Stathmin1	-0E00	5.08E-03	NaN	JUN,PRKCB,TUBB	
NGF Signaling	-0E00	8.77E-03	NaN	MAP3K1	
Superpathway of Inositol Phosphate Compounds	-0E00	1.01E-02	NaN	DUSP1,PTPRC	
Gαi Signaling	-0E00	8E-03	NaN	GNAS	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	1.04E-02	NaN	ETS1,JAK1	
Oxidative Phosphorylation	-0E00	9.17E-03	NaN	COX4I1	
Cardiac β-adrenergic Signaling	-0E00	7.09E-03	NaN	GNAS	
Gustation Pathway	-0E00	6.49E-03	NaN	P2RX5	
Osteoarthritis Pathway	-0E00	9.48E-03	NaN	S100A8,S100A9	
Adrenomedullin signaling pathway	-0E00	1.02E-02	NaN	GNAS,MAPK14	
Endocannabinoid Neuronal Synapse Pathway	-0E00	7.81E-03	NaN	MAPK14	
Endocannabinoid Developing Neuron Pathway	-0E00	8.7E-03	NaN	MAPK14	
Endocannabinoid Cancer Inhibition Pathway	-0E00	6.99E-03	NaN	MAPK14	
Synaptogenesis Signaling Pathway	-0E00	6.41E-03	NaN	MAPK14,NAP1L1	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	1.04E-02	NaN	HSP90B1,PRKCB	
Calcium Signaling	-0E00	4.85E-03	NaN	MYL6	
Ephrin Receptor Signaling	-0E00	1.11E-02	NaN	CXCR4,GNAS	
