© 2000-2020 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
IL-7 Signaling Pathway	5.04E-01	1.28E-02	NaN	JUN	
Role of BRCA1 in DNA Damage Response	4.95E-01	1.25E-02	NaN	ACTB	
IL-17 Signaling	4.95E-01	1.25E-02	NaN	JUN	
NF-κB Activation by Viruses	4.87E-01	1.22E-02	NaN	CD4	
Apelin Adipocyte Signaling Pathway	4.87E-01	1.22E-02	NaN	GSTP1	
VEGF Family Ligand-Receptor Interactions	4.78E-01	1.19E-02	NaN	FOS	
Opioid Signaling Pathway	4.78E-01	8.1E-03	NaN	CALM1 (includes others),FOS	
BMP signaling pathway	4.74E-01	1.18E-02	NaN	JUN	
Colorectal Cancer Metastasis Signaling	4.65E-01	7.91E-03	NaN	FOS,JUN	
Death Receptor Signaling	4.5E-01	1.1E-02	NaN	ACTB	
FAK Signaling	4.35E-01	1.05E-02	NaN	ACTB	
GABA Receptor Signaling	4.35E-01	1.05E-02	NaN	UBC	
Neuregulin Signaling	4.31E-01	1.04E-02	NaN	HSP90AA1	
α-Adrenergic Signaling	4.31E-01	1.04E-02	NaN	CALM1 (includes others)	
ATM Signaling	4.27E-01	1.03E-02	NaN	JUN	
PAK Signaling	4.27E-01	1.03E-02	NaN	MYL6	
Salvage Pathways of Pyrimidine Ribonucleotides	4.27E-01	1.03E-02	NaN	PIM1	
p53 Signaling	4.24E-01	1.02E-02	NaN	JUN	
Apelin Cardiomyocyte Signaling Pathway	4.2E-01	1.01E-02	NaN	MYL6	
Senescence Pathway	4.19E-01	7.27E-03	NaN	CALM1 (includes others),JUN	
Neuropathic Pain Signaling In Dorsal Horn Neurons	4.13E-01	9.9E-03	NaN	FOS	
SAPK/JNK Signaling	4.1E-01	9.8E-03	NaN	JUN	
Telomerase Signaling	3.95E-01	9.35E-03	NaN	HSP90AA1	
Gαs Signaling	3.95E-01	9.35E-03	NaN	RGS2	
CDK5 Signaling	3.91E-01	9.26E-03	NaN	EGR1	
Paxillin Signaling	3.91E-01	9.26E-03	NaN	ACTB	
Antioxidant Action of Vitamin C	3.88E-01	9.17E-03	NaN	SLC2A3	
Glioma Signaling	3.85E-01	9.09E-03	NaN	CALM1 (includes others)	
Rac Signaling	3.8E-01	8.93E-03	NaN	JUN	
Role of Tissue Factor in Cancer	3.66E-01	8.55E-03	NaN	EGR1	
p38 MAPK Signaling	3.63E-01	8.47E-03	NaN	DUSP1	
GP6 Signaling Pathway	3.6E-01	8.4E-03	NaN	CALM1 (includes others)	
IL-15 Production	3.55E-01	8.26E-03	NaN	CSF1R	
Synaptogenesis Signaling Pathway	3.54E-01	6.41E-03	NaN	CALM1 (includes others),NAP1L1	
Inhibition of ARE-Mediated mRNA Degradation Pathway	3.52E-01	8.2E-03	NaN	ZFP36L2	
CCR3 Signaling in Eosinophils	3.47E-01	8.06E-03	NaN	CALM1 (includes others)	
Gαi Signaling	3.44E-01	8E-03	NaN	FPR1	
FXR/RXR Activation	3.41E-01	7.94E-03	NaN	CLU	
Synaptic Long Term Potentiation	3.34E-01	7.75E-03	NaN	CALM1 (includes others)	
p70S6K Signaling	3.34E-01	7.75E-03	NaN	EEF2	
Adipogenesis pathway	3.22E-01	7.46E-03	NaN	TXNIP	
Iron homeostasis signaling pathway	3.15E-01	7.3E-03	NaN	HP	
Insulin Receptor Signaling	3.09E-01	7.14E-03	NaN	SOCS3	
Xenobiotic Metabolism General Signaling Pathway	3.02E-01	6.99E-03	NaN	GSTP1	
Dopamine-DARPP32 Feedback in cAMP Signaling	2.64E-01	6.13E-03	NaN	CALM1 (includes others)	
Molecular Mechanisms of Cancer	2.5E-01	5.12E-03	NaN	FOS,JUN	
Germ Cell-Sertoli Cell Junction Signaling	2.5E-01	5.85E-03	NaN	ACTB	
PI3K/AKT Signaling	2.43E-01	5.71E-03	NaN	HSP90AA1	
Hepatic Cholestasis	2.28E-01	5.41E-03	NaN	JUN	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	2.27E-01	5.38E-03	NaN	MYL6	
Gap Junction Signaling	2.1E-01	5.05E-03	NaN	ACTB	
CREB Signaling in Neurons	1.99E-01	4.83E-03	NaN	CALM1 (includes others)	
Thrombin Signaling	1.98E-01	4.81E-03	NaN	MYL6	
Axonal Guidance Signaling	-0E00	2.07E-03	NaN	MYL6	
mTOR Signaling	-0E00	4.76E-03	NaN	EIF4B	
Role of NFAT in Cardiac Hypertrophy	-0E00	4.67E-03	NaN	CALM1 (includes others)	
Breast Cancer Regulation by Stathmin1	-0E00	3.38E-03	NaN	FPR1,JUN	
Integrin Signaling	-0E00	4.69E-03	NaN	ACTB	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	4.11E-03	NaN	CALM1 (includes others),JUN	
