© 2000-2020 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
tetradecanoylphorbol acetate	 	chemical drug	Activated	2.214	6.34E-07	EIF2AK2,ETS1,IFI16,IL7R,ISG15,LTB,MYC,OAS1,PIM1,RACK1,S100A8,S100A9,SOCS3,SORL1,STAT1,TNFSF10	43 (20)
RUNX1	 	transcription regulator	 	 	7.00E-07	IFITM3,IL7R,ISG15,MYC,OAS3,RSAD2,S100A9,STAT1	39 (13)
SAFB	 	other	 	-0.447	7.23E-07	EIF4B,HLA-C,LTB,S100A8,TNFSF10	 
2-aminopurine	 	chemical reagent	 	-1.999	7.40E-07	IFI6,IFIT1,ISG15,OAS1	40 (6)
SGPL1	 	enzyme	 	1.969	7.40E-07	IFIT1,ISG15,MX1,OAS1	 
poly(dG-dC)	 	chemical reagent	 	 	1.01E-06	ISG15,RSAD2,STAT1	 
CLEC12A	 	other	 	 	1.01E-06	IFIT3,ISG15,RSAD2	35 (6)
APP	 	other	Activated	2.377	1.12E-06	HERC6,IFI16,IFIH1,IL6ST,LDHB,MYC,PARP14,RSAD2,S100A8,SLFN5,SOCS3,TNFSF10,TPT1,XAF1	43 (6)
IL15	 	cytokine	 	1.728	1.13E-06	ETS1,IFIT1,IL7R,MX1,MYC,PIM1,SORL1,SP100,TNFSF10,XBP1	26 (15)
CEBPA	 	transcription regulator	 	-1.006	1.35E-06	HLA-B,IFI27,IFI6,ISG15,MYC,OAS2,S100A8,S100A9,SOCS3,TNFSF10	33 (9)
SB203580	 	chemical - kinase inhibitor	Inhibited	-3.105	1.85E-06	EIF2AK2,IFI27,IFIT1,IFIT3,ISG15,MX1,MYC,SOCS3,STAT1,TNFSF10	47 (16)
Immunoglobulin	 	complex	 	-1.526	2.06E-06	EIF2AK2,HLA-A,IFIT3,IL7R,MYC,OAS2,RSAD2,S100A8,S100A9,SOCS3,XBP1	43 (14)
mir-15	 	microRNA	 	1.522	2.30E-06	IFIT1,ISG15,MX1,OAS1,PIM1	 
3,3'-diindolylmethane	 	chemical drug	 	-0.314	2.30E-06	HLA-A,HLA-B,HLA-C,IFIT1,OAS2	 
TAB1	 	enzyme	 	-1.982	2.58E-06	IFIH1,IFIT1,TNFSF10,XAF1	36 (5)
cycloheximide	 	chemical reagent	 	0.182	2.63E-06	EEF1A1,EIF4B,IFIT1,IL7R,MYC,RSAD2,S100A8,SOCS3,TNFSF10	49 (20)
ID3	 	transcription regulator	 	-1.445	2.93E-06	IFI16,IL7R,LTB,MYC,PIK3IP1,SOCS3,TNFSF10	43 (13)
IRF2	 	transcription regulator	 	-0.914	3.00E-06	EIF2AK2,HLA-B,IL6ST,ISG15,OAS1,TNFSF10	 
IL22	 	cytokine	 	0.861	3.00E-06	HLA-B,MYC,RBL2,S100A8,S100A9,SOCS3	19 (5)
NRAS	 	enzyme	 	-1.501	3.02E-06	ETS1,HLA-A,IFI16,IFIH1,IFIT1,ISG15,STAT1	13 (4)
TMPRSS2-ERG	 	fusion gene/product	 	0.928	3.14E-06	IFI44,LTB,MYC,PIM1,SAMD9,SAMD9L	 
IKBKB	 	kinase	 	0.663	3.28E-06	ETS1,HLA-A,IFI16,ISG15,LTB,MX1,MYC,SOCS3	41 (16)
3M-011	 	chemical reagent	Activated	2.000	3.34E-06	ISG15,MX1,MYC,STAT1	 
CD 437	 	chemical drug	Activated	2.574	3.56E-06	EEF2,EIF4B,HLA-C,MYC,PABPC1,SLC25A6,UBA52	 
IL12 (complex)	 	complex	 	0.689	3.92E-06	IFIH1,IL7R,ISG15,LTB,MYC,PIM1,SOCS3	42 (18)
IFI16	0.362	transcription regulator	 	1.400	4.00E-06	IFI16,IL7R,ISG15,OAS1,PIM1	42 (10)
PLK1	 	kinase	 	 	4.25E-06	DTX3L,IFI16,MYC,PARP9	 
ID2	 	transcription regulator	 	-1.982	4.73E-06	IFI16,IL7R,LTB,MYC,PIK3IP1,SOCS3,TNFSF10	18 (9)
BCL6	 	transcription regulator	 	-0.943	5.18E-06	HERC6,IL7R,LDHB,MYC,SOCS3,STAT1,XBP1	32 (17)
LIF	 	cytokine	Activated	2.383	5.18E-06	AHNAK,IFI16,IL6ST,MYC,PIM1,SOCS3,XBP1	24 (11)
3M-001	 	chemical drug	Activated	2.000	5.34E-06	ISG15,MX1,MYC,STAT1	 
PRDM1	 	transcription regulator	 	0.248	7.58E-06	IL7R,MYC,RSAD2,S100A8,S100A9,TNFSF10,XBP1	43 (9)
TNIP1	 	other	 	0.450	8.11E-06	HLA-A,HLA-B,S100A8,S100A9	 
SAMHD1	 	enzyme	 	 	8.17E-06	IFI27,IFI6,MX1	 
EP300	 	transcription regulator	 	 	8.67E-06	EPSTI1,HLA-B,IL7R,MYC,OAS3,RSAD2,SOCS3,XBP1,ZFP36L2	24 (10)
FADD	 	other	 	0.447	8.72E-06	EIF2AK2,IFIH1,MYC,PIM1,STAT1	 
GAB3	 	other	 	 	9.63E-06	IFIT1,OAS1	 
TGFB1	 	growth factor	 	-1.549	1.03E-05	AHNAK,EEF1A1,ETS1,IFI16,IFI27,IFIH1,IFIT3,MALAT1,MYC,PIM1,RACK1,RBL2,RSAD2,SOCS3,SRSF5,STAT1,XBP1,ZFP36L2	32 (12)
IFNA17	 	cytokine	 	 	1.04E-05	EIF2AK2,IFIH1,MX1	 
AG490	 	chemical - kinase inhibitor	Inhibited	-2.200	1.08E-05	MYC,PIM1,SOCS3,STAT1,TNFSF10	41 (13)
calcitriol	 	chemical drug	 	0.067	1.12E-05	IFI44L,ISG15,MX1,MYC,RSAD2,S100A8,S100A9,SLC25A6,SOCS3,TNFSF10	30 (13)
IL3	 	cytokine	 	1.236	1.12E-05	EEF1A1,EIF2AK2,HLA-A,MYC,PIM1,SOCS3,TNFSF10,XBP1	30 (16)
SOCS3	0.378	phosphatase	 	-1.689	1.14E-05	IFIT1,MX1,OAS1,OAS2,SOCS3	44 (9)
GATA3	 	transcription regulator	 	-0.492	1.14E-05	ETS1,IL7R,LTB,MYC,S100A8,S100A9,XBP1	41 (13)
ST1926	 	chemical drug	Activated	2.449	1.16E-05	EEF2,EIF4B,PABPC1,SLC25A6,TPT1,UBA52	 
Irgm1	 	other	Inhibited	-2.000	1.18E-05	IFI16,IFIT3,OAS2,RSAD2	42 (7)
MAPKAP1	 	other	 	 	1.29E-05	IFI16,OAS2,SLFN5	 
TREX1	 	enzyme	 	 	1.29E-05	IFI16,IFI44,ISG15	 
SATB1	 	transcription regulator	 	0.168	1.38E-05	EPSTI1,ETS1,IL7R,PIK3IP1,TRIM22,XAF1	 
aldesleukin	 	biologic drug	 	-0.577	1.53E-05	HLA-B,HLA-C,MX1,STAT1	 
Histone h3	 	group	 	 	1.63E-05	IFI6,IFITM3,MX1,RSAD2,S100A8,S100A9,SOCS3,TNFSF10,XBP1	32 (4)
SMARCB1	 	transcription regulator	 	1.300	1.64E-05	EIF2AK2,IFI16,MX1,MYC,OAS1,OAS3	 
fluticasone propionate	 	chemical drug	 	-1.633	1.69E-05	IFI27,IFIT1,MX1,OAS2,S100A8,STAT1	 
CSF3	 	cytokine	 	0.749	1.86E-05	ETS1,LTB,MYC,PIM1,SOCS3,TNFSF10	29 (16)
fontolizumab	 	biologic drug	 	 	1.93E-05	ISG15,MX1,RSAD2	 
OPA1	 	enzyme	 	 	2.31E-05	S100A8,S100A9,XBP1	 
SMARCA4	 	transcription regulator	 	1.411	2.59E-05	AHNAK,HLA-B,HLA-C,IFI16,IFI27,IFIT1,IFITM3,IL7R,MYC,TNFSF10	31 (4)
ionomycin	 	chemical reagent	 	1.650	2.62E-05	AHNAK,EIF2AK2,ETS1,MYC,PIM1,TNFSF10	39 (16)
IL2	 	cytokine	 	1.924	2.66E-05	ETS1,IL7R,LTB,MX1,MYC,PIM1,S100A8,SOCS3,TNFSF10,XBP1	33 (18)
CD3	 	complex	 	1.958	2.81E-05	ETS1,IFIT1,IL7R,MYC,SOCS3,SORL1,SP100,STAT1,TNFSF10,XAF1	32 (19)
thioguanine	 	chemical drug	 	 	2.88E-05	MYC,TNFSF10	 
RPS14	 	translation regulator	 	 	2.88E-05	MYC,S100A8	 
umbralisib	 	chemical drug	 	 	2.88E-05	EIF4B,MYC	 
POU2AF1	 	transcription regulator	 	1.960	3.26E-05	IFI44,IFI44L,IFIT3,MX1	 
CpG ODN 1668	 	chemical reagent	 	1.982	3.26E-05	ISG15,SOCS3,STAT1,XBP1	40 (10)
STAT5A	 	transcription regulator	 	 	3.38E-05	IL6ST,IL7R,LTB,MYC,OAS1,PIM1,SOCS3	41 (15)
IL12B	 	cytokine	 	1.953	3.49E-05	S100A8,S100A9,SOCS3,STAT1	39 (10)
JQ1	 	chemical reagent	Inhibited	-2.197	3.71E-05	IFIT1,ISG15,MX1,MYC,TNFSF10	40 (7)
NLRC5	 	transcription regulator	 	 	3.73E-05	HLA-A,HLA-B,HLA-C	 
EPOR	 	transmembrane receptor	 	 	3.73E-05	MYC,PIM1,SOCS3	19 (9)
EPO	 	cytokine	 	1.073	3.76E-05	EEF1A1,MYC,PIK3IP1,PIM1,SOCS3,TNFSF10,TPT1	31 (15)
Alpha catenin	 	group	 	-1.961	3.86E-05	IL6ST,MYC,S100A8,S100A9,SOCS3	 
TNFRSF8	 	transmembrane receptor	 	0.218	3.99E-05	AHNAK,IFI16,MYC,TNFSF10	 
deferoxamine	 	chemical drug	Activated	2.433	4.27E-05	IFI16,IFI6,MX2,MYC,RSAD2,TNFSF10	40 (7)
ORMDL3	 	other	 	 	4.31E-05	OAS1,OAS2,OAS3	 
OSMR	 	transmembrane receptor	 	 	4.53E-05	IL6ST,OAS1,PIM1,SOCS3	8 (5)
NFATC2	 	transcription regulator	Activated	2.441	4.76E-05	IFIT3,ISG15,MYC,RSAD2,SOCS3,STAT1	41 (16)
WNT5A	 	cytokine	 	-1.067	5.45E-05	MYC,RBL2,SOCS3,STAT1,TNFSF10	44 (18)
poly dA-dT	 	chemical reagent	 	 	5.64E-05	ISG15,RSAD2,STAT1	 
Nc2	 	complex	 	 	5.75E-05	HLA-A,MYC	 
abrocitinib	 	chemical drug	 	 	5.75E-05	MYC,SOCS3	 
Igm	 	complex	 	 	6.12E-05	MYC,PIM1,RBL2,XBP1	28 (9)
RARB	 	ligand-dependent nuclear receptor	 	0.000	6.29E-05	ETS1,HLA-C,IFI27,IFIT1,STAT1	 
DOCK8	 	other	Activated	2.000	6.48E-05	IFIT3,ISG15,RSAD2,STAT1	 
PLAU	 	peptidase	 	1.969	6.48E-05	OAS1,OAS3,S100A8,S100A9	 
TAL1	 	transcription regulator	 	0.816	7.18E-05	ETS1,HLA-A,HLA-B,HLA-C,MYC,TNFSF10	23 (7)
IKBKG	 	kinase	 	1.104	7.23E-05	HLA-A,IFI16,ISG15,SOCS3,TNFSF10	40 (15)
JAK1/2	 	group	 	1.982	7.25E-05	EIF2AK2,ISG15,MX1,RSAD2	 
SASH1	 	other	Activated	2.000	7.25E-05	IFIT3,ISG15,RSAD2,STAT1	 
IKZF3	 	transcription regulator	 	-1.967	7.25E-05	IFI27,IFI6,IFIT3,MYC	 
STAT4	 	transcription regulator	 	1.471	7.36E-05	AHNAK,IFIH1,ISG15,MYC,SOCS3,STAT1	46 (18)
imatinib	 	chemical drug	 	-1.038	7.48E-05	EIF4B,IFIT3,MYC,PIM1,SLC25A6,SRSF5,STAT1	11 (5)
E. coli lipopolysaccharide	 	chemical - endogenous non-mammalian	 	1.995	8.08E-05	MX1,S100A8,S100A9,SOCS3	49 (12)
SYVN1	 	transporter	 	-1.342	8.28E-05	HLA-A,HLA-C,IFI44,IL7R,LDHB	 
isotretinoin	 	biologic drug	Activated	2.000	8.98E-05	IFIT3,OAS1,S100A9,TNFSF10	 
RFXANK	 	transcription regulator	 	 	9.57E-05	HLA-A,HLA-B	 
scoparone	 	chemical - endogenous non-mammalian	 	 	9.57E-05	MYC,SOCS3	 
VDR	 	transcription regulator	 	0.000	1.00E-04	IFI44L,ISG15,MYC,S100A8,S100A9,SOCS3	21 (6)
IFNL3	 	cytokine	 	 	1.01E-04	MX1,RSAD2,STAT1	35 (5)
POLG	 	enzyme	 	 	1.01E-04	EEF1B2,RACK1,TPT1	 
GFI1	 	transcription regulator	 	 	1.04E-04	EIF2AK2,ETS1,IL7R,MYC,STAT1	40 (8)
MAP3K14	 	kinase	 	0.000	1.10E-04	IL7R,LTB,TNFSF10,XBP1	30 (16)
FCGR2B	 	transmembrane receptor	 	 	1.12E-04	IFI27,MX1,SOCS3	 
fucoidin	 	chemical reagent	 	 	1.12E-04	ISG15,TNFSF10,XBP1	 
camptothecin	 	chemical drug	 	0.000	1.14E-04	EEF1A1,EEF1B2,HLA-A,HLA-B,HLA-C,IFI16,MYC,RSAD2,SORL1	 
lenalidomide	 	chemical drug	 	1.342	1.20E-04	IFI27,IFI6,IFIH1,IFIT3,MYC,XBP1	38 (6)
MTOR	 	kinase	 	 	1.24E-04	IFI16,LDHB,MYC,OAS1,SOCS3,STAT1,TNFSF10	47 (16)
bortezomib	 	chemical drug	 	-0.021	1.25E-04	IL6ST,MX1,MYC,RSAD2,TNFSF10,XBP1	53 (22)
MTPN	 	transcription regulator	 	0.900	1.27E-04	LTB,MYC,S100A8,TNFSF10	22 (7)
IGF1	 	growth factor	 	1.284	1.32E-04	EIF2AK2,EIF4B,IFITM3,MYC,PIM1,SOCS3,XBP1,ZFP36L2	43 (12)
IL12RB1	 	transmembrane receptor	 	 	1.43E-04	IFI6,OAS2	 
HLA-B	-0.271	transmembrane receptor	 	 	1.43E-04	OAS2,XBP1	 
cigarette smoke	 	chemical toxicant	 	1.468	1.49E-04	MX1,OAS1,OAS2,OAS3,STAT1,XBP1	 
NPC1	 	transporter	 	 	1.53E-04	S100A8,S100A9,STAT1,XBP1	 
CCN1	 	other	 	-0.068	1.53E-04	IL6ST,MYC,RBL2,TNFSF10	21 (7)
IL10	 	cytokine	 	0.764	1.66E-04	IL6ST,IL7R,LTB,S100A8,SOCS3,STAT1,TNFSF10	42 (22)
E. coli B5 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	0.816	1.66E-04	EEF1A1,HLA-A,IFIT1,IL6ST,IL7R,SOCS3	40 (10)
NFkB (complex)	 	complex	 	0.397	1.74E-04	ETS1,HLA-A,IL7R,ISG15,LTB,MYC,RSAD2,SOCS3,TNFSF10	31 (14)
S100A9	0.444	other	 	1.982	1.93E-04	ISG15,PIK3IP1,S100A8,S100A9,SOCS3	 
NLRP12	 	other	 	 	1.94E-04	HLA-A,HLA-B,HLA-C	 
hydrogen peroxide	 	chemical - endogenous mammalian	 	1.480	1.94E-04	EEF1A1,EEF1B2,ETS1,IFI6,MYC,PIM1,XAF1,XBP1	23 (7)
Stat1 dimer	 	complex	 	 	2.00E-04	EIF2AK2,PIM1	 
tofacitinib	 	chemical drug	 	 	2.00E-04	IFIT3,ISG15	 
STAT	 	group	 	 	2.10E-04	EIF2AK2,IL6ST,SOCS3	 
IL27RA	 	transmembrane receptor	 	 	2.10E-04	LTB,SOCS3,STAT1	12 (3)
MYD88	 	other	Activated	2.117	2.11E-04	HLA-A,ISG15,MYC,RSAD2,S100A8,SOCS3	43 (15)
PDLIM2	 	other	 	1.000	2.16E-04	IFI44,IFIT3,OAS3,STAT1	39 (7)
dextran sulfate	 	chemical drug	 	1.342	2.20E-04	IFITM3,ISG15,MYC,S100A8,S100A9,SOCS3	44 (11)
NFKB1	 	transcription regulator	 	 	2.24E-04	ISG15,LTB,MYC,RACK1,STAT1,TNFSF10	26 (10)
EZH2	 	transcription regulator	 	0.103	2.35E-04	LTB,MYC,PARP9,PIK3IP1,S100A8,S100A9,SOCS3	10 (2)
U0126	 	chemical - kinase inhibitor	 	-0.113	2.58E-04	EEF1A1,EEF2,ETS1,MYC,PABPC1,S100A9,SOCS3,STAT1	26 (15)
mitoxantrone	 	chemical drug	 	 	2.66E-04	IFI16,OAS2,RSAD2	 
mir-21	 	microRNA	 	-1.461	2.66E-04	IFI16,LTB,MYC,OAS2,OAS3,STAT1	36 (7)
CYTOR	 	other	 	 	2.66E-04	MYC,STAT1	 
HDAC11	 	transcription regulator	 	 	2.66E-04	EIF2AK2,ISG15	 
IL22RA2	 	transmembrane receptor	 	 	2.66E-04	HLA-B,SOCS3	 
TAPBP	 	transporter	 	 	2.66E-04	HLA-A,HLA-B	 
ETV6-NTRK3	 	fusion gene/product	 	 	2.66E-04	IFIT3,STAT1	 
EGF	 	growth factor	 	0.660	2.78E-04	EEF1A1,ETS1,IL7R,MYC,S100A9,SOCS3,STAT1,ZFP36L2	32 (17)
F7	 	peptidase	 	 	2.86E-04	EEF1A1,EEF2,MYC	 
H-7	 	chemical - kinase inhibitor	 	 	2.86E-04	ISG15,MYC,PIM1	33 (3)
laminaran	 	chemical drug	 	 	2.86E-04	IFI44L,IL7R,RSAD2	 
Akt	 	group	 	1.040	2.98E-04	ETS1,IL7R,MYC,SOCS3,TNFSF10,XBP1	39 (24)
FLT3	 	kinase	 	 	3.07E-04	IFIT3,MYC,PIM1	4 (2)
resveratrol	 	chemical drug	 	-0.528	3.32E-04	IFIT1,IL7R,ISG15,MALAT1,MYC,XBP1	29 (15)
PIK3CG	 	kinase	 	-0.762	3.41E-04	HLA-A,OAS2,STAT1,TNFSF10	 
UBA7	 	enzyme	 	 	3.42E-04	ISG15,OAS1	 
RBM5	 	other	 	 	3.77E-04	IFITM3,ISG15,PIM1	 
uranyl nitrate	 	chemical toxicant	 	-0.218	3.80E-04	EEF2,IFIT3,RACK1,TPT1	 
PD98059	 	chemical - kinase inhibitor	 	-0.223	3.89E-04	EEF1A1,ETS1,MYC,PABPC1,PIM1,S100A8,SOCS3,ZFP36L2	32 (14)
HOTAIR	 	other	 	 	4.03E-04	MX1,MYC,OAS1	3 (2)
CXCL12	 	cytokine	 	1.446	4.17E-04	HLA-B,IFI27,MYC,SOCS3,TNFSF10	43 (20)
PI3K (family)	 	group	 	1.960	4.21E-04	IFIT1,ISG15,MYC,TNFSF10	28 (11)
SYK	 	kinase	 	-0.985	4.21E-04	OAS1,OAS2,PIM1,TNFSF10	 
Stat1-Stat2	 	complex	 	 	4.26E-04	EIF2AK2,OAS1	 
IFNL2	 	other	 	 	4.26E-04	IFIT1,MX1	 
PARP14	0.340	enzyme	 	 	4.26E-04	ISG15,PIM1	 
CNBP	 	transcription regulator	 	 	4.26E-04	MYC,PABPC1	 
IL9R	 	transmembrane receptor	 	 	4.26E-04	MYC,PIM1	15 (6)
N4BP1	 	other	 	 	4.26E-04	HLA-A,HLA-B	 
PCBP2	 	other	 	 	4.26E-04	MYC,STAT1	 
acriflavine	 	chemical toxicant	 	 	4.26E-04	MYC,SOCS3	 
KIT	 	transmembrane receptor	 	 	4.35E-04	IFIT3,MYC,SOCS3,STAT1	41 (16)
DUSP1	 	phosphatase	 	1.067	4.81E-04	IFIT1,IFIT3,MX1,S100A9	42 (7)
RNF216	 	enzyme	 	 	5.20E-04	IFIT1,ISG15	39 (7)
mir-155	 	microRNA	 	-1.972	5.29E-04	IFIT3,MX1,SOCS3,STAT1	41 (11)
CHUK	 	kinase	 	1.073	5.43E-04	HLA-A,IFI16,ISG15,MYC,SOCS3	42 (14)
HSPA5	 	enzyme	 	 	5.46E-04	IFIT1,ISG15,XBP1	 
salmonella minnesota R595 lipopolysaccharides	 	chemical - endogenous non-mammalian	 	1.257	5.64E-04	ISG15,RSAD2,SLFN5,SOCS3	23 (7)
brefeldin A	 	chemical - endogenous non-mammalian	 	 	5.79E-04	HLA-A,HLA-B,HLA-C	 
IgG	 	complex	 	-1.000	5.91E-04	IFIH1,IFITM3,ISG15,MYC,PIM1	 
Ige	 	complex	 	0.816	5.98E-04	IL7R,MYC,PIK3IP1,RSAD2,SOCS3,TNFSF10	36 (21)
CLDN7	 	other	 	-1.000	6.00E-04	HLA-B,IFI44,IFI6,MX1	 
CSF1	 	cytokine	 	1.198	6.03E-04	IL6ST,MYC,STAT1,TPT1,XBP1	39 (11)
SH3KBP1	 	other	 	 	6.23E-04	MYC,XBP1	 
TCF3	 	transcription regulator	 	1.000	6.36E-04	IFI16,IL7R,MYC,SAMD9L,SOCS3,XBP1	9 (2)
NKX3-1	 	transcription regulator	 	 	6.47E-04	ETS1,MYC,PIM1	 
ETS1	-0.358	transcription regulator	 	 	6.55E-04	ETS1,IL7R,LTB,MYC,SP100	 
alefacept	 	biologic drug	 	 	6.82E-04	IL7R,SOCS3,STAT1	 
BACH2	 	transcription regulator	 	 	6.82E-04	S100A8,S100A9,XBP1	 
beta-estradiol	 	chemical - endogenous mammalian	 	0.397	7.05E-04	DDX17,ETS1,HERC6,HLA-A,IL6ST,IL7R,ISG15,LTB,MX1,MYC,OAS1,RACK1,RBL2,SOCS3,XBP1,ZFP36L2	36 (20)
AGN194204	 	chemical drug	 	0.277	7.10E-04	IFITM3,IL7R,MYC,PIM1,XBP1	17 (7)
CSF2RA	 	transmembrane receptor	 	 	7.34E-04	MYC,PIM1	20 (8)
ATXN3	 	peptidase	 	 	7.34E-04	IFIT1,ISG15	 
6-aminopyrazolopyrimidine derivative compound II	 	chemical - kinase inhibitor	 	 	7.34E-04	IFITM3,ISG15	 
JUN	 	transcription regulator	 	 	7.42E-04	EEF2,HLA-B,IFI16,IL7R,MYC,SOCS3,STAT1	41 (13)
IL12 (family)	 	group	 	 	7.60E-04	MYC,PIM1,STAT1,TNFSF10	48 (19)
cisplatin	 	chemical drug	 	0.972	7.62E-04	IFI6,IFIH1,IL6ST,LDHB,MX1,MYC,SOCS3,TNFSF10,TRIM22	43 (7)
TP53	 	transcription regulator	 	1.042	7.82E-04	EEF1A1,HLA-B,IFI16,ISG15,LDHB,MX1,MYC,OAS1,PIM1,RBL2,STAT1,TNFSF10,TRIM22,XAF1,XBP1	40 (5)
NGF	 	growth factor	 	-0.152	7.83E-04	EEF1A1,MYC,RACK1,RBL2,XBP1	41 (9)
epigallocatechin-gallate	 	chemical drug	 	-1.850	7.83E-04	IL6ST,ISG15,MYC,STAT1,TNFSF10	45 (19)
THPO	 	cytokine	 	 	7.97E-04	MYC,PIM1,SOCS3	28 (12)
CSF2	 	cytokine	 	1.820	8.37E-04	IFITM3,LTB,MYC,PIM1,SOCS3,TPT1,XBP1	24 (11)
carfilzomib	 	biologic drug	 	 	8.55E-04	EIF4B,MYC	 
2'3'-cyclic guanosine monophosphate-adenosine monophosphate	 	chemical - endogenous mammalian	 	 	8.55E-04	ISG15,RSAD2	39 (5)
growth factor	 	group	 	 	8.55E-04	IL7R,MYC	19 (9)
REL	 	transcription regulator	 	 	8.78E-04	HLA-A,MYC,PARP14,RSAD2,TNFSF10	23 (7)
CASR	 	G-protein coupled receptor	 	1.000	8.98E-04	ISG15,S100A8,S100A9,SOCS3	 
HGF	 	growth factor	 	1.111	9.41E-04	ETS1,IL6ST,ISG15,MYC,PIM1,S100A9,SOCS3	25 (11)
SIN3A	 	transcription regulator	 	 	9.68E-04	MYC,RBL2,S100A9	 
IL18R1	 	transmembrane receptor	 	 	9.85E-04	SOCS3,STAT1	15 (7)
U18666A	 	chemical reagent	 	 	9.85E-04	S100A8,XBP1	 
IL6ST	0.261	transmembrane receptor	 	 	1.01E-03	MYC,PIM1,SOCS3	12 (7)
BRD4	 	kinase	 	 	1.03E-03	IL7R,MYC,PIM1,XBP1	38 (7)
ZBTB16	 	transcription regulator	 	-1.987	1.05E-03	EIF2AK2,IL6ST,IL7R,MYC	 
Sn50 peptide	 	chemical toxicant	 	 	1.06E-03	MYC,RACK1,TNFSF10	13 (4)
MUC1	 	other	 	 	1.11E-03	IFIT3,MYC,STAT1	9 (3)
birabresib	 	chemical drug	 	 	1.11E-03	IFI44,IFI44L,MYC	 
CSF2RB	 	transmembrane receptor	 	 	1.12E-03	MYC,PIM1	20 (9)
DPH5	 	enzyme	 	 	1.12E-03	EEF2,STAT1	 
H1-2	 	other	 	 	1.12E-03	LTB,MYC	 
IL2RB	 	transmembrane receptor	 	 	1.12E-03	ETS1,MYC	16 (8)
NDN	 	transcription regulator	 	 	1.12E-03	MYC,RBL2	 
CpG oligonucleotide	 	chemical drug	 	1.000	1.23E-03	IFI27,IFI6,MYC,TNFSF10	40 (7)
Map3k7	 	kinase	 	 	1.27E-03	ISG15,RSAD2,S100A9	 
calphostin C	 	chemical - kinase inhibitor	 	 	1.27E-03	ETS1,MYC,S100A8	 
Integrin	 	complex	 	 	1.27E-03	MYC,SOCS3	25 (14)
PHB2	 	transcription regulator	 	 	1.27E-03	IL6ST,SOCS3	 
FABP5	 	transporter	 	 	1.27E-03	IFIT3,SOCS3	 
KLK5	 	peptidase	 	 	1.27E-03	S100A8,S100A9	 
bombesin	 	chemical - endogenous mammalian	 	 	1.27E-03	MYC,SRSF5	 
IL17A	 	cytokine	Activated	2.219	1.28E-03	ISG15,MYC,S100A8,S100A9,SOCS3	46 (17)
26s Proteasome	 	complex	 	-0.830	1.32E-03	MYC,SOCS3,STAT1,TNFSF10	45 (18)
FANCC	 	other	 	 	1.32E-03	IFI44L,MX1,OAS1	 
clopidogrel	 	chemical drug	 	 	1.38E-03	IFIT1,MYC,XBP1	 
Pam3-Cys-Ser-Lys4	 	chemical reagent	 	-0.152	1.42E-03	HLA-A,LTB,PARP14,STAT1	 
CD22	 	transmembrane receptor	 	 	1.43E-03	ETS1,MYC	19 (11)
GFI1B	 	transcription regulator	 	 	1.43E-03	MYC,SOCS3	 
MAP2K3	 	kinase	 	 	1.43E-03	ISG15,STAT1,TNFSF10	33 (3)
LDL	 	complex	 	 	1.49E-03	MX1,S100A8,SOCS3,TNFSF10,XBP1	45 (19)
PTEN	 	phosphatase	 	-0.467	1.53E-03	ETS1,ISG15,LDHB,MYC,PIM1,RBL2,SOCS3,TNFSF10	40 (18)
AGER	 	transmembrane receptor	 	 	1.55E-03	IFIT1,S100A8,S100A9	 
ATG7	 	enzyme	 	 	1.55E-03	IFIH1,MYC,SOCS3	 
TNFSF11	 	cytokine	 	1.214	1.57E-03	ETS1,MYC,PIM1,SOCS3,STAT1	30 (18)
IL17R	 	complex	 	 	1.59E-03	S100A8,S100A9	 
ZBP1	 	other	 	 	1.59E-03	ISG15,OAS1	 
TEK	 	kinase	 	 	1.59E-03	S100A8,S100A9	 
TCF4	 	transcription regulator	 	0.896	1.60E-03	IFI16,MYC,SAMD9L,SOCS3,TNFSF10,XBP1	 
vorinostat	 	chemical drug	 	1.069	1.62E-03	MYC,S100A8,S100A9,SOCS3,TNFSF10	34 (16)
EGR2	 	transcription regulator	 	 	1.67E-03	IL7R,MYC,SOCS3,TNFSF10	39 (9)
MRTFB	 	transcription regulator	 	 	1.74E-03	HLA-A,S100A8,S100A9,SLFN5	 
MAPK9	 	kinase	 	-0.145	1.74E-03	IFI16,LUC7L3,MYC,PARP14	 
UCP1	 	transporter	 	-1.000	1.74E-03	EEF1A1,IFIT3,MYC,OAS3	 
MAP2K6	 	kinase	 	 	1.74E-03	ISG15,STAT1,TNFSF10	33 (3)
MSR1	 	transmembrane receptor	 	 	1.76E-03	IFIT1,ISG15	 
HNRNPA1	 	enzyme	 	 	1.76E-03	EIF2AK2,MYC	 
fumonisin B1	 	chemical toxicant	 	 	1.76E-03	LTB,TNFSF10	 
cerivastatin	 	chemical drug	 	 	1.81E-03	MYC,S100A8,S100A9	15 (4)
FOS	 	transcription regulator	 	-1.980	1.84E-03	HLA-B,MALAT1,MYC,S100A8,S100A9,SOCS3,XAF1	 
PRKCE	 	kinase	 	 	1.88E-03	IL6ST,MYC,PIM1	38 (7)
androgen	 	chemical drug	 	 	1.95E-03	ETS1,MYC,PIM1,TPT1	21 (7)
